group,CD80,CD274,CD19,CD49f,CD25,CD279,CD294,Podoplanin,CD32,CD152,HLA-DR,CD64,CD314,CD35,CD21,CD11a,IgA,CD79b,CD169,CD41,CD29,CD303,CD49b,IgG-Fc,IgD,TSLPR,CD22,CD71,B7-H4,CD158,CD207,CD73,TCR-Vr9,CD305,CD158f,CD319,CD150,CD85j,CD328,Podocalyxin
progressive,-0.487926969288966,-0.40222756303802,-0.326375225953597,0.0164496003713944,-0.310922284305384,-0.151544793667359,-0.36175759451166,-0.3215634274742,-0.110838298705928,-0.498733996642221,-0.653703612346323,0.198307559185104,-0.213873241612323,0.0679995498797202,-0.288805185148889,-0.160232703525749,-0.182045328388047,-0.224999027701533,0.149901338118699,0.0325600255627125,-0.117224376485131,-0.133370144437753,-0.338346224913658,-0.0403639472882825,-0.190820790565445,-0.085344218358134,-0.403616578570782,-0.279144530746028,-0.402953248501381,-0.465251970629433,-0.163629902867274,-0.320743498402359,-0.495185291407408,-0.508631392235403,-0.31357191452288,-0.413796984528455,-0.298145291836243,-0.368400467498412,0.138836894779913,-0.355425108840374
progressive,-0.110092952477621,0.0747461563196836,0.0046183472546436,0.0029028919465575,-0.0741090003141403,0.200789962459467,0.0195717665124883,0.0856552364511747,-0.109226926285029,0.238995733200311,0.354080048310618,-0.0066943278338542,-0.141108217906705,0.439689885014233,-0.0357906064657797,0.112093855230175,-0.113550544444885,0.118289887258617,0.457858248631294,-0.0378538537246691,-0.0475948510907425,-0.0476278664107712,0.12688522769579,-0.0492521456595347,0.178011046782094,0.123626904610366,0.12059372699479,0.196969330249691,-0.0475064130987265,-0.0815867455179886,-0.0873345369635869,0.0505967415133166,-0.0887528420576563,0.0170676290300116,-0.0149185848022795,-0.163121749675836,-0.0306763080146042,0.0221718840014411,0.0674532573731843,-0.028144789831036
progressive,-0.0317610861151198,0.0342742046718627,-0.258721530736426,0.0590373502215579,-0.108758240999715,0.0881784592052098,0.0536921901190349,0.096501114067918,-0.433017606316215,0.0984394424018283,0.125997734861785,0.13023442722164,0.0219472901178179,0.161164700961747,-0.0384542556745529,0.0531593588236956,0.0479777252761922,0.11608179763665,0.109265285503659,-0.0252601029497494,-0.0979689697674106,0.0478784221542864,0.0936939552199448,0.073746671079008,0.40578832515746,0.0250073568263924,0.395533668374315,0.2870759680943,0.0212964989872054,0.079924642339043,0.038105265802897,0.46593123657115,-0.0864086963430843,0.2476014996226,0.085374579685032,0.0997913469289587,0.105624979693273,0.0459149044745503,0.142720055317059,0.0279171257168546
progressive,0.0246127085073039,-0.120073210928055,0.057818676644789,-0.526615605599415,-0.199116599807567,-0.436141160920393,-0.339535043409829,-0.177108519785366,-0.0126942438930385,-0.475273016397407,-0.125191736620083,-0.128857043563634,-0.504440527292966,0.231123559693717,-0.0459432450867476,-0.0306496656504207,-0.173746467897346,-0.0417557653653308,-0.42856184302851,-0.547631903701299,-0.411700561868426,-0.417953612398312,-0.492151714564032,-0.45358406504998,0.044073340338283,-0.283285365231601,0.0006621662480189,-0.228868175462298,-0.155381680950638,-0.0172155360287527,-0.437834737829603,-0.0221882131795665,0.0536802114548214,0.071701523097741,-0.287920382108216,0.0794384271920198,-0.341833402111599,-0.0901325501997191,0.0534786253187031,-0.292712673277344
progressive,-0.10579558029578,0.160204074992828,-0.240285402632701,-0.0408569570207785,0.448501776399142,-0.127923431070211,0.0738876156196282,0.0494736107366261,-0.104301195450423,-0.117195829694174,-0.059148944888503,-0.404763268490882,-0.181955102589618,0.25142686432006,0.168599477777639,-0.0200317457643821,0.0758856962764011,-0.0765349154641711,0.205311666542678,0.0967606966002846,-0.157554644779119,-0.0544529477608587,0.0513607790083321,-0.0188657964487472,0.180213082012527,0.437753137586167,-0.0748023396091723,-0.48494509794556,0.138587976348843,-0.153265970904728,-0.0390146645977286,0.0236554731765815,0.0463924290311082,0.0421391202576826,0.126801628681595,0.106526330300059,-0.0211446489211711,-0.00745615653179,0.190551437064792,0.161943209088463
stable,-0.12755803180228,-0.12073079850485,-0.267466908311416,-0.135402408614084,-0.132840454715633,-0.263882895846898,-0.242688078317055,-0.300230867242547,-0.325771772075817,-0.210294819827506,-0.103681100138093,-0.0023227768785649,-0.228682599936228,-0.149846855713922,-0.144233679962705,-0.234196094213497,-0.196992566654226,-0.294988584452733,-0.155135090485582,-0.229902359234013,-0.248268573009212,-0.351553297296467,-0.275995824882088,-0.144348796075722,-0.137258427997336,-0.0284757228359445,-0.0749677789067993,-0.0280486377011331,-0.254340591122128,-0.194020322120162,-0.190199960888259,-0.146108676368957,-0.176209468445274,-0.0858612909138495,-0.314568441777142,-0.158039958744249,-0.362271640740545,-0.292194141047817,-0.190382978355248,-0.256676546651045
stable,-0.204033806462623,-0.0426310148046511,-0.180313042657961,-0.110533803192401,-0.277494739965005,-0.319331626465793,-0.517867068501631,-0.339366404366712,-0.247521677827405,-0.271696768722057,-0.201174194192659,-0.0746660601708454,-0.313072492629876,-0.225529858988421,-0.12742439761128,-0.124782882155376,-0.230605909464021,-0.103752861511139,-0.127145033176367,-0.0166686563389074,-0.118317829220462,-0.256519003147963,-0.18940112580324,-0.156832369022892,-0.191182205496967,-0.34050168083211,-0.255547704862688,0.0414445295422229,-0.419379311696516,-0.0339623385698747,-0.180813527639794,-0.171247078845833,-0.280093866084961,-0.216535980795094,-0.412942529292563,-0.240171201508494,-0.341808580803409,-0.358712380770954,-0.225181654460137,-0.426191020940486
stable,-0.0754172543381422,-0.0376128361151675,-0.121155165318069,-0.0513027164621543,0.0626603327918377,-0.0998862105882707,-0.0784406604539519,-0.0700150018375639,-0.114333786519278,-0.0338458808871379,-0.215666681229563,-0.033599067808919,0.166935604393655,0.0916966070794642,0.178627444120019,-0.0404518015841289,-0.0026564450751236,0.0238980568276469,0.0702561974617888,-0.140219123784883,-0.0645790682187137,0.0186784912854795,-0.133660909398474,-0.0302558393523431,-0.118390527324644,0.0180377825398211,-0.222306910210739,-0.186746049556294,-0.0767070946153313,-0.0331203227913504,-0.057711834405757,-0.179419019332633,-0.0827124610965029,-0.294492098355597,-0.0722133306748208,-0.112842067572631,-0.180628504865709,-0.083808605182136,-0.0443901664120324,-0.0891349097191818
stable,-0.0957872053802226,-0.146585493154643,0.119482472860738,0.100677163796411,0.166976854773813,0.0027834764157082,0.0987508884859572,0.0919467951847113,0.098544886980501,0.13961569660317,0.0824591827745139,0.0916591047557345,-0.0435169263984453,0.126661233439587,0.19221984778965,0.208160137018212,0.0267637114121532,0.190542511403705,0.0854611463895214,0.133370794008311,0.195831868608555,0.0485717402038354,0.121469867226756,0.055454199117119,-0.129167605043697,0.0095875177861812,-0.0293731783034489,0.142527181783164,0.0650822184274955,-0.163896838965585,-0.117221960124642,-0.2512720692428,0.125098374380351,-0.141459758982513,0.0251658410091113,-0.0605005454244516,0.0517306517126777,0.159211771365036,0.0125484026626772,0.0656629693832176
stable,-0.114215941624159,-0.0260105981598988,-0.0653692417426862,0.0529501755006708,-0.107375481518293,-0.0867562172634852,0.0276435504735301,0.0188652618099112,0.0784191375579037,0.109832077741458,0.115201818203621,0.324821800562608,0.121014340551783,0.0906928257613445,0.0341499679881736,0.102837537446935,0.0132806019958339,0.0041167313476313,0.261282951281808,0.0746748802746082,0.0121181709049893,0.0733819957941104,-0.125193358578417,-0.0767400906328628,0.290395137384544,-0.0073409973047455,-0.0937366680783884,-0.0012279800436689,-0.0205382568105259,0.109254832691856,0.140573214944061,0.147687936202761,0.0346266456292151,-0.239551985678918,0.169732087299198,-0.0981727205775499,-0.010689143631596,0.0611721512426241,-0.0070530874790773,-0.181355028706287
