group,CD70,CD269,HLA,CD16,CD25,IgM,CD152,CD95,CD141,CD314,CD366,CD272,CD58,CD39,CD244,CD370,CD254,IgD,TSLPR,CD71,CD158,CD49d,CD73,CD305,LOX-1,CD133,CD158f,CD337,HLA-A2,GARP,CD82
progressive,0.585199410317623,0.0558428434977449,0.351320761405471,0.357274712137753,-0.168633180940436,0.0723859204904262,0.243721096064638,0.522208925836795,0.424552367390294,0.486297913916227,0.214548689343046,0.141366783439084,0.16206668748986,0.0350296951562286,0.0298287789016971,0.441049898866168,0.0296269712020639,0.19905161691906,0.296775815547469,0.183760079258785,0.0571581855535992,0.110125523228951,-0.111778953944675,0.406475630103685,0.412140116345265,-0.2091788281235,0.136355354722546,0.440662472359353,0.0158975955614082,0.200012658390515,0.123197645884235
progressive,0.194478278869482,0.0547313729135579,0.0157059258892409,0.404389976788078,0.114463717545567,0.134546176380947,0.0535949871705386,0.054083655877862,0.19111942176361,0.188816659987349,0.134165580264368,0.257829527502199,0.312014863228286,-0.0834919761464634,0.255096335042215,0.101559560278584,0.116805013540628,0.233514933127748,0.0754774786042234,-0.373622621549961,0.0501818523701942,-0.114236383230757,0.0823226900559131,0.193142597719956,0.0814970859202912,-0.102760445956187,0.199133979143499,0.14782055622289,0.277009423407532,-0.0940658483020965,0.0092780668356291
progressive,0.0618945713259555,-0.0177006201657738,0.108092564501885,0.212611308990103,-0.0869258512306221,0.131659816651732,0.0260602172626604,-0.066883792646868,0.0410241687933247,0.111866711779067,-0.0708304081748145,-0.0632426693648596,0.0568968387179161,-0.126589742316572,-0.107620743836589,0.0660098005832109,0.0578447237554822,0.194223780444528,-0.0249091986328533,0.0115634171573867,-0.108202842655457,-0.0711253005958689,0.177290674732371,0.087927874782234,-0.0223322813178271,-0.0427653622389619,0.0153159694035529,0.0147438527440596,0.0049970407141933,-0.0362275164349035,0.0039045279480921
progressive,0.359636343106764,0.426110341125952,0.307515560714389,0.241737799652776,0.134367733277591,0.158999920517603,0.429052194058921,0.111951612060055,0.440746786410884,0.434752431750311,0.558794918655641,0.192310441055471,0.402233473884594,0.403948061740293,0.401008622565206,-0.0842949398242436,0.445325040722644,0.0841800800461205,0.0044620877399161,0.19518484749465,0.0438718498797247,0.419527024265892,0.284931806870275,0.17435255155718,0.198076415022654,0.531734540527026,0.450443716854732,0.40701417766831,0.499948570856408,0.408874662038623,0.406057750926109
progressive,-0.0981585312972374,0.112833276803385,-0.123477698675231,0.0461950221837233,0.427465951922934,0.223778877517862,-0.101899848166014,-0.104561145333423,-0.132243219043063,0.0808319742765581,-0.0392002102661306,0.0423408035325132,-0.0232610047808546,-0.329288352115476,0.0054070788853417,-0.363322741900573,0.0557135156670751,-0.122087069258798,0.202198297793799,-0.420232111421893,-0.418547405002905,0.0105081348759988,0.146243883236529,0.279821454729494,-0.266056117528546,-0.197930309603054,0.121212274262614,-0.25264663875388,-0.127305700747763,0.0528352756530439,-0.164572476687391
stable,0.038636355758707,0.193927449008058,0.137608874638578,-0.0311819956220109,-0.0019491542975567,0.165303192025224,0.262153706646672,0.0921909541823785,0.155223019900083,0.185109436730607,0.090510441699036,0.225599551885509,0.178690796446718,-0.0618333252858308,0.0818635277522222,0.125795721427962,0.226363829950153,-0.0612635084752458,0.145034838587002,0.0319455698276543,0.0286335139806649,0.244725040765179,0.0767087838552467,0.0390555189446519,0.0247513800251607,0.25201763253473,0.221961477939202,0.136623018794301,0.271454640157183,0.14626957287958,0.180691247065604
stable,0.213943930700407,0.0884053201339938,0.0978001783495939,0.206540491765478,0.128016055045138,0.0580336514257746,0.291893860264585,-0.0969582732664674,0.190299026544012,0.307553975071823,0.0856272329401722,0.283925901644377,0.276698567808671,0.106367735950834,0.0351953495641493,0.0970132379402951,0.299373950415609,0.180244066913063,0.227299314038266,-0.137016475346821,0.122166331449893,0.219915541491288,0.198045947738963,0.132967931222769,0.261593478552874,0.16377774413037,0.25063989242084,0.227030279798306,0.201803747380169,0.136514616897649,0.206919697997069
stable,-0.139916825574504,-0.182660236006535,-0.164492268647589,-0.168731551122321,-0.0100228214967813,0.171239583206938,-0.195745871444039,-0.0382116988844073,-0.0525232189705253,-0.167793748265851,-0.12992430674417,0.0952614547462347,-0.28478677275625,-0.261738200837433,-0.146279405615812,-0.0528068753338516,-0.0550827010947709,0.177067514858764,-0.0942794763427404,-0.178894742630746,-0.154761657950604,-0.137903292116016,0.186563612359845,0.14347026981456,0.0893192420266963,-0.163385164712634,-0.0734548028143286,-0.145631099645422,-0.213917036565921,-0.152104922674313,-0.121520085909003
stable,0.280893311970744,0.122432463096775,0.223270240020258,-0.0401086397567433,0.149310995271191,-0.153240060050759,0.12127928919323,0.0836992177331888,-0.0127028664326888,0.04407260230496,0.0107828978265998,-0.137861076649665,0.15887264222158,0.0929714142877354,0.050380628596831,0.18883767290748,0.0912644461282306,-0.431194934867093,0.0053788202074634,0.235417487456592,0.0296313839940348,0.205767090425703,-0.110101664046049,-0.16843104014604,0.125325528514153,0.0917369042018383,0.0678997060502189,0.107698844694659,0.0489049225877328,0.0075591390009652,0.198836770763625
stable,0.0287680342985012,0.0633837547894714,-0.112996613850626,-0.244282891187722,-0.13043615493469,0.0694605484023287,-0.101067724208781,-0.267517946149425,-0.0389600373742623,-0.182436991515729,-0.00511948520449,-0.442295391619719,-0.120452562983011,-0.235615187083087,-0.0130049041252752,-0.0046914567923015,-0.0461650593202916,-0.210644394187479,-0.442310509874165,0.0552591019651026,0.130652955241388,0.129570032724372,-0.0907301334615292,-0.190314552808895,-0.193907266598747,-0.0078622350719486,0.0884742938047692,-0.0405613584331848,-0.0192621795935025,0.0400272887186233,-0.0481721181278004
