group,CD137L,CD52,CD3,HLA,CD45RA,CD20,CD294,CD5,TCR,CD32,CD185,CD69,CD62L,CD223,CD27,CD141,CD314,CD66b,CD24,CD21,IgA,CD66,CD169,CD54,CD41,CD137,CD163,CD309,CD124,CD29,IgD,CD28,CD127,CD71,CD26,CD1a,CD207,CD49d,CD73,LOX-1,CD94,Ig-light-chain-2,HLA-A2,CD82,NLRP2,CD224,CD258
progressive,-0.232227078002931,-0.0596693021802087,-0.155955570413109,-0.197968869655912,0.0452799398613951,-0.0553096210582772,0.0553222753092092,0.135807864285967,-0.0681415156810226,-0.561822487510073,-0.028225248594956,0.0261340745085208,0.0733378330671566,0.191980689781709,0.101301124995659,0.280559463554367,-0.173131841405258,-0.0700076470422468,-0.296499231239092,-0.0893862978425495,0.126909871639029,-0.234382780847251,-0.382912103970438,-0.119985532375564,-0.117246664819721,-0.407967430492812,-0.0267397733582186,0.148521350276528,-0.0249009546397483,-0.332262107217234,-0.125898048000705,0.0138464335437319,-0.0949386408027794,0.170306360172324,-0.397841055286264,-0.4411097916545,0.0173758980900829,0.275313808072377,0.0984275788901721,-0.45760753131574,-0.0019805009134104,0.0343211620885184,-0.310725731427524,-0.0125401675329419,-0.252506945650724,-0.187436474779661,0.131767032280445
progressive,-0.250205718089198,-0.392994183225297,-0.0248724155757305,-0.277645161144865,-0.246522165880558,-0.09986309909674,-0.25475027605198,-0.233229855684872,0.0134725441904067,0.0032903488395443,-0.155658394432825,-0.420475251603478,-0.139267656602334,-0.0810506283671504,-0.221718465033953,-0.0884663248250339,-0.178705585294315,-0.0916429768441838,-0.27892152819911,0.0287208570404405,-0.0490984909042145,-0.135238448721559,-0.357204792424257,-0.238432746662072,-0.157813988025673,0.277262564153602,-0.0202314504758116,-0.117298832561717,-0.128529001466068,-0.234840177016119,0.0899889373943362,-0.102032742755725,0.141754574048668,-0.456252452180989,-0.355448068931787,-0.0711107930944016,0.0343216568160638,-0.338655642385703,-0.36882395991214,-0.17206373831232,-0.171611986915788,-0.0632066598197637,-0.052895755674779,-0.290285453621989,-0.321073201993748,-0.229444076068203,-0.130262061394496
progressive,0.078564345037864,0.223695597201764,-0.0371963340273728,0.040646573522686,0.263174213815032,0.102964488360236,0.121017151492666,0.30077207401087,0.160864589540999,0.436096297781136,0.050985820033529,0.172318706449003,0.0297979389895548,0.0896673250072912,0.12557768130255,0.0388933107926195,0.0913669780285575,0.0773366195887782,0.378260993267761,0.170135475784485,0.128319547023606,-0.0158863138508032,0.0392438488866603,-0.0244964581093093,0.0361325505164351,0.185572699890336,0.0349867577186616,0.198640592672534,0.12545210089427,0.206607792452126,-0.147995729039466,0.0284623347086105,0.0562982816627382,-0.287459024071808,0.080413618033478,0.15487007585932,0.0904831421585344,0.127778630487581,-0.256223391506979,0.0033514707478472,0.11851351700097,-0.049994126220314,0.171896600949202,0.180570188493642,0.110016296652889,0.149009587251788,0.144190360093816
progressive,-0.046251706520101,-0.127195466210382,-0.366827290818085,-0.0734005791516354,-0.200723874110327,-0.0543592116042102,-0.146722156767596,-0.457066312951527,-0.214892569817057,-0.180455242927762,-0.0820492728707451,-0.0042155956998128,-0.418073376401323,-0.189106533527392,-0.380560010803764,-0.4553602587014,-0.22029364799503,0.378680101005732,0.0386624775903846,-0.0659811423414495,0.0497044085856303,-0.0188804469250452,-0.0606128684240215,-0.185968863968771,-0.304105812656573,0.0841225195779754,-0.254822548684454,-0.382107433958282,-0.176504617943709,-0.239044871207266,-0.1347542380843,-0.404029718659402,-0.360548420102465,-0.0932425900031584,0.0056375193084376,-0.162168703141996,-0.537459790793646,-0.110367030562459,-0.176077751122996,0.156080246895981,0.0316033328394538,-0.0771588067078153,-0.380672615682845,-0.128367351684287,-0.164582580996613,-0.0386552894992623,-0.163424360359097
progressive,-0.0779536140283744,0.0598452852948832,0.126745901842769,-0.083086771464133,0.0015549516413067,-0.0433663297475112,-0.279277594752761,-0.101730968821364,-0.0462542455208177,0.0576775760780407,-0.238031434757185,-0.127046469432317,0.0884777193563518,-0.12903030169699,-0.220633750857065,-0.17788665920223,-0.0148580035021382,-0.020252401093467,0.002980079844237,-0.108766375622714,-0.102314096280177,0.0699715631811966,-0.135083808682515,-0.025051956383382,-0.493248908549237,0.0787476206478275,-0.0813851389708406,0.0775239145409131,-0.0623452842992785,-0.205653733136583,0.0525153937620565,0.0219223653036323,0.0446465455685331,-0.190115949751589,-0.173442332060783,0.0607269549129047,-0.119446656422372,-0.058689051169142,0.430883338515488,0.0511517230587066,-0.162850992549956,0.112236546358821,-0.120043664231469,0.0229457289043793,0.237445671208728,-0.175522294378763,-0.0267691547785963
stable,-0.382187065241789,-0.127076716174483,-0.200063156358597,0.0253271203054642,0.137463847524528,0.0181309977485527,-0.264001539721319,-0.0641383994799934,-0.355376227839173,-0.0810740112511031,-0.208543899829946,-0.097465781909592,-0.0896499532681775,-0.0989247438368338,0.0272407938771671,-0.168469715713048,-0.132049956592273,-0.324291427187125,-0.187919445027172,-0.0676856549275273,-0.300106906154628,-0.369298042388578,-0.338038399828814,0.0618079887039732,-0.187259967094589,-0.112260716712255,-0.210709618490756,-0.130351047214408,-0.274953531803429,-0.198744338753537,-0.192312743615557,-0.149028909062526,-0.246293453425551,0.0343381323611755,-0.118249689130858,-0.190291202382217,-0.288028876880164,-0.114718318493738,-0.207841698235104,-0.147965294229346,-0.213458059511484,-0.0911706837212621,-0.252667178501369,-0.133367399833274,-0.352135851268482,-0.263454376993171,-0.230102863743601
stable,-0.353809844850918,-0.120619606744209,-0.117900850475222,-0.152144786337999,0.0599342512213065,-0.122391524889097,-0.177661763161396,-0.115817877322335,-0.2673650773557,-0.116322354255412,-0.2178930700229,-0.0724661605292796,-0.0875422250334489,0.0085121354179366,-0.104189956617678,-0.0433015244820993,-0.0755885781439515,-0.394384088038477,-0.374004755917258,0.0290763928871908,-0.214167891056306,-0.234493469076981,0.0601033295586631,-0.0906407801617025,-0.018830364895208,-0.163611742704836,-0.36150288130469,-0.104172394262173,-0.0714957804819246,-0.177279344566081,0.275606694591697,-0.252729114760444,-0.222409896321686,-0.0346701432027137,-0.119961122828863,-0.126542449466207,-0.23291767446588,-0.0759087257260755,-0.0098410120424919,-0.429580440439471,-0.208584358079256,-0.171182228255287,-0.13485611568701,-0.27140533018153,-0.248070328076667,-0.364131216125713,-0.110411380865234
stable,-0.277830626675128,-0.112531919052966,-0.0258978690817445,0.0525037091159881,0.0457727212172287,-0.0311786355696772,-0.37330283689009,-0.179302087346363,-0.27238561283459,-0.114895135622369,-0.206585154434123,-0.207904585339934,-0.321120290364165,-0.378684822508061,-0.0160892194717541,-0.177700172781735,-0.140987713951521,-0.383494723251693,-0.263188207958398,-0.262374342395258,-0.167208631857712,-0.254452438544143,-0.0503216617346139,-0.0326232843393188,0.0526212656784479,-0.245738935418375,-0.245933024000495,-0.396391345647918,-0.40784086097912,-0.17908751021977,-0.0764938042972977,-0.153982737177489,-0.154902039603969,-0.155525558487642,-0.151137423927013,-0.199775779955739,-0.380500269743584,-0.14656896651677,-0.245740155692792,-0.152862538248519,-0.210122407782661,-0.18953751573369,-0.276769390402144,-0.05293408051314,-0.318447192770765,-0.296923519282853,-0.388478934850659
stable,0.156591852099854,0.357840619521716,0.149464093807915,0.37405393644907,0.350241323875403,0.234061581879182,0.115361885123237,0.189517284462871,0.181842724789386,0.197352067135201,0.0824228244851129,0.143425857544886,0.149592627932548,0.208709435699679,0.236863725933714,0.141763046257955,0.232731040599755,0.220768924551591,0.205698741922665,0.375963518896101,0.179506779638071,0.137538928322225,0.113819579268505,0.228900416662524,0.100746353676728,-0.0588757642837781,0.0850422744516465,0.0113889409541212,0.10152201788939,0.179178791664172,-0.111834209922523,0.194120483358844,0.306649454103494,0.0698287673410533,-0.0497575252944806,0.22418535921555,0.312580169242058,0.215662009929042,0.236560455278875,0.294531892606834,0.158923610549145,0.225209513627201,0.190744628045801,0.30740607327477,0.114818362962678,0.307462282710959,0.301510960352172
stable,-0.0505905210099325,-0.196465457358649,-0.171221868657403,-0.178569403221012,-0.0966896084104266,-0.321048691461121,-0.182041123722013,-0.19548569999955,0.0946323740695927,-0.119357480955401,-0.375579506555365,0.0825541209969699,0.096484302060272,-0.328070642999146,-0.141693726555028,-0.245686254978789,-0.366363164950696,-0.293904729676016,-0.355972730290006,0.169843420417509,-0.284474344200617,0.0670861708387888,-0.14491368267696,-0.0299793854161638,0.0249646227311007,-0.131651684312299,0.103084092784228,-0.117981077494861,-0.142996052395972,-0.142725123992096,-0.0799702406554061,0.096720231713321,0.0212641652031602,-0.229258535109324,-0.246269843039441,-0.0935039132216594,0.0660691592357541,0.014927650157979,-0.120680130399634,-0.113473665788931,-0.375815154579014,-0.370834003876026,-0.0266725669809777,-0.211662437754716,-0.0806082748835424,-0.0975222113355078,-0.0513642371253002
