group,CD252,CD154,CD3,CD56,CD19,CD269,HLA,CD90,CD45RA,CD45RO,TIGIT,CD27,CD141,CD366,CD39,CX3CR1,CD11a,CD169,CD268,CD54,CD267,CD309,CD2,IgD,CD22,CD71,CD26,CD207,CD49d,CD73,CD133,CD158f,CD337,CD94,Ig-light-chain-2,CD82,CD360
progressive,-0.164872960489945,-0.188672227691146,-0.271829487087047,0.16759992600741,0.0123546590409745,0.189987065378197,0.135444397215716,0.0557038426765308,0.249626196956085,-0.0268163011350325,0.212182979172654,0.0746257075896937,-0.220366990181042,-0.241272106645888,0.0638636619174779,0.0878016686180702,0.0791720288990969,0.140601198697911,0.0728331630944248,-0.275456476710139,0.105281543121159,0.380007636451983,0.002396024285813,0.0267921796612575,-0.103005905101478,-0.28365595750556,0.0620619771937114,0.040763362817967,-0.0987033480728722,0.218046584465689,0.248860233988655,0.105482444219328,-0.181386673826828,-0.171465675234112,0.15353806211846,-0.0255363411579908,0.159251085232108
progressive,0.185990432397727,0.218528792997958,-0.116294594038713,0.15905914579997,0.402037942828486,0.254911847209037,0.444649386875643,0.138326663711197,0.448074241648027,0.135547272904158,0.474162865170438,0.246379600255695,0.101654576415046,0.287920918774076,0.266431341294524,0.252612865295508,0.516967901923384,0.117913875479534,0.40251584866582,0.451496734754107,0.0539876957099505,0.467656288896664,0.284522995630767,-0.441251307182603,-0.0354664000003394,0.506145106092625,0.40940539654464,-0.0289074596647386,0.409857505553451,0.186053202768146,0.325292896433477,0.278868622534969,0.415844468502017,0.447141530726834,-0.0865026479535345,0.544956330580811,0.115142685364681
progressive,0.0357679383618884,0.0028215341817722,-0.0475264490717685,0.10739073082784,-0.125175571117274,0.139193385365261,0.370054142176189,0.0857906894812923,-0.0016766594015215,0.0722750770415018,0.124470282308213,0.109074486569172,0.0977849612389853,0.0819417362282331,0.0255626314100534,0.163940515029121,0.191163066279518,0.0139468624850674,0.0366736567692436,0.118016637501024,0.0756792201588896,-0.0949057032651423,0.0067184807084648,0.416801483535771,0.505398475019674,0.387789311811918,0.0478386412510832,-0.0176765204364208,0.107686762186303,0.566198620072227,-0.0431034202075205,0.155992695974395,0.0923013391858253,0.105126649964259,0.426781465179298,0.104910773863786,-0.0059634182111782
progressive,-0.425261675172827,-0.133151402624641,-0.490273338052328,-0.284593748548122,-0.190757830900042,-0.488459905879092,-0.181858151330917,-0.423920353503996,-0.244683608418487,-0.409412063751078,-0.402279413937678,-0.27241280773356,-0.457479769949642,-0.559235261381138,-0.458499822948523,-0.420487871406591,-0.170215107451443,-0.448997038668608,-0.17046157232598,-0.0588313823218743,-0.415182773360022,-0.228860588747767,-0.125815278712922,0.0747043118733896,-0.05650485316428,-0.430187403878208,-0.306747374135577,-0.560881203695204,-0.190854475428189,0.109952482142307,-0.454091886379274,-0.443434624251109,-0.403507324225826,0.147482219917451,0.0642442830318973,-0.203522596046456,-0.427296668267911
progressive,-0.0903854537109496,-0.114833915236755,0.0585544108609519,-0.409162066888873,0.281392622517402,-0.227863891032347,0.126660679352192,-0.148841505706287,0.271116925459261,0.152971271183052,0.176412593613627,0.0791465385215515,0.106464161153656,-0.050723038644071,-0.0043797540708393,0.0126193863768652,0.249575848867711,-0.242915015807355,0.125793091538962,0.238931654493489,-0.146788354636895,-0.110551854463669,0.414060936179675,-0.0193005293313541,0.311114835912023,0.506439464694984,-0.0559705484839007,-0.0117844881336248,0.22614847717176,0.102249124711859,0.0337673314493994,-0.0934846925370792,-0.0067152265638286,-0.11525178498461,0.216370161565884,0.0949667727382207,0.0354061849117737
stable,0.117404452974513,0.267448566581911,0.060105253958437,0.277935039741397,0.228443731106335,0.0904821974783839,0.0334637921895985,0.288052877896612,-0.0409372325478214,0.173084190518739,0.170862017581818,0.0705474300080848,0.179127778872714,0.0960039214430699,0.143658911098844,0.141895476952045,0.232710784342653,0.157789312194592,0.225927135486683,0.0211281470892377,0.18713947985846,0.0249311991732291,0.12491737016778,0.0625368461171492,0.072750906661876,0.113489256175516,-0.004528424752809,0.360116231509148,0.108126517619981,0.198709082337929,0.19925658472266,0.179604031408889,0.168387017847807,0.189124569446924,-0.0311678843335084,0.127429112191591,0.0841222142931235
stable,0.0108394158029773,0.0201046013969162,-0.010968366004233,-0.0990297920054198,0.0677360526948872,-0.0791015851081118,-0.117599627748082,-0.177579112304459,-0.23585470456886,0.0613998967033729,0.218864203236358,-0.0109045347810166,-0.0689442854702736,0.0961239229487486,0.0053082339751474,-0.0019524152203459,-0.0345768249194203,0.0822183896885242,-0.0528446128939652,-0.0016895668468059,0.135098781381489,-0.10192392380349,0.103672485389609,0.240524389770251,-0.24872948278242,0.1482139945704,0.0928602600703296,-0.110019737120763,0.130228070502343,-0.0117334496020746,-0.110173458651533,0.0268549205638426,0.0317938646860068,-0.0219572042289169,0.14777970539718,-0.0521749485430716,0.22716042657138
stable,0.157554685427647,-0.0344049653742432,0.0978374846994945,-0.059971509438761,-0.105710930556702,-0.0068113497145488,0.151549912629139,0.0645584430310529,0.244041956015335,0.0451419060319114,0.164808891389403,0.210873611112835,0.132454921658847,0.184327855999621,0.245343575659055,0.10650853235912,0.247136703379457,-0.0642755065923325,0.0395373564469246,0.211026524848741,0.0896529237863945,0.116687896115738,0.0657549893749135,-0.179736285147878,-0.0064546041780285,0.0514848033708177,0.0961493369140845,0.0449981988228127,0.165075401366139,0.186340052734482,0.237308684046564,0.0582048694206495,0.135600275152153,0.181938195804736,0.132646330527704,0.161338210330532,0.208187282368797
stable,0.0299687533277002,0.0530043728258335,-0.115914905314482,0.0199621240229838,-0.0431483597034618,-0.0596982890997656,-0.288823005045283,-0.125071135788546,-0.370706940216565,-0.0520244660861208,-0.120099249262154,-0.249647742910627,0.0174749921069137,0.0210306863420211,0.0174016843445385,-0.0128362832927866,-0.101898389052096,-0.108568561598524,0.0335673102308979,-0.0672468050712957,-0.0040282833581979,-0.0675826879788693,-0.150859995061047,0.0957625287576515,-0.0408692910055741,-0.224238717328689,-0.122581725783792,-0.0667811446848847,-0.28138293911288,0.316410563070446,0.0655752236332882,-0.0713944619647038,-0.0468405516578503,-0.104739278818078,0.125289277893464,-0.187859155891144,-0.0212193517793631
stable,-0.0127556458284769,-0.479276228690104,-0.141645799870667,0.142646585222539,-0.0189004989937417,0.0550667586560404,-0.267238681155057,-0.0010929598239487,-0.195350983759736,0.207029479803128,-0.0603063687329095,0.179401907342173,-0.0288128893764641,0.0044886481650741,-0.047871814494212,-0.181177869596264,0.0046111179798719,-0.10551811494073,0.0683628014078169,-0.0762707200282618,-0.032768264105456,-0.0130731765853221,0.0963208286294585,0.0917987147993133,-0.0654119456477887,-0.0934332641922024,-0.024925700955871,-0.208732214201372,0.085575341004652,-0.0375192237041578,0.0327382457175995,0.009381450403442,-0.0708015150771882,-0.14064070213798,-0.145854649017699,-0.288742660890469,0.120601591357664
