group,CD137L,CD47,CD19,CD33,HLA,CD117,CD45RA,CD16,CD45RO,TIGIT,CD20,CD195,CD103,CD152,CD107a,CD95,CD64,CD66b,CD79b,CD169,integrin,CD122,CD2,IgD,CD71,CD26,CD144,CD49d,CD73,CD305,CD337,Mac-2,CD85j,HLA-A2,CD82
progressive,0.0987458052122196,0.0175369410974455,-0.0069731817899978,-0.382413536936862,-0.452164236979526,-0.0275528454429719,-0.0807844177492592,-0.306138064408113,0.202904845004379,-0.143771338532604,-0.175792032910875,-0.0900642809065159,-0.11503443975534,0.107613170526053,-0.114171964915178,-0.100857525688701,-0.220258897190138,-0.431979867688478,-0.015101115181317,0.0303522732005713,0.168896938581133,0.134667013019187,-0.0294958851736298,0.118591089911271,-0.0663824223188246,0.0566152523720136,-0.0949579628192809,0.123674586172713,0.0663687539046507,0.433088279848209,0.128118111467127,-0.206541138497975,0.0712422605663802,-0.0546907713332656,-0.257111434932985
progressive,-0.206243793512758,-0.5028384218258,-0.424900670146929,-0.159828664662224,-0.530974751196427,-0.234724400067501,-0.0937954912840094,-0.272980656742044,-0.0973894467063746,-0.238450071014494,-0.464203406342997,-0.14229254097248,-0.139421694746515,-0.450984070776825,-0.447675507445781,-0.460193590122879,-0.173952394845089,-0.286674131629546,-0.170030600238175,-0.423891516644003,-0.210640629188096,-0.44104683464303,-0.0720441971109178,-0.0410804809640763,-0.267060965267888,-0.346241166528547,-0.189953463823691,-0.337787958713052,-0.218053778235472,-0.0443081893873624,-0.441697518474201,-0.356070599001031,-0.338682825679711,-0.187330575497743,-0.314261196785468
progressive,-0.0088361671163644,-0.0356976298189169,0.130129394818986,-0.143801225832357,-0.124681189200271,-0.038421391962295,0.209278009998768,-0.059304118294098,-0.120087942498874,-0.0929053907662804,-0.176620491307647,-0.100176878324487,-0.140404724205181,-0.0510234667902832,-0.028827237479171,-0.202893664013774,-0.105698884466757,-0.103159015587855,-0.122933358906073,0.0578953799153153,-0.183208865556679,-0.0349750292574138,-0.0884965515664046,-0.234491034390307,-0.157055996630257,0.0143303601472542,-0.0727479615099662,-0.106422678581804,-0.276647497623841,-0.20455386355243,-0.021705056571458,-0.0483276840090191,-0.0114199944558708,-0.0260351842852328,-0.0912694722114955
progressive,-0.414950144277494,0.108298218768544,0.395313300544864,-0.0597785610328339,0.115907183197657,-0.400950913291512,0.372287425711998,-0.407857301632365,-0.0429445473737276,0.200313331837496,0.230259483025092,-0.137985246274756,-0.283100908525839,-0.0714721029509615,-0.216240419784515,-0.157023040292025,-0.442290077604467,-0.41359309297707,0.075949462987334,-0.0753908630112115,-0.010646932660453,-0.20943027905469,0.0576701323286128,0.0409882065146032,0.0945810003859789,0.103796679031822,-0.240729455137712,0.0415668037183288,-0.1018241268191,0.0827155819453203,0.0379178528468593,-0.173002604417842,-0.138648613065424,0.104997986322216,0.038400489820086
progressive,-0.261056523815361,-0.193372097725138,-0.455248757816428,-0.421531921451392,-0.398092100528944,-0.209437635181296,-0.327095184546302,-0.0291061714952337,-0.534545179197366,-0.452546374491739,-0.434102450181416,-0.423260104971574,-0.429127083831591,-0.331009441990681,-0.44067943053042,-0.278127968235884,-0.0566102473413821,-0.204175021893377,-0.314386958781703,-0.214090148775199,0.0952025950321165,-0.2628856406551,-0.406911327874102,0.178978745834359,-0.505060147042614,-0.453737529409014,-0.411027709585022,-0.30462412273507,-0.0120488157768569,-0.273627778261173,-0.085866831471907,-0.480963164643122,-0.409211414362357,-0.469831756432971,-0.0038425861801592
stable,-0.126170744417891,-0.203538252833564,-0.189968663669168,-0.107652904362383,-0.115989218522712,-0.10841617845569,0.001524665151401,0.0220625136877566,-0.189524899372276,-0.262440724915906,-0.0747270444362153,-0.0428325449617811,-0.0487727008682377,-0.0862550110218225,-0.200237611377131,-0.0674683674583669,0.0450532594382552,-0.0015962589527682,-0.130102137298847,-0.116560170871178,-0.0629073311681078,-0.109089262903604,-0.148589606802584,-0.186850357144009,-0.190488009710678,-0.0532261403961091,-0.133977742686348,-0.13970960610499,-0.0712622000381955,-0.218625235328324,-0.202859876023459,-0.203561362390358,-0.160578922282324,-0.185489832473441,-0.107833323139525
stable,0.26538995461333,0.0385300454444291,0.0418447293898585,0.108884099994941,0.141085916658147,0.183770644307294,0.142269441406039,0.151171400172161,0.26041122630113,0.180297420428126,0.054091193268259,0.0359282546432237,0.237025724245074,0.159468879618757,0.227992706385509,0.062407401840954,0.187940943227189,0.243478258236882,0.159348348866283,0.0038013337102821,0.407554450801561,0.128781920999482,-0.10267597742042,0.255317096691262,-0.0632287626636877,0.0602834808990152,0.208635167921448,0.0761750545003031,0.151177812199725,0.251942404325627,0.132978786766808,0.115738327217898,0.115049994845535,0.189382007327906,0.173912099844374
stable,0.198008651535686,0.0176618375409942,0.142110543526529,0.0212536506864139,0.317288758208815,0.14466331997269,0.392025819248827,0.199776914714284,0.136927796322527,0.24210235497358,0.163706843373586,0.150889194645731,0.0560844009831846,0.244960981391533,0.18870322701893,0.298305587126749,0.132446954771111,0.0743083241537542,0.470772933921093,0.0573819473676983,0.238394356959315,0.139958366892659,0.0770720351979081,-0.096155465197063,0.159685373735915,0.160710571930715,0.167649407328439,0.225114027553823,-0.320867057296397,-0.156775842141617,0.253942248705197,0.222506406825086,0.265632636522253,0.188046812961327,0.366152610223753
stable,-0.0670149750954872,-0.105385145598464,-0.0574780458683127,-0.0970079850929099,-0.385305619954711,-0.0326675002714973,-0.391025654999252,-0.0251273268273169,-0.083832422605352,-0.191487003334211,-0.134283236443728,0.0035367607640445,0.0422139118293095,-0.0774939852634203,-0.0273829740438277,-0.229978667910281,-0.160638951129816,-0.0301695183064754,-0.0805765740040077,-0.179776902028733,0.0023333610168299,0.0326417625956815,-0.0931972785776515,0.285015576395617,-0.225307096319262,-0.135739807717311,0.0254027617443619,-0.252543806673649,0.402787006601413,0.170810572692098,-0.004016719450802,-0.125278120523586,-0.222011319473563,-0.0172520074620855,-0.371942917400814
stable,0.0288537258597421,0.0342069518144813,0.128908626257953,-0.0292047543531248,0.354411634856138,-0.26262371863463,0.133763695421776,0.13319480645536,-0.0572270560634816,-0.0020939711365593,0.244562568514198,0.122986597274344,-0.0007128203628011,0.0660827427518953,0.13145829770654,0.147352468711588,0.0822771836821428,0.179249587879329,0.0573453454389351,0.233326530757998,0.115353983250399,-0.0162495447107157,-0.173411327889687,0.124723333550395,0.115697076288287,-0.113438872817829,0.217009243164943,-0.0635287289726533,0.137981220150613,0.129300289898852,-0.0385115870498193,0.0853058071643732,0.122223979607116,0.0999316084174189,0.0636413381989455
