group,CD30,CD52,CD19,CD33,HLA,CD45RA,CD16,CD335,IgM,CD152,CD27,HLA-DR,CD66b,CD35,CD24,CD21,CD11a,IgA,CD169,CD54,CD62P,CD29,IgD,CD22,CD49d,CD73,TCR-Va24-Jz18,CD305,LOX-1,CD133,CD337,CD319,CLEC12A,Ig-light-chain-2,CD85j,CD328,CD224
progressive,-0.213066079103702,-0.0704767523199914,-0.180089999272119,-0.223753442811661,-0.428489922172073,0.0679590116399867,-0.393941582509821,-0.130495712644403,0.0956788200448874,0.111932854131676,-0.0144832787756313,0.035791388892211,-0.348898045519992,-0.272606696609527,-0.103476241774717,-0.100397653373878,-0.219082904396356,0.134548666058303,-0.415885325553231,-0.21314440255118,0.043730871000041,-0.113433161204241,0.114391688710447,0.141741153930638,0.23947181016882,0.180088314688643,0.0197030706325879,0.425802395912388,-0.292643412823544,0.0437208304143022,-0.0989381857237243,0.268174509711238,-0.501700228481131,-0.0513305485861321,-0.0034826184761461,-0.167908266670293,-0.282364955751605
progressive,-0.447378208777533,-0.265944781654125,-0.355867193001759,-0.12651628909989,-0.44690035763062,-0.444436672410739,-0.061491604491698,-0.0391682318886748,0.211915128704911,-0.411077240785375,-0.237204949064853,-0.207555858279848,-0.0953173115994463,-0.080085285937499,-0.315194978849587,0.0687919758535936,-0.348643649058838,-0.384952927009506,-0.342839579915766,-0.415859054054142,-0.0804390461050015,-0.343276753241522,0.320278272591295,-0.152169578436499,-0.238638910984373,-0.087422904372324,-0.407430735157562,0.23702149460885,-0.195995524663775,-0.406815474743778,-0.421961881406579,-0.121410898866644,-0.145198663852192,-0.131449606047589,-0.4615356231233,-0.488346253096088,-0.257752358275988
progressive,0.129507713600601,-0.0271855205778021,-0.0183117275728,0.217339758687482,0.263863017836585,-0.0069975641082655,0.202572291690801,0.077057068980833,0.23973381897599,0.1679615474212,-0.01069056955501,0.235116680618629,0.143143634451831,0.286680322658288,-0.0959524184077665,0.152929193850079,0.224564689008518,0.207729744606146,-0.0041700263602134,0.246238688112826,0.105588235610547,0.0413964255150939,0.511252408048355,0.586563940601591,-0.039990120755842,0.472925234424091,0.0950222216670911,0.410622829517451,0.087929038532906,0.0045322727227341,0.161989632014697,0.24112353987011,0.0635586307441544,0.512197930181285,0.184018290975059,0.21736665069007,0.204794801454089
progressive,0.160662795666825,0.027655959866278,-0.154511652927646,0.433256446968099,0.0956398591035487,-0.204231882833172,0.63711972366612,0.124250654328797,0.320004041714,0.144700816727139,-0.0908800025800033,-0.172398769413832,0.688519224111867,0.541808856863792,0.459666104306135,0.0997466598148423,0.328498737917544,0.449638779870448,0.0557638389500997,-0.367971567331573,-0.0509018843654011,0.0311130813120365,0.175301711195521,0.0166645172418091,0.134072236927023,0.315468060652055,0.432012844766939,0.305860414197276,0.31149913681359,0.0213993462369705,0.157370048231474,0.411353861141963,0.544977601196361,0.17314217335002,0.216405734136871,0.479440817538928,0.410863020400091
progressive,-0.059756673369463,-0.348100076131904,-0.432338333934021,-0.210765960725696,-0.488532654936401,-0.16371419423472,0.090626033973796,-0.441494925339449,0.290523956409809,-0.322536128482276,-0.417534895471657,-0.321595004060453,-0.0300483994484592,0.151821457338117,-0.185758310290778,0.15387311348757,-0.0511192637812373,0.0213839751067893,-0.0868676674650899,-0.42974589496427,0.43087407140988,0.108140774963136,0.333495192865025,-0.121188775432878,-0.0141971609494877,0.0420050458275746,-0.0322497473934013,0.0272079359144093,-0.407758702632097,0.0592388825081159,-0.0922518009916129,-0.222706258498753,-0.0083451649649496,-0.041390648315741,-0.176754769547728,-0.0243445506122267,-0.299013589673391
stable,0.0779920579656024,-0.0061156486535469,0.295144986056881,0.0107870656335031,0.0866322748071101,0.0849672922536243,0.0371983047543743,-0.0387315052517887,0.150356647796718,0.10623843232449,-0.0029759585882087,0.182202646655487,0.0965711286575329,0.18204472736733,0.0886068355510956,0.223123795802111,0.148582865183042,0.17971549865188,0.140780196378016,0.180997829239508,0.209067794759844,0.216319031171854,0.0733218658185189,0.119760116949247,0.133558643124408,0.185294300320841,0.218109414538093,0.0776014329493054,0.127697896293145,0.269748982715304,0.187484895061273,0.153460090883825,0.137996079009013,0.142363797405326,0.196616330675223,0.105191153265068,0.186655874834839
stable,0.226052770136226,0.096808772465047,0.360082219199395,0.0632910641568658,0.0772818282234459,0.216863179256349,0.114460627243976,0.024742941801346,0.108862169180477,0.148102651083137,0.0251183974794214,0.340514815585876,0.122134632150474,0.136869698437566,0.121661422289662,0.0378848789032181,0.0808424933183253,0.123529364744555,0.231143650491774,0.260455525804771,-0.110458637793024,0.147085482049862,0.271286745300504,0.169392468702378,-0.0501033100295328,0.175713837605239,0.0624075040745657,0.21950879689198,-0.0514866824445164,0.0712304068148102,0.0525299254228991,0.0054844515740884,0.195335662292717,0.117178682920385,0.29387385871053,0.208638734767623,0.157828434144829
stable,-0.0503290834010064,0.0228107341856217,0.0339388377707584,0.0376401854287005,0.267253364562341,0.22588106265517,-0.0374531266373446,-0.0139801115266415,-0.077346679833568,0.0536003223657466,0.0787674442908061,0.0799326232873732,-0.0161324110543744,0.222420967891028,0.103601416636575,0.27213886906194,0.179997723207585,0.0086567214217961,0.0654822096079473,0.13225975243066,0.110285328491363,0.17822475944055,-0.0815921405086634,0.0202313836072424,0.173753560080814,0.008832157699219,0.0633370506375828,-0.095735633434007,0.0113492042079452,0.035197233344903,-0.0078273064248793,0.0664377746266571,0.108894322420483,0.166967137936554,0.0853216199774881,0.0427101846892347,0.0722188494478593
stable,0.33654799438518,0.440556919943624,0.352493607270743,0.177866805063135,0.578666657726331,0.439923296321583,0.126614036522952,0.0295309208978018,-0.317345971026681,0.247219037806058,0.471478153446227,0.180772310474238,0.0714537911317638,0.369222690722156,0.309910086680096,0.232196782567437,0.467010139007755,0.408874333081138,0.0267529268062379,0.34971923926793,0.259927799199661,0.433044542936124,-0.373832031709912,0.2060502636612,0.423747947594488,0.22990754159926,0.265015342642671,-0.0259789739939402,0.159046343003077,0.138036745089014,0.236558649949753,0.206189286749776,0.223065810654584,0.0128068320778205,0.434866841004666,0.175731297265999,0.23711266127538
stable,0.0350667840130446,-0.127649107124098,0.162110904108105,-0.0742026376697419,0.0657417292031405,0.252556567789067,0.125721432699494,-0.0908162332342751,0.0359840747138417,0.191004960873308,0.227925003868964,0.169131196004271,-0.0301280065683959,0.227561791926238,0.0551455813529174,0.489760516513319,0.0360483754572278,0.18150156060973,-0.102364331363474,0.255553870736302,-0.123777801236815,0.004376006160135,0.295467967532859,0.200457546005813,-0.148241911964881,-0.200471348102913,0.18944380448927,-0.0007590056782549,-0.0255063392834309,0.249012911442746,0.0664367077784923,-0.100109211195684,-0.176018049839288,0.0998547061868533,-0.0342679556921703,-0.0642533845602545,0.0849495775204584
stable,0.0697170183066507,0.0182109582639535,-0.269333161766404,0.0363863397569891,-0.0510590071901289,-0.221927045347922,-0.110530373878401,0.198256148288975,0.141574013486102,0.0441708072381331,-0.098355819904521,-0.118162536567064,-0.136769548563546,0.175777788057714,0.0438336931616801,-0.101807904517446,-0.120390922739723,0.0254080448508596,0.0631749813562315,-0.178866458510579,-0.010362156858275,-0.0882790298212103,0.217096166450602,0.0918507077971242,-0.0960749357644851,0.0339561053831968,0.0207020718603275,0.127776307563422,-0.0196948689120081,-0.216983082954605,0.080626969235582,-0.176244817427749,-0.0914494372847466,0.0414107613387705,-0.0436749925094538,0.0422719752906384,0.023515873085826
stable,0.16709859811573,-0.0840964355169738,-0.0617700487911585,0.0174557484386025,-0.181584091842488,0.0778212924270383,0.156671316905607,0.0050603663263883,0.454127718089777,0.0790704118769072,-0.088275938517901,0.500579091545761,0.193810238487868,0.469142798385068,0.0488785567773444,0.560073375497282,0.152658659342056,0.143775740378416,0.0471892665358482,0.02374774344857,0.18246831717965,-0.0178764972950517,0.545052207672561,0.256070556980598,-0.0435437322653832,0.0942457220802047,0.127239382451016,0.358039519148005,0.0536946350322903,0.0228728642480512,0.0936893795410805,0.0803810531017793,0.186181500257621,0.313722757664227,0.121133779366462,0.16186780393484,0.09298448292631
