group,CD274,CD273,CD275,CD137L,CD30,CD56,CD269,CD117,CD10,CD16,CD279,CD294,IgM,CD185,CD62L,CD35,CD21,CD79b,CD122,CD254,IgD,CD38,CD15,CD22,CD26,CD193,CD73,TCR-Va7-2,TCR-Vr9,CD158b,CD209,CD158f,CLEC12A,Ig-light-chain-2,Mac-2,Ig-light-chain-1,Podocalyxin
progressive,-0.0009220116058178,0.0834634347746145,0.0264404735251116,-0.0825915375392528,0.108924055402142,0.196589245161462,-0.108802496706204,0.0821993222381994,-0.199403334862507,0.0637124751712998,0.0581932007682659,-0.176135803830829,0.344217293415926,0.0224884094496397,0.0954155765634153,0.132804490033547,0.050117860837444,-0.0402949354838158,-0.0567298046970589,0.023060168306761,-0.12220257494398,-0.213975181617844,0.0096710129640612,0.277589521528241,-0.0875311693177067,0.119779144320174,-0.0067533118008241,-0.408901329845153,-0.0207347363985488,0.0339452938470211,0.188222938517918,0.0728691490553894,0.146065588477412,0.0728001742097868,-0.0130606896403131,0.222562220867253,0.0161900752004768
progressive,-0.09341978141268,-0.292488490734797,-0.236289652112354,-0.0481409113391237,-0.134428395450963,-0.150058167642313,-0.0769552412165253,-0.0999645588615633,-0.343092131618986,-0.118725805499116,-0.403093928564396,-0.204399304745208,-0.322858546995136,-0.251271975007882,-0.290256239050063,-0.281888550359661,-0.264825633258947,-0.33426989828718,-0.191509184855804,0.0199170637075954,-0.301672079649059,-0.434353018358677,-0.0980511173694861,-0.0239540941971592,-0.118598257456522,-0.0325553164848181,-0.193625059407125,-0.105147940201707,-0.0639260680700337,0.0283578745914242,0.126526591364773,-0.269813624119324,-0.173336952795839,-0.289472582589973,-0.252163197836496,-0.15981374934638,-0.0948715012756343
progressive,-0.218663335327635,-0.241833876983132,-0.258427288371744,-0.333423280852564,-0.228376379725942,-0.137256854489994,-0.232446625267405,-0.319634710331094,-0.330947618655914,-0.408682281936334,-0.292343035422997,-0.241774422095195,-0.311800029647312,-0.317012746703338,-0.301237477320189,-0.392457382298864,-0.0457684138226347,-0.444761054192729,-0.288633110516147,-0.258128257392265,-0.505069776531506,-0.351894361831387,-0.408486866875978,-0.430405719915192,-0.201623932441256,-0.285829312226001,-0.525814860599505,-0.0918216521960438,-0.218588417629303,-0.220370102883642,-0.257384298861889,-0.286539092420015,-0.199519095953077,-0.558688203598058,-0.367557121095797,-0.298258856510834,-0.332650318192759
progressive,-0.0950671385604689,0.0473501575251002,-0.207346765291034,0.0038360420099609,-0.402698829821557,-0.205923654338192,-0.247968727545554,-0.0352739496249289,-0.224945324162238,-0.297548699527341,-0.0972135114103952,-0.254157453308715,-0.339600670573313,-0.410356645634466,-0.0161388619566687,-0.122082335466477,-0.29912927282986,-0.353006089873308,-0.0376097307412349,-0.189546911666159,-0.233147970389517,-0.404967503876486,-0.177266643026541,-0.16763842179012,-0.338914396071957,-0.469593451738724,-0.292291263716963,-0.0154103814204444,-0.0684202695182355,-0.412948468360899,-0.0574615437107582,-0.367977361690226,-0.415205358399401,-0.0994856103509279,-0.201525544905248,-0.366821883221514,-0.163945398436131
progressive,0.437338066163065,0.501370210791649,0.522766808471161,0.461776069540964,0.158250637762961,0.467340258545138,0.570428795679818,0.509935111745765,0.414950499284934,0.198451169285685,0.25067712760878,0.408470970278153,-0.0942888528867397,0.4186493746926,0.031869808231633,0.0623082281561056,0.0435993147485505,0.0459649348621027,0.523782234848749,0.43917314039752,-0.136674678637147,0.129319159436553,0.1742057025861,0.215534068633636,0.452742005819379,0.416390897797805,-0.194991844315372,0.133575264127275,0.400439913742197,-0.023010164961858,0.465255879672772,0.549510256015141,0.0093465847607436,-0.248562888033683,0.432383247190595,0.498246695300791,0.448550892607246
stable,-0.12454814035817,-0.0445114037947393,-0.088889325093944,-0.247110759947791,-0.07591868361915,-0.0783923191713035,-0.229359440302139,-0.147150894403786,-0.0558014132956083,-0.0785194934609963,-0.297337717999386,-0.216227049319672,-0.0464733752796097,-0.140105728288687,-0.178373273026359,-0.19273029488997,-0.180802715699079,-0.0779878709246043,-0.192502718122418,-0.05773968876576,-0.116847630816497,-0.200931983548876,-0.0724414608053377,-0.181632664579515,-0.138929958214191,-0.162630454316529,-0.226772350386539,0.016657289643832,-0.226474024907194,-0.0303278060609,-0.104129939467039,-0.204618602805144,-0.151140517424272,-0.0692909167047563,-0.195833403495941,-0.289358976463394,-0.203954401135513
stable,0.0653937583920396,-0.0217589478419776,-0.119667990860654,0.0474002515193279,-0.017305893783292,0.0556070693889538,0.0877787892926987,0.0935191241134728,-0.0040615891098848,-0.0226507675103581,0.0733762033857457,0.074339907690482,-0.477805774850828,0.063472037677014,0.193701095415331,0.147958796645653,0.32550291991226,-0.0435343057926834,0.0005656213445524,0.118745833056174,0.195498782462405,0.0908071510850286,-0.172609670534971,-0.0570156342081664,-0.163317830104461,-0.0646095310086196,0.214315186296122,0.071792377683617,-0.0014292787483512,-0.108645683747315,0.106949335997802,-0.0158329187958496,0.0381652225144685,-0.136723809683142,-0.0644614972821568,-0.0610811988410052,0.0608482349004651
stable,0.176722821603522,0.0782087473271542,0.0815604101321685,0.0271097903171786,0.165464712968068,-0.0073989843482695,0.0611450103086992,0.174715826697488,-0.0341843231348355,0.103925906892277,0.12355075510881,0.0366511161933288,0.213582701995819,-0.0385932253856042,-0.133288726782951,-0.10758381907168,-0.235273847982498,0.0079147855328619,0.232533358433357,-0.0050000062952428,0.259310041096936,-0.0292348821244115,0.0539266618720136,0.0817043235431141,0.122081503404414,-0.0512225135220024,0.0046279947444844,0.0717912205674041,0.10318296790596,0.0554838427058253,0.0556202393801918,0.163079780245747,-0.0411230167292012,0.0149900557775947,0.222302456760405,0.207849193759267,0.0696640080715382
stable,-0.0065065887066206,0.0557549561793007,-0.0782324923653346,-0.0624984169546605,-0.0396990942669129,-0.0408482967462082,-0.0017698587395101,0.007867961558474,-0.0967415922349244,0.0242410648563985,-0.0238988037267682,-0.0662923297608159,-0.41477431859555,-0.100334988323292,0.0353430930231568,-0.0222918861060977,0.0377260819741407,-0.13860012229636,-0.080838157176017,0.0522285653566146,-0.277756819832536,-0.0103573401435102,-0.107263175439508,-0.0185402642079247,-0.0657374179175607,0.0148993970499946,0.369172420197087,0.0534752242222118,0.0033881108997255,0.0979399329550468,-0.0734526540297428,-0.1741274914512,-0.0209182938575608,0.0139494480050613,-0.0534384979344608,-0.210225845196788,-0.0522025506540994
stable,-0.110256444891205,0.0630763186841577,-0.213563088358129,0.0743538320231816,-0.0278940327376491,-0.266771548236474,-0.0562064053565397,-0.0707251781811398,-0.0004604714219045,0.103253096117341,-0.0953425985105802,-0.187337657014842,-0.316384021369018,-0.141729951062203,0.262427641098102,-0.226455488562402,-0.156002149317568,-0.167654485993595,0.0287380672035209,-0.0527150151881207,-0.256129145276936,-0.192123322206429,-0.0184510798391711,-0.0168377466095246,0.0900802100360014,0.198313455667048,0.124376729517939,-0.126949071108362,0.0308655173373242,-0.202682875145797,-0.0224280277743163,-0.0298763112848079,0.0861292676008421,-0.0201775206150967,0.0514493097600426,-0.415311456464652,-0.211925892318841
stable,0.148559347250795,0.131472649470368,0.222663275396571,0.276078485750057,0.186415403808208,0.163539970019277,0.246380237633437,0.142377269101174,0.243798556801573,0.210137180114976,0.149486768970313,0.257701798972224,-0.0847950700224331,0.319037120699453,0.0919770435993661,0.0825647437448106,0.0330750464706895,0.0919929858991528,0.158097391805275,0.0419872078482728,-0.0819093189353927,0.0818031198797558,0.096050093649826,0.144225123419336,0.0836947035010033,0.286047786871749,0.165713969671047,0.101651734003794,0.134077404401454,0.0690025217103131,-0.131753317804207,0.244712148677087,0.0137057104052541,0.0751528631703613,0.125172569498893,-0.0432169944303373,0.327583343939654
stable,-0.178231382539428,-0.237000323664759,-0.204932414433697,-0.277180943991514,-0.277839110337305,-0.0569279875283488,-0.261115476771631,-0.182679166414004,-0.234205177001139,-0.25975269188942,-0.186153155940892,-0.213155963813149,-0.243077928660187,-0.269615730671993,-0.404021836070018,-0.492300744492553,-0.591245316617455,-0.238333450873258,-0.232497834829493,-0.259910135203197,-0.422126133394207,-0.272332992215854,-0.224767258732508,-0.282247204964218,-0.185347342070672,-0.140078451019016,-0.376833054175056,-0.0826283853146865,-0.276320301637309,-0.109181081983574,-0.169074754082734,-0.310720626321296,-0.260106205699655,-0.221358421397522,-0.219834370725928,-0.260059600455384,-0.25476505244414
stable,-0.133939380649256,-0.125792465526282,-0.0599727614052112,-0.121253672859735,-0.158818618872765,-0.01848160320776,-0.132965058703813,-0.0506092227573692,-0.126202473308825,-0.0854634181939282,-0.106867187790392,-0.131310355480026,-0.0229785312286199,-0.122266995825112,0.0875057424764521,-0.158942593724549,-0.0083022911840513,-0.0818662109745232,-0.0747653483256524,-0.185716144662738,0.47559377847678,-0.134155409268375,-0.118940463815823,-0.123536251740782,-0.0696056406034603,-0.0920569664003328,0.224009642933676,0.017327929047444,-0.107728207583674,-0.0513351737036218,-0.0828738827551029,-0.127750001917298,-0.17748085923124,0.179107973596212,-0.105057913835835,-0.0974066451902234,-0.11889733888016
stable,0.123687008425453,-0.112579680506593,-0.0704510180536903,-0.0165688529366434,-0.0477910044572753,0.118813870172413,0.0953391078074379,-0.145383184654968,-0.139496299834064,-0.274981454229874,-0.104073176691693,-0.15471417943249,-0.0656458941853609,-0.143244451405801,-0.0939381461535846,-0.146332503660817,-0.186207631851762,-0.0015370779871208,-0.125922599224748,-0.052081824433807,-0.129937250579259,0.115029013722869,-0.168131791354656,-0.139347942438098,-0.0406363699237066,0.0891199003692963,-0.300516884044853,-0.0570369784290791,-0.0827195183943502,0.0644169182181227,-0.029384834906584,-0.0982313671177019,-0.0974876124498846,-0.0398394041985268,-0.0805314159329664,-0.055587892185818,-0.130160625251354
