group,CD273,CD137L,CD154,CD56,CD19,CD33,HLA,CD117,CD16,TCR,CD32,CD103,CD27,CD64,CD66b,CD35,CD178,CD21,IgA,CD79b,CD169,CD54,CD106,CD357,CD184,CD81,CD98,IgD,CD18,CD38,CD22,CD71,CD144,CD73,TCR-Vd2,CD305,CD158f,CD319,CLEC12A,Ig-light-chain-2,CD328,CD82
progressive,-0.0545929182380413,0.234274802074152,0.252721890572374,-0.253439556676145,0.0820106814867142,-0.286711286741701,-0.26110037580912,0.278054131928658,-0.227122473916239,0.115106977654291,0.141135611440131,-0.0130633632320693,-0.276818825412208,-0.09468067675379,-0.450754991270927,-0.002433988362585,-0.0729038451289843,0.0416164466404623,-0.0347149172123446,0.0643504807726474,0.147872216790527,-0.0266720416685371,0.136610267739365,0.0963140202394635,0.0410474671447545,-0.134927139637903,-0.199026845772253,0.0477891856653777,-0.160450613085807,-0.125455452453892,0.093420305999739,-0.122533573236568,0.0912326304108384,-0.0652043898010604,0.26496719311065,0.200783622568198,0.10692015328688,0.281490334096438,-0.272157698780981,-0.070532256010105,-0.263713394615106,-0.251411358781647
progressive,-0.0142056705226824,-0.0316027935123324,0.0694341205311483,0.0391019237174519,0.369136989659041,0.131101161867022,0.0949222921759467,0.146311414925847,-0.0204634125806908,0.0887111321409674,0.372492799012113,0.158685598040973,-0.190418317732062,0.14518681092654,0.0239338563885889,-0.274932875311458,0.320323065912088,-0.408747504861116,0.0153788776614129,-0.0765696510932147,-0.161452798251172,0.283008910524189,-0.155522211729935,0.0382294268393558,0.248676530306811,0.055525443905074,0.0721515377987604,-0.0389563067169711,0.175330966136139,-0.203846481646462,0.191672588545451,0.304753590668285,0.121762112108271,-0.175656612046231,-0.0131436011433006,0.258889394303552,-0.0092829564177171,-0.013457190211672,0.005576728758967,-0.0154378628588812,0.0792703526516304,-0.0028684584197704
progressive,0.237133131522896,0.349756534311669,0.0752688939711599,0.146959444504669,-0.100122600310045,0.275987768867575,0.232685507357,0.250270654370372,0.361352837750203,0.283106683384471,-0.20572550013579,0.164530696853209,-0.0340689573376368,0.228823520144728,0.328833621529955,0.339215501561864,0.201384667517905,0.0446688262654795,0.324816487194875,0.374029321691142,0.0652206171729067,0.22589465255492,0.190017157839115,0.18730352466059,0.0775581581909756,0.235185417985384,0.10459721498793,0.587586590352293,0.144375219381048,0.397358039503716,0.402846116066284,0.252026947307362,0.328241445536532,0.491529307579256,0.156927507966412,0.422028963243427,0.288205965241258,0.29868139817849,0.2216058392034,0.523766097900369,0.224041332066352,0.0827656064030519
progressive,0.0884090353790333,0.356532704525802,0.254006793858821,-0.264692087810491,-0.163600573688096,0.388726391337356,0.116783608023348,0.193177398102667,0.595535131602718,0.103556082854217,0.0410374263783571,0.378172939937977,-0.0784976022284779,0.373395107172264,0.624822166659458,0.622904842721237,-0.0520768969861776,0.159196111890947,0.362601324307505,0.248561878867639,-0.119724846772781,-0.25846146615565,0.0968646720305805,-0.0277415917063084,-0.0357788879179483,0.357606306775242,0.0503846534596631,0.280747177954863,0.529192834677028,0.0252481790767949,0.124597615668891,-0.253071096551635,0.188063029218796,0.3054723804573,0.0802003532265324,0.356414944307665,0.0708575455397548,0.405932575720781,0.4981367324945,0.255335455389125,0.363259327626838,-0.0089966861864201
progressive,0.456894711133045,0.392740877456513,0.461301599072926,0.410487645939269,0.0326665374017085,0.0351853410078474,0.196686254245345,0.224389436297299,0.28521843052337,0.242122342074612,0.199409001165446,0.355549622515981,-0.114348011895556,0.0206627402796045,0.300043724895604,0.26601664309605,0.500205483751566,0.0985622806815635,0.0750084049899687,-0.0819231494551831,0.356904262707247,0.0001103610413364,0.565854875719605,0.364867894160138,0.170943886260159,0.202387472851753,0.456178979448583,0.0755189316279145,0.0428439416525378,0.0625155447887002,0.101421190190815,-0.20092060469515,0.386868987675136,0.341235727551902,0.359301316035013,0.0564066964079217,0.272672819498538,0.172866753068588,0.133967714903992,0.037777179018335,-0.0424923065231593,0.0604932852933637
stable,0.0086517159096477,-0.0942623104148548,-0.212135457132683,-0.0749037229463988,-0.0618552664750233,-0.099682848443991,0.0421360414641212,0.0256915115048054,-0.122822146218151,-0.221613501581426,-0.147601037908025,-0.0369028304340597,-0.194044779965174,-0.0610179466117334,-0.165313786696726,0.0124377955016443,-0.14619285083499,0.114728842502901,-0.198188654981657,-0.136152249140634,-0.115991594522035,-0.0743072454707533,-0.0887442090324289,-0.0743256577574398,-0.147952389835677,-0.0336785396065094,-0.0750726893935288,0.0675215603757646,-0.0266623078187808,0.0129456180483816,-0.0321093834615079,-0.0460381447504983,-0.0624117988950003,-0.0321133929333452,0.0104766916775241,-0.0084055171237556,-0.131230560351099,-0.0642266145802308,-0.215471346293139,0.152863888272651,-0.177292742829079,-0.226543726288254
stable,-0.0015892393717572,-0.140112913822354,0.0517587983234462,-0.0515603425270446,0.0713733633590628,0.0648494349086944,0.0616193557187624,-0.0665201509823596,0.187842660204558,0.0638964718433021,0.132489329195932,-0.0746350596076506,0.351031614315123,0.0528109448092163,-0.0834775066278225,0.184691126109667,-0.104117350002973,0.135853699276903,0.0238799426993509,-0.0649108464957615,-0.0230121247501397,0.0650284072934222,0.0506393368555807,-0.0060974011526221,-0.0396982710851548,0.11785104841656,-0.152109039880141,-0.0586987020784459,0.0890932922671245,0.0945236371931004,0.156788782173471,0.129046506991962,-0.0196106937686492,0.0650348626459084,0.0347929085055377,-0.168802146164658,-0.025489304581243,0.0725553460509173,0.0252293702590994,0.0923703315620547,-0.117418048552649,0.168204254423282
stable,0.190059550911861,0.075852032814921,0.0572325017470544,0.233722732415312,0.157005525815972,0.0388833561894374,0.317611657339418,0.149405814780001,0.200304685895348,0.129289080817234,0.264330298654246,0.194260482697508,0.178265934835409,-0.0176569708354668,0.163013254238794,0.10511588758568,0.132118242341462,0.0891486176052848,0.254615295132707,0.269701983757888,0.0399928781932978,0.352542344987839,0.223777541939724,0.161598886273661,0.0684691085839015,0.217912442490582,-0.0158255196867529,-0.0957521009705888,-0.0132410640591366,0.229720492223255,0.073849456537854,0.101281049091187,0.1854268472878,-0.396478338088288,0.0026707714778596,0.039692413256624,0.284602832461643,0.0175079500884991,0.0956318024001888,0.139311679144722,0.162615373698565,0.362488337080658
stable,-0.0373648611756169,0.0029341603634082,0.0599583527630962,-0.0296913563533914,-0.109581531595184,-0.0261593584893569,-0.220079502461666,-0.0715036779893332,-0.0110402756544911,-0.14703675907947,-0.0715264067459934,-0.199259636928766,-0.0998383579101646,-0.068550811058805,-0.0934441932298428,-0.127878405303344,-0.0466300050085529,-0.189281783908391,-0.278205673912613,-0.200122302242038,-0.180439972670936,-0.120799922515832,-0.0547586401485386,-0.134523087769263,-0.0587278513872875,-0.150749885627388,0.0630525496324538,0.0139291371263853,-0.0214589490778873,-0.0999997808926033,-0.253737374209819,0.183028886871689,-0.12219027133868,0.0188203967638247,-0.0449509757767225,-0.014026899037901,-0.0517710519462281,-0.004766767310149,-0.0885653199720065,-0.0867623125765999,-0.103902094025294,-0.207976402280875
stable,0.124259118249921,0.0994440284229574,-0.0857972790045057,0.201330306991304,-0.159462426542103,-0.119275726362376,-0.12412250855057,0.461045099355603,-0.0345221652206471,0.213247584170549,-0.106871886488129,0.13993401122161,0.381585840576578,-0.0005325384057096,-0.118174092963876,-0.113396094793089,-0.112374577325513,0.101151519241871,-0.0466264613549387,0.212914456365215,-0.17164066214523,0.0444624190961902,0.276311285088541,0.299239830247119,0.111380200299523,0.0354532744823203,0.196548759302692,-0.16920815177408,0.0048635956132496,0.149605224901392,-0.112317096917179,-0.19813191052415,-0.0283097543398612,0.206506611969534,0.401106445605485,-0.33342384924116,0.123883255327504,0.0767732736201963,-0.157899614779353,0.008983800845293,-0.0294484580311993,-0.115294030842754
