group,CD30,CD3,CD34,HLA,CD90,CD49f,CD45RO,TIGIT,TCR,CD152,CD27,CD141,CD314,CD178,CD206,CD267,CD309,CD226,CD303,IgG-Fc,IgD,CD28,TSLPR,CD22,CD1a,CD36,CD207,CD150,Ig-light-chain-2,HLA-A2
progressive,0.0797764336081195,-0.110430729129113,-0.0594207118005529,0.304048011004692,0.11310268471528,-0.288172628728503,-0.264985357169585,-0.0975782106450709,-0.28020456781153,0.0637342791636693,-0.101137472128137,-0.132188925291288,-0.0772787159649961,-0.0039572024495899,0.0740265440704442,0.116227782983576,0.0695556693216899,-0.278052983529477,0.0854499413781415,0.235688335890201,-0.3317526948651,-0.120261720553986,-0.165983683774805,-0.0433709074111488,-0.0616670575146954,-0.42973972006027,-0.196652344261223,-0.17484015970163,-0.145751542966219,-0.0315669959712173
progressive,-0.146205187710905,0.0347404278159333,-0.257021194795871,0.20342671297514,-0.209701987585977,-0.112658011010401,-0.224656327432542,-0.109618984475604,-0.223702479522476,0.0752975858206547,-0.0977039005717129,-0.103677553060121,-0.112779335654378,-0.143101401464701,-0.084856680507833,0.0144171687407254,-0.0839706267710788,-0.137521437677441,-0.0284894940205555,-0.0782224839467453,0.074909922677232,0.0755417435663137,0.234094233330805,0.203184894348631,-0.0992160626361036,0.200315442831356,-0.200488536724197,-0.0491633545664518,-0.0151088592241838,-0.104738731746322
progressive,0.179217777663186,0.0525881619808346,0.167109064400265,0.262310342577552,0.134231066383538,0.0120868678450643,0.202412174346265,0.24856791297194,0.111584576910768,0.156145947005297,0.0601190007260751,0.056841199235693,0.0701586227430948,0.142045449437847,0.174734198782419,0.0828529011248312,-0.160685917292486,0.168135317759435,0.239354858727604,0.0959964234817526,0.47021760024047,0.181662111383675,-0.0598070241632111,0.519272714546032,0.188386470648094,0.0597022786094799,0.0068993396882088,0.24238289820526,0.464818098191952,0.184018714044216
progressive,-0.474421333825723,-0.565926511953681,-0.561052910846077,0.0133654785917903,-0.526561834565885,-0.510848011043151,-0.488770930933971,-0.497257462366678,-0.480522141074858,-0.496462134476571,-0.254350407220784,-0.649128208080217,-0.511266217535691,-0.480557694973714,-0.465417097088796,-0.519225926631169,-0.482065661690762,-0.561086711565732,-0.6016183591135,-0.464473638390229,-0.109191700688096,-0.553747995071419,-0.567943680537023,-0.088399194110524,-0.48957831760459,-0.283240917700813,-0.658601165657685,-0.545376165768682,0.0146656455302798,-0.511151284878234
progressive,0.0140862876451036,-0.0368404835000155,0.0312083416425599,0.260784899602087,0.188022006462678,-0.162109861727605,0.295121789750773,0.223254720815218,0.199265920276887,0.192685350041783,0.278659405354214,0.28479721096869,-0.112100310004939,0.314736034720087,-0.115236602216963,0.287065045421477,-0.0635329122125235,-0.116782463458174,0.0644568296041898,-0.11308248228505,-0.073162471651412,-0.214462735318867,0.272480394515065,0.186893533197692,0.0517059217555529,-0.158832623360301,-0.0846652545522557,0.158474738528986,-0.143881777478528,0.206858009858076
stable,-0.19824883874065,-0.204309975131291,-0.176315706938933,-0.0652981977774853,-0.360537983738109,-0.152568163465211,-0.173231253042237,-0.25848431653979,-0.374171650051898,-0.266447752050471,-0.167189334037579,-0.160496863744194,-0.257429829783918,-0.262558254852271,-0.283883347562773,-0.169873501272536,-0.0593976466363713,-0.308385996393733,-0.290261698866239,-0.168389088193256,-0.200528159766899,-0.154128221807283,-0.205014524836564,-0.174157630608348,-0.271375623776564,-0.0120673199693429,-0.360957269044328,-0.390792130836314,-0.148943728434126,-0.33807536720414
stable,-0.186169163328456,0.0392241503312758,-0.187451423346515,0.152370679456553,-0.0708045425797931,0.0854215967172868,-0.0665189624677751,-0.165589932436417,-0.171945578445722,-0.165808944069137,0.0967640642056366,-0.137588813177633,-0.245757539064384,-0.220542644159897,-0.0147933044643418,-0.0507005239759287,-0.236276349638053,-0.0484417795356917,-0.291011464337251,-0.104738452304293,-0.071887868103311,-0.0995564879110116,-0.16441110709527,-0.0287588462837126,-0.069646856550246,0.0281311514401187,-0.127765302225831,-0.18270709108498,-0.154797338191278,-0.0522096102356155
stable,0.352838404166922,0.149070581271211,0.181120509919705,0.392451292855006,0.0237773668426839,0.117444429506972,0.147509173661696,0.272390696455185,0.23281470233659,0.19727237927627,0.491280478964851,0.105384911461977,0.225035702835663,0.124640321183438,0.105108198819338,0.282629307884002,0.100908864225857,0.211245099703095,0.0705411776106334,0.166871105255605,-0.254299256810697,0.326284788362261,0.0714081748578067,0.0716236772496294,0.308950267417439,-0.098776710369317,-0.0554414288511422,-0.0013449489292266,0.369799682449607,0.12962490992642
stable,0.115983027647003,0.214304830745436,0.0645397352336692,0.08918358499266,0.19922608321005,0.0758069790427711,0.0958891790061392,0.180168272505163,0.161005478286185,0.219476122381412,0.159013383711844,0.0180644488892917,0.153290083673932,0.0280703044778192,0.219985103937407,0.209094240758565,0.0445755417120784,0.169343264244091,0.12116198260081,0.224785569762884,-0.200526112164173,0.198103126580616,-0.0306192663800784,0.0044812579732306,0.199557633372858,0.267813095352663,0.168585780816478,0.190119686148237,0.0277270611891886,0.217265219371571
stable,-0.126138989600642,0.0369510782271305,-0.079000355132165,-0.138023843360044,0.0707752205997011,-0.15462127925755,-0.0675214766384035,-0.025866702275145,-0.123233770299574,0.126395015822496,0.117864251196485,-0.117656807401631,-0.077803652075556,-0.155601138319927,0.127848436940801,-0.108256635489136,-0.168636535914648,0.0274174137287253,-0.0090655554069518,0.098052694902584,0.015340433477356,-0.252186889018908,0.074366153368662,-0.10357914095072,-0.163213445413371,-0.453901274778389,-0.18644898023657,0.110607301145003,-0.056569120295896,0.190376955456083
stable,-0.0472918478432361,-0.0200161706471722,-0.0610020591728672,0.239968877982313,-0.0358500529977295,-0.0209002442603254,-0.123808867487726,0.0460600099622076,-0.213189862093565,-0.0061369872554496,-0.0979816481295598,0.0446849954387043,0.105778733400777,-0.156196682826633,-0.0525726887445819,0.0056156171404948,-0.0459085284990849,-0.0282843909477351,-0.0059891150311553,-0.0166038959646003,0.0484146923382626,-0.0098236567841152,-0.0084900528886844,0.0432352558492087,-0.0054596562548962,0.0088707831856878,-0.0872574862433495,-0.0757536691217121,-0.138119911233423,-0.0719991716847572
stable,-0.0962903848234868,-0.142569055652704,0.05622319674261,-0.499260629107765,-0.167681446706041,-0.0970246992291453,-0.0631506903448668,-0.121236403695547,-0.0955088940157927,-0.167514113572872,-0.377464964838299,-0.0530880736540688,-0.154973344951537,-0.11424691598032,-0.130701866560823,-0.10257595168078,0.0342613745049184,-0.138881243476499,-0.022240296034793,-0.0843856237255667,0.614306968384134,-0.152483183645354,0.0142708139576718,0.0724991579819667,-0.075033916546602,-0.0426238586850878,-0.0608518547668243,-0.0936060504026314,0.0976208772620553,-0.0974499886008835
stable,-0.0334318566623711,0.004118045628034,-0.0654120562763022,0.119808081530236,-0.111856206194435,0.0930052599576438,-0.135948071254487,-0.058051215518482,-0.0571532602908887,-0.0026155141098751,0.0477807244817058,-0.0307843366827251,-0.0639707021294394,-0.115959433860068,-0.0359246709411507,-0.0975936036013063,-0.0170913183595753,0.0200286203505273,-0.0586021545964895,-0.0088314552894163,-0.236887829151364,0.0051126505504569,-0.0165310174609145,0.168360467165812,0.0256882121751241,0.0639171749467618,-0.0095208633448514,-0.0078276203277824,-0.138693058192607,-0.0365379158999743
stable,0.0873837394811343,0.120025160147013,0.195417680293798,0.1899335002927,0.0102063888030947,0.117290635826642,0.174723922927318,0.0474349120147979,0.155345927455644,0.122445713450481,0.115000172539848,-0.0198874569210367,0.0320570574494378,0.0774281601616446,-0.0192018853862899,0.0353423442887514,0.119033346986236,0.153722830364815,0.170884959370672,0.0631266510321986,-0.0413893089248805,0.0645070578734747,-0.217078495357725,0.200605129258126,0.119368937548728,0.0530152742033678,-0.0331707292870821,0.12574074629222,-0.0514338840623405,0.123668150686904
