group,CD137L,CD47,CD154,CD52,CD19,CD33,HLA,CD10,CD335,CD185,CD103,CD64,CD35,CD272,CD21,CD11a,CD79b,CD370,CD163,CD49b,IgD,CD18,CD38,CD73,CD305,CD94,Ig-light-chain-2,Mac-2,CD328,TCR-Vb13,CD88,HLA-F,Podocalyxin
progressive,0.0608249890784947,0.0760191631713058,-0.057327925039652,-0.0134712582728277,0.396182839307814,-0.0783018410687679,0.367786550870911,-0.239605003753913,-0.171517879738064,-0.240641279348866,0.155838239027274,-0.187041966850444,-0.0077583379057398,0.127823571677966,0.0344104860354017,0.143688166952369,0.0399913954801712,0.161024381886151,0.247362858618267,0.0180003852749376,-0.118003173743156,0.142366251419061,0.0348093596890272,-0.221927798144323,-0.208069506504018,-0.0517977161968887,0.0269126293028911,-0.118381483425862,-0.0455630472371649,-0.0258236643116322,-0.0791846965175404,-0.0070702582404832,0.128083165020595
progressive,-0.190582119718262,0.240434844236707,-0.193542298130508,0.293931546904364,0.569239925254181,-0.0216274998243858,0.304656810204579,-0.210434781409745,0.124900371188359,-0.153444997951141,0.0062108370487819,0.0468030783597673,-0.0452815712609747,0.015054527185276,-0.301458534089855,0.0957966562758387,-0.225822684705333,0.0081621965516957,0.0058651436232808,-0.110530332907805,0.153360135766306,-0.173416068581095,-0.0587537577182239,0.0508975233832588,0.0339531339697639,0.008626974096085,-0.13653650839945,-0.009873553956811,0.0363327772669197,-0.058626103925899,-0.193729959305882,-0.108500256427984,-0.107094598569491
progressive,0.0826341831345342,-0.0079304771189906,0.0470962649496047,-0.205272933385347,-0.21796908516703,0.0920532991190607,-0.0545881915461527,-0.0076800484562597,-0.0489301256254812,0.0872895145022428,-0.0553821606400295,0.0424853537825627,-0.162879073224757,-0.187061816496655,-0.255283837759131,-0.0467916810049433,0.157492401060853,-0.0328851781679689,-0.0572980287904493,-0.0648735240150476,0.160439215655849,-0.1265855909912,0.165901393840745,0.231607706104491,0.0886542650773527,0.125755126598038,0.146012836506517,0.0487490393637569,0.0501110759094828,0.0064342713700613,0.000308065442953,0.0494584302018555,0.0320956670980466
progressive,-0.601491387161882,-0.522541659836423,-0.571930691972565,-0.502087366619928,-0.316469650574697,-0.50607358508388,-0.399868826721596,-0.539846810672558,-0.531510463603078,-0.574234628814476,-0.529798357717054,-0.50515534235865,-0.716822761477764,-0.634525722227521,-0.555747205627645,-0.541732840371185,-0.535153286821287,-0.552269592678574,-0.564210239716953,-0.626264437679797,-0.45869328957068,-0.559183039729564,-0.546600929487103,-0.593369938594151,-0.636061898447702,-0.557228208884537,-0.556637859455247,-0.517362258994639,-0.416628140573223,-0.524908961609469,-0.604437620257989,-0.526187714898968,-0.508274570820038
progressive,-0.250926958150657,-0.0137239068775258,-0.0370058941347045,-0.0280386244066767,0.17824090542006,0.105902108344931,0.106026183929131,0.0156460358200905,0.0246113395140581,-0.152357990149601,-0.0013459291704075,0.317300436348446,0.123190387710047,-0.149237585437975,0.145060486038395,0.254173298715274,0.0048384141960108,0.0155581827246394,-0.158129897210888,-0.333568930333684,0.0243500864238595,0.0893290114908437,-0.0393825363380079,-0.0652183606270237,0.0096223187989984,-0.220146334989723,0.372406335772051,0.0500087385540724,-0.0015491986753235,-0.163877647253611,-0.182885086499361,-0.106522121270113,-0.153062098772847
stable,-0.0882920766516677,-0.132311905533276,0.000457703297389,-0.0284223575092668,0.0059968324656124,-0.0281699581013155,0.0719206208716262,-0.229672159192849,-0.219320540901251,-0.0828008659474201,0.0273231845518091,-0.214519992652476,0.0632597317037974,-0.0583132002883289,-0.040155391804487,-0.0471637096987746,-0.128250984670612,-0.110595033759642,-0.0980202214448999,-0.168691141626891,0.153163001999143,-0.0303504109679557,-0.140751560403384,-0.194275029742062,0.0393980402977657,-0.162817117979498,-0.0534115626355367,-0.111573601848762,-0.0407278117794793,-0.160152996381929,-0.0709436773253806,-0.192671211951451,-0.0501699141987693
stable,0.388516486463341,0.260421327026099,0.207671585798121,0.228608169075823,0.16520180501418,0.20235726464057,0.0702478133055619,0.293006843541861,0.145442253758105,0.376471360621138,0.230077776170427,0.0899050392700222,0.239858690767609,0.328308570604134,-0.0786471965716717,0.239316457860373,0.291380214647539,0.202290945176992,0.271568918095252,0.374377092414208,-0.125585411088207,0.18881708687613,0.237423703089237,0.157548794161878,0.199506206290674,0.306348987422192,0.181720187153454,0.361653126718482,0.524946893818436,0.490584609582995,0.430440799886486,0.445377500085191,0.454811063827585
stable,-0.0982467388117135,-0.0298088436643484,-0.0593018668601281,0.186196212326615,0.15832124925154,0.0530923725650086,0.175185197549482,-0.116832102787712,-0.0526192533904409,0.0299964970594933,0.042582863350795,-0.134519230642608,0.0299548868171928,0.0006976072477461,0.0112800609539176,0.210540112787781,0.0596279262378637,-0.0601534287071076,-0.0572134651552074,0.0222187697577991,-0.0975344080178003,-0.132767666189992,0.0585525295259233,-0.334457619521562,0.0711401069713238,0.010953872771596,0.0802633278321117,0.0760126561676754,-0.0009444053098473,0.0256609112944436,-0.0148728146404456,0.0487993673547965,0.0426860283430523
stable,-0.0865585891641844,-6.31554156882809e-05,-0.129618098536718,-0.0157597355522086,-0.161133172811624,-0.129457459851628,-0.106681095146826,0.0182955509725796,-0.119303054222215,-0.117088778261944,-0.277668442381708,-0.0666187972916954,-0.106613293867494,-0.147850201085557,-0.136821231294767,-0.151463303252777,-0.0127617162929745,-0.092552753077143,-0.219915909877017,0.015888515729355,-0.0287500858123562,-0.0473285093550259,0.0180140293889641,-0.474740422442996,-0.263061919367884,-0.0418286078812504,0.0409743270356158,0.0099595163212007,-0.106274324640715,-0.0687335436853913,-0.0317515554936844,-0.0524855155794139,-0.121584334992704
stable,-0.107574217064039,0.266496606177374,-0.100034922706552,-0.255516833080568,0.100377299751477,-0.0268232507792648,0.143936737506435,0.270320959995973,-0.149047822387527,0.139395346514851,-0.0547888478856435,-0.332037695959974,-0.0244829744431314,-0.018833410059143,0.0156296123217036,-0.0300683318270814,0.137850314014837,0.0819294511697249,0.0831123251088237,0.0986136964223259,-0.122308861508649,0.0792650285064135,0.0860108214823963,-0.121208215987963,0.226991665906506,0.121816113312295,-0.26725606471853,-0.0767510604968978,0.123974372699246,0.0147942225847999,0.0205737230197374,0.12444520812258,0.162194077969599
