group,CD30,CD56,CD33,CD90,CD194,CD279,CD32,CD69,CD161,CD27,HLA-DR,CD1c,CD35,CD57,CD366,CD272,CD178,CD21,CD169,CD268,CD267,CD41,CD137,IgD,CD26,CD193,CD36,CD73,TCR-Vr9,CD133,HLA-A2,CD88
progressive,-0.212155215922639,-0.007985081922673,-0.258079704451909,0.0036211350011022,0.0726494174577838,-0.142830968031486,-0.248951734312223,0.0384555450725981,-0.146982147509546,0.374110455153596,0.0299648837237115,-0.373740556609114,-0.0790285596476838,0.183875113941865,-0.393237750339542,-0.356536462430327,-0.257903059647315,-0.0130355017687051,-0.467374279255593,0.0742643824565423,-0.529904431117402,0.226085811301652,-0.085509106732655,0.281359880455211,-0.233672166294246,-0.460410708341236,0.554961890144057,-0.0045798321407887,-0.0322115277630591,0.0438000348172267,-0.356745087000022,0.0361792147881865
progressive,-0.382529543838606,0.0316918161178919,-0.222431827388293,-0.373479419936488,-0.245798731702685,0.0286388420666747,-0.40321959509832,-0.216654590973517,0.0948235991248981,-0.139078441974692,-0.0644173851455051,-0.0130273304207879,0.0908672157481004,-0.0486665029686263,-0.252968397054718,-0.0544465682086657,-0.47238740213045,-0.0049018770429598,-0.0847783033288006,0.0498669990716902,-0.153616977920903,-0.447873895229389,-0.388661782279928,0.0389825310903922,-0.111792597381602,-0.0974051940160497,-0.112549822026734,-0.127662287581545,-0.147912885064703,0.0118815104351826,-0.0284892431656152,-0.442584886413208
progressive,-0.244696537060254,-0.0908751696621837,-0.115064530972873,-0.234996648987677,-0.144603917212787,-0.314542546788225,0.0766179136512155,-0.119130831758806,-0.0596644560354575,-0.0958969082322729,-0.115973084314044,-0.11423050256957,0.0070247448825753,-0.181769786733854,-0.127950710204346,-0.031724119568328,-0.224726609305564,-0.0553809174054211,-0.216609047570815,-0.121825920090529,-0.27886170133198,-0.0195830613955793,-0.0834290291556221,-0.0463512034044702,-0.174141128461164,-0.198750826260276,-0.0164926446692353,-0.127330870986245,-0.147962361892591,-0.435371794576701,-0.265014809280813,-0.204366152583072
progressive,0.16976519296399,0.12444391390648,0.406516314306462,0.248326163859409,-0.0477983658951026,0.372908390489423,-0.105055811528594,0.471259224547498,0.468751591615294,-0.159835204537581,0.0233296937008553,0.0138999608420596,0.129534399031756,-0.104442241796141,-0.0424930730104565,0.237508331366283,0.288400537106996,0.255621573265783,0.196962959107392,-0.0238778856176469,0.0624698848393358,0.245830754366916,0.0541191983287648,0.0193922697488445,0.278780856781955,0.123977075418008,0.170083111199877,0.0353693299199031,-0.14751058106745,0.140384192853005,0.119056294114312,0.0769104965417996
progressive,0.252562735511819,0.395906276384913,-0.0583730575408879,0.0843546191922285,0.368391601377095,0.103504684984582,0.300426843138941,-0.109041655340935,0.332388192661578,-0.267871857062181,0.560162415110749,0.0539124835278697,0.297061059589321,0.123940452086965,0.255083788994014,0.337846619355534,0.333360120808215,0.215329594383133,0.314191050650506,0.439428158044461,-0.0246118820180659,-0.0645803514199402,0.0592280262946125,0.0333270768105358,0.363034269020084,0.105730738472987,-0.273531962072198,0.554245525735418,-0.0614866164670668,-0.0314304919027282,0.124224836771153,0.316430671245298
stable,0.196868637481225,0.0128866862228086,0.096180045159853,0.18557602519338,0.167206069427459,0.214897979025845,0.0819029189671007,0.173721198246938,0.17426760147243,0.108985818520846,0.0492876386297176,0.210336307583627,0.187670315423961,0.18709866054065,0.162221461494845,0.19097152523821,0.0816025476771223,-0.0857205504282609,0.101629344403864,0.100034788371074,0.123255171326479,0.179935562288639,0.222579438671965,0.0359395113899559,0.159909956967778,0.241262947601309,0.132664397108816,0.252883917975799,0.184240145644468,0.0712375979223462,0.19391051630783,0.242049977187975
stable,-0.086148194575598,-0.106915296599909,-0.0537954373254714,-0.0814800103346656,0.0453329757864031,-0.0534359234786327,-0.127730276601121,-0.0089315127885925,-0.173605711651254,0.154669606648494,0.0661993793441693,0.121247450740578,0.0038021644753223,-0.193973306325959,-0.10475335758283,-0.0318483916401576,-0.128049830467563,-0.0647516001555312,-0.0640926708240935,-0.0102471231465375,-0.0871390946629018,-0.0073151417529711,-0.150996849786636,-0.0287979757784034,0.0019994354960415,0.0573360425547027,0.0380963436568725,-0.104619470709386,-0.0558115112175212,0.0627794568571401,-0.136183478659102,-0.129192991343915
stable,-0.0449482308849158,-0.158215535468945,0.0358203346953023,0.0729031888697279,0.0753470386298656,-0.0464971445465,0.278697424179481,0.114606949262219,0.008097290813609,0.285678987373456,0.0747933440420878,0.332582638743988,-0.0027502467157,0.146977503758424,-0.0488607700149263,-0.0417647670972475,-0.0294229112674761,0.060652523273343,-0.0582419915142582,-0.0099920150509021,0.1040010678076,-0.014862890792697,-0.0116987952079019,-0.250446972105145,0.0406807927428864,0.107607204243517,-0.0959859101015877,-0.271342390288999,0.0339291547971916,0.105157404586252,0.030926040003567,0.0712664763364408
stable,-0.0491924617517351,0.0653781544417665,0.0604117921731924,0.0818477224847403,-0.232729469437408,-0.0483276299007801,-0.109813789479831,-0.0104264191190574,-0.0984768634945537,0.299401977231583,-0.19535538207295,0.260735890090699,0.0373698023855361,-0.100742211983952,-0.0693602772213667,-0.209134380838687,-0.0520388942258462,-0.0787867288392771,-0.0047999949996506,-0.0872930182298406,-0.0970644842461444,-0.049223416191884,-0.0654264317594181,-0.359858679687669,0.0434900988578395,-0.0601655767419495,-0.081763667290182,-0.416083119175164,-0.0423612980439096,-0.0110739830872421,-0.0738076631979338,-0.170582701714544
stable,0.129109522957119,0.0301215746701218,0.1617416953531,-0.0878253938533011,-0.111394295811385,-0.154723695786838,0.114675383030174,-0.0410169890101957,-0.236860315602299,-0.315596524199075,-0.139205206447928,-0.0796414275163259,-0.0949015885585429,-0.306524274905185,-0.0815963447521324,0.156896793031168,0.0502017012107102,-0.144341184638679,0.0170518129007563,-0.197759351602708,-0.217168636260381,0.113727725775014,-0.186629545754375,0.115919046610291,-0.0219140494651322,0.101410569740559,0.207859205756643,0.212089231046158,-0.382615941332491,-0.191398655079495,-0.146180149897558,-0.148515811085168
