group,CD47,CD154,CD52,CD33,HLA,CD16,CD20,CD31,IgM,CD5,CD32,CD185,CD103,HLA-DR,CD1c,CD66b,CD35,CD272,CD24,CD21,CD11a,IgA,CD79b,CD2,CD81,IgD,CD18,TSLPR,CD38,CD22,CD71,CD193,CD73,CD305,CLEC12A,Ig-light-chain-2,Mac-2,Ig-light-chain-1,CD88,NLRP2
progressive,0.0248761895743501,-0.400754645796058,0.0930810670489736,-0.0532294333730109,-0.0830877394684646,-0.10401572938192,7.58705364311072e-05,-0.0127812999833337,0.0680185018239648,0.117799757209252,-0.314306286718922,0.0450533100878836,-0.0599377842412592,-0.271045993682663,-0.0611755583051367,0.222717053022566,0.260360692660271,-0.264777398475787,-0.0736273258781637,-0.212130525677065,-0.0892951699987906,-0.0070337413959652,-0.208000787497437,0.0628749821208188,-0.0436300647160539,-0.162264862399841,-0.184691353192296,0.0078098898828281,-0.211140030149959,-0.233668620726008,-0.1501660621387,-0.283667189472907,0.241100993716778,-0.131989539511027,0.0557275287980104,0.0076353246055955,-0.237522309272672,-0.193802902180349,-0.0739512251959788,-0.0692872974360871
progressive,0.0194997397550777,0.0524458799485876,0.285098344312786,0.03570960903772,0.301363016839953,0.0883157806114022,-0.0986440175207879,-0.388033917307834,-0.0756830410317695,0.0630490372036852,-0.238917291314456,0.0195216422250823,0.166996780398783,0.0573542978372283,-0.250650082454548,0.13913058602599,0.170230327773491,-0.0370042576615181,0.138841959190463,-0.165490130591192,0.207219896952769,0.0149864947745785,-0.23083927322446,0.147340986255284,-0.239771321087285,-0.327332629041558,-0.0294157724417265,0.192085942739962,-0.112139019499453,-0.0591814843884361,0.453781231053979,0.1114859876899,0.0976887203681765,-0.170975494162685,-0.0015660676651893,-0.261064384132442,0.110934525151815,-0.010091234212412,-0.0636847454103645,0.306971283104896
progressive,-0.0893085185223591,-0.150794220321494,-0.0348820738674998,-0.131237254415034,-0.177690001375988,-0.189780241528202,-0.324208651936512,0.0565993993340313,-0.139780060496851,0.0911527044320376,0.0424799267250969,0.0463686638909593,-0.145574536608531,-0.214557940991755,-0.199894706314102,-0.0664709038211907,-0.204900798747526,-0.0436675007817627,0.0592249233996436,-0.108586796796286,-0.27166538843406,-0.18120894319699,-0.270262292408726,-0.147529871576824,-0.269967242899151,-0.322712473465746,-0.0618635522735855,-0.10680927250543,-0.241953602878964,-0.553040897187867,-0.183469145043757,-0.173843433314256,-0.393183398186841,-0.314374603877492,-0.192119436420196,-0.391380725805018,-0.221572283840879,-0.167635071756,-0.227874505394101,-0.303452457732576
progressive,0.506346504028716,0.332324632174645,0.455006387323764,0.535797120976362,0.462314095552091,0.497701907116715,0.494383878118129,0.488780425301624,0.395272911650905,0.0468814380161241,0.338148393357663,0.47851047713194,0.440403930054353,0.280723027959118,0.0956317305933699,0.504760874519779,0.718357009858851,0.542813498198785,0.403539609849639,0.515339291274241,0.446499950671664,0.428508932167746,0.473122412289063,0.188204922868826,0.57829227544958,0.469050524550177,0.463057718311174,-0.125510519248411,0.41947413308289,0.391892057785856,-0.153024920435805,0.429735812927606,0.528892309206004,0.636832882567033,0.473783868672923,0.527853793974175,0.437936840098939,0.410512011999241,0.415338593148094,0.166447850247908
progressive,-0.000787437279858,-0.147792289700476,-0.0898787525447227,0.098634316595769,-0.18878368153013,0.0701194131476086,-0.125378097649767,0.426176099000383,0.387327178706862,0.408591596085805,-0.0808799406483341,0.0403234856627611,0.0112160764200625,-0.102524837806739,-0.0336953022049186,0.0444672284878298,0.338307351467306,0.0932597438846005,0.230128387971641,0.285366791479209,0.276832158678264,0.214497719532717,0.370688505789829,0.0318034300489301,0.161841834351149,0.270544047778457,0.322846699138104,0.234044872870623,0.132027414084439,-0.0645815995124235,-0.159426131986369,-0.002657107563719,-0.0431104417704055,0.169441291954776,0.11271536145992,0.0018614841835121,-0.0302250617634503,0.0985747753246943,-0.0258758275862406,0.0021955216940243
stable,-0.241615416031982,-0.0997024214046184,-0.226928224890799,-0.0832940229317699,-0.222187858470046,-0.247411738382557,-0.293220236096074,-0.194851326934069,-0.275292335968642,-0.158392897204753,-0.414856607126519,-0.310717981025894,-0.20124017312602,-0.0953876824687647,-0.220550105495514,-0.255812986738607,-0.316460869788914,-0.278274634064069,-0.380236983345736,-0.13402770852064,-0.336805253468548,-0.34261921524697,-0.339598642862779,-0.10336391821686,-0.18112154025451,0.0194820659211229,-0.106044613914244,-0.223680633211449,-0.0406486645018205,-0.204347367725354,-0.0817490305653035,-0.179152922127184,-0.185053971898692,-0.0162468576521191,-0.223267782684628,-0.114775039088676,-0.25630883116073,-0.301097661405772,-0.353365365272004,-0.413368659681659
stable,0.029186969986395,0.204281993891739,0.160946942304929,0.0769811202785825,0.118842864327567,0.0262365628031012,-0.0107799159368674,0.128457720129939,-0.149448471647134,-0.0563705175483987,-0.0476661186343501,0.103701146538089,0.0243933394359867,0.0578724340806406,0.132405820780862,-0.0244486790968567,-0.0250051517505519,-0.147356603419273,0.119482119864809,-0.112965058090114,0.180495923134564,-0.0190118552069212,0.13313447994705,0.103610555515817,-0.114117333817181,-0.0632749481269608,0.031767227902121,0.0874312612243298,0.0457711954420932,-0.0973454093891571,0.198452732608686,0.0684805799717834,0.0074821997462504,-0.0259381964338745,0.0521017291567094,-0.0306026667206551,-0.116876048418742,-0.0390096615928511,0.0626183715356559,0.151341105186872
stable,0.0488521238160521,0.212968356538099,-0.008780772566581,0.132228305971869,-0.0237889724873127,0.0661902674462455,-0.0841830918190582,-0.0304671937867801,-0.004961666766257,0.110783474174236,-0.121073077132627,0.0409616162384239,-0.107369445725471,-0.0517837065397278,-0.0499520661092106,0.133282147672619,0.266421812977066,-0.100242588011879,0.0651637895945992,0.211327471690655,-0.0951443121560691,0.0571896005454635,0.0436182619744521,0.0302088208272356,-0.0402618465572529,-0.0509145713153432,0.164891781405819,0.0813355056726796,0.0522857926013326,0.0252265369853644,-0.128302832988716,0.0442597588946956,0.0879598450983751,-0.204317328092697,0.0958455378716369,0.0362593103802961,0.0239649110353315,-0.0407316119809049,0.0877828503971487,0.127894775064799
stable,-0.176619574303633,0.0905557480342356,-0.268376030999987,-0.0246505343590009,-0.337202388362306,-0.146421505871706,-0.0865883490945717,-0.0750903603915105,-0.277406846413011,-0.173054433640933,-0.181978661765196,-0.165984788408471,-0.0992639639806795,0.048208689887455,-0.283924554807528,-0.112969448543288,-0.134257710371648,-0.0839655869905946,-0.269901246587785,-0.189460969108019,-0.306665690531118,-0.168309839056559,-0.375636990183849,-0.199499577586809,-0.241464334400481,0.0023269172643496,-0.125240570342019,-0.23892330378271,-0.0461770144761445,-0.134740759781574,-0.145403314628646,-0.240685360789897,0.205730869288361,0.0164067179640945,-0.0499802939278191,-0.0128402285463409,-0.15857239221837,-0.243663114668221,-0.126778077356657,-0.180483602280584
stable,0.0282327089404709,-0.121106635385581,-0.336624419890723,-0.162644159865299,0.0360807214238969,0.120393640441279,0.0426102501969292,-0.10575165728885,-0.183731927127748,-0.280468772706008,-0.0541442606224963,0.0067363068710072,0.0756572785069586,0.0891760782917895,-0.246538381169403,-0.0100024981807075,-0.0577923257238162,-0.14248199071667,-0.0663250505717806,-0.0606811124151406,-0.426528413138151,0.229210679736069,-0.0256152172741507,-0.440098212309306,-0.0990968262439856,0.0469724560848771,-0.257017868181132,0.424019705665283,-0.0260956345064154,0.153822387757858,-0.186172452707548,-0.153113456766411,-0.291452950892218,0.0286463433405902,-0.135706350950918,-0.165767940196169,-0.0271866949178243,0.297297353874395,-0.0289235263973384,-0.0918576289714317
