group,CD274,CD252,CD34,HLA,CD123,CD4,CD45RO,CD335,CD31,IgM,TCR,CD161,CD178,CD206,CD122,FCERIA,CD357,CD309,CD226,IgD,CD28,CD71,B7-H4,CD204,CD144,CD1a,CD304,CD73,TCR-Va24-Jz18,CD305,CD258
progressive,0.209219800220158,-0.055311729497087,-0.0918670408122685,-0.354507688398782,0.218861545299484,-0.0037510439538405,0.287383943955782,0.0422334515550884,0.0875755739598791,0.0286308557023585,0.248440487249899,0.0148466815666208,-0.267263365441537,0.0677362056105723,0.119215904663779,0.119717216157445,0.155032781588939,0.153383189620322,-0.0145466411001797,-0.0036114850327086,0.156822528225638,-0.235480364609131,0.0265040866428537,0.197544287898768,0.0821093673697545,-0.0720971647733537,0.0629012385339335,0.286666442303948,0.0582756204479235,0.160212753072943,0.247603680692788
progressive,-0.0406661448256192,-0.0518450876727509,-0.174870711726724,-0.441609940488981,0.0764967270215738,-0.133858084292074,-0.039622919284568,-0.0953701206984705,0.230905215672862,0.117059747629349,0.0800881973724834,-0.37760812075006,0.116034357023957,-0.0760307670995718,-0.198753211358412,-0.139571571119752,-0.0475763814335012,-0.354311200493231,-0.13700177141525,0.178587982997357,-0.124515404531414,-0.620640682835099,-0.0892078981797744,-0.182324692438409,0.0022590844231053,-0.0776878085517795,-0.178338457832299,-0.157609699849701,-0.0723344539157881,0.211966423334611,0.014055594136811
progressive,0.0593326962575131,0.141962981457855,0.0203143721509871,-0.0622637051759214,0.0719413172253464,-0.0080478582135761,0.0664515871921349,0.0233628940378387,0.313895449692365,-0.108221609593386,0.128553190487202,0.0270231548385124,0.155507993635162,0.0899338257666605,0.124184731076501,0.0993736955958312,0.146548953198219,0.101308804149599,0.0323702737998168,-0.287205224813039,-0.0364578306170321,-0.114911342780152,0.109082324686447,0.121460701985403,0.0729556417900079,0.108875335726682,0.0936460551053736,-0.392244931545234,0.154385347297411,-0.187836499794309,0.0523439858681841
progressive,0.464760437527947,0.535922111081742,0.495631732350729,0.0971736025485083,0.495202778792484,0.472808978726808,0.539241842280414,0.499467463478609,0.458506862923708,0.130718422050187,0.451592187769553,0.54380984076045,0.479019558775811,0.5981090705995,0.490900188129762,0.489377865898169,0.256059294876482,0.585613859442816,0.546958234932513,0.119438752316747,0.552093039915796,0.094023329393137,0.481277486021417,0.455454862477959,0.467743695192373,0.572747381868212,0.529996195293699,0.255603822123026,0.48181828700264,0.387034027903935,0.550447443141105
progressive,0.15628025230231,0.132161169511498,-0.027876490221646,0.21545486444398,0.147938331006466,0.421924378706485,-0.122445358541907,0.421875508462676,-0.223795709972314,-0.0512017043554659,0.129226908694417,0.190312577735567,0.240019286981915,0.259559899791195,-0.214927520417894,-0.183955816398111,0.459315986653907,-0.0879598261137283,-0.0029634647682055,-0.177407772516691,0.182022063430159,-0.261840467674801,-0.0507971865501735,0.110870381079074,-0.0253666580053808,0.233446736096347,0.0432813767576016,0.264079090742304,0.209568324358485,0.177404590271189,0.0581461148879345
stable,-0.0362382768395967,0.0984733875312767,-0.0443134199197374,-0.166255535325873,-0.0417227333835846,-0.0561146439902473,0.0355288185280248,-0.078790283417009,-0.111928195985991,-0.246312458097651,0.0745324224800249,0.0305136841030997,0.0490530562214797,-0.138880835981127,-0.0228137253033409,-0.0119502666684763,0.027036093777059,0.0362813312956779,0.0342191192985689,0.258605048670783,0.100028718593603,-0.117290284200483,-0.0395194176822338,0.0931665199692676,0.0659028270500857,0.0320154793600135,0.0605040190781015,0.0648309353824028,-0.0237145627801997,0.253550286311391,0.0109342758271902
stable,-0.173788251304592,-0.150102237342279,-0.0838675388545932,-0.250020812012071,-0.108058489139627,-0.144345370782739,-0.0458778423785769,-0.0869357187885306,-0.148397077927214,-0.352299797007033,-0.096450856558215,-0.0679939355307231,0.0426056918741257,-0.126395490225723,-0.108983524898326,-0.139588664262332,-0.190277944621208,-0.0162833051644547,-0.1474095458426,0.187371477394667,-0.283982676841613,-0.444720069619313,-0.116205707296005,-0.0715737886876351,-0.0812365325075991,-0.170488444122333,-0.0142100936433276,0.0727325712957412,-0.0863825876862232,0.083735155592386,-0.0905929819781869
stable,0.0218986589078908,-0.0229862000033732,0.0578374228549673,0.0001272967726415,-0.0265767522558093,0.143363214885354,0.0513379787174335,0.0598994624118617,0.0843506872663355,0.399320662117144,0.0438573194240122,-0.0512681127775712,-0.0392419634458297,-0.0753630685320047,-0.0792253271412853,0.0300889151781585,0.0873459901111374,-0.0028041720989068,-0.0032711241308004,0.0147415553931208,-0.0621505238652373,0.0080668329980148,0.0400549382613966,-0.040616190069556,-0.10436937196575,0.0465939727368955,-0.195430371860076,-0.481415470752073,-0.163965762561327,-0.158830401951895,0.0611625211462597
stable,0.150738240489409,0.0946619273681904,0.17002907360133,-0.325251329909829,0.0465835384615772,0.0433364129773894,-0.0147707198798267,0.0925947682422406,0.0549334942228514,0.276411875187222,0.0639168668030692,0.0245507517128979,0.0179051106328726,0.098036558777522,0.150325458961885,0.0634339544193911,0.109029710730079,0.135241407505217,0.0111879933989527,0.627930414423655,0.0500487324265547,-0.213187893249878,0.0848062179885536,0.0226649771090633,0.0714542809569206,0.0161317895114407,0.0148106619019764,0.32606191671544,0.039397928644858,0.310408860793714,-0.0683079180395689
stable,-0.0212947956606537,-0.0609947390659617,0.192798193392175,-0.0456861576290547,0.0999103520558426,0.0227354762862608,0.199935011647881,0.0534979244866,0.116460372818802,-0.101056321321799,-0.106395269575447,-0.0194159994887563,0.0789952731070455,0.0034894190522129,-0.102078000452775,-0.273625829263894,0.100176168084678,-0.0745195872150048,-0.048437430920748,0.185743626969068,0.124368466752195,0.03945553270745,0.0764332071902886,-0.0759716140544049,0.0994223113164409,0.0640580635067192,0.115697311572127,0.0819538539221518,-0.118949152404157,-0.179884345746424,-0.0350627233709796
