group,CD52,CD3,CD33,HLA,CD45RA,CD16,CD45RO,CD294,IgM,CD5,CD32,CD1c,CD66b,CD35,CD24,CD79b,CD54,CD267,CD137,CD29,CD49b,IgD,CD18,CD15,CD73,CD133,CD209,CD307d,CLEC12A,CD85j,GARP,CD328,TCR-Vb13,CD82,HLA-F,CD224
progressive,0.0023593729178398,-0.0017319233097172,0.153914527999821,0.303289218863427,-0.141314078289363,0.473032930998331,-0.0227861055887271,0.12081352852162,-0.0452917491336745,0.305272802060291,-0.0423860160695469,-0.0805767137730275,0.578456236690009,0.326915061949706,0.0570190829305946,-0.152073541825926,0.0970243834609105,-0.0613445525622928,0.0822589868387441,0.0564132833796491,0.011822286939048,-0.0772689820951626,0.0904218083337281,0.205756512038532,-0.0139723692430844,0.115004793046317,0.159006700194535,-0.0273290236945345,0.457102958512819,-0.0167317105049628,0.0375455623619815,0.173354354808069,0.107308305951856,0.266231556775124,-0.0057778454438358,0.156877824331323
progressive,-0.0057050437637912,-0.145479903224377,0.0805627643367491,-0.0023272748483652,-0.0503624022570975,-0.129876147957944,-0.209181281703376,0.107835102652465,-0.375749112882819,0.146069554620831,-0.130082675852603,-0.237304365139566,-0.079885105627344,-0.0731296108892967,0.084131949908281,-0.113146296498499,0.0532175587110751,-0.143366473195671,0.107564078685286,-0.120325772565586,0.0454958768670456,-0.315649670682479,0.165285118962751,-0.0147992091050417,-0.067623610846565,0.119120780794789,0.179874050297592,-0.124192587345225,0.0803660089648401,0.0086809208110965,0.104685980626985,0.0134651009983591,-0.0135769725079692,0.0502741761093393,-0.170165503153141,0.030728551635577
progressive,0.224107585064422,0.0354646678657458,0.0011480187854577,0.0751222719684902,0.219105823000337,0.154661798078766,-0.0313809034565052,0.211132577058782,-0.001015983934749,0.403447482881066,0.511816632853273,0.0563711202563964,0.0929478295857901,0.0783095015034893,0.324405413835819,0.0486713299083174,0.026840217222216,0.114581339428121,0.129979308356278,0.28004019767199,0.0871990419004674,-0.132683081639485,0.0168168407506456,0.114398133580181,-0.0869746288821258,0.0465958677876202,0.0293336663096399,0.168530143278353,0.120008919840273,0.167597101961082,0.202551204203066,0.155720556120114,0.136316804624902,0.22732488177801,0.112065071888697,0.188254367883418
progressive,0.0210712075171642,0.121747248419093,0.425521697851097,0.0574058260827715,-0.0731200568168148,0.597067195520844,0.17000728032486,0.133772856469483,0.393936777865043,-0.112604115896884,-0.0471656820508584,-0.113201281097733,0.534311055812134,0.420932002268169,0.209568202393335,0.339416286972256,-0.441565880797888,-0.0238661355812251,0.214665272032088,0.0750438756998063,0.321362365357299,-0.0251218039928213,0.455672070798236,0.187236522207885,0.167180497323269,0.415102501612438,0.243826282220938,0.153720711461998,0.478062074479416,0.123863808354656,0.315788557602488,0.163400810008686,0.288924623679799,0.16962044931958,0.337604147905102,0.41009648491427
progressive,0.0009974214215813,-0.16566018739411,0.357506136994489,0.108879890742959,0.0498695204961934,-0.019514364979759,0.472012619346662,0.411329717311055,-0.0954317480732457,-0.11090343322329,0.0532997714421363,0.225016085910812,0.109296925466374,-0.189776821672646,0.284542438460859,0.297342545136665,0.169073115327494,0.465639149032377,0.20791156499653,0.411088336030079,0.260338400263739,-0.0976247704551049,0.0820467551193075,0.212244289543191,-0.163819678727541,0.0798030705188228,0.426401057465116,0.460698269253539,0.273053797653153,0.344737590234526,0.350804215638023,0.0921773211817491,0.226882181428811,0.0982604180355,0.198252569742096,0.242372248898255
stable,0.344520353403229,0.0005745746169966,0.067398963227257,0.251375027217907,0.141258780843346,0.0491984940425879,-0.0774873537903378,0.261507984513034,0.146111278572254,-0.0762362620713248,0.281631372132559,-0.0003856822600467,0.0689065584354313,0.161415795447913,0.107739954835746,0.20191749951385,0.0370618903733038,0.0813109595094745,0.10039100979969,0.163723635001676,0.035891489692454,0.0083131342383304,-0.0795216159596198,0.0381152206014891,0.192609848583058,0.261926336429657,0.119873324762474,0.209965888738767,0.111108910633457,0.200320304203429,0.0441192758985552,0.142961618863004,0.116047391614868,0.112432281778922,0.0896812497267286,0.0897003243175828
stable,0.393513379196149,0.0825767943186646,0.247885297088338,0.471580739941255,0.475194881483078,0.151377196504389,0.274192934230591,0.237826381109319,0.385004388214679,0.089842780311351,0.336080153080978,0.442933659138641,0.199730679106102,0.2362094680294,0.251814666347346,0.503497468964127,0.319197018347996,0.475273759144705,0.46158835344269,0.471022610259147,0.460476957043143,-0.0695424155412313,0.114895122240177,0.118684346937806,-0.000922647493462,0.210847036320677,0.164026483492315,0.267771829494947,0.188530882213016,0.424715932743282,0.428980256132374,0.45039470279504,0.419280258790284,0.44812767445067,0.446242044351357,0.330526219359262
stable,-0.308833247763957,-0.14273759219173,-0.196767618431369,-0.213690918873895,-0.341268211640975,-0.13346557035003,-0.0606384524839658,-0.282843506614389,-0.106197271163369,-0.240102153995761,-0.0621345226843657,-0.115265108907093,-0.158655076859854,-0.387220156454301,-0.400189159167635,-0.324990595448018,-0.262751334669032,-0.206732595133463,-0.292690789548602,-0.242775896878641,-0.220276002499716,0.100261025114587,-0.16373390480844,-0.240168530969139,0.0626851874532201,-0.225444375795398,-0.130496879818526,-0.251250042933611,-0.23346153933854,-0.261538961619546,-0.249469373570873,-0.276671795170178,-0.224743474703025,-0.22987765571187,-0.283683294326081,-0.192672090604209
stable,0.0306416101270372,-0.123536965889793,0.0699807833477219,-0.170863953426253,-0.132649535097654,0.181847413938136,0.0893985660893382,0.0937814102926507,0.387828364684875,-0.0857013865377673,0.344827902738783,-0.0985258464068921,0.109744937016434,0.0337950736684083,-0.0995040514857325,0.164373661311775,-0.142364924720411,0.0487426019690749,0.0317458097843259,-0.0325850498401206,0.165586420413917,0.647675688765925,-0.124516916783234,0.104517273435117,0.297229862056922,0.0881551683257938,0.0146848963684875,0.0886528499724939,0.0615750300161381,0.0724366288316142,0.114869775227506,0.152845168686889,0.151903382121944,-0.112202126755162,0.146683053165577,0.147143472096665
stable,0.459609658590876,0.549450875146906,0.0979926049496693,0.193194765885147,-0.0176241884413768,-0.174370685084456,0.100786098303392,0.0808991044041628,0.328821722454778,0.270123007333048,0.116284103855765,-0.0999286567264519,-0.208244781400753,0.0724147701849399,-0.163520956491962,0.175021268405146,0.182397250099991,-0.0724542728553972,0.0815935420149283,0.254625852944121,0.311759811269304,-0.117943300948321,-0.110907349966424,-0.408563084155294,-0.0086253979427118,-0.0442661530899744,0.130233542385498,0.0962388792871957,0.0708001498526775,0.161569560756483,-0.0262898264877,-0.113091773805412,0.0644777518516684,0.33901762612169,0.0717784787764472,0.0929700508162658
