group,CD275,CD252,CD30,CD33,TIGIT,Podoplanin,IgM,TCR,CD185,CD152,KLRG1,CD107a,CD272,CX3CR1,CD21,CD11a,IgA,CD79b,CD254,CD49b,IgD,CD38,CD193,TCR-Vd2,TCR-Va24-Jz18,CD305,CD158f,CD337,CLEC12A,Ig-light-chain-1,CD82,CD101,CD88,Podocalyxin,CD224
progressive,0.149361376992887,0.0314115994674815,0.130784771747659,0.191958149771616,-0.245014458497678,-0.0683549376198688,0.0502253146643069,0.0095292241684892,0.259381620556899,0.065174173698877,0.108924233395146,0.0373722898489016,-0.229093318049021,-0.0046131798326462,0.182092195514397,-0.155473316292311,0.292316241886082,-0.131736361581741,-0.285655925945672,-0.041568686334072,-0.0014277964082801,-0.188616326821765,-0.149262057093071,-0.0568942995591897,-0.0694154334594252,0.0013037897569363,0.020354933640602,-0.208818843601225,0.085230338161663,0.158365958046354,-0.260455479608436,-0.105879530854401,0.0367859940718459,-0.100015324369301,-0.0863811356732741
progressive,-0.102906952496874,0.0308116680176958,0.249233043108091,-0.0083313687997028,0.168073915520355,-0.0165939603299377,-0.311514585742231,0.0823294006823537,0.0722699688438115,0.153457472166676,-0.0362253622426788,-0.0706595859692138,0.0643807685056502,0.0485769612600047,-0.211415885647204,-0.0237498776687029,0.213405660388001,0.0927878372677104,0.0774438844291481,0.0481018765860101,-0.324474172338663,-0.2731678369494,-0.0144197757437761,0.19423472557326,0.276659595605556,0.0304667585276579,0.120653104763427,0.146525999965078,-0.0886547085586473,-0.123057346688121,0.0090876824272372,0.0729971638712881,0.111340514676025,0.155872989946322,0.0735077641393741
progressive,-0.0458445166665531,-0.196153262045488,-0.175881513198546,-0.138549116173105,-0.0772365705433583,-0.196519283693893,-0.265188068076955,-0.203989178070019,-0.192019044392805,-0.21183618914692,-0.193515632893525,-0.204359016811908,-0.10969391788131,-0.220336925350014,-0.145307037055298,-0.316160596405471,-0.196586257205988,-0.245105458796284,-0.196926939138063,-0.164754637758701,-0.40545344799425,-0.240591621060083,-0.0726897628783642,0.146215420340869,-0.135594995352106,-0.300447071846146,-0.242408142237972,-0.175546509275468,-0.126291011716345,-0.294666731804479,-0.105540383022521,-0.180066929577553,-0.232892721249432,-0.172653320383912,-0.18272316155549
progressive,-0.581347107176947,-0.574422262739913,-0.662171986509412,-0.66275750291116,-0.561714722611417,-0.60646250714383,-0.641455561696018,-0.632404395927709,-0.687493504134711,-0.575509621611275,-0.556355383736407,-0.569440415791574,-0.600407897259893,-0.634566376025788,-0.574456623506345,-0.573367673846084,-0.644953019775215,-0.601019992817517,-0.554755321702002,-0.660731628464079,-0.444369453960738,-0.679596820150395,-0.676038404144377,-0.550025737085896,-0.598104121297449,-0.662605780270368,-0.610119607731027,-0.607343180570214,-0.631967785928389,-0.628743657748637,-0.576665641412491,-0.569565849817864,-0.567735317777216,-0.55901435656598,-0.565922198674753
progressive,0.191957759301051,0.198076415022654,-0.088479494270807,-0.0029994061187017,-0.0185579787958569,0.188460450655263,0.21955016532779,-0.103578819945907,0.0691419324799144,-0.232190798736814,-0.0905253514796078,0.076244013995181,0.228640339075571,0.158675066964758,0.0213358348769502,-0.0186087255734697,0.192784760193516,0.0417863044200934,0.0042089733505941,0.177167074256698,0.327884573873352,0.0515696822534946,0.155772930923029,0.150396972404676,0.0300483994484592,0.0064148791993322,0.163735205920746,0.190778485821557,0.0569696594940563,0.207346941200219,0.0463306105150626,0.173957641533557,0.136286668176682,0.236939251753669,0.0673988047208009
stable,-0.268466173175181,-0.2959403517708,-0.203672660995316,-0.13965980239552,-0.226125496529281,-0.345276879513793,-0.0630018696710875,-0.301477794344709,-0.24101758844015,-0.303360932664128,-0.310938055084413,-0.275683762719447,-0.331885059927151,-0.390831777976151,-0.140256053149392,-0.297871006466318,-0.377342776025314,-0.25502574045187,-0.386052657322217,-0.245545699360614,-0.14851211237848,-0.145063052115422,-0.250464753164642,0.0165612714996756,-0.412161149934579,-0.0817060299038885,-0.359397544953737,-0.298478318935208,-0.196918137677002,-0.325449073990582,-0.372284248096339,-0.243891058442649,-0.323924558669988,-0.429528000482894,-0.284788049359719
stable,-0.0866598627768183,-0.0102538135186892,0.0219455568662519,0.0246995777010456,0.0924054455517085,0.0939619128139408,0.0347694057723206,-0.0350414864120959,0.157653713692657,0.0638677723974348,0.06367701007317,0.0517767961614653,0.166380106119722,0.0768224356430572,0.277415297492192,-0.0292952358651445,0.0155647229825521,0.0815472999928216,0.15047596481181,-0.0810593628353396,0.360447665917075,0.0093684322353879,0.0268881420848202,-0.112399345511377,0.0231944534369267,0.225872194135905,0.165752873878362,0.133296890234117,-0.0438867859641562,0.0980348635965217,0.071375263677434,0.112538794666773,0.121069758311446,0.171058845581255,0.0194960663515017
stable,-0.0178298574766234,-0.131669900371674,-0.0215902626093468,0.105682119689364,-0.103913942140921,0.0274813344979987,0.0507733945361736,-0.128028920046806,0.0217118096889581,-0.0092010181863302,0.0890509218706438,-0.151929867661444,0.0373631605652545,-0.122179038664828,0.0506091881406642,-0.0870539518392434,-0.0954985797859592,-0.162302784305791,0.0385703634979773,-0.210742516586486,-0.0066602000185273,-0.117062895608796,-0.0484417956856865,-0.267381723809807,-0.0858342590744353,-0.0848693641114182,-0.0145609163562523,-0.175470277324702,-0.0886346959078914,0.233714698730221,0.0198966462068917,0.0707150956244303,0.0388318098566137,-0.13739381033482,-0.109714650038269
stable,-0.0070882888156,0.0546662576710114,-0.113530161608385,-0.0404318853769495,-0.10075207957465,-0.0745633240007655,0.276901390596589,-0.0315600902401726,0.0246304453739202,-0.0598377112347818,-0.0409948031097776,-0.0762191704848205,0.140565951851397,-0.0673205587288927,-0.0985561602401453,-0.292940206426593,-0.0963915005679258,-0.0633869734837734,-0.0915781544770048,-0.0136307435205782,0.587433904611794,-0.161410158837844,-0.0040361479040331,-0.0218115192718408,-0.0527739454977802,0.218130308005053,0.0628316388394279,-0.0275739191421771,0.0197588489905451,-0.0664629250959319,-0.329020734675346,-0.0499258796314636,0.0722538007996386,-0.0066082107485518,-0.0424231041937539
stable,0.417858850739771,0.209729926193079,-0.0627434606514393,-0.109198205976147,0.118962195511119,0.0772176341173534,0.194288927444492,0.0491684221144503,0.175995136554078,0.143513271069516,-0.103077805136879,0.051958940569945,0.0978130053199849,-0.051868209646733,-0.0843460113222968,0.113356650338518,0.163336969111805,0.0731381861643513,-0.019674126699294,0.176874688914737,-0.101017608049616,-0.0180305971379528,-0.0098282286437898,-0.0952146035447314,0.217308163026855,-0.0190730781729229,0.0144089456196457,0.284725302628188,0.139199061323918,0.110939032002668,0.101613439342335,0.0842650681154584,0.0575101731194997,0.082204330107774,-0.0820834023787134
