group,CD47,CD154,CD52,CD56,CD19,HLA,CD117,CD45RA,CD49f,CD16,CD20,IgM,CD32,CD185,CD69,CD62L,CD161,CD27,CD1c,CD66b,CD35,CD272,CD21,CD11a,CD79b,CD54,CD62P,CD309,CD226,CD29,CD81,CD98,IgD,CD18,CD127,CD22,CD71,CD304,CD158,CD49d,CD73,TCR-Va7-2,TCR-Vr9,CD305,CD158e1,CD337,CD307d,Ig-light-chain-2,CD23,CD82
progressive,-0.07084306161391,-0.504902951663242,0.0557877531863431,0.300482104524937,-0.0322130680516206,0.0112301236907148,-0.375943268932994,-0.317976227075013,-0.290000362103102,0.0025757718856411,-0.0448394870307844,-0.0269324151098457,-0.125118079520802,0.0455122572195089,-0.12093876521811,-0.26287029540009,-0.105098877405816,-0.16267095031613,-0.0860255489257118,0.402486961008357,0.165206960110461,-0.173018334521247,-0.291800921580207,-0.151544933178997,-0.32524311390515,-0.0783926094257875,-0.423450335387721,0.0425803026399973,-0.458901068457233,-0.23278061824667,-0.10635798694127,0.013274559630624,-0.326125497255996,-0.0746460885818861,-0.357937855349873,-0.093420305999739,-0.117861024092767,-0.436561701155666,-0.193241646501757,-0.478864846715874,0.06202179458458,-0.358448881204147,-0.030987336684178,-0.239974008791402,-0.275427284588335,-0.329945931192328,-0.42678825336298,-0.21923209263591,-0.347590025142824,-0.103437381892933
progressive,0.29913317588882,0.0570310305531302,0.177048661523499,-0.0604112161930225,0.505537267667402,0.223418385443064,-0.078548145637483,0.128749457652173,0.242539847570376,-0.144891097746253,0.235536719487072,0.0205315243413762,-0.169047999225515,-0.0370486538998101,0.192600813550473,0.214537777113308,0.268065556555595,0.145771983928188,0.0471212603407725,-0.0139371318303058,0.0347276963699865,-0.0257420922862735,-0.163156560956656,0.187658196965654,-0.110911057057065,0.20938267638508,0.0418293639521479,0.373841104523414,0.138383323185466,0.225285678783293,-0.14650673785514,-0.166447174332412,-0.137192809552228,-0.0942424196705889,-0.0910143229323322,0.125666046276006,0.480054213562192,0.180736375394846,0.112384653336036,0.32925357751488,0.236100690432003,-0.0012496590231955,0.0631721927919742,-0.0826192926597589,-0.148433409087025,0.0843492244060553,-0.035974863096323,-0.0902608817806556,0.0432885109684698,0.260420486092255
progressive,-0.012715809745347,0.0930384285907549,-0.092448495648318,-0.180009922339655,-0.009481218093666,-0.0176798099402293,0.0232998704333145,-0.155398973605182,-0.094054550315901,-0.13173880453762,-0.149394413736399,-0.15502686040997,-0.126802872865,-0.0606259224254425,0.0062147932957456,-0.0609789637356673,0.0566518998697225,0.0931007600906234,-0.134060883395331,-0.156408909119533,-0.06350605860114,-0.107899191717613,0.0314984524867138,-0.0775151696042753,-0.0266242746617598,-0.133874451262318,-0.209300061716961,0.135423433690863,-0.0859413660458119,-0.156976377135843,-0.162110521367611,-0.054469440418815,0.0051911576349718,-0.239626795569128,-0.0551563572719477,0.0314216602504691,-0.246884186358864,-0.0236587226797693,-0.222099050171787,-0.112684112753481,0.141821563931528,0.0643297614567186,0.0713437118167881,0.0539236467326181,-0.0948931837762194,-0.101407883899335,-0.0457376062601294,-0.084443649139228,0.0443874752265036,-0.164192679689641
progressive,-0.384937921034885,-0.110331777881982,-0.248464655306561,0.363146774165476,-0.199189721244074,-0.308830197952925,-0.179687047462412,-0.188226593035189,-0.0037489385658249,-0.355985994690122,-0.407365301477519,-0.415648951885303,-0.176077917447404,-0.380249855992378,0.189036186117923,-0.310041810650561,0.0356889148981427,-0.0838368023800531,-0.0385862912975574,-0.325708664911289,-0.678576141120672,-0.343482025638722,-0.404743383222046,-0.338240953070714,-0.394981045608011,0.0282038087535577,0.140696334057613,0.0704531616341165,0.0794042291401826,-0.0199386647844741,-0.448112970943636,-0.116413856852007,-0.492629761631158,-0.430046112003345,-0.276879681420719,-0.41374354397048,0.423829954559811,-0.0003376488821153,0.105514575660097,-0.144877400758313,-0.414216593565076,0.0759270617430653,-0.399741574645125,-0.515347813478234,-0.0024303788373532,-0.127233026460126,-0.0661471538957277,-0.394659087926783,-0.157678786988214,-0.163476370948366
progressive,0.118115591978706,-0.035733816523824,0.0089767927942324,-0.247883282424036,0.277446329408471,0.236199117821419,-0.145470907098549,0.161603902721518,0.0166942405031138,-0.242220677178138,0.0010978817657597,-0.480244557369794,-0.154536503647426,-0.160288647994632,0.105890812874943,-0.0851347324789077,-0.490962911256415,0.145120912812831,0.102456562975634,-0.122284878341532,-0.238701944485363,-0.248655991654577,-0.187152377670639,-0.167587993252836,-0.0897305905442005,0.374675735337365,-0.158505222483348,-0.261127150014289,-0.137526716835612,0.104744256195297,-0.130382053217628,-0.27647960935652,-0.0616045965285662,-0.0435721672896914,0.17187763397627,0.0742407604829773,0.280806085394881,-0.267745963665376,0.155125148717068,0.0516463650288449,-0.314042987358261,-0.125848737017372,-0.0277466680808063,-0.130177807200243,-0.0614841352940985,-0.0301634766965417,-0.000993359948079,0.0904462315047674,-0.0833865517915032,0.068727398536562
stable,-0.0012679698584855,0.0351029933419957,-0.0312499195522664,0.0540835236959713,-0.157845754111085,0.0520385595786703,0.0066606923574796,0.127493565298512,0.0004544611619787,0.164288531329902,-0.116835743381659,0.0542765893320092,-0.0207378558459636,-0.022107915338083,-0.0764954224137836,0.151244936950425,-0.0215297894025951,0.0492416057767483,-0.149945042125135,0.185427050236071,0.163173217383835,-0.0481907773139119,0.025830077687619,0.0050341708814333,-0.0204224107153468,0.18890993027708,-0.0346324999958213,0.114348257855943,-0.0648295621858278,0.0435502881607786,0.054047136193343,-0.110825321790145,-0.460724812251174,-0.0404462972269204,-0.0011083543062339,-0.0660821813404106,0.0034001316004515,0.0332089718341996,-0.0052992219552649,0.0457090503418886,-0.105115087102231,-0.137437122514648,-0.0059126492601007,-0.105852168360468,0.0671790776293453,0.0074347152346351,0.0231805249292382,-0.0775299958971553,-0.0530362037263421,0.101268583762757
stable,-0.0363159664194608,0.189229707522612,0.0755545952823684,-0.0478743061903443,0.102157833633705,0.136368542846599,0.145582502221331,0.0577004404345049,-0.0694947219501648,-0.0184113630664584,0.0917201367316115,0.0347643940864841,0.0510612162382447,-0.0817933468276834,0.0684065361480587,-0.126105158424021,-0.000793265424437,-0.0027962538216691,0.254767931659561,0.0325317723140367,0.036789888182282,-0.129110817043094,0.159789291944454,0.0364091123480194,0.074644836425783,0.037517346337965,-0.0269327747387668,-0.0797625947433023,-0.0343984668524467,0.0057788634715052,-0.14083073191346,0.0784271093385188,0.237914209636463,-0.0682830312701669,-0.0142586203311078,-0.108682156702754,0.236982054914645,-0.017856856362021,-0.213394403045322,0.130124219030632,-0.0380457397988348,0.0780812735393748,0.0206217398993557,0.231682470453427,0.153598549665615,-0.0086267023207133,0.0256967585491167,0.168904950509311,-0.0485737179474028,0.0462577769976719
stable,0.0695128169791635,0.0697588487433027,0.170021186777342,0.0005381994053465,0.0556032791986225,0.351570400041061,0.1180110629925,0.272410293586401,0.38203313587856,0.11944237961554,0.0888362258361501,0.0810274601840825,0.215322350991048,0.172259089116017,0.186112690018481,0.0655077301319009,0.0049536924310892,0.422490808090378,0.28092555646517,0.112441598529005,0.106735322200001,0.0323493997891369,0.124407764224151,0.222955567013678,0.289842923875153,0.239757346574783,0.202196850881771,0.0961668883919343,0.147743704218932,0.343571877304207,-0.0044568811602823,0.370372241434638,-0.165199538722463,0.129757514583227,0.102279969782705,0.0812682016391933,0.251580505445723,-0.0450117715216642,0.288054675012715,0.15394095388741,-0.0700036601890469,0.121682161561342,0.101253614053857,-0.0937480532081436,0.378461795922805,0.178484963539565,0.221974467113797,-0.0408481346143021,-0.0576823540639668,0.272947221147709
stable,0.157748449025903,0.0528535664284667,0.395517989329631,0.105909838670979,0.252624881642418,0.476318031880623,-0.0348853709195468,0.473701509148772,0.0662146160714168,0.116712873208259,0.248707768900827,-0.0411059624100663,0.101754053956224,0.0681634858012277,-0.0300760408375482,-0.0195279733701343,-0.0128622115199395,0.290121895420933,0.231560640710204,0.162215181618845,0.347727789570001,-0.0353150314738883,0.319625971955167,0.129137840255042,0.0645260296225398,0.205885262130588,0.0019671957535062,-0.0315030868393808,0.0211682650910917,0.1247878409788,0.234087250902784,0.0041059708997673,-0.248298139741468,0.0686000677111964,-0.0360866404455831,0.188654871538989,0.0541500698091499,0.160224833207307,0.0605111467072784,0.160274942391551,-0.102961010989561,-0.0587999052278786,-0.0006343550298137,-0.0082205417901786,0.168390462774579,-0.0017154828743719,0.082989458278756,0.201205445078283,0.0235140223733409,0.293634769416211
stable,0.131030018814793,0.0106720424966643,-0.263630020859721,-0.0483696130942555,0.0694141892980348,0.174201101831229,-0.113184715203185,-0.157303184679803,-0.236717010054345,0.049010867244117,-0.0623229197387702,-0.332232059849261,-0.132803505766309,-0.0954512796704098,0.0152327585998009,0.326814912510538,-0.103700778878645,-0.0407719704761002,-0.381394799017067,-0.17614037760147,-0.216113957117858,-0.226363101672392,-0.125894322447076,-0.205963269767612,-0.123501940428941,-0.255529155661762,-0.0142048227736221,-0.33541256282759,-0.166308259591347,-0.0804031021950085,-0.123692535416095,-0.167839081571842,-0.210790725826372,-0.0348557685616223,0.148973946124018,-0.121153232164159,0.0754406870306183,-0.174995069132481,0.359239643453659,-0.161740843130842,-0.201804135540125,-0.178329671288956,0.117759713551914,-0.190412489025444,0.0058566070701957,-0.0220651860679929,-0.236154660890131,-0.02714356939888,-0.140088202724525,0.0414285050030356
