group,CD275,CD137L,CD154,HLA,CD45RA,CD16,IgM,CD103,HLA-DR,CD64,CD66b,CD35,XCR1,CD137,CD309,CD49b,IgG-Fc,IgD,CD18,TSLPR,CD22,CD71,CD144,CD49d,CD305,LOX-1,CD133,CD209,CD88,HLA-F,CD224
progressive,0.431315099096953,0.16594149140118,0.193616954379202,-0.150999636111639,0.434577937495289,-0.0585609314000176,0.0145580622215382,0.34056956379136,-0.1688173120899,0.269297357941007,0.0392985380248009,0.176844466969071,0.545599529624175,0.0081252997347771,0.550564097302801,-0.0131189248613952,0.290048211261203,0.0251124191809278,-0.0534835376952689,0.17416995389295,0.243332790312188,-0.379120970184937,0.418073528857667,0.4063931146911,-0.0042181433312646,-0.202326136905964,0.405288929764465,0.113652696723944,0.242408323821896,0.435315039623734,0.228509116347602
progressive,-0.145593520851554,-0.12521717783142,-0.082120562512818,-0.411101020482269,-0.122101927954453,0.0312843131032356,0.190285801661641,-0.173774581825462,-0.0885612239874424,-0.285453004812811,-0.11190249847751,-0.0335367429008954,-0.11813871740542,0.0762394833849767,-0.212241762751927,-0.26079253345204,-0.276799115063606,0.296886131499717,-0.206470146377406,-0.17249279641496,-0.141679703483198,-0.424594808901291,-0.066795288307883,-0.371303859382046,0.0907498324034763,-0.114111401767449,-0.212073000015893,-0.251226919670611,-0.140253541266155,0.0278130647935989,-0.178377658298564
progressive,0.0606080589759806,0.0259949055179714,-0.012203255927848,-0.172581612294785,0.159645611509754,-0.0844423005298846,-0.14763107404757,-0.0145537291129848,-0.124176024948043,-0.0377416193753442,-0.0998250717200825,-0.0892686641030355,-0.0902794447602205,0.0276920371112093,0.0555004578677112,0.102782702723448,0.13483822362565,-0.445600438195981,0.0237589847151595,0.0791183987382418,-0.420206224476152,-0.224667099971421,-0.0072966693512227,-0.0720426118632213,-0.288521202027035,0.0326776560099747,0.250067179617683,0.023117552802476,-0.0136238070243324,0.0685106359997925,0.0623359097963251
progressive,0.243604729061177,0.445857682757751,0.512776907445478,-0.0857800798145231,-0.271651425475363,0.555482603457442,0.17503352594795,0.417582189492892,-0.292223581191934,0.504708697493611,0.532450488841875,0.294356510828509,0.14920741736714,0.414611933640035,-0.151003113948282,0.402338169347296,0.431804918369481,-0.12219333608789,0.466750542067643,0.138553544949705,-0.148214878514899,-0.0002230683971367,0.220430936814797,0.0868823377454724,-0.057383246595888,0.4587612906646,0.122682115861166,0.489083599055361,0.440865866216811,0.315734608376093,0.419513920882929
progressive,0.257787653701123,0.218776597562684,0.197634603363156,-0.0012073374981578,-0.187593808726215,0.0617403637777686,0.19063491710919,-0.0715585675599987,-0.243825095040385,-0.300317362146032,0.209898526550226,0.286859184204606,0.24406457526824,0.150579727867659,0.0771798735000511,0.122050883449907,0.115328410433711,0.184028302926864,0.11675884382363,0.439400374228072,-0.0051665279609938,-0.50299117056406,-0.0446936355332899,-0.0276118012167201,0.0951171743349267,-0.0831635234849431,-0.0731430778108098,-0.0143618110738903,0.0658956456751296,-0.116456826880797,0.0880355722900364
stable,0.005861954789534,0.0865681225969442,-0.178276456905188,0.0698502724423964,-0.0673607021322887,0.0647822854143682,-0.288162486747446,0.0117372152733422,0.257460449692757,0.0635497893575283,-0.0493052999643675,0.0090690483154389,0.0071740893806795,0.0795476783454195,0.136545112636961,0.0719877900306988,-0.0445550459523474,0.381533037324588,0.0713134724882693,0.0405643987472699,0.131842356609132,0.014927775807251,0.150938147735532,-0.0020762129713461,0.180789426567931,0.130181418237444,0.0213605380074438,0.0036841354173196,0.0416918193427516,0.125203661882078,0.0325481117615243
stable,-0.0823962920892356,-0.0581379537544661,0.028345631121496,-0.0738588054926613,0.0036475104335191,-0.0902244047901326,-0.210576003796031,0.0242204798582842,0.123366112216186,0.0177905646993283,-0.0306893873564817,0.107404568288625,-0.163622374934651,-0.0395188826527978,-0.0321219689797766,-0.215159267578343,-0.107635916220776,0.235066280537001,0.0230380106589013,0.236796244000191,0.148535144918409,-0.0771419362472392,-0.128130451520193,-0.15979391448908,0.112885129731834,-0.115671280716841,0.0062544849918061,0.0965019795241135,-0.0753547579846182,-0.147784171968452,-0.0491837445939699
stable,-0.140090391412762,0.010298204619253,-0.231564316645469,-0.0437062602067215,-0.0498954661473355,-0.0199730346668896,0.0006333708288886,0.0839840073382696,-0.18581914969967,-0.201151752988558,0.0536155361989338,-0.180900463751636,0.070761838247867,0.0137966506764142,-0.0479618346916778,0.0089228055410028,-0.0448491120152045,0.165710779428111,-0.0020799197718124,0.0201925252935268,0.0018052331665866,0.0055307555287715,0.0087503196860849,0.0130273815770746,0.0579311098590026,0.033764981639133,0.0085427523213042,-0.133305982817525,-0.023789668205952,0.0444343863013688,-0.0944039682966901
stable,0.0823050681242813,0.0252608487147765,0.0676733518561826,-0.244214078005543,-0.190575906252318,0.141897912775139,0.202681406222466,0.128539878051511,0.206448690325652,0.084437762975444,0.0272842182991214,-0.0491573011993248,0.0243308113418097,-0.0206079659288707,0.100034999445608,0.0100177338550138,-0.118980455242325,0.57825859125572,-0.111335094214106,0.0229928461991783,0.238048662953966,-0.208563852282127,0.028321435370032,-0.0860185470606764,0.267904893839708,-0.061822649814711,-0.0164086966353938,-0.0515369920766857,0.116562173048573,-0.0148138403745065,0.0390236896991921
stable,-0.37425364325041,0.181252543799534,-0.202149779449577,0.0096295704669798,-0.141991562401314,-0.202793613014025,-0.394696401390849,0.0843831829481445,-0.0746584823927752,0.33784236458221,-0.281178659701526,-0.29591209975274,0.0699970158413936,0.037758844435609,-0.208178553897577,0.114798941928496,-0.469490429844964,0.0976032031420967,-0.155837709441207,0.204684277791141,-0.0412843874595049,0.0194341189519781,0.0546871022401415,-0.395656628444652,-0.333766625999082,-0.0973721736158003,-0.177317417346134,0.0441742045413786,-0.032268260315167,-0.116737288823077,-0.016787597258792
