group,CD16,CD35,IgD,CD47,CD30,IgM,CD185,CD223,HLA-DR,CD35,CD272,CD96,CD21,CD11a,IgA,CD79b,CD268,CD106,CD357,CD81,IgD,CD38,CD22,CD193,CD73,TCR-Vd2,CD305,Mac-2,Ig-light-chain-1,CD88,CD33,CD45RO,CD279,CD66b,CD18,CD71,LOX-1,CLEC12A
progressive,-0.000303031986546,-0.009812015586671,-0.0632429820844102,-0.199164027089051,-0.0878223917075111,-0.0834662234034859,0.0277663014633306,-0.269785439920422,-0.141122495314954,0.0248723185801661,-0.369699246894784,-0.0449040174922655,-0.103555321504185,-0.119664593297872,-0.117607181405655,-0.222646592673287,-0.334189721054441,0.173986223014124,-0.179892932497937,0.209921165466566,0.132533101898007,0.0446536356191819,-0.209626052487219,-0.252259804586897,0.048980916624368,0.23575120144512,0.370506371515264,-0.0836036005464231,-0.0862020739533582,-0.0713724132404267,0.250012242038763,-0.0923069787624964,-0.229590362406049,0.0300249952027008,0.110814811915377,-0.106179651233266,0.149679656413836,0.0933112110106221
progressive,0.0319178552883963,-0.100800274469031,0.187268250599725,-0.124285951890261,0.263489829418453,-0.0891834004491098,-0.0071420642286886,0.236638191676372,0.153802847328707,-0.268838741070684,-0.107284255649439,0.0353346111761076,0.0509519050380892,0.0115016722433942,0.353676213675061,-0.0393198938106805,-0.115453661426907,0.209421237184387,0.311395131226507,-0.0556681494852039,-0.153819062301174,-0.238715644577038,0.187396968627776,0.0862318234804113,-0.0591886410155779,0.0955355140953133,0.0323010082938405,0.123413070821813,0.101963248572841,0.108804284273383,-0.0265791624128885,0.0626196482717818,-0.135586023946936,0.0266706022752671,-0.0733111163958301,-0.551381459143895,-0.148596396332106,0.0755404833948663
progressive,-0.202844699305635,-0.187675745672362,-0.45367471651546,-0.0907771139349551,-0.272804511418627,-0.294492930656877,-0.237451085401227,-0.184574521205459,-0.121780775473027,-0.425064917349039,-0.180879069653534,-0.318129290112637,-0.0678032724378227,-0.271178016552973,-0.308778640775608,-0.387523182380404,-0.0540331202954093,-0.30914560096734,-0.165308021747772,-0.269628677527446,-0.550491362856408,-0.378874390920091,-0.420875766365363,-0.237769861655207,-0.54730172791276,-0.0771307398800914,-0.32373481449501,-0.33048637996174,-0.298639610210334,-0.311128386303092,0.0279295687236713,0.0826923920909099,0.124481775008312,0.131321133026063,-0.063279179749554,0.152004290628494,0.242915476655805,0.0238716249279308
progressive,-0.584044652216778,-0.582247260622437,-0.284603595234462,-0.594483406383583,-0.658443293640693,-0.692451334523092,-0.766124057302508,-0.5573430259029,-0.567689213387479,-0.637261024001406,-0.573530511031376,-0.572839732735449,-0.697230259171894,-0.564391700334175,-0.555178537307778,-0.661187749210081,-0.603911523746321,-0.593296116187305,-0.577069141763765,-0.593542482598833,-0.618789698349493,-0.722009331494309,-0.570125139544278,-0.638492948800202,-0.674214121268215,-0.599137189342592,-0.734087022191158,-0.562998963774488,-0.57837408572419,-0.584059625447768,-0.717563725225921,-0.328614332867518,-0.226098393054041,-0.592973637933253,-0.556721157225251,-0.0845429225148255,-0.478271321526598,-0.602130042867718
progressive,0.145089854877756,-0.103335124864527,0.10233769040811,0.172111291168971,0.0847378241150764,-0.41784248018657,0.0415521791317095,-0.144276280003498,0.309984285249007,-0.13975472301211,-0.0065985667842877,0.126062067854818,-0.0251623704798815,0.141097925083544,0.0915672780213799,0.0752153479561681,0.179478373193057,0.0047662604614971,0.222035866564298,-0.0179445682999871,-0.412043858748443,0.168137476056252,0.19161079785773,0.108941410112481,0.0663237565698546,0.153110015828446,0.143560572426436,0.175854904805529,0.0221491708738468,0.172030396113608,0.3358181235208,0.628287067643868,0.585939911703366,0.315673295304693,0.129745534352869,0.268851999074346,0.555729332574351,0.395004475007617
stable,0.203470208302128,0.0653409102876611,0.152948049503324,-0.168043736215849,-0.138667078584792,0.0140997513974189,-0.142957941332475,-0.103315580848945,-0.32331295769302,-0.169701355338902,-0.282623314094462,-0.252084372980055,-0.3384601269646,-0.18117388394767,-0.21666992985911,-0.187955723468174,-0.185508992545541,-0.129025810769046,-0.176430142912099,-0.266765811230338,-0.303876637368143,-0.209960324378935,-0.184064389078614,-0.181870924904159,-0.260938112722597,-0.0967590843198894,-0.189186185277858,-0.315449790662765,-0.138687031781895,-0.172846146211907,0.0315494242208698,0.271580554922513,0.19834258695124,0.0416007791377761,0.0769718375563045,0.0221593194648436,0.0668007207129675,0.105808128032075
stable,-0.0964032338689503,-0.150080246547542,0.1888064020031,-0.0896245668213882,-0.102148512585635,-0.0504142183922112,0.0607633945041649,-0.206451020653594,-0.227253884079657,-0.128000722219826,-0.106064985327951,-0.0030607716261816,-0.165225386171488,-0.155221859769673,-0.0965229915306406,-0.020768372351541,-0.235675478283337,-0.186767067907674,0.0793274039839915,-0.07814876761117,-0.0092587203582887,0.0377053798371767,-0.212596443752145,-0.0200179924982282,-0.151285566651516,-0.208623949692972,-0.0166604702000856,-0.0534811647623774,0.0034491402943124,-0.0638762049440074,-0.365999878506843,-0.287231935739387,-0.387045734315554,-0.222432553144812,-0.229860731147427,-0.0463309721477705,-0.41663633711144,-0.260868617163643
stable,-0.116839225878354,-0.161381933337844,0.297185629277416,-0.0931379859709128,-0.0786512418192732,-0.257343439860773,-0.139972211442598,-0.0306671957745024,-0.0723160035788458,-0.0241922435296431,-0.280671167240191,-0.07364759572896,-0.008097906227481,-0.102879546440203,0.0399646024269191,-0.0389963874096561,-0.152135178402695,-0.153706560128396,-0.0964263826889254,-0.228169203338772,-0.210914151056205,-0.280717957398027,-0.175169920288037,-0.160537917742671,-0.249251904807862,0.0040348135631184,-0.265829509220712,-0.198026171580523,-0.110979672201783,-0.161017559045,0.0494290366731032,0.0062453994069528,0.156724347450554,0.144930395492346,0.078299971882167,0.259034790658835,0.110191540246981,0.135023093776781
stable,-0.15561868804638,0.102521324198882,-0.55146176348978,-0.0198517566413259,-0.0905559088005424,-0.166636667965026,-0.0527426153211878,-0.164781941230351,-0.12597403391363,0.12018002162753,-0.274147814638593,0.0069728864092448,0.0937287676140095,0.0286803929665197,0.0333618524606072,-0.121351925412651,0.0783359610726088,-0.115469538733179,-0.143773001414714,0.020171105808024,-0.41126297540898,-0.0130352529598287,-0.1198091691524,-0.0197600072668535,-0.321587400815132,0.0377026016399929,-0.156845818143605,-0.149330000037092,0.0206795253731357,-0.225695923025002,-0.136890624704592,-0.0526865583850104,-0.0289094047021147,-0.0027660325506662,-0.0368427632628168,-0.049441419357322,0.0112940526996394,-0.120734310377525
stable,0.0824722955445767,-0.0430496308970582,-0.0003170518842696,0.118224468688222,-0.0307921140610412,0.0186063996081328,-0.113739015291339,-0.0810601581050886,-0.0783661271165699,0.0819626492162986,-0.137000985481509,-0.0018616390616292,-0.0576678799455959,0.160476512195334,0.0371231320282097,0.124681588592882,0.0115563901391919,-0.282582179501898,0.171709732770387,-0.0319571876930915,-0.128893785258866,0.0098924627540659,0.180674420980628,0.0401257755908113,0.180655565074176,0.0382432657909141,0.0611366831807297,0.0710962279539904,0.0264954174045417,0.0250253472988618,-0.208168480814033,-0.0490907429343867,0.0978027414521636,0.0827676596446973,0.0108851901820349,-0.0369461821834309,0.210279578976625,-0.121517215060608
stable,0.0642042592937648,0.220324935912878,-0.131009229107693,-0.247846954328919,-0.336335218680992,-0.0915000445592056,-0.261432604293387,-0.380043446438309,-0.261311694099879,-0.0207975718686383,-0.419399455383709,-0.131618622504425,-0.0149174251237894,-0.232710046100548,-0.40263865833314,-0.395038611276299,-0.190720189404003,-0.396109524770041,-0.238059640440659,-0.240342369736357,-0.315745430750861,-0.131982483686938,-0.238938095540973,-0.0923533025725932,-0.0794000587893514,0.0515790826784778,-0.163443127397484,-0.138053626414207,-0.183331630906465,-0.277441891774481,-0.123986471780362,-0.0133118250723154,-0.21919938258131,-0.0190865972714049,0.0806910180949901,-0.0750413286425092,-0.13016491693822,-0.116115459582401
stable,0.0196330378050862,-0.0805810246534324,-0.648183523904797,-0.246680441032984,-0.342582519588818,-0.384856127659998,-0.233029686951855,-0.214598834681443,-0.449137318114263,-0.40116889204137,-0.300299296288244,-0.269776111812863,-0.415751477337006,-0.314213083636431,-0.367487963787586,-0.402954146506611,-0.340652912032639,-0.241948340925014,-0.253948378639694,-0.169302675447993,-0.502099815984561,-0.290282392966581,-0.226549776609118,-0.228840095268346,-0.246367247011208,-0.10923298728828,-0.338154883569113,-0.324917662190814,-0.322528135715269,-0.340143154089752,0.108155288266165,-0.0196642013682356,0.0767771230461631,-0.0338394133808363,0.0750711485950991,-0.138768636203939,-0.0520544926293653,0.0211740770419238
stable,0.0817911778128577,0.103811765997807,-0.350875659738439,-0.246775650091188,-0.280052387217894,-0.273181184352357,-0.268590349990302,-0.203675508883305,-0.198728669062715,-0.329036738857781,-0.280198785199353,-0.277758655333024,-0.268675099977226,-0.315289857234674,-0.359068097191547,-0.33128827750327,-0.281066425698603,-0.345267544357028,-0.306067844661776,-0.0992085362250904,-0.28554414995954,-0.0709328370225391,-0.202343944272875,-0.240078691977896,-0.287862260596345,-0.068811485595418,-0.340452893472789,-0.345667367052629,-0.186322315446554,-0.375258577022555,-0.115816497586431,0.0421360485124065,0.0040435522515131,-0.149171517595456,-0.130297543241737,-0.39125478452376,-0.158370090681257,-0.191714578426342
stable,0.0366953021331959,-0.121693776309707,0.134272423003334,0.297118154050848,0.0262546847205896,0.147834747942266,0.110675038795094,-0.0170213606024696,0.171532829930527,0.239757023995088,0.161367763624648,0.0284346886744804,0.243293053390037,0.207750912649574,0.106831841306541,0.134277886492339,0.110747330161048,-0.0605146489882057,0.0477345762317413,0.013037158343971,-0.103888044705291,-0.0770462624424861,0.16777116829952,0.0494960140811409,0.133272097479628,-0.237036308385606,0.0226849964002634,0.06311009858129,0.136121525386768,0.133363687689061,0.0366062418913671,-0.105905222219481,-0.102526385332936,-0.0046868303861613,-0.0786890835816801,-0.288598252714751,-0.0776806052013535,0.101102202967778
