group,CD19,HLA,CD45RA,CD279,CD31,IgM,TCR,CD32,CD196,CD152,CD27,CD1c,CD1d,CD35,CD96,CD11a,IgA,XCR1,CD54,CD267,CD226,CD29,IgG-Fc,IgD,CD71,CD49d,CD73,LOX-1,CD85j,CD82
progressive,0.170160794766796,0.375602109925936,-0.105574989314134,-0.417733223744075,-0.203238449117702,-0.0899364732797251,-0.447571020866029,-0.0302973127342038,-0.401681841167278,-0.0184912771889837,0.0538417934144939,-0.169987145142073,-0.471958104237157,-0.144518059028488,-0.40951252377432,-0.065800417148009,-0.25911395723201,-0.459976523302666,-0.0618482125647238,-0.419073752510434,-0.193046049600302,-0.145127720952484,-0.0992087056913151,-0.0005039281440988,0.293887228906641,-0.120759962167369,-0.219754318484288,-0.0630677046364641,-0.163228813795022,-0.10913745804427
progressive,0.213309118653873,0.242240061812357,0.434138765133347,0.0529265139926108,-0.416508597073313,-0.227323573770782,0.028882399716464,-0.252635514937787,0.108203130876038,0.12637374852887,0.131198875275871,-0.0565136737195076,-0.013624027364515,0.086850915219357,0.136363351809271,0.29429856403642,0.218810418216333,-0.0867286178101557,0.448228763308985,-0.113036737892709,0.0641851207740611,0.238748258630608,0.0416175489680515,-0.421569914930104,0.331455785266978,0.40365421481912,0.101611962150031,0.0627644962802306,0.151966879812968,0.32932694963621
progressive,0.377877396307519,0.102634489686007,0.339219075296549,0.0910115995306155,0.355289996542061,-0.0626094546704749,0.101038451649728,0.502629386488305,0.177971437412901,0.0758252372642071,0.16001830056709,-0.0157226974272763,0.10147984300577,0.14761376222993,0.111366763464484,0.186712649887747,0.128326747539269,0.0868594368033472,0.126200843412048,0.15294567157289,0.139784377602069,0.313613876832898,0.0149810524959107,-0.265746450234795,-0.10338768200796,0.20718213240143,-0.243313470335382,0.113264692857502,0.135468698667194,0.296235788297826
progressive,0.220433704708258,0.0936679032457436,0.407586763485633,0.178701307739697,0.0651707233735499,0.0027836120538796,-0.0186291365981131,0.0405996938303213,0.151086523611737,0.0276666204971464,0.13529760384098,0.0946309334127416,0.272635306778945,-0.281424988759348,0.141016825478137,-0.0090854366035175,-0.113422394922275,0.13731487044784,0.382403985092183,0.337755310460564,0.10568976706245,0.0712095170874074,0.127785809604967,-0.147094773379019,0.229760449050845,-0.11444653119264,-0.41630360371563,0.0712061013381383,0.0394261458953814,-0.0401559407832899
progressive,0.537463197585828,0.447483179999036,0.111401178302187,0.236707844938172,0.0320669203667744,-0.244693859430921,0.319066608320143,-0.120170737255576,-0.0189269711663945,0.459209574942524,0.416512917212412,0.0001142213634065,0.200418024694197,-0.204147205279072,0.117144139910504,0.187181886650783,0.171949092140747,-0.0301176578256054,0.425772897476157,0.165771510274148,-0.0656352567180337,0.131149450487208,0.205614722009858,-0.216121043559232,0.415059670225507,0.128668757896538,-0.0305089280221331,0.451970804619381,0.376535904855395,-0.0950765609147967
stable,-0.211046375344585,0.0094584912758393,0.0814079111351632,-0.0143823657120193,0.0451471196711667,0.0138775538172763,-0.0840445611228215,-0.142918081735874,-0.196118474122193,0.0070160312459081,0.0150346822574722,0.0015610883378232,-0.124054356729891,0.0872944343997644,0.0175849734388619,0.0603472647757458,-0.0599939378779585,-0.0718598864083745,0.152758643204939,-0.0104772347491211,-0.12434376569078,-0.0222707527510859,-0.015518585609432,-0.102088924214628,0.0243190337517982,-0.0150297537076169,0.0025471552215183,-0.0335364465427953,0.0163184519255356,-0.0022099862146859
stable,0.205490747694939,0.387621049453996,0.275018318407634,0.0262426823705132,0.202108818035473,0.575294758306136,0.181193254200723,0.140916270392821,0.021322007276357,0.110851264851382,0.229398848689981,0.433291764882044,0.0877722666499298,0.225972238851683,0.0625189417337045,0.333666935629895,0.0662175022661132,0.105739892554912,0.258000840768989,0.355674942083869,0.134043970634521,0.290456567937282,0.0301195235165345,-0.170666661770998,0.247707588204734,0.253489717281337,-0.192991590484632,0.186137847107092,0.23901707598007,0.225101402542279
stable,0.0054196013684401,0.147344461932968,0.134163191928609,0.224845828710328,-0.0335046707137463,-0.0663216268195379,0.256835353081277,-0.073448343281464,-0.135649464298214,0.133889659977498,0.266465430727676,0.0332565224465561,0.259564431682485,0.273921780755075,0.227227274223201,0.151145671512253,0.211589263889656,0.175517581973485,0.0739707857223776,0.142990758921571,0.126014315602424,0.216074070603769,0.123108559270388,0.0206731983204196,0.114384386098409,0.130923000094663,0.260903397782486,0.0236405116982322,0.120941867785194,0.189665323167365
stable,-0.0353457408133247,0.340358000106909,0.278132378911753,-0.0152441553320085,-0.0481234428048111,-0.135269714614154,-0.0475389498746425,-0.219908423881763,-0.17846075712871,0.0295271205448695,0.30121357751414,0.218547452566161,-0.071531426929479,0.0714397673543193,-0.0004332639481391,0.17531505698146,-0.125918260271669,0.0049887039334751,0.222383035774228,-0.0239468479437293,-0.0886184369524723,0.138780115380124,0.0325044541690793,-0.577442494092963,0.126805737299375,0.146800225056544,-0.266423705843154,0.082571785035554,0.0016949151455483,0.177708390673573
stable,0.07394067822902,-0.139302959236611,-0.254357935115948,0.0839825266920921,0.17312011249344,0.185712931937778,0.118567100098887,-0.0765462983878129,-0.0972471661411136,-0.033898491349529,0.138341888262837,-0.145843204447606,-0.0103860001578093,-0.0580809266013384,0.152557694530917,0.0529317918106129,0.0181164733747517,0.0075273416067335,0.278044588567059,-0.126606863388191,0.276122216683768,0.12024399344415,0.450532267473854,-0.251592864471232,-0.0699948624891299,0.287517380600546,0.025373255172584,0.15513073728272,0.115967189944219,0.123850443194606
