group,CD275,CD252,CD47,CD19,CD33,CD269,CD117,CD45RA,CD16,TIGIT,CD335,Podoplanin,TCR,CD32,CD107a,CD66b,CD272,CD278,CD96,CD39,CD178,IgA,CD79b,CD244,CD54,TCR-A-B,CD137,CD254,CD226,CD49b,CD98,CD22,CD193,CD1a,CD207,CD73,CD158f,CD307d,CLEC12A,CD94,CD150,CD23,Ig-light-chain-1,GARP,CD101,HLA-F,Podocalyxin,CD224,CD258
progressive,0.339514398981743,0.531341620943896,0.513979159124693,0.132111476738764,0.355442902790953,0.426560415956959,0.247057180805314,0.577690700787781,0.327123029476424,0.413752991772801,0.436304663006008,0.455926676948471,0.46519252270141,0.419326896944716,0.415433723004695,0.258062933451062,0.42151344469996,0.43640645754396,0.435107056510215,0.483663976884979,0.46436248744996,0.295719665142195,0.413421484963895,0.406938729783256,0.212912471754062,0.407866548167856,0.393109739549219,0.441197524756508,0.491706774688367,0.163147559758862,-0.0202322598508132,0.55659331177641,0.334704189912672,0.413702210536858,0.424844825813923,0.101299677012362,0.438576934501596,0.500197047564688,0.145227007332708,0.475624911666725,0.504361188909556,0.273668856391315,0.225749269376092,0.542452756824948,0.36962688844642,0.504649184949764,0.410123353559742,0.545971135980467,0.430727236205162
progressive,0.0710844236242898,0.248530479217116,-0.250005512966055,-0.421261972309937,0.0790301068688793,0.184595731787148,0.226418511883937,-0.0716242506158925,0.125669427848477,-0.106395649109461,-0.0098477877965834,0.0556721035496765,0.2806315760263,0.336729238163835,0.024351823582142,0.163900670324397,0.152664908419983,0.110713296015977,0.0516213602958115,-0.0696211900965228,0.187546863432073,0.0284287730267764,0.173548562313614,0.167986452715152,-0.214252341344807,0.119241322470683,0.218744513689137,0.15840329679128,0.164810253835923,0.0131968852763326,-0.0390287943958242,0.0479081883943185,0.144080417490479,0.117430316683765,0.18129398350681,-0.0296073979803951,0.195625958778278,0.19472108437851,0.148903750767396,0.0396662932665353,0.11506154934948,0.146203701066349,0.141543170966818,0.0092957992771802,-0.0877032730854412,0.243985428674952,0.182054484357102,0.138740994580591,0.271631346365459
progressive,-0.0448910269060084,0.029539937602682,0.111193475836629,0.164445353600863,-0.0466935300964246,-0.0097511349231588,-0.0707261333826657,0.104581716390222,-0.072833415612253,-0.0766318803179189,-0.0972634037890406,-0.0620944258191317,-0.0298131305442015,0.284362276793274,-0.0557749438384533,-0.0121812960475856,0.0844498117839271,-0.116742021796852,-0.0276346208176866,0.151559791893907,-0.0492582487858051,-0.0978283506371686,-0.2052025685882,0.0388854045003948,-0.073626499335191,0.0205470545896118,-0.0272867318391344,-0.0223250091744887,-0.0683644527945601,-0.128516568362062,0.153403863086239,-0.282714219008242,0.0090949470036436,-0.0121475879063615,0.0760577091172743,-0.414684257382436,-0.123953756231401,-0.0738572515937356,-0.0620106474736988,-0.0715619093353433,-0.0554233765878389,-0.117979244306997,-0.154794425865544,-0.0499978549633649,-0.0599469566352756,-0.140053404131625,-0.0745917839281451,0.0331403367098965,-0.0753475941843627
progressive,0.354817994080913,0.270271064640361,0.272563370532429,0.0307709245022457,0.433145950552142,0.159887596386357,0.215845610244079,-0.128590444746812,0.508316921406583,0.220256518340569,0.148226885191162,0.394195153189569,0.365569409948854,0.107025607994755,0.465816076696054,0.597023107221465,0.277001633579615,-0.116183303903054,0.10011536676636,0.122465391052483,0.142387465177397,0.509196485312261,0.3079624689674,0.136097889243848,-0.543033489633929,0.0465697676991243,0.159979973302395,0.309887160235604,0.21335094946907,0.461661507331782,0.224890405282286,0.113120067369897,0.463317525185593,0.196292158268627,-0.0828154264796714,0.41004257326397,0.364801366604209,0.134272129668736,0.528632661063861,0.19324121225791,0.232056297359045,0.139573707062636,0.437120285916503,0.158004309657552,0.449293715602234,0.301228180145796,0.255890712131261,0.440757904347113,0.387351904432629
progressive,0.416000677217263,0.217365993558527,-0.0462338174316647,-0.152370761705956,-0.0677173612183818,0.321030997876816,0.493184597713552,-0.130838073818521,0.468234508864613,0.11906173143125,0.156142696445322,0.439887314975323,0.193127916131945,0.157382076660764,0.184302076995546,0.224867692575832,0.419228943028416,0.108793167349796,0.23241661593146,-0.0146375991314895,0.269443138967301,0.358373490507628,0.139544263971312,0.0832464853389071,-0.191145323594791,0.110425523583022,0.447389102575688,0.20568588189614,0.253979906430652,0.170539876965301,0.406056221261747,-0.0386366438822151,0.252757356998774,0.242357756654219,0.143130045195773,0.173989321401585,0.276947031701289,0.376483420321951,0.143425568530935,0.0922234646578571,0.177526948233999,0.457081839449721,0.351535850601746,0.275293800850547,0.288903752111005,0.261503528796785,0.339455772063563,0.256971664253086,0.389908098701357
stable,-0.0395656261683537,0.18450952474045,-0.0176585692641406,0.127487480886499,0.078535182885867,0.11533108086866,0.164113691221424,-0.158589667821082,-0.0669480873066784,0.0673499576670246,0.156105803735872,0.0803852653217601,0.111110736399727,0.091315517224161,0.0651570499381083,-0.0367764704902299,0.09932040448459,0.03434557821308,0.0489351726882976,0.0340080228386742,0.14255873685195,0.0807830097508102,0.0661304410278351,-0.0156784239855918,-0.06357005649412,0.139861320839025,0.0196017105811199,-0.0532426107207062,0.13263180568181,-0.0247928182334537,0.10392195021777,-0.0888329655048539,0.0406566676698434,0.206842348609889,0.109048432165642,0.319572270083819,0.0993849116134519,0.0949250789719564,-0.0651544858389418,0.160651683791366,0.125379028106566,0.245224919305283,0.0152806408330159,0.037430625264249,0.0912641841915385,0.0944091601080617,0.153194598861758,0.0214365436840888,0.165072998905887
stable,0.115858912479869,0.107999907477815,0.0049149174080975,0.103596606723794,0.144362266178173,0.219950346955162,0.159014503851271,0.014552012386855,0.128665513279692,0.206555797222922,0.0571171707726365,0.242594698547427,0.0989149295359796,0.257956755167546,0.223551579699632,0.184816918939848,0.228741066668967,0.0949400862961322,0.253524291300705,-0.136345636207038,0.261794726296061,0.20489550008255,0.11523224516549,0.14592215896627,-0.0722032574690038,0.0395835900145262,0.244552164034181,0.272278408170176,0.215446492378738,0.0723234882230108,0.201249697455345,-0.0149016986162529,0.134770410660047,0.0581500594225612,-0.0022668260598991,0.149574964729331,0.199727096076793,0.133315535067079,0.0971889701361392,0.162155034825555,0.245271650978707,0.192094345702342,0.012005376732564,0.145541497504218,0.157988675106314,0.24541981735435,0.264062879170163,0.232585026598932,0.150702202276747
stable,-0.042662899836183,0.0367377354302456,0.0643933531865341,-0.0331428871546662,0.0320892467847509,0.0854965968167209,-0.0466778641817363,-0.267304241368895,-0.0787356988737579,-0.10135377069911,0.0478696923446259,0.0199155852693924,-0.0805276874590435,0.238101959621992,-0.0309739988225773,0.0389591816515591,0.246193210815392,-0.0249763283195626,-0.0588039545276346,0.0147616129017109,-0.0528217686462033,-0.155713920925168,-0.140182371541527,0.0294928845612395,-0.171812646600087,-0.0560141141499678,-0.0397511493256848,0.116032263333601,-0.123405795837778,-0.1329065395269,-0.148168956852328,-0.042799134556918,-0.0269679527098569,-0.207086224336277,0.129219282129023,0.197527348987,-0.0155432311866378,-0.0344296061257588,-0.0045368084012488,-0.0726250164488844,0.0089192167442824,-0.0050962200850851,0.398045952631078,-0.110089257452485,0.0418774289436499,-0.031554267458266,0.0387943317448985,-0.0910645567750781,-0.0459930478245823
stable,-0.168603534313292,-0.166465258097236,-0.109702392400901,-0.158929791574418,-0.221949165343387,-0.247764469812268,-0.102461252051175,-0.129281373878508,-0.263170378115534,-0.151992866373899,-0.0089052227065425,-0.224048196615702,-0.196841508850795,-0.174971809287964,-0.269688735642582,-0.0974752616580394,-0.106341683549942,-0.304377354173746,-0.160369801113353,-0.0835757172014432,-0.107216095817587,-0.270351342279018,-0.193776458995675,-0.262600387817697,-0.213752567598497,-0.14888033391288,-0.114516316328227,-0.152570749504085,-0.207363931780047,-0.2026150329009,-0.0652905533759212,-0.0873130118755542,-0.1152175275695,-0.143780911437802,0.0334166591850702,-0.0926273365291175,-0.191637826450367,-0.249660707019479,-0.183334848397013,-0.190095288419262,-0.211435156033019,-0.0901407700729666,-0.0449775963486096,-0.168537425193612,-0.190403467890705,-0.230094481847022,-0.14041326424823,-0.14346432096344,-0.284756824658597
stable,0.0922830565658512,0.0109887347364868,0.0214770250154297,0.0771188513082225,0.0019302713177601,0.34596764090902,0.132386784305215,-0.262098946061194,0.0403803259389553,0.182495743289785,0.238060754796411,0.0279128873718074,0.181687422813328,-0.0254994256235437,0.218580880869931,0.0790799916407257,0.142071518958971,0.24884076504373,0.233575259407796,-0.0918250289490124,0.0509257642089416,-0.0086131440480227,0.159758065630887,-0.171194080780528,0.378585511792908,0.093492869097285,0.266230601515698,0.30571312535697,0.199137004977057,0.379674845930675,0.162432000775496,-0.0234157584044992,0.172129478102265,-0.0074706109655696,-0.115394419503606,0.104485505690869,0.207257888912967,0.244750004850553,-0.0334718077412453,-0.0166014024688646,-0.0067078598861934,0.159669901490499,0.154063271774638,0.0814815321408108,0.270101359640111,0.0964584096565603,0.217895635764442,0.0188348652171813,0.253421017816798
