group,CD80,CD275,CD33,CD10,CD16,IgM,CD32,CD196,CD152,CD223,CD66b,CD35,CD366,CD21,IgA,CD79b,XCR1,CD137,CD309,CD124,CD81,CD18,CD22,CD193,CD144,CD73,CD305,CD133,CD158f,CD336,CLEC12A,Ig-light-chain-1,CD101,CD88,Podocalyxin,CD224
progressive,-0.525113447934855,-0.433810955004928,-0.0113893587009117,-0.0983641594358168,-0.0490911818204546,-0.206967117916202,0.149673258170717,-0.259390459638358,-0.308592134071892,-0.519632925851343,-0.11591928527625,-0.0837444121001923,-0.282080515974444,-0.09643032674862,-0.44501649864365,-0.237899477856427,-0.496248436282559,0.227972695415748,-0.476460255691756,-0.524823790144175,-0.108531726820362,-0.0861892981564046,-0.298803552327172,-0.0703587004554238,-0.480871989457127,-0.254374744497708,0.154690819984742,-0.268186108302223,-0.4521216672959,-0.632744324294144,-0.0816473096342943,-0.334336564998676,-0.413622840160183,-0.466234032081725,-0.455062160424617,-0.359442343887389
progressive,0.290546452045105,0.0002052238863205,-0.20422333268454,0.329995061308403,0.0642411775752954,-0.227885544201513,-0.103367574313071,0.0353486755530722,-0.0171992458235386,0.130884933553433,-0.037997689417352,0.179187818227187,-0.0227695821065456,0.514310462589081,0.151396506755687,0.374262903975111,-0.0213823423727304,0.139493544971263,0.0568383891747988,0.0919865670982008,0.313498213076195,0.0240835192499864,-0.281513720107524,-0.101277412276358,0.290901539674138,0.0888875813042163,-0.340077711968417,0.0026713463058967,0.134267263220515,0.141011748675822,-0.0316651242546827,-0.0807298736992961,0.189058590562259,0.113115875957876,0.0292594349728592,0.0168658565884342
progressive,0.0108463473730282,0.0060316079394976,-0.0338919431232212,0.0450328715583996,-0.018361468278808,0.0631987102650039,0.266563771135827,0.261060913127153,0.0722123736834923,0.0055899760279268,-0.0548020619266395,-0.0198969343350643,0.0936509258845092,0.0844020397656456,0.0305452002539126,0.0427407355619537,0.0542851742688391,0.162379241314246,-0.0149917220017938,0.0222952808315087,-0.151070680523848,-0.0019827315010479,-0.196384263006618,0.0554081379627941,0.0292413987794918,-0.192165367115204,-0.0784132548735118,0.0826121837395292,0.109843065277257,0.0738289258229406,-0.0094415864030003,0.0909385439289636,0.0373392239711716,-7.81280951640473e-05,0.0987249563423712,0.128778974989016
progressive,-0.260493779179112,-0.186722969385081,-0.485852740963717,-0.464169404252742,-0.560297661485836,-0.494703534215484,-0.0981615238970302,-0.330222394432457,-0.45364474561194,-0.275981200678387,-0.557732310614223,-0.481425224151019,-0.483276141232912,-0.404854089836713,-0.475804757077421,-0.484301121127026,-0.244788257422252,-0.4663535102849,-0.175684157832845,-0.464011517408679,-0.488559172513395,-0.770233512599277,-0.199312040653691,-0.515837121077591,-0.241058620299705,-0.17860413183156,-0.451025709808371,-0.62595888704688,-0.35669710328127,-0.196598142109046,-0.572182602222266,-0.475992455631021,-0.508497865535179,-0.463654161488455,-0.486904682654901,-0.470543283224732
progressive,0.0088446465842131,-0.198706706458033,-0.0389922795431227,0.0051786174897482,-0.0612993611793559,-0.138176028048568,0.0554886737600885,-0.144092834058444,-0.103330407589511,-0.206157015482853,0.111278138616822,-0.0822731885864071,-0.0073429788682953,0.118854514939532,0.000109661410804,-0.0061579817040137,0.0841063481500241,0.0160618376392169,-0.0825698498068897,-0.284817178006651,-0.0479278976113579,0.0401737809829745,0.0596397032019076,-0.184004698787544,-0.164498933731863,-0.119603841014304,0.0169220089223765,0.259739715612508,-0.0518385223564343,-0.25360466768816,0.0587499613532456,-0.228509267827211,0.183188495537865,-0.28178337668067,-0.208541627411142,-0.0365534234072096
stable,0.115396826642885,0.152383650798348,0.055140472705788,0.215388318877847,0.116633149449541,-0.138808679961589,-0.0130052854067411,-0.0426088768944389,0.257897952093608,0.164523986955344,0.107699524754196,0.0246800851377283,0.231096348290299,-0.0231523227428893,0.218115430618454,0.0482884976105899,0.0996022953692788,0.282960748491733,0.171978133741937,0.18934272810031,0.134039314137427,0.18209807315436,0.114579018832549,0.188304864757997,0.27552578232798,0.184956563487906,0.0186419469721806,0.198948014478463,0.236738554564629,0.162245369244872,0.0776923156518108,0.122569615182892,0.178365959276686,0.136558550533785,0.279743034589103,0.103983447095524
stable,-0.0844307222727579,-0.0901359797606811,-0.112011105191804,-0.0519188551716525,0.0681218787088303,-0.218499479103681,-0.0781431177446257,0.0454057689514126,-0.284627793169929,-0.0226767563645817,-0.130847234360307,-0.0072523985018042,-0.262159012769001,0.126436169370625,-0.123414241053856,-0.307314555088353,-0.188042635158446,-0.22666786442444,-0.166861771747296,-0.121239879997516,-0.126481686266433,-0.0587710410399861,-0.0727496040642644,-0.23302777539301,-0.21129706659655,-0.0516244843878334,-0.220369392895295,-0.0802423733659286,-0.211277245712755,-0.199761879549981,-0.0581238191714312,-0.0437104927617329,-0.224303118888814,-0.11568939237101,-0.223680566285946,-0.235684316842907
stable,0.158638247106391,0.142486548392888,0.141396887285846,0.21854466543179,0.286910384439668,-0.124029096038235,0.126850941105322,0.12708773753912,0.261135435560948,0.164360857898109,0.275140665818995,0.149437827465937,0.315084360303003,0.210822812791308,0.242485954506398,0.226805647101753,0.0684986930172062,0.24922648304564,0.279542893193184,0.322849230971624,0.220671835976993,0.0198083697953317,0.343248186902674,0.169509490491596,0.239157262392404,0.421648978407753,0.266144157500982,-0.0080199892814955,0.195519447251086,0.15238400877815,0.142034241285451,0.143623948114833,0.244622643962725,0.139427588513048,0.280577819437535,0.273841059727611
stable,-0.146992790470287,-0.0668306143699301,-0.0285109807346039,-0.0881477240056943,-0.109055078364117,-0.295269086907228,-0.197142860501155,-0.0346361259686975,-0.060952660527782,0.0765639869108104,-0.0357888173989104,-0.253203147498534,-0.0535824513639586,-0.126718626391585,-0.105178268213128,-0.111276209254178,0.0402181400199142,-0.0137261874584642,0.0781779765489335,0.0770150218713853,-0.244780152321427,-0.11209339396742,-0.144627560317053,0.071391059067646,-0.0393634644426776,0.318988981428325,0.076351521551567,0.171831913626531,-0.127012115807818,-0.167595641109778,0.0167536046847653,-0.0998150724810456,-0.107251387167191,-0.0853163667145174,-0.0629392859958708,-0.0767844213361868
stable,-0.0292168789704672,-0.559965978279204,-0.0325639278152009,-0.0733118974348052,-0.15168537958681,-0.415208577778252,-0.253121417065346,-0.462459765951235,0.0876193911021659,-0.184999589930855,-0.302678005188733,-0.235426165838717,-0.0260098963943758,0.108206892829098,-0.147506106587786,-0.216694145380292,0.0657613734581834,-0.153003265400318,-0.302617990824182,-0.236553272541553,-0.0595073364053946,0.0299632229744843,-0.0796233965033496,-0.0316276831544517,0.0471990272867652,-0.202734572052896,-0.202336223390288,-0.164297960554965,-0.150704581480935,-0.124775854976654,-0.304205371514999,-0.104658101991237,-0.225486187705982,-0.0765438747669994,-0.249958935238397,-0.177871457325939
