group,CD137L,CD112,CD30,CD154,CD52,CD34,HLA,CD49f,CD16,TIGIT,CD335,CD294,Podoplanin,IgM,TCR,CD103,CD62L,CD152,CD223,CD64,CD35,CD272,CD96,CD122,CD137,CD254,CD163,CD309,CD49b,IgD,CD18,CD28,TSLPR,CD127,CD22,CD71,CD36,CD73,TCR-Vd2,TCR-Va24-Jz18,CD305,CD209,CD319,CLEC12A,CD94,CD150,Ig-light-chain-2,CD328,CD88,HLA-F,Podocalyxin,CD224
progressive,-0.182778333764554,0.110581878111912,-0.094881581360751,-0.330755858618262,0.0866879275296655,-0.0375329269090392,-0.0412782924847897,0.0377731564083872,-0.0847731982362479,-0.102541108682575,-0.0950454540733059,0.129768300108022,-0.120510587697487,-0.0224032401964783,-0.269389654667927,-0.158220381734298,0.139265489251486,-0.139821337760963,0.0214177240121582,-0.047630261709037,0.0892208859160087,-0.155899106171519,-0.153491472945737,-0.337652162001988,-0.457570450778451,-0.267100889857782,-0.0379944242343643,0.0047050058165742,0.142935262734038,-0.196615964222582,0.0581008215250763,0.175180721013957,-0.0660547312981368,-0.108204477817309,-0.148026792685877,0.165069882683582,0.0981424445973483,0.265475015618603,-0.0387658171960909,-0.230677488483068,-0.26390238550694,-0.197324332131746,-0.0202059893287047,0.0880510201938468,-0.255256098493785,0.0051535027567017,-0.0367402748348457,-0.202962664965553,-0.0306423538247953,-0.193481798086344,-0.202527249119983,-0.201656836869482
progressive,0.0350577612918157,-0.1366333293745,0.193452253850955,-0.0160995456620173,0.327251566549518,0.243361633201079,0.442016895653722,0.266820925985581,0.0821070671968273,0.323177743495988,0.135351352378608,0.134705031126484,0.297715915751547,-0.269144629081033,-0.0083950157878192,0.27682035750826,0.26165205608529,0.192499251332682,0.0550218574349985,0.157331008214878,0.152822135576351,0.109850803541077,0.182437038186183,0.275145918914868,-0.0518258608358037,0.214370501484382,0.0791860289633069,0.405152635441371,0.111364766315356,-0.22457242179117,0.0632799992036339,0.0367687874297261,0.155019803983335,0.0449791741323686,0.0810774385631122,0.512271133202213,0.108814761561245,0.213267423261609,0.203576458617259,0.135357149011718,-0.211771290380761,0.253143209781746,0.0915475265213167,0.111878346130236,0.28881940375877,0.0182711950467779,-0.20145145632245,0.274054408554839,0.132822386186411,0.192563747728105,0.1940749188979,0.287720615850479
progressive,-0.227218972637618,-0.229885411841895,-0.233590732850632,-0.0133177564835721,-0.0141925943590057,-0.241482202063431,-0.240653615172925,-0.181699427177033,-0.177697630882188,-0.121781105729085,-0.20811170440315,-0.177596122485849,-0.245615238861263,-0.356985456230002,-0.221240714234797,-0.150540004297937,-0.235587734709101,-0.185962777975849,-0.211622382131455,-0.167023607644496,-0.229593855289125,0.0269829700759864,-0.278438616533438,-0.176195515224189,-0.0620742460834047,-0.181359804727976,-0.194997176930362,-0.0037375551968158,-0.176779040763344,-0.510040945383171,-0.113288912728888,-0.310705378682609,-0.159354257018482,-0.0724251136217786,-0.473370882485249,-0.261403362509047,-0.0247264481353613,-0.537869178166019,0.0388241113437593,-0.188685375328981,-0.339850199058607,-0.117276888349756,-0.196176633885168,-0.141245406995849,-0.255635057304541,-0.268251731677412,-0.492947037077268,-0.205372286856679,-0.281147975693159,-0.19757332058932,-0.198870475747926,-0.233489481370315
progressive,-0.596120928347937,-0.46130367603771,-0.476285680260082,-0.488295659541946,-0.301362165844442,-0.542818967515448,-0.0906004163558245,-0.54513977263055,-0.482709567346488,-0.491417744771855,-0.470449501827429,-0.499316240308571,-0.461226949175125,-0.444709861727807,-0.493452953537078,-0.583902581682276,-0.477139415399199,-0.475712169103711,-0.545348717018827,-0.63825551214015,-0.633973348899078,-0.46569185526553,-0.56779558501228,-0.479715953332077,-0.492507348807797,-0.594758536198988,-0.511756579455696,-0.481280355748981,-0.580750070362091,-0.512462764783385,-0.535123733437417,-0.584971482340838,-0.472066000381901,-0.553759362841437,-0.41153632314375,0.147671278904524,-0.457134444833885,-0.566019121357952,-0.471177075205878,-0.53041698944849,-0.536494806465586,-0.453748052060815,-0.4880263263844,-0.455354674429568,-0.546145095631812,-0.561606946491338,-0.488781887598728,-0.627028645933871,-0.551191891882897,-0.564651729145968,-0.462027941047279,-0.481603295234436
progressive,-0.151172757148246,-0.15239801370961,0.207222497154141,0.0222035364808227,-0.0128556538781601,-0.0534206844486523,0.110636018013007,0.123120023710464,-0.122378221059506,0.0774739717200531,-0.333181813232768,-0.0461797597622676,-0.134818331696926,-0.127432813295412,-0.018085190784206,-0.0445278233876481,0.0498105044739159,0.103440450622088,-0.141697916025191,0.130628145740239,-0.0777755876103502,-0.0182560347698628,-0.17637679712089,-0.0181224233154419,-0.295582428777256,0.0300166257371319,-0.0343864110563932,-0.109175690300221,-0.0736723432227043,-0.302075726511658,0.0780415141149626,-0.275026037445568,-0.41057373299474,-0.0957703101832783,-0.0817659207739902,0.439082786004275,0.126617685635664,-0.135742621779636,-0.0737240060807233,-0.0816700087573507,0.0357242410583504,0.139944159068838,-0.169723721194614,-0.0202509336482778,-0.0972918987967597,-0.0926179674099215,-0.176621999294419,-0.215006644725256,0.0345376512273974,0.0990158992531514,-0.0411162514611873,0.0035126412883805
stable,0.417315682567794,0.0966665683634964,0.228723607741114,0.206726459452011,0.104372427345329,0.221599480861848,0.0989417595365373,0.14086078154092,0.176434317380979,0.172444634707906,0.0340442866064252,0.391372259732008,0.323117916809807,-0.0397981896428255,0.390306998370494,0.189665841656471,0.240474835974859,0.248917480129181,0.167599347240379,0.0698474274122205,0.174153242310259,0.261260064339993,0.329676336554123,0.252159193506596,0.309188793627455,0.348438501964903,0.218562209378375,0.21019371116868,0.215422841668693,-0.0234766339212164,-0.0236175715084662,0.175128630330635,0.180814816659531,0.260289629073042,0.13471358876126,0.0546124898300039,0.0816913451905177,0.190169204092442,0.0897728341731182,0.365296583681173,-0.0216316652187924,0.24163278262016,0.295916414392483,0.175539812482727,0.31439577291814,0.290891428545112,-0.130471506455559,0.188439322994313,0.307157833826024,0.246376083427127,0.371163036241927,0.27850050646054
stable,-0.0103303589004617,-0.0452077196000645,0.0530317946835645,-0.0708151245341756,0.294310119469864,-0.181183278901204,0.341967555537828,0.2429639526786,-0.0663553229929839,-0.0101024493019795,0.113250208572442,-0.225893025783538,0.0713141257503779,0.0740058941869891,0.0350661600400441,0.0297435951031299,0.0278846009272395,-0.0560619497507682,-0.108244095661018,-0.138676120492544,-0.121662685071084,-0.0825270953014868,-0.0269776906135146,0.122744778893341,0.120811153606167,-0.164479081456251,0.200288614592809,-0.0896053373354696,0.0930477626260958,-0.265732524783257,-0.0690101568883867,0.0710217801589912,-0.124027189612095,-0.0488327885808609,0.0040585858639404,0.151396429136655,0.131655820857384,-0.147926658349587,-0.0549182355489035,0.0901025462778578,-0.151205882252231,-0.0496166464294401,0.046876632827894,-0.0664708619530103,0.0442248509933708,0.0045123027587799,-0.116553870253619,0.0340640064303705,-0.0229389959143475,0.1181417096723,-0.0729922151562674,0.0482192283523506
stable,0.17270026921686,0.0226126577579341,0.0843539193774991,-0.0419679834224805,0.1862195282389,0.13642917158929,0.27302518652187,0.187438724454379,0.0914813728964384,0.202050727152637,-0.0736989275574271,0.104431131056199,0.061184155025594,-0.126292257312676,0.219379712447925,0.164277899011344,0.196431388393903,0.143393803446196,-0.0727214940031332,-0.0141829577249418,0.240648914397621,-0.0390551300369596,0.173370681830543,0.110829280951921,0.167192343888583,0.134175410592018,0.0896144300915889,0.173480329452216,0.244679789753027,-0.129101567307492,0.192117439899213,0.180774285254585,0.100824722931397,-0.0053806126803313,0.0968517718132221,0.173574651684084,0.0782321652179564,-0.0795375467123206,0.111980813926079,0.239334287307996,-0.165941141553044,-0.0398970656496802,0.046604831434683,0.198366798971934,0.114906778686533,0.256580845955581,0.273750737220419,0.167946744267852,0.0133007143254121,0.248058261727047,0.17064631644932,0.22338039367138
stable,-0.165409212879848,-0.140782291388558,-0.118213999069078,0.0640047970044097,-0.175352801741997,-0.119783770550838,-0.0448151127121019,0.0361385762960193,-0.134747247201913,-0.0129186133865014,-0.144742498038584,-0.0976332065706549,-0.183980216113925,-0.218875700487607,-0.211449233903309,-0.0099388046478329,-0.0124319920754508,-0.173313214131279,0.0292676295482499,-0.0485315716318684,-0.165229938692801,-0.0439784723374094,-0.0702354364151566,-0.236444895036414,-0.0929352954287344,-0.140810848155207,-0.167257150942388,-0.0269268649683018,-0.164974683277629,-0.0827191344796556,0.0889105707582404,-0.125721548571728,-0.0889074275771369,-0.181157869271482,-0.169983920728204,0.0001258824031386,0.0539892131661864,0.0951774677175115,-0.159211562407827,-0.174798006009754,-0.170334036146588,-0.0634822869653916,-0.153392963029551,-0.000526837491631,-0.176833006346205,-0.222009129371963,-0.0939710972986753,-0.0906271293790383,-0.13168804686907,-0.244047612521051,-0.108871622067078,-0.184062136446488
stable,0.275726783320228,-0.285865633114649,0.0046369301174273,-0.172089780398648,-0.180044753949346,-0.0844029283771374,-0.0401111431481717,0.0786398316198917,-0.0382106367840263,0.0684112687791216,-0.0798711990579436,0.0637760652657032,0.135185001081736,-0.0944613306251163,0.200161663607799,0.153698818227424,0.114307935331982,0.141992184919217,-0.176684435384794,-0.0695495157856819,0.159451984831003,-0.194732630932036,0.0543018354859652,0.235353198020781,0.141540319793156,0.0768528155158612,0.112983142849428,0.0825321793156861,0.185645735132153,0.15340433477356,0.0499966049052506,0.23697793020139,0.1374123655153,0.0349161585906351,0.207550999023528,-0.0437267676419507,-0.0662727135301237,-0.0865305956876724,0.200878928402097,0.0923414691865672,-0.128222991516813,0.414760226983881,0.0545649128603311,-0.247448827953757,-0.0300855110243617,0.201718376433731,0.0394182277730638,-0.17446090609759,0.192021414850882,0.0776627578631342,0.0404161259885659,0.18909530283899
