group,CD19,CD117,CD49f,CD31,CD195,CD32,CD185,CD62L,CD223,CD107a,CD1d,CD35,CD58,CX3CR1,CD21,CD370,integrin,CD41,CD226,CD29,CD49b,IgD,CD22,CD71,CD204,CD158,CD207,CD49d,CD73,CD305,Ig-light-chain-2,Ig-light-chain-1,HLA-A2,CD88
progressive,-0.0700349997169352,-0.261598960344661,-0.0669407348447024,0.0761355215056607,0.485429868731432,0.0399682754024783,0.0520140082508673,-0.0130633015150873,-0.0597359793357285,0.118586614225232,0.152247004123578,0.168629756245346,0.320801162713573,0.198593610500476,-0.0050198826686939,0.10377644679204,0.126413659551523,0.150876738170879,-0.0668236325539507,0.128522198022184,0.110976951589128,0.0072229700654173,-0.501593972668069,-0.0600986493323339,0.12896516491087,-0.228554443330077,-0.120396033211854,-0.126116568447461,0.21144852121201,-0.127234541573965,-0.0108860073584728,0.00986467395593,0.185218398047986,0.119156281828598
progressive,-0.279403647546088,0.205411003924278,0.0738366693784382,0.404422795493749,-0.0307909132792294,0.2520407211091,0.130950712776821,0.0134630525284265,0.14149406296434,0.0647649488189295,0.282774821698189,-0.0373629976632945,0.138438056444142,0.147162225793673,0.22875886470624,0.18524806919,0.149988882900544,0.179553402461247,0.263001827816305,0.0705484862875309,0.0468694826302436,0.203356903693539,0.0307658737554423,-0.32770993429551,0.173267526291361,-0.103372240722614,0.0917420743430576,-0.330030607669494,-0.0920915620927308,0.111668085056112,0.412507287980876,0.0059889006053587,0.209297720633555,0.268548756183849
progressive,-0.2182405328063,-0.111122661488309,-0.0766506011440114,-0.23410923822064,-0.104535562980964,-0.244860400687985,0.0207838061920261,-0.12798903032282,-0.0552293500810494,0.108342421950484,-0.0184407196941146,-0.119139146321979,-0.111363042094712,-0.0735616582312269,-0.158779702945996,-0.0700910706934768,0.114225101749727,-0.136058771497917,-0.117109494458754,-0.155999874034831,-0.132824518914209,0.264742781496951,0.317448736267489,0.22443072581832,-0.140409958602948,-0.0944083092657476,-0.0054930098700046,-0.162111029573766,0.108536974627337,0.108496324085344,0.130131680736732,-0.0714148181786288,-0.061104217141727,-0.0802654621011309
progressive,0.135019750573911,0.355393335719503,0.478430718738664,0.0877382880552691,0.372047457241629,0.244473628077999,0.404511737755233,0.26612654002017,0.431346734447779,0.229508721404153,0.0987203651159245,0.103452176553281,0.339172374005028,0.230731489625399,0.123880701812218,-0.0114597042375442,0.311644591415343,0.412205497054525,0.400197314866521,0.442265877664406,0.407751285848674,0.14092450573166,0.212003560407387,0.0419368586617076,0.513607374430096,0.0991837011204915,0.249791049557764,0.41302187461236,0.445521745823376,0.111131853772075,0.152675936677167,0.12033947751058,0.455906528476483,0.188112995102948
progressive,0.44351949774266,-0.131418462440652,-0.198903089152231,-0.334908710264179,-0.264762703960942,-0.0055817009107781,0.166208716526838,-0.0694226941549208,-0.169947817004897,-0.146344625423844,0.0174515147460993,0.0763495190081858,-0.104564799793181,-0.159991872499735,0.0584416346629506,-0.175393326111583,-0.414566107934325,-0.197914614385599,-0.259577562103929,-0.0707790685169059,-0.275028687593004,-0.162707950758508,0.14230415057781,0.464830048848505,0.131630970364797,-0.233559212675136,-0.256627251298256,0.20379074339304,-0.166693708178901,-0.0201294485220426,-0.036244192043678,0.0266447946650731,0.0225563255430349,-0.118963020894369
stable,-0.255783803387241,-0.0323867068417167,0.016047277676083,-0.0754054883072088,0.0124729161965532,-0.156571782597604,0.158663756308314,-0.136120309522735,-0.150772704084702,0.0630269251193911,-0.0320335097276662,-0.138301089018493,-0.065914184937526,-0.0711593179438109,-0.150987587986355,-0.0501038604236764,-0.213351914374525,0.0341017158363962,-0.104091908286109,-0.0702825180248793,-0.191423782048068,-0.0709797707196223,-0.0674456353792671,-0.0081733046548377,-0.20292731540835,0.0183683345738104,0.0025475654330283,-0.159152728344255,-0.0953862013097426,-0.207185129930188,-0.294487626323939,-0.0326435716069993,-0.040925199988588,-0.0503883860876305
stable,-0.0651403280478203,-0.0554209619416668,-0.119333099134165,-0.22398280549785,-0.0289173668894669,-0.123230868450365,-0.196237275931163,-0.310717890644205,-0.185145626765097,-0.242951769262716,-0.309416177672081,-0.0904609261652489,-0.234909368608875,-0.191916160529456,-0.0377372318995208,-0.13073314420156,-0.0166512445852169,-0.167233240649264,-0.108849244494591,-0.181844202560225,-0.219320708512904,-0.0614758123370694,-0.237188879557849,-0.221423871533487,-0.0117330837124568,-0.294957980654071,-0.087906511735523,-0.186483742718907,-0.115563282219428,-0.0599776927203081,-0.0775639156035603,-0.514379157549181,-0.20043511068382,-0.218734595506236
stable,-0.0408898295058319,-0.142439296648257,-0.0041429304576466,0.132444333029508,-0.088599231129053,0.0551548754108543,-0.0179205120787132,-0.0869209360432859,0.010681636737426,0.0294354882085686,-0.0162841356904264,-0.0218856350320425,-0.0497955487464947,-0.0440717468348127,0.0399490476865614,-0.114903414172291,-0.0362790465748271,0.0576300457309302,-0.0598097425870214,0.0570641365212936,-0.0259015940997709,-0.0174103256822349,-0.0010061955354745,0.0956854736909972,-0.0989650914897571,-0.147060587212357,0.0528913932212215,0.0434563362214657,0.33839475292378,0.0817758419103486,-0.363712783119268,0.334024054592189,-0.0679797294826898,0.0520688323708436
stable,-0.335807519352602,-0.257409616695958,-0.30611702642203,-0.363329030158134,-0.247164682013064,-0.316843304555785,-0.339081734186674,-0.229920441354334,-0.349704987746859,-0.402762109503054,-0.411176839233699,-0.176299808504365,-0.409531160859314,-0.406190780517046,-0.0780616738475027,-0.410373807713477,-0.149221000045388,-0.293152507972691,-0.340565524085963,-0.302988786994434,-0.277525704381755,-0.129773898190816,-0.380020269388282,0.0164599349284313,-0.432132302478588,-0.404185628331273,-0.400807043451751,-0.114010037290671,-0.364367887319457,-0.2450912794837,-0.20230952661877,-0.241639608428328,-0.274015040137456,-0.408603294339557
stable,-0.115786623771852,0.449978258002906,0.159237200535792,0.208609735554596,-0.0010755386786245,-0.105359208696902,-0.0022616481552479,-0.145873638158709,0.0873343201716621,0.0554196431789352,0.236926110328495,-0.0190236078433369,-0.196638086932098,0.0537687609278517,0.0903234806114749,0.114623040691077,0.0788901013173383,0.153194215121842,-0.0169795562214737,0.0596771829090942,0.032443179240662,0.144624436439938,-0.0248393579720684,0.0694075676856361,0.0669924905073567,0.19828097511305,-0.0531776159702411,-0.291606472888046,0.10352992224532,-0.334084918702866,0.228366295818719,-0.241298410822289,-0.0956108939471971,0.115140660408706
