group,CD274,CD252,CD19,CD34,CD90,CD123,CD49f,CD16,CD45RO,TIGIT,CD20,CD335,Podoplanin,CD32,CD103,CD62L,CD152,CD107a,CD141,CD1d,CD35,CD24,CD66,TCR-A-B,FCERIA,CD41,CD124,CD49b,IgG-Fc,CD28,CD15,CD22,CD71,CD193,CD1a,CD304,CD36,CD207,CD73,TCR-Va24-Jz18,CD257,CD150,CD23,CD88,Podocalyxin
progressive,0.0106031334669048,-0.286801560355266,0.0622280679303072,-0.073986878506525,-0.0493090723554353,0.0582034664036725,-0.0213997115942678,0.05742456145047,-0.305054801351122,-0.0148886941125108,-0.122910269018394,-0.0425564607448022,-0.155407183758129,0.0198708061074703,-0.259269338500011,-0.0449958163297451,-0.207951084453161,-0.0032729296609017,-0.199729570738759,-0.0658900077816183,0.116755379267752,0.112660523589041,-0.124830134837088,-0.173573282904516,-0.111122524019077,0.106316890980594,0.0325159254775918,-0.0201360242058624,-0.0858313821647387,-0.0609865387544148,0.0973954770160185,-0.4195663869122,0.0737134908030637,-0.167044179418238,-0.0142367157472198,-0.246901312724451,-0.0473463990192832,-0.148065709791322,0.0179312071952916,-0.126099652048563,0.24209801050988,-0.18416193674684,-0.359591704040432,-0.0679592797698431,-0.036389841922567
progressive,-0.125291501142635,0.0546970767785211,-0.550295795606345,-0.117683367142309,0.0522004395689613,0.0599174328133661,-0.143144827320247,0.0020906892110303,-0.021126119063908,-0.307982019627025,-0.417129079238265,-0.083162010926674,-0.222625078472256,0.216340436200043,-0.097105535268922,-0.183153877308698,-0.184433924518982,-0.257906221123727,0.143410889217246,0.0842478333949345,0.0088688024294018,-0.0454470739419619,-0.0809699681523289,0.0042139255103154,-0.0740279663907338,-0.0781071723719619,-0.0366698043029244,-0.0556374521280405,-0.140314633132865,-0.0688354867395083,-0.0699021062367005,-0.102123580083344,-0.418221659679002,-0.113141784723769,0.0897839086856005,-0.0955037278105438,-0.202473477766972,0.160929528392404,-0.189348725864903,0.017391265790431,-0.06459134380425,-0.036593178682984,0.0098487088446783,-0.0289637511981825,-0.0796844612182931
progressive,-0.087890145419095,-0.012171378051361,0.0449545622260545,-0.0597032615331861,-0.0302303383533333,-0.0471625465143275,0.0763831172057908,-0.0543201160925563,-0.0659390565498339,0.0183036356835838,-0.0512949165317825,-0.182914631109577,-0.118037971707369,0.340905900627128,-0.119062131838867,-0.186179983539764,-0.108929671250085,-0.100374430137638,-0.0209105273639689,-0.0808124809534719,-0.086714566482039,0.1699932457677,0.0049300246884158,-0.0682279079063805,-0.0619851921514078,0.194892171854027,0.0232259516534758,0.0712394161654498,0.0410719401327266,-0.0369160088532861,-0.0606864852315029,-0.289449413439754,-0.266309508842437,0.0342923748060932,-0.126441239553546,0.0092740123469523,0.120052418924772,-0.013036854931841,-0.21310740607668,0.0284916485374879,0.0737079193438776,-0.0082436704155413,-0.0360136665330736,-0.0494217322060683,-0.080738591032745
progressive,0.446474058615968,0.44484175230184,-0.104905856488083,0.461705546881014,0.434074134426248,0.607902546382944,0.517132996285857,0.222696433813218,0.431437746553583,0.453624855431778,-0.173927558096535,0.41700715546599,0.418291550439279,0.109542570145961,0.403109866210013,0.451229405727268,0.516772947143127,0.431493941101453,0.285018486276844,0.416208577203664,0.11320561269019,0.445277511793805,0.41569914247178,0.406547450719369,0.417882131899132,0.463786057122583,0.452911289256553,0.421670728280788,0.512365537468265,0.498251832186198,0.469132117082601,-0.0662166248018906,0.174997157553775,0.433699556013795,0.440971595350258,0.409230445123782,0.449513612967496,0.539252817618645,0.0943548273329092,0.428173218162866,0.231638357603323,0.511159925326328,0.401384135562205,0.417529775385752,0.450301899848973
progressive,-0.0072870992823889,-0.004188594196361,-0.215292212942804,-0.0979564317748677,0.069370574993609,0.0471365732509569,-0.151566130883533,0.218627038163063,-0.212997972533363,-0.276357370984086,-0.16621929933603,0.0759236605763869,0.205024785957327,0.130786913497644,-0.0158146677522881,-0.0680854994039432,-0.0294915327305527,-0.105425176186142,-0.208352818526075,-0.0052683818101431,-0.079750144136424,-0.0948106883777648,0.107444485643164,-0.07446786565247,0.143199801687391,-0.0935756112411378,0.148831371400054,0.104267904051324,0.248736542464138,0.096657701566015,0.0069461767486862,-0.0831137106768581,-0.411726319232281,0.118794850661272,0.202863233440935,0.0721739979441921,-0.146796273001646,-0.0311202016732615,0.0965010658091384,0.0619679446501192,0.221755331164373,-0.191623380848113,0.243100476386869,0.0415548248101067,-0.0077846769433181
stable,0.0423770575633865,0.0790322855503744,-0.19406616389089,0.0964881705189427,0.0473030049219467,0.096598896998492,0.112275026594638,0.0056358358317917,0.0687222621510611,-0.0353327474184417,-0.245147430018591,0.0091842124146748,-0.0045583352631006,-0.236456300635587,0.0370106549238947,-0.0773805178506491,-0.0304851207238011,0.19152325791812,0.008620351640444,-0.0717641176704965,-0.0406955847077743,-0.0862892854321535,0.0604496448895248,0.0656219444213493,0.0177892455226239,0.132989565065492,0.0551326378792043,0.050132602945974,0.174870077717237,0.0812612447952743,0.0070998205430245,0.0714001150182275,0.0438847664702529,0.114411647270875,-0.0451815775588645,-0.0197041555333767,0.060671254809023,0.0105609665968471,-0.0233037056169774,0.0238354348343349,0.0215423458091174,-0.0301064948479152,-0.0104173255975669,0.0520418863823857,0.0054719775515743
stable,-0.0013106730467716,-0.0012470854279486,0.17747834653545,0.0249339537500791,0.0793996202675282,0.0762492417452139,-0.0660601633948497,-0.206528967170873,0.0168409105775105,0.165138751856187,0.170757436417059,-0.0030256129631841,0.100040475550911,0.333863315390923,-0.0007082207940823,0.205456982180626,0.105138439268783,-0.0055828002498433,0.0579256616346117,0.164486545109348,0.0665526791314098,-0.006416926987857,-0.078065331524466,-0.0098507372428864,0.140635914265035,0.108580437407339,0.0941283706462713,0.0479502819522358,0.101854418116275,-0.128532180572516,-0.209745985322159,0.10343918484365,-0.260135394291712,-0.0421715053064421,0.0842194931624941,0.40968087165078,-0.169736532840191,0.0168827533553432,0.155196716518874,0.0349534174854611,-0.0341299409818583,0.0745501582435078,0.0918463189146475,0.0920885521763521,0.167888347010204
stable,-0.261847435580267,-0.174259319865659,-0.0136289087948405,-0.224395922439673,-0.0250029720763896,-0.135439440040827,-0.0482431295378938,-0.259882290896505,-0.228702548321207,-0.310677818547495,-0.0802622949997214,-0.239242951447457,-0.307457519431688,-0.0709905025952797,0.0374415963074425,-0.32530428329366,-0.140657903461749,-0.21929143147116,-0.263771627710114,-0.167776461272144,-0.311741163256757,-0.223487167980943,-0.180594148664206,-0.170453060685966,-0.229980951715976,0.213104967435313,-0.1844363371586,-0.109872488044542,-0.132469985095219,-0.209137308687786,-0.22807690444155,0.0106740835984627,0.0258145137923618,-0.255766543599975,-0.221808214987723,-0.100067070518027,0.144561459252345,-0.246276244789483,-0.0370860578518097,-0.21355788800838,-0.0791117512438098,-0.103303259788036,0.0199999364990513,-0.173334933944112,-0.218124394013952
stable,0.0233672410532582,-0.133636745498757,-0.175042338043279,-0.062797063248325,-0.0563893407853325,-0.125427805038891,-0.204779043272992,-0.0952671620344734,-0.0977064920565189,-0.139396701025742,-0.0591178561521694,-0.063221825133019,-0.232938914115839,-0.0477950108284016,-0.07104173407022,-0.241760242993406,-0.146200624340314,-0.249984745598957,-0.0421730857436685,-0.22448103352157,-0.185502529826052,-0.191463364291231,-0.0985335432247947,-0.11251142512445,-0.103258436573598,-0.15429473741385,-0.113070800655471,-0.091183568263936,-0.168229715823468,-0.120003184493151,-0.130116286426093,-0.0861313752070584,-0.277633492719007,-0.068227498330071,-0.199342684234806,0.0661390206013293,-0.190031294624769,-0.0742965002464309,-0.0774079821593914,-0.162074743364007,-0.109447962905165,-0.143187459397552,-0.0861209502662208,-0.107278002212071,-0.129501673747217
stable,0.034607113132481,-0.171777644107591,-0.103651781105806,0.0177057059528415,-0.0281012114735258,0.0015767020313915,-0.215159932671142,-0.454718631558552,-0.0992977483407528,-0.1460852804682,-0.0576903217558651,-0.0684753396752642,-0.31594500964813,-0.0272762217592708,-0.0876031645870047,-0.0746515588656573,-0.153146816688079,-0.0640592993426382,-0.465440909518759,-0.254637734727544,-0.0212602646441338,-0.0528902871287216,-0.118493666148454,0.0315365455615096,-0.172682601773491,-0.218744598784206,-0.19182752798481,-0.117415718148057,0.0168735002733811,-0.0867105016289481,-0.301561349497424,-0.05765578248655,0.131020131615808,-0.174666589757178,-0.276412605726078,0.0547837414138911,-0.285817069548835,-0.0135210131515244,-0.0841667840065793,-0.163319457933217,-0.453655782162402,0.0114612713882802,-0.293044378923833,-0.21281170337609,-0.0885832898379527
stable,5.78417665842391e-05,0.0729650986857126,-0.353138319074058,0.0451465802049047,-0.202727669057894,-0.0214792903401168,-0.191241114541324,-0.182587716127106,-0.0658475801461301,0.009398261023312,-0.313817461441205,-0.0186270073964314,-0.200337336238295,-0.571882708953022,-0.101837665165822,0.41298791566526,-0.0831628709254561,-0.0993751723823251,0.0105456010601539,-0.220484573232371,0.405984909184281,0.0184637555795883,-0.001387963870985,0.0052440457913698,-0.0943576460462359,-0.235461072236424,-0.0408673998764804,-0.122567322594712,-0.145655899130394,-0.13313434497807,-0.161649574594445,-0.204827652275171,-0.0615022301725474,-0.0201658427853306,-0.11920720962763,-0.074473785173574,-0.0357341926442331,0.0012814247288674,0.416163152090574,-0.0684582274361901,-0.0873325287835734,-0.257968913524471,0.0173828088938872,-0.103736212007578,-0.148243870530596
stable,-0.0336945904919692,-0.121293341591825,-0.127105694826883,-0.153999051354942,-0.0622169306350079,-0.0118737719226378,-0.0877512824879362,-0.0141606752644954,-0.0666680299347359,-0.0627215476878529,-0.26296054073893,0.0792064646639154,-0.110524555691806,-0.472502189421903,-0.215269564345878,0.153062874047864,-0.107586048355927,-0.103810660191798,-0.0786415373576133,-0.255968527053383,0.242395989000339,-0.0271817477961228,-0.0577613132370591,-0.102558565321818,-0.128308726673684,-0.161163807332753,-0.163893354876138,-0.150596868925594,-0.103132005109274,-0.0237546331869182,-0.0801368127642115,-0.155640556392617,-0.0112796359567079,-0.052186779844186,-0.09726120354744,-0.0372808517476594,-0.0560045784382721,-0.0961510517954686,0.311506372915927,-0.162348387216016,-0.0097502087678064,-0.202066156091738,-0.121423124118049,-0.0960979318367064,-0.206885776837996
stable,0.0523465086104957,0.007159561299902,0.0637751076544752,0.0490493154426463,0.0557545351648768,-0.0433311572800397,-0.0626814873751083,0.0014964422055388,0.134741464241295,0.0528429093719141,-0.155721595616186,-0.0955996181322585,0.0666264994321684,0.264643174527956,0.204041751930508,0.176228117604166,0.0499782023914404,0.0380704568513143,0.0720729174270612,0.0738474972638886,-0.0359305895371481,-0.049954735131157,-0.0064810958421217,0.0181968899174301,-0.0432227772101627,-0.0168621989531317,0.0412438995211684,-0.0035478793332112,-0.0171842180278389,0.0445602798299332,-0.0047028209899143,-0.0244336259434962,-0.338481440333522,-0.0036137320115097,-0.0229399505572851,-0.0249885063062107,-0.009348885345906,0.0630811142088449,0.279847945606242,0.102814621840556,0.13056387818946,0.0424696437993532,0.0584424271440605,-0.0004960055315725,0.0573733398556754
stable,0.145686316955886,0.0854156607927663,0.326537084364358,0.107298966245926,0.164991106731753,0.0229468689999514,0.0936590420557239,0.22046709271594,0.117740153126688,0.221141135781783,0.189290082395626,0.18129375751541,0.194314810393706,0.351576684987344,0.146989427134142,0.0101051271347634,0.209829311188855,0.25566810083948,-0.115954488115953,0.253474138615837,0.248404910690282,0.332987863627451,0.280258839538719,0.0846426363527271,0.143615800616564,0.0402247315239666,0.127954471926258,0.141127696755736,0.085717955935797,0.078993320526018,0.192701722860142,0.260585685426279,0.0509293116441278,0.0814671040269675,0.106775882565525,0.0387113887641249,0.27878745660485,0.111471569590243,0.26922119699875,0.277241831599226,0.0756620781035363,0.264610588693935,0.150339592882462,0.250512147962653,0.167955400162474
