group,CD275,CD112,CD47,CD52,CD19,CD33,CD34,CD90,CD45RA,CD123,CD16,CD279,TIGIT,IgM,CD32,CD103,CD69,CD62L,CD161,CD107a,HLA-DR,CD66b,CD35,CD96,CD178,CD21,CD11a,CD66,CD122,CD309,IgD,CD28,CD38,CD127,CD15,CD22,CD304,CD73,TCR-Va7-2,TCR-Va24-Jz18,CD305,CD133,CD336,CD307d,Ig-light-chain-2,Mac-2
progressive,-0.0293263069187078,0.223700037831895,-0.139059444825559,0.006925901145917,0.0336531816821637,-0.342155317639889,-0.194523834740072,-0.0778929252364767,-0.15257541048287,-0.0270790595466732,-0.000606063973092,0.163137970382912,-0.033060536157524,0.170571962362356,0.0706433601159115,-0.135705290987261,0.0320201273257551,-0.244459443557189,-0.297793176054695,0.0591410778260623,0.0322349506724775,-0.161526872925922,-0.0197761554460036,-0.0100712214611658,-0.197936222526605,-0.238687324311446,-0.0911838157263454,-0.151853632661599,0.0123457385388793,-0.198394411932216,0.0241045628927301,-0.113260714829627,-0.0511902348368047,0.0415556340214186,0.0914557997625006,-0.374624069812242,0.182644787682182,-0.0593049450095359,0.27031475998439,-0.0072749799258786,0.22578570849533,-0.258839988757137,-0.2116504649822,0.0438782658206692,-0.064408876870964,0.0993219886600557
progressive,0.504389006604397,-0.198676162500864,0.469666298171655,0.077934743910308,-0.031781353834986,0.226780906698829,0.140831238723303,0.0341444116914492,0.0175986624367375,-0.119698410530368,0.454009000729864,0.502229360542863,0.325838274274393,0.318036056554673,-0.0302205885724308,0.163002258645417,0.1860394994689,0.343749776023145,0.40116369362338,0.556225567484242,0.187419085128064,0.434496419869708,0.415414705793184,0.425325908456518,0.0773307751331487,0.0157274308505105,0.446983579395097,0.45365401109979,0.310006207856369,0.362590181549504,0.0230381120503932,0.384749002776184,0.528835940783792,0.146138873934379,0.410703480859247,-0.0967458593794359,0.161819470179199,0.172138771915168,0.0254142612217277,0.0404610529894249,-0.0618181197794323,0.189054234832743,0.436314265344961,0.228411829183003,0.0808716242058278,0.469571994036084
progressive,0.13094884820313,0.0503721841092008,0.165024000128565,0.0710654124351193,0.221164892973115,0.119684459633931,0.152770231871744,0.206381877199192,0.126263711391678,0.0222674353181935,0.371405260936061,0.247733055398984,0.14420112900403,0.225511217371484,0.0770619578971069,0.122473242286362,0.162235538981415,0.342777111536048,0.179523022350693,0.297037911082703,0.347524461055582,0.230157966063603,0.428604936015063,0.27476510665851,0.219648402063715,0.33935960254376,0.313917629410087,0.253759676434641,0.263819007681993,0.131728563203289,0.360378612771264,0.208878161139239,0.219138533555587,0.089810880804221,0.355712689173947,0.421726837877431,0.0363359907816923,0.416966255659388,0.0714402802907899,0.246621372008326,0.272822148940877,0.0958970701990381,0.187858641700515,0.350054535826678,0.440199063007994,0.262077190229819
progressive,-0.242274161583374,-0.447594625975122,-0.0796537255032118,-0.4146199062492,-0.0369032083888142,-0.446405520467004,-0.481265595181143,-0.495769390247319,-0.240079346969752,-0.476381917604877,-0.191398556628658,-0.32507142503295,-0.46023585648252,-0.112012549048116,-0.0695994751376936,-0.412238562434598,-0.413793998955313,-0.444861691485862,-0.492953137030597,-0.200779010459151,-0.30076684930774,-0.164496009194108,-0.350904522588565,-0.389715239307386,-0.488797710319629,-0.453011467216798,-0.273219876655179,-0.121625204610175,-0.436514105192,-0.593242545734408,-0.445691654170887,-0.622263138514207,-0.360450977609506,-0.56731213041907,-0.099589232701561,-0.372689236593308,-0.426450538111664,-0.316786172326089,0.0014622989669034,-0.410510935784126,-0.520524421136596,-0.407259809274281,-0.139188411052078,-0.405563363835766,-0.433074323606845,-0.231584336034284
progressive,0.142502359642509,-0.255225364077478,0.218907563800534,0.0973040009053841,0.243464360970452,-0.191500544501727,0.0234340216604275,0.0811358245125251,0.0924085546833695,0.0095317724302489,0.0826879872023686,-0.0442177293983017,-0.151817681956468,0.0790883469062108,0.0867899769068051,0.0994865978459543,0.297304492683952,-0.0726542481364501,0.297556751582943,-0.0566070665057747,-0.0338463406861989,-0.26713357311872,-0.213361802400749,-0.0156338983715146,-0.103038582795267,-0.0917208988460197,-0.0791418152330505,-0.068092390078384,0.276698463304065,0.165483740654641,-0.14587609378349,0.0056466698509355,-0.087679744225307,-0.242895714232952,-0.249952106178916,0.195654167566334,-0.220090405214187,-0.0298456904564346,0.44848977815214,0.209128054769496,-0.0987670193966158,-0.0030378914106726,0.0868871644079436,0.21533836207802,-0.151327714212577,0.136837097801802
stable,0.136703327314398,0.0589175493489553,0.18328866755071,-0.0118057865052738,0.235817765971295,0.0405683327124929,0.0455783214798689,0.247251254222547,-0.0276993327242413,0.153924552194032,0.171937632757072,0.246710667958335,0.154731072873366,0.0027278241571855,0.0952912682734042,-0.005129287902552,0.112082700549949,0.19989393175475,-0.0119005415442311,0.237375049683584,0.12632841264224,0.185768342422207,0.155530110010191,0.265205136613836,0.16649487844037,0.20472718743586,0.204181953723809,0.117250427941605,0.223188872720784,-0.0687326299881299,0.155771774670631,0.217864650793342,0.203123468257652,0.192881775863841,0.120163124112157,0.101599927589485,0.232272433909317,0.204136782237129,0.186045559935352,0.287086621563635,0.0398855470859503,0.171912406545868,0.243461644246771,0.223943357067399,0.0574361341550318,0.237474882017427
stable,0.0330730555562353,-0.205778405437464,0.29499476254881,0.181429985373069,0.461589061572407,-0.0145368108112394,0.149283050042841,0.0915868933938981,0.439673817728186,0.0021182331083101,0.0776527184469799,0.154607718561432,0.0804949441828289,0.429085506271385,0.414611094172418,0.0691220138527681,0.103823960887482,0.131056306248788,0.0614533341602036,0.180113461508264,0.361139714778709,0.0670031574143366,0.364160854204996,0.162781900151455,0.0593145184200343,0.333101707182086,0.204530932937874,0.0725620532081861,0.0637420625432358,0.198651943962758,0.499218870704393,0.129621380142181,0.0703765492687042,-0.0191107403733678,0.0963039646153921,0.319319225046115,0.11128084496271,0.0116105421805003,-0.0686076931500723,0.0801474485738915,0.153535340171882,0.0233518906897118,0.151780328865802,0.147571730084577,0.19262974516396,0.0030361280883004
stable,-0.310818931577957,-0.207630771351842,-0.253751004798404,-0.135277368684189,-0.180119124895747,-0.093346525410772,-0.254646390754427,-0.183659445505974,-0.0372895599273595,-0.143289377900997,-0.324346436127037,-0.213840835835322,-0.140837511618883,0.200615102221227,-0.128663695529392,-0.255013462978717,-0.110782564680187,-0.0006161625883525,-0.118675573275037,-0.234337411914732,-0.0963541174288135,-0.279335528199795,-0.140568165469111,-0.182250124053311,-0.106845234864012,-0.0478195458914973,-0.17860668368215,-0.281390409504423,-0.223791210457978,-0.209476742721857,-0.100715982439796,-0.0976967658328558,-0.294583483725822,-0.161772792023614,-0.229477839543871,-0.148935630188969,-0.10716177624567,-0.519034035211518,-0.116584322133671,-0.19455599538921,-0.311564104057371,-0.113372022568723,-0.0835949265780861,-0.202581204452203,-0.102241299121174,-0.187451905631587
stable,0.0237518581241231,0.221999680469941,-0.0329602373075712,-0.0192148293110137,-0.0101641593921024,-0.0223225011418487,0.11855126202095,0.1102859188334,-0.221253753113847,0.166423997875099,0.161939947268356,0.070964052950015,0.111236813784023,0.0935696097593252,0.153405545056412,0.115803260084301,0.113901582422368,0.109458774385415,0.136951970082505,0.120821016288369,0.0956940210576266,0.160018887134658,-0.0458994253829406,0.0809642315777342,0.107184297358653,-0.114839937789692,-0.107381560671841,0.16414121946901,0.224255918667305,0.0260893482299306,0.230583571759927,0.0953072212791925,-0.186068313275378,0.220582423927555,0.184837556442259,0.0670324616748206,0.0388456185877234,0.254723389648919,0.0780165922756181,0.121505410329802,0.128177448296971,0.0802492242812966,0.0909046206634538,0.078729040562897,0.188512788961216,0.0835067137700681
stable,-0.400909399282777,-0.185491983152964,-0.100175701186992,0.0185340187889033,0.0994382940689849,0.047003360010394,-0.0551553614009458,0.0621772699846379,0.001801367326881,0.0984913202275902,-0.352309303445906,0.3321916542591,0.0333557284576632,-0.261116494770198,0.0651411880571319,-0.0066611833903137,0.100610512898197,0.309909027293469,0.247324621840172,-0.05791231708611,0.212033942093896,-0.49188188643826,-0.164767050992037,-0.129275117695216,0.132069090877407,0.242969427910119,-0.0616737029807867,-0.128237889724965,0.219127762426847,0.124926977767898,0.0330221731770112,0.012366389837247,-0.171607426544056,0.16487215414563,-0.281124720384221,0.0929757786543428,0.17717513374867,0.0839656085443586,-0.024957710575881,-0.0188501297999273,-0.0755333070134366,0.11912170951454,-0.0719711777929732,0.0348159718846303,0.022555585544733,0.207827178927368
