group,CD47,CD30,CD294,IgM,CD185,CD223,HLA-DR,CD1d,CD35,CD272,CD96,CD21,CD11a,IgA,CD79b,CD268,CD106,CD357,CD49b,CD81,CD98,IgD,CD38,CD127,CD22,CD193,CD49d,CD73,TCR-Vd2,TCR-Va24-Jz18,CD305,CLEC12A,Ig-light-chain-2,Mac-2,Ig-light-chain-1,CD88
progressive,-0.199164027089051,-0.0878223917075111,0.0053121526360008,-0.0834662234034859,0.0277663014633306,-0.269785439920422,-0.141122495314954,0.122269333146721,0.0248723185801661,-0.369699246894784,-0.0449040174922655,-0.103555321504185,-0.119664593297872,-0.117607181405655,-0.222646592673287,-0.334189721054441,0.173986223014124,-0.179892932497937,0.0101442849218928,0.209921165466566,-0.157555290512441,0.132533101898007,0.0446536356191819,-0.100053180374646,-0.209626052487219,-0.252259804586897,0.0395443581265617,0.048980916624368,0.23575120144512,0.0558506271392973,0.370506371515264,-0.14515077268319,-0.239492161886401,-0.0836036005464231,-0.0862020739533582,-0.0713724132404267
progressive,-0.124285951890261,0.263489829418453,-0.0279741721099379,-0.0891834004491098,-0.0071420642286886,0.236638191676372,0.153802847328707,0.108077172302085,-0.268838741070684,-0.107284255649439,0.0353346111761076,0.0509519050380892,0.0115016722433942,0.353676213675061,-0.0393198938106805,-0.115453661426907,0.209421237184387,0.311395131226507,0.185898925765149,-0.0556681494852039,-0.0089237412812249,-0.153819062301174,-0.238715644577038,-0.0260250971874359,0.187396968627776,0.0862318234804113,0.0170299108886118,-0.0591886410155779,0.0955355140953133,0.276037117867257,0.0323010082938405,-0.0628082259543023,0.179964988179515,0.123413070821813,0.101963248572841,0.108804284273383
progressive,-0.0907771139349551,-0.272804511418627,-0.25703555512332,-0.294492930656877,-0.237451085401227,-0.184574521205459,-0.121780775473027,-0.323138768133566,-0.425064917349039,-0.180879069653534,-0.318129290112637,-0.0678032724378227,-0.271178016552973,-0.308778640775608,-0.387523182380404,-0.0540331202954093,-0.30914560096734,-0.165308021747772,-0.220734410421834,-0.269628677527446,-0.062866265820569,-0.550491362856408,-0.378874390920091,-0.261822979875032,-0.420875766365363,-0.237769861655207,-0.110758805454703,-0.54730172791276,-0.0771307398800914,-0.139747942135805,-0.32373481449501,-0.200197062297169,-0.509215986462764,-0.33048637996174,-0.298639610210334,-0.311128386303092
progressive,-0.594483406383583,-0.658443293640693,-0.513143459270963,-0.692451334523092,-0.766124057302508,-0.5573430259029,-0.567689213387479,-0.547139484612423,-0.637261024001406,-0.573530511031376,-0.572839732735449,-0.697230259171894,-0.564391700334175,-0.555178537307778,-0.661187749210081,-0.603911523746321,-0.593296116187305,-0.577069141763765,-0.529049284185667,-0.593542482598833,-0.528808794415688,-0.618789698349493,-0.722009331494309,-0.519709434381932,-0.570125139544278,-0.638492948800202,-0.549740274110312,-0.674214121268215,-0.599137189342592,-0.502003752578343,-0.734087022191158,-0.5156883460596,-0.49512970432079,-0.562998963774488,-0.57837408572419,-0.584059625447768
progressive,0.172111291168971,0.0847378241150764,0.037493566854603,-0.41784248018657,0.0415521791317095,-0.144276280003498,0.309984285249007,0.0916478919056156,-0.13975472301211,-0.0065985667842877,0.126062067854818,-0.0251623704798815,0.141097925083544,0.0915672780213799,0.0752153479561681,0.179478373193057,0.0047662604614971,0.222035866564298,-0.0615224815218086,-0.0179445682999871,-0.127101413970075,-0.412043858748443,0.168137476056252,0.133823972079774,0.19161079785773,0.108941410112481,0.206250094108699,0.0663237565698546,0.153110015828446,0.0101262005467335,0.143560572426436,0.396339701402009,-0.0868327622073614,0.175854904805529,0.0221491708738468,0.172030396113608
stable,-0.168043736215849,-0.138667078584792,-0.262390032151033,0.0140997513974189,-0.142957941332475,-0.103315580848945,-0.32331295769302,-0.117040985498915,-0.169701355338902,-0.282623314094462,-0.252084372980055,-0.3384601269646,-0.18117388394767,-0.21666992985911,-0.187955723468174,-0.185508992545541,-0.129025810769046,-0.176430142912099,-0.193256079515093,-0.266765811230338,-0.133343539094287,-0.303876637368143,-0.209960324378935,-0.141298047464473,-0.184064389078614,-0.181870924904159,-0.196642828831335,-0.260938112722597,-0.0967590843198894,-0.265701350080803,-0.189186185277858,-0.116035962238319,-0.243778397602131,-0.315449790662765,-0.138687031781895,-0.172846146211907
stable,-0.0896245668213882,-0.102148512585635,-0.191911234557452,-0.0504142183922112,0.0607633945041649,-0.206451020653594,-0.227253884079657,-0.110856537454784,-0.128000722219826,-0.106064985327951,-0.0030607716261816,-0.165225386171488,-0.155221859769673,-0.0965229915306406,-0.020768372351541,-0.235675478283337,-0.186767067907674,0.0793274039839915,0.0426012795552811,-0.07814876761117,8.89834523719503e-05,-0.0092587203582887,0.0377053798371767,-0.030919931571476,-0.212596443752145,-0.0200179924982282,-0.196130204421905,-0.151285566651516,-0.208623949692972,-0.141469002003694,-0.0166604702000856,0.0220490726532989,-0.0242772605915792,-0.0534811647623774,0.0034491402943124,-0.0638762049440074
stable,-0.0931379859709128,-0.0786512418192732,-0.123511837638109,-0.257343439860773,-0.139972211442598,-0.0306671957745024,-0.0723160035788458,-0.0536974151050902,-0.0241922435296431,-0.280671167240191,-0.07364759572896,-0.008097906227481,-0.102879546440203,0.0399646024269191,-0.0389963874096561,-0.152135178402695,-0.153706560128396,-0.0964263826889254,-0.130698094395624,-0.228169203338772,0.0774904757075485,-0.210914151056205,-0.280717957398027,-0.0154732888606534,-0.175169920288037,-0.160537917742671,-0.0851383393268396,-0.249251904807862,0.0040348135631184,-0.138847067261213,-0.265829509220712,-0.222863692203161,-0.0558180299609938,-0.198026171580523,-0.110979672201783,-0.161017559045
stable,-0.0198517566413259,-0.0905559088005424,-0.0834149534499543,-0.166636667965026,-0.0527426153211878,-0.164781941230351,-0.12597403391363,-0.153983964080822,0.12018002162753,-0.274147814638593,0.0069728864092448,0.0937287676140095,0.0286803929665197,0.0333618524606072,-0.121351925412651,0.0783359610726088,-0.115469538733179,-0.143773001414714,-0.0120748470969838,0.020171105808024,-0.0365106926056823,-0.41126297540898,-0.0130352529598287,-0.0804104778133759,-0.1198091691524,-0.0197600072668535,0.179145134244272,-0.321587400815132,0.0377026016399929,-0.11778803529482,-0.156845818143605,-0.0823076517408054,-0.202030937274531,-0.149330000037092,0.0206795253731357,-0.225695923025002
stable,0.118224468688222,-0.0307921140610412,0.0383333573933028,0.0186063996081328,-0.113739015291339,-0.0810601581050886,-0.0783661271165699,0.239215367903882,0.0819626492162986,-0.137000985481509,-0.0018616390616292,-0.0576678799455959,0.160476512195334,0.0371231320282097,0.124681588592882,0.0115563901391919,-0.282582179501898,0.171709732770387,0.143777315619185,-0.0319571876930915,0.11934003706858,-0.128893785258866,0.0098924627540659,0.0834343946879866,0.180674420980628,0.0401257755908113,-0.0003448632049698,0.180655565074176,0.0382432657909141,0.0534812015990246,0.0611366831807297,0.215626355666428,0.0719905110517199,0.0710962279539904,0.0264954174045417,0.0250253472988618
