group,CD80,CD47,CD19,CD269,HLA,CD45RA,CD335,CD32,CD223,CD27,CD95,HLA-DR,CD1c,CD35,IgA,CD79b,TCR-A-B,CD309,IgG-Fc,IgD,CD38,CD22,CD49d,CD73,CD305,CD158f,CD336,CD150,Ig-light-chain-2,Ig-light-chain-1,CD82,CD224,DR3
progressive,-0.401210274826631,-0.424981114436335,-0.130671363108221,-0.469808270296245,-0.0830118602543382,-0.390314645679141,-0.441795819231144,0.100185128891656,-0.419865273271072,-0.0979462412114729,-0.145138399516967,-0.11070359820149,-0.249077812964369,-0.134401794896494,-0.407125053058934,-0.233953457809047,-0.49357985659862,-0.645369964506773,-0.559605146600193,0.0677783353813002,-0.0593019182032522,-0.474801437473863,-0.116821281079066,-0.326565318920311,0.093872862499417,-0.405963639337657,-0.472617543164137,-0.599018908661327,-0.370426639281366,-0.223093395618726,-0.243583254200478,-0.400817546350858,-0.406832768314418
progressive,-0.0180660708982804,-0.0732069875760747,-0.507280280267639,-0.0545784563885375,-0.37486929347138,-0.0288828120777607,0.120428872335316,-0.198496621339437,-0.0303972359837019,-0.0091337537858305,-0.116307132733463,-0.0817390678440799,0.119129762911075,0.222873005050869,-0.132106457738408,0.127561050850929,-0.0353203574591892,0.059173486395799,-0.160159443388169,0.106628302329993,0.432203013917891,-0.313753487685519,-0.238677762492104,0.0844804730359331,-0.0387924312252245,0.0985918358962187,0.122395707240292,-0.139592438043278,-0.0252573559560057,0.153495649130578,-0.120703714920428,-0.0460738201018383,-0.0723904327205773
progressive,-0.0987604492774989,-0.0983763969876062,-0.12106740826975,-0.25312240372955,-0.223774161215285,-0.108881236087866,-0.248703293134865,-0.0167099773380202,-0.141414426910738,-0.0908256333418279,-0.0893488088716156,-0.257497896001896,-0.0833097451280874,-0.527608517430569,-0.341400576988563,-0.314707422778563,-0.296788569485474,-0.001625885033898,-0.186908109036483,-0.426290445376786,-0.279291377214901,-0.332650963056364,-0.177246471714217,-0.337454741351988,-0.433412230131599,-0.331628090339781,-0.264170187761913,-0.28609537930102,-0.448481899587693,-0.402464570341352,-0.154557695867709,-0.199478482587795,-0.182181914773448
progressive,-0.142553243843208,0.129120561949881,0.101949219614202,0.11623190466326,-0.0696757736424479,0.0719141788183366,-0.21690646238102,-0.0548260016414851,-0.102904444444663,-0.219702406237158,-0.42174778129717,0.0151150128202724,-0.190818662439794,-0.190685155935073,-0.221151773883201,0.0530440693879793,-0.128232393522233,0.0877298923533107,-0.222680662998569,-0.313581816506883,-0.0058690942590795,-0.0588224350323462,-0.064279699118795,-0.115224928838442,-0.0340334418390199,-0.0095279852580505,-0.0435787059839706,-0.126994892411046,-0.0617270453662523,-0.202463779724352,-0.0862365285673931,-0.104577341279874,-0.128669655011379
progressive,0.25706171546681,0.275378065870353,0.314388017678188,0.165349641274678,0.221820825797903,-0.0392069949558046,-0.104830375382993,-0.157600966892559,0.183175945241426,0.0757399443240673,-0.121520167786831,0.0803987510151133,-0.0332384167512926,-0.0704258494299645,0.0123917394208574,0.0042885944010095,-0.0474996222045561,0.084978137092924,0.0951150570957674,-0.0533008804208906,-0.167347568450618,-0.0060650545629058,-0.0640549072760349,-0.338361698100541,-0.232041664831019,-0.0184119910272325,0.241586011697721,-0.007048216307057,-0.0800438198910229,0.13486871373679,0.0143822511314531,-0.0297476809109724,-0.0806419323879151
stable,0.200578213317256,0.241556829965913,0.210913944350588,0.23859023620515,0.420162261788019,0.43819374322961,0.105091682198424,0.401247863069669,0.33086190145692,0.317744666804193,0.329008387474999,0.1884010434753,0.424775918188972,0.326259469283876,0.303560483100049,0.349198397201071,0.295808362788035,0.255558389762139,0.112437031863663,-0.0526704583201367,0.235709420399715,0.204263496376449,0.419478494869576,0.353922660077142,0.0612470489243363,0.360265860490339,0.2611171587005,0.268295160117042,-0.0495375567502563,0.434543897488368,0.400595678618369,0.283298280797404,0.177443719535973
stable,-0.0782529461029756,0.15347961998347,0.0275278658920365,-0.229687198288219,-0.119025887219242,0.0878759007299376,-0.109606532859885,-0.233029245219106,-0.205796241006061,0.0166321519362275,-0.146994743489856,-0.080375913180813,0.106903136564941,-0.0909065950981262,-0.0874660463209075,-0.0270906861631838,-0.0117731556819424,-0.0806535616891026,-0.0756681263241441,-0.0731086500263489,-0.253711446859165,0.0624270820267537,0.037609307973158,-0.0707273282944396,-0.0238209631597011,-0.157304153311316,-0.250673966758295,-0.12486068717808,0.178449786116092,-0.0411396743163297,-0.1790875646501,-0.183095138624517,-0.145119085271804
stable,0.0049271032515956,-0.0928863883913605,-0.228141478733305,-0.275041305753105,-0.370935033479245,-0.399033242903579,-0.0734159681817593,-0.374861797878557,-0.185614989815893,-0.430869712329808,-0.269139270970912,-0.159086520893752,-0.404538437203591,-0.189556062552316,-0.296977215106978,-0.437659073460047,-0.191842337557942,-0.0830203445949048,-0.166071882554358,0.161702151999119,-0.15625615833827,-0.105052421185162,-0.289551813859592,0.335895232112435,0.0044159795770555,-0.334780032660201,-0.154951972752109,-0.110756389015933,-0.311917534524618,-0.0695479856399568,-0.396089147562656,-0.260742679900628,-0.117868980929565
stable,0.126319574885044,-0.0427949708805931,0.0770075747196718,0.0687108486140378,0.228159867557912,0.260599363526862,-0.113734558638954,-0.0150731524654816,0.0055104744188811,0.162640403119779,0.245980713209902,0.0473625828479807,0.24455607314537,0.156010946546482,0.21562225896088,0.153887484773058,0.190986497849712,0.0792386166362493,0.198680310765988,-0.204469907482923,0.0204141922194972,0.141335406818196,0.162737223481175,-0.257717543679527,-0.0285480901897142,0.0105536659364121,0.15282970336608,0.140216638295078,0.140218070201889,-0.0292162994394036,0.270950689128859,0.120827083515582,0.0928836805419461
stable,-0.264637023346581,-0.070178447937742,0.061420602462465,0.0166097444647238,-0.0231447570873024,0.0888268834566079,-0.185840168394463,0.119189405645264,-0.0014866488430836,-0.0737142561915364,0.002047984276742,-0.118572404316162,0.214037933366783,0.27431513408483,-0.0716478854050606,0.143194842431061,-0.131778575294745,0.155935461129667,0.0386766132719797,0.0553865253212648,0.189321269948504,0.083894195206057,0.21595826556931,0.0358343792080596,0.445095620161187,0.0237663410220533,-0.041745219130087,0.0136087517115579,-0.0502276138168656,0.377866525055508,0.159163772138267,-0.0742796986314414,-0.17236589921712
