group,CD275,CD137L,CD52,CD19,HLA,CD10,CD45RA,CD16,CD45RO,CD20,CD294,IgM,TCR,CD185,CD223,CD27,CD1d,CD314,CD66b,CD35,CD366,CD58,CD39,CD178,CX3CR1,CD11a,IgA,CD54,FCERIA,CD137,CD163,CD357,CD124,CD29,CD49b,IgD,TSLPR,CD22,B7-H4,CD204,CD49d,CD73,CD158e1,CD158f,CD337,CD307d,CD94,Ig-light-chain-2,CD82,CD88,CD224
progressive,0.099678245324757,0.089872334236928,-0.0385871635272523,-0.0303939771498821,0.217393948472284,0.0480738588074039,0.177757000526686,0.197955645211185,0.0491373841607244,0.210464868059891,-0.283972502341647,-0.0093009841970938,0.113594402389452,-0.129423091118335,-0.154207612887539,-0.161525380243482,0.0229017232589689,0.361627700524626,-0.221956926561738,0.11652719285876,0.0381436811074755,-0.0146920268098284,0.131698944600968,0.0905590560579241,-0.0741133809179231,-0.031124881590103,-0.0955227460548828,-0.187632014868231,0.0062368562420015,0.470570930354095,-0.0520427827748016,0.22892691113133,-0.112777718108462,-0.166813472359177,-0.313099921837368,0.126905904288903,0.146506006597149,-0.0438423303177917,0.0026580029584523,0.0374757596858646,-0.0096103818554592,-0.400541251635085,0.243972016643788,0.0704477443100389,0.0313076286621923,0.236851538685965,0.0877514250864938,-0.0350771348217457,-0.0078281045811698,-0.0293529478470193,0.119965395076894
progressive,-0.0440205236157637,-0.439720862463796,-0.108524034742681,-0.0190331886858043,-0.207216482946795,-0.40229088942282,-0.262250810329113,-0.307217276428129,-0.449312654865085,-0.256705563102823,-0.449554084374723,0.0836159724609326,-0.436046996508492,-0.171808467598598,-0.471248167435953,-0.178121831292033,-0.501229491818196,-0.427448235949725,-0.298216610809008,-0.178769717541229,-0.43389909771963,-0.452316338251064,0.0552025213606018,-0.42489912566574,-0.440752006258963,-0.400458113125614,-0.473669431971517,-0.173951665816031,-0.481710461733405,-0.500936132896157,-0.41498856656769,-0.433759901056547,-0.430357536570757,-0.276458708495094,-0.181636896668123,0.0611290144444697,-0.0159961955817552,0.106107076901053,-0.437656006234391,-0.451156119044279,-0.0793088777808813,-0.226083346415667,-0.497172464834789,-0.449735809421518,-0.431709128524221,-0.465389101960368,-0.414107462023121,-0.366193699404233,-0.386899194733903,-0.537198961583803,-0.462385504817404
progressive,-0.133292827708007,-0.198316864405672,0.119230852838077,0.114932155618448,-0.0751912575896166,-0.0532043255907824,0.201071981958373,-0.0782673959717058,-0.224484175139658,-0.105668148386373,-0.0930216245930119,-0.264034116189348,-0.0929557371193251,-0.175350138335668,-0.181403607342622,0.0455958451708127,-0.143581073361416,-0.073179616651657,-0.0272956249743573,-0.206297660628938,-0.0715645890082438,-0.0906075345423905,0.0750275346013871,-0.106298349701273,-0.101313630562159,-0.106338466657179,-0.0967519501467233,-0.177398236713723,-0.108067088674897,-0.036718565251835,-0.152322899512588,-0.0156033042679065,-0.172791622640743,0.0496517862538466,-0.0889649517128049,-0.554864341931145,-0.124810204494865,-0.540059927191805,-0.143739731949651,-0.158990092805631,-0.0191016216809399,-0.509888134130074,-0.0458814293881419,-0.138695126831841,-0.0886198491396112,-0.223413751775911,-0.148343515182476,-0.406264096184349,-0.0157764345632788,-0.14103056567455,-0.100541505699078
progressive,-0.414915291828368,-0.344914977295635,-0.0142669634230799,0.0124835779119431,-0.159947530688638,-0.121698935142461,0.186911089764122,-0.467060628754208,-0.191036826719211,-0.0815388174063153,-0.231990007035675,-0.471655226409361,-0.312750328535381,-0.409253832827063,-0.347834957638113,0.291156808265686,-0.158304371678097,-0.209945020852834,-0.449053310527896,-0.328109975212418,-0.166779807281973,-0.408473895226842,0.0065152913183918,-0.0914092369040079,-0.185593135529642,-0.265666923334182,-0.356689346193796,0.410167109333966,-0.233486836377807,-0.296636610086535,-0.127577970296447,-0.276315060249342,-0.0290144577441713,-0.0681420301974883,-0.491709827502695,-0.104123266549194,-0.190954472767182,-0.0615814610657583,-0.330501331252803,-0.273426527895706,-0.233523846884404,-0.351496446408975,-0.0893716581553988,-0.284744387022199,-0.203616678004233,-0.0846068247503493,-0.361792320734998,-0.0836160685457744,-0.334413408490349,-0.324185412061517,-0.399474493182179
progressive,-0.112408693631048,-0.0117811252839492,0.216440448483161,0.511483434618698,-0.0309517431345911,0.0704071611904071,0.172266428261906,-0.244094938221392,-0.0659496396239665,0.19871659960252,-0.0857624109870685,0.191892101814347,0.163095538708476,0.086231941638924,0.200327670836248,-0.105377313842181,0.0779281476083678,0.203465943480774,-0.376760700776835,-0.0998248021515073,0.143583479101591,-0.0213957355295596,-0.145914964570596,-0.0938918422904461,-0.0065840276748862,0.121394568593988,-0.0599847917098141,0.146890546018861,0.030788511112989,-0.0845477286842114,0.153370532358792,0.154541381752962,0.188253966800663,0.0377999669324033,-0.0977511600481159,-0.141836448109486,-0.388885117209662,0.190038376304384,0.0359997452507751,0.183201157579865,0.0936789045328399,0.430883338515488,-0.056078936586925,0.0802236751900844,-0.0029723133971044,0.133772473007975,-0.0818662296783606,-0.0656994417710175,-0.118241866172328,-0.0456116282876105,-0.116026932556819
stable,0.0301970435344716,-0.166487776002746,-0.454820932023036,-0.300005763104167,-0.365127986922976,-0.114108885707626,-0.0826100303758482,0.0162297018504778,-0.120266988142182,-0.41446915726542,-0.1387774512978,-0.0113500563431542,-0.138403502176603,-0.209103062271963,-0.0296662215524784,-0.252561130226837,-0.254047332576688,-0.100915012489975,-0.0941955747482416,-0.0812040537880878,-0.153177241022792,-0.220993120497297,-0.429073259083895,-0.274135629665659,-0.202485814239492,-0.324523845225184,-0.164816499664171,-0.150558007359929,-0.317961008453368,-0.17897894148429,-0.148771005517375,-0.124267152195648,-0.101879472909031,-0.234329321051044,-0.23740115656798,-0.175808622747632,-0.113399792951652,-0.404258540174693,-0.12790731866262,-0.223667656485913,-0.13735599835045,-0.37165683262775,-0.18704447269161,-0.145371413754032,-0.177441950343261,-0.14322821491585,-0.167034199106975,-0.157346408094797,-0.136766137232721,-0.131245070176491,-0.212135314599484
stable,-0.213070321925137,-0.0909579525536501,-0.185942609257931,-0.270111930813346,-0.295741908978317,-0.249558593764347,-0.286661912456973,-0.166131970339818,-0.109704706516069,-0.303776907848879,-0.205746937175117,-0.375998388766325,-0.268932675184678,-0.193932509312738,-0.0594346158636229,-0.174424669580665,-0.243257625839793,-0.178293122188563,-0.136577084536889,-0.270075373323653,-0.0873438498048455,-0.266401414263279,-0.243341155009253,-0.0882537041714988,-0.181864349959952,-0.265272493676267,-0.115556226851549,-0.308802364947656,-0.239027781817563,-0.303601202120946,0.03060818275486,0.0640830742240592,-0.12279180070471,-0.326008175493835,-0.233712427520152,0.0665005777108993,-0.482749956630616,-0.527055137367182,-0.303623165216358,-0.133918364716371,-0.105253466579492,-0.0580611292190476,-0.0616312590243573,-0.146296959427471,-0.173870740258763,-0.214332528629748,-0.233713690556932,-0.171800463946613,-0.168720152666656,-0.10544891619307,-0.246038876017014
stable,0.0093679374465464,0.0446680736310017,-0.0686560353148025,-0.0323128022041608,-0.2439456359716,0.13217730770961,-0.0895508665149936,0.0821429275279758,-0.0337633452270401,-0.0530323843628548,0.0493643361650863,-0.0100286333973666,-0.0170789030524152,0.0567462079762214,-0.0054396784747531,-0.0268919583216773,-0.0670503131681356,0.0240014071699816,-0.0766196202226706,-0.0874665321817124,0.105481430966588,-0.121916451045064,-0.0192972337048263,0.0847476976535008,0.050469709096315,-0.181729931847396,0.063219358467152,-0.358902781299585,-0.106419873137747,-0.0073824458309406,-0.184234821863424,0.0214395127999327,-0.0205320270648158,-0.128857104690721,0.140935971224133,0.155493782451332,0.0723045478433483,0.143466973029448,-0.107192291430126,0.157412058290496,-0.0995998564656453,0.0783002062858349,-0.0542107363041902,-0.0541607739262028,0.0037201849476198,-0.0276673691973671,-0.013238910985381,0.0098894667591269,-0.0941784933796102,-0.0523950587208012,-0.0213017505755638
stable,0.182364211528716,0.162075876223583,0.37965699513096,0.210161688428889,0.629241832781295,0.123081973064561,0.555383062671952,0.0256947401974794,0.118694905780805,0.213902040382872,0.259097610758369,-0.0059040369474403,0.248314758016538,0.217618982013161,0.168107676658072,0.522261419028704,0.224095437864819,0.0855278072333985,0.130490896179144,0.352567646265593,0.0942579397611319,0.303389037105853,0.417161791345181,0.107576478352164,0.280833661307882,0.453757356876383,0.226145424592179,0.525663895862472,0.174866048608866,0.188800184462083,0.279521498864447,0.1371007629436,0.025050805582751,0.410338190183792,0.150471259844186,-0.439991676239026,-0.004248040096604,0.108987456765692,0.105522024512514,0.203391194252763,0.468094064928487,-0.194518292470999,0.178227715244857,0.191979676808269,0.153513540455158,0.225207362655858,0.244858396259984,0.0705145024815702,0.528661212446318,0.0793677388092671,0.227662191829878
stable,-0.279604979790561,-0.0631597443986663,-0.295596952348839,0.0543900983781688,0.23260601544048,-0.132349180790569,-0.0992942881938897,0.0116681061220623,-0.003596845743045,-0.0868129559504821,-0.057439573381132,-0.145215175378298,0.0174398757499885,-0.105811087349287,-0.287225595971372,-0.130852624578724,-0.0038314942577533,-0.131633916533228,-0.124488923140612,-0.0678693063639656,-0.0154312445026334,-0.223116468083439,0.296665478142963,-0.278715983452539,0.0825176062561661,-0.302892812302836,0.126310073329942,-0.145695364409139,-0.0571011545727111,-0.172436156021902,0.0868089628524698,-0.146009196443808,0.0391380632704571,-0.199973863922215,-0.0137865339715733,0.0435824397838398,0.321091520766392,-0.112096193536004,0.122698587103071,0.180816797897566,-0.326930318311382,-0.118442053382429,0.193095780167338,-0.232299144989847,0.0970868186991688,-0.141678309999314,-0.0453336696238574,-0.0935372205656981,-0.240304665542695,0.0792148493344741,-0.138515741514079
