group,CD47,CD52,CD19,CD33,HLA,CD45RA,CD123,CD279,TIGIT,CD20,Podoplanin,CD185,CD69,CD152,CD107a,CD95,HLA-DR,CD66b,CD272,CD58,CD96,CD11a,CD66,CD122,IgD,TSLPR,CD15,CD71,CD337,Mac-2,CD85j,Podocalyxin
progressive,-0.0635038131370055,-0.104040734796359,0.0032592045322816,-0.17139402989497,-0.21534520969087,0.159066317233295,-0.0960150800389662,0.0968371231534424,0.113612188920083,-0.0202574332271056,0.0100677815099032,0.119938183731412,-0.035865681833015,0.204616591845312,-0.0809098658032229,0.0641309207167993,-0.0345050176212436,-0.501379413562063,-0.0561510689871066,-0.0723998846917319,-0.148569447419603,-0.0216061071232268,-0.146479641616952,0.198743668257787,0.0849118922806623,0.171535292245731,-0.146892787462001,-0.206558896632847,0.0955946525656261,-0.0592287088339782,0.0442141128275941,0.146315913260384
progressive,-0.467688448461984,-0.374981629319394,-0.342521060026218,-0.309361015053117,-0.444026236779633,-0.119501834450336,0.0374705694615129,-0.499812043798009,-0.347237639621847,-0.385432958263511,-0.518592928173779,-0.505542330133393,-0.417863848599012,-0.460397859171366,-0.50572183757729,-0.451424401543768,-0.252724111407464,-0.445848847251484,-0.49360717336829,-0.463217970751931,-0.468613033851231,-0.486764940817794,-0.477771900464883,-0.513245632119028,-0.0339343392068399,-0.27338287823773,-0.474998670244295,-0.527488652773802,-0.469048192352481,-0.476281436107121,-0.453248135857736,-0.461184427429352
progressive,0.0624438135645142,0.0670189687842521,0.218795756172265,0.082715641518758,0.0185641150546452,0.206879705722505,0.0293684612694265,0.0417546457933148,0.0701971917894663,-0.014836042653649,0.131668526477016,0.0588594147508828,-0.0693122846695943,0.0629629394460484,0.0934644525313523,0.0836018245173195,0.184676751943768,0.150998068352793,0.0468269370579644,0.0847998672203639,0.121940994604692,0.067058145468055,0.107098691194581,0.169034798846531,-0.314172143052091,0.146318427862564,0.0059679694572251,-0.019172837375988,0.186305236011554,-0.0280419942303934,0.133749351268858,0.114205315678584
progressive,0.351335727012092,0.584396770983851,0.47777061780533,0.454582255247835,0.402717207405092,0.460645395418674,0.484158201568618,0.228297793764684,0.464533007165503,0.521125103181491,0.112157776289558,0.115905626058001,0.467931122679225,0.196301259717848,0.160206517903233,0.233745124081434,0.507119633027981,0.0215606878318293,0.322089820273168,0.0521129922615859,0.192554856562681,0.212796250087206,0.260923385702514,0.29079010473981,0.293858996705502,0.0180771759719681,0.0414133442917382,0.257643998692938,0.282959237140435,0.152488027990362,0.218048490215845,0.25271262619901
progressive,0.290114392107697,-0.0715926931490639,0.230200431354322,0.133473572282228,0.12677043730657,0.112289722097219,0.0966234465532081,0.200739691920151,0.0814985936275883,0.157875397916256,-0.0072400405956038,-0.0694770306987185,0.103302620849307,0.151969427988408,0.137897446894881,0.169941100860698,-0.114464161867566,0.0115570767109459,-0.103487522400246,-0.0684663536945909,-0.156779375218569,-0.0166383899245141,-0.120488157768569,-0.132050584524104,-0.453113589767487,-0.57721917326743,-0.123487586643311,0.47678413516904,-0.0576848970401016,0.126615531459981,0.0527413425263381,-0.217751667738448
stable,0.231279160089872,0.212086931993395,0.111440548218469,0.133149213083071,0.256710145611587,0.476247201197266,0.118666421680006,0.146005237652246,0.214113631512148,0.0682798478283993,0.181671925093541,0.166856414880406,0.114511424897166,0.150031958486504,0.269169139888897,0.205500537913022,0.0812119116662684,0.255933607812612,0.0584370665162648,0.282447288748067,0.252177355085165,0.340811040809636,0.169590708085042,0.26754841188472,-0.120471388701579,0.047859807944351,0.107162983250203,0.148936189710818,0.147133611064365,0.143513237369385,0.321748796462616,0.252591937915109
stable,-0.0051768885904411,-0.0048137964360333,-0.029596205213985,-0.0209481978341301,0.119164391029158,-0.0752848798998159,-0.229838123713337,-0.176166918818531,-0.282180987910647,-0.047908351504285,-0.208322791240447,-0.163111053911521,-0.0663428089667947,-0.220279687850062,-0.0249400324863526,0.0426297039315095,0.0161488782402333,-0.0591721973800778,-0.27847032895778,-0.21128416397405,-0.131365678177062,-0.0039768032082599,-0.0971304390349795,-0.0529804156203518,-0.0075320895721135,-0.0442957101230857,-0.0072572057985386,0.0762586978643472,-0.111395548920086,-0.238086351586633,-0.160657295747159,-0.241003959879408
stable,-0.0241674320979894,0.158984988295712,0.163104710751368,-0.0687399376155518,0.341711109760003,0.325456071232702,-0.0064509879770285,0.123505659052094,0.124523244241055,0.127557003605588,0.19858306618072,0.174905196419299,0.0911701743040401,0.198385393133579,0.325207542356299,0.108444536769761,0.102169740094245,0.192847015946657,0.111932558907295,0.214469281012252,0.136812754149935,0.237391672857905,0.213639228633381,0.0539928747732032,-0.150481434737858,0.09828557407043,0.233110931242557,-0.0213354606773531,0.255039345853493,0.114381735129914,0.2510952800065,0.216461846324832
stable,-0.254168683367415,-0.263333407614444,-0.154022001104243,-0.149145561633662,-0.408498366762508,-0.392432080231277,-0.116258686454337,-0.0607602622728958,-0.268996959332159,-0.320784207924893,-0.182577050589111,-0.237464926913845,-0.101338929322612,-0.137798000066443,-0.18075133738772,-0.107341219064227,-0.145881528083285,-0.0897700691324528,-0.17769939884491,-0.221090380079907,-0.18814794785842,-0.168144887377818,-0.0367730935918695,-0.106578808150953,-0.0860736868398855,-0.205104919597414,-0.10997069725525,-0.121031950729187,-0.257542482253433,-0.216001916628705,-0.286294418183029,-0.269104947184252
stable,0.0531127836942609,0.295305460572342,0.0255939241150922,0.242662679946994,0.0976713575936526,-0.110589348189468,-0.0901873561955949,-0.125708480505222,-0.0037691480458068,0.368074386610507,0.086987144697486,0.0905632013993901,-0.069327628163972,0.026341349047248,0.14179200409842,0.158667581840587,0.0750436922342084,-0.0159557922786225,0.151560660181078,0.172061334972535,-0.0479674272502916,-0.0323979070564958,-0.0487455394955306,0.0507255817082282,0.1373810203147,-0.118566359829588,-0.0634649347223982,-0.001655103537119,-0.0294202480906572,-0.154541256888432,0.0138371309852513,-0.029896860320309
