group,CD47,CD56,CD19,CD269,HLA,CD45RA,CD14,CD146,CD5,CD32,CD62L,CD27,CD1c,CD64,CD314,CD35,CD178,CD21,IgA,CD206,CD169,TCR-A-B,CD81,IgD,TSLPR,CD127,CD71,CD73,TCR-Vr9,CD305,CD319
progressive,-0.141608867980695,-0.126806572706797,0.102475454131273,-0.180730507081017,-0.0519013824624929,0.0019550923947061,-0.309180115555724,0.184111740791994,-0.402783949549925,0.035132794068341,0.258363074409504,-0.0559692806922702,0.389674271525297,0.137506494673046,-0.213491052116948,0.223622680812503,-0.416343357725128,0.0951348731566989,0.0065799516284836,-0.37872440215107,0.0491216454861613,0.0279066585588533,-0.146261640436024,-0.0708019042458935,-0.0970120056529615,-0.0154235333964111,-0.353260827509764,0.358779392452977,-0.272229491166186,0.134597119024899,0.0357669236393164
progressive,-0.163338528036917,0.118966416734931,-0.524824910747401,-0.127481409692022,-0.409053527309663,-0.148704855087717,-0.0951101473925275,-0.218547454134289,-0.168408514939065,0.0690340496912101,-0.178273360645206,-0.147162495698568,0.151074581295247,-0.154327143161225,-0.0239244368368014,0.138708069995845,-0.0576734295938696,0.232500860984105,-0.226101145403966,-0.158751320739028,-0.237767123911035,-0.106165383917462,0.0878028514835376,0.403160404788526,-0.135733714429098,0.0462089167832387,-0.335956009003534,-0.0561154349531252,-0.268622372383834,0.0689860036174935,-0.0967887479721784
progressive,-0.0767906051614309,0.0535219550537661,-0.145076167100469,-0.0347036986328608,0.120097904240723,-0.114659606624828,-0.0703118946623182,-0.0708641300106689,-0.368181872651798,-0.3788070132979,0.059866251020367,0.0123929674848426,0.210572776251806,-0.123718828361838,-0.0044475700802124,0.156494326957475,-0.0727307007533709,-0.0219285936840036,-0.0181341156920767,-0.0349046848433446,0.0929610653189216,0.0249937873710584,0.111537056831574,0.420253911443599,-0.0362664261877291,-0.0573099741051891,0.273183596242947,0.302618996425063,-0.0951939005109446,0.223070111056024,-0.135965063448431
progressive,0.179028082908325,-0.361039539499139,0.261936126011999,-0.177041973990396,0.181967704434129,0.361105647907928,-0.441671592939191,-0.429739320571225,0.124906337220264,0.268548918219969,0.0534668419925011,0.0474848013480517,0.0300239154188487,-0.067331713404568,-0.358458829521148,0.33030175861397,-0.199078770757286,0.475706323223504,-0.0604335540512509,-0.088461315673803,-0.500142754310211,-0.406216386020086,0.355285623078617,0.209348366606844,-0.19621744805016,0.225916795075077,-0.42182233898558,0.217049055657542,-0.0122100480973057,0.268522754703982,0.0358468668665939
progressive,0.0277852868749907,0.0441859683465305,-0.0783777659134952,-0.157219492800042,0.185490942898791,-0.0274337896716253,-0.0552857233598282,-0.0286256885139477,0.0944644710484091,-0.199846781629037,-0.106975580078209,0.0176007366870021,0.0501431785354551,0.122844236730799,-0.0985728739806038,0.303862309845797,0.212248460388966,0.0571661227953068,-0.105823261425906,0.0037746093211722,-0.035244951052955,-0.223292616531699,0.074276883975896,0.280643161963468,0.419358995084899,0.382155923726511,0.0080460196388218,-0.114740098865848,-0.0635953632412081,-0.369629763520145,0.434299654300239
stable,0.1211785281162,-0.0160569092024561,0.111526348580777,0.217925540079955,0.0180547815773535,0.0460531318993227,-0.073140230000431,0.04298007456425,0.0297102039706801,0.074899100995136,0.202695095775585,0.0323000484998885,0.0403888106837134,0.0973342245721733,0.234260342386049,0.338160689082289,0.211266179290627,0.224733148118692,0.357250435252284,0.164966988145043,0.0392271525547449,0.163608664866987,0.221696825221838,-0.108312037804715,0.012305805971866,-0.0298467561505627,-0.0956204212539321,0.272718416929131,0.19563513595679,0.0732653443799901,0.0640297366476419
stable,0.141510072155359,0.0084118183200485,0.123645489473996,0.257198349372215,0.11336042185172,-0.114656828423369,0.0068708781991111,-0.0239543238543344,0.0667976877455306,-0.0036218756626252,0.172940874918804,0.0855260312624026,-0.0115719543449264,0.0659973699079949,0.20691866752355,0.0117271777134617,0.186704051454446,-0.127320373585948,0.245534162899421,0.134899901657204,-0.0964496663391708,0.0857067172363926,0.132065424465775,-0.255239533198914,0.0996698406475093,0.130633335351105,0.211453168688503,0.0234264912847275,0.0610345136041877,-0.0546319711385555,0.235209315647
stable,-0.0172492800192439,-0.0390789773826118,0.0424584573281888,0.0411621469615851,-0.140979623300888,-0.158612281022411,-0.0279556262096444,-0.0509822024004259,-0.0372559835214875,-0.0835526271370962,-0.0023183895369832,-0.113503754781792,-0.0274876469386183,-0.0288544741600944,-0.138987988176348,0.0208478938855093,-0.110322686126923,-0.0048939452523072,-0.0154452419846852,-0.0232084420713207,0.113707410563039,-0.0183485908691796,0.0061262595626446,0.240306583062852,-0.108776585589672,-0.142489578315959,-0.0987822430480094,0.230635908504234,-0.0181306189257168,0.0714220442917637,-0.114150267870071
stable,-0.0492451483128657,-0.0654005254930164,-0.0418174237967691,-0.0335628690177772,0.221991431930454,0.189419556630539,-0.0454584591001852,-0.0038861934473618,0.110794488943946,-0.166529336934541,-0.122790644050027,0.417642751178851,0.155382245927419,-0.0708323757038349,-0.0518854112999194,0.115847985932319,-0.0528069272744964,-0.0075759502402683,-0.041342374148437,-0.124616380545913,0.0839504958308885,-0.0659723980163417,-0.0481433745597732,-0.433204256245511,-0.071670645567412,-0.0064402004865679,0.175396050104329,-0.273784370217856,0.0021739875500909,-0.270200517006058,0.0240253030980768
stable,0.213484653586472,-0.0267291357426966,0.0249438432579827,-0.385661293009389,0.117220109669476,0.245472812490116,0.101348492758038,0.0643140333700282,0.107694490977575,0.210430288290713,0.16253801072982,-0.0453283756545469,-0.154428228395468,0.353152843746362,-0.0404032143661893,0.178114841577438,0.226028332614568,-0.0278295291496164,0.155734305650422,-0.0753132945435954,0.0380592187628166,0.09434258356584,0.226482411085323,0.135015325485919,0.014558616503529,-0.102477303197389,-0.0288308358078796,0.291352363161108,-0.208536364777488,-0.105477305223301,-0.0125994452876057
stable,0.0913858344715745,0.0170417894494627,-0.135665513122126,0.0962097925473701,-0.114259150094941,0.170025680168232,0.0861752855093685,0.0205387622627655,-0.0231085344564415,-0.0332641374906441,0.154048867370354,-0.0178648680790324,0.172536154540293,0.206694349150999,-0.0694606258587731,0.353839865016175,0.177754692865383,0.131916684397414,0.187788231074271,0.0328099107564292,0.147047816874955,0.17690293957264,0.0939230777819804,0.115138699919347,-0.10768485328598,-0.121879487886042,-0.146340438796284,-0.0235677078458717,0.372571013604062,-0.042102937698855,0.116508438723515
