group,CD154,CD34,CD269,CD45RA,CD25,CD45RO,CD326,IgM,CD5,CD32,CD103,CD69,CD62L,CD27,CD141,CD39,CD178,CD122,CD267,CD309,CD226,IgD,CD28,CD71,CD1a,CD207,CD49d,CD73,TCR-Vr9,CD158e1,HLA-A2
progressive,0.0067217378415764,0.133638799302411,0.319730628396056,0.188079888370734,0.086414791339062,0.122533445359787,-0.0427077180721458,0.382068255191926,-0.0595289827819784,0.0895319590773852,0.205248489369748,0.47535762551985,-0.190831153126831,0.0010637436388881,0.098418602567553,0.2193128986992,0.212547431571245,0.219723849701159,0.0342069995700518,0.165380954452586,0.115236672465486,0.284803389439887,0.0507183970253552,-0.172481512359956,0.0930335114604417,0.0775739146960099,-0.0913774012486287,0.0239859005339615,0.207806435640068,0.525597383585728,-0.0162018557635404
progressive,0.0462378951413138,-0.211137427101397,-0.0818103408859236,-0.288635995641834,-0.119300577933524,-0.0139837902658314,-0.266459296346969,0.201747384632607,-0.126150978990717,0.14853393972974,-0.230535447385388,-0.245393146650803,-0.163106610698815,-0.199265789682814,0.0010114883225377,-0.239611815666171,0.0657833577729634,-0.254621177157477,-0.0761119147615424,-0.120390182859973,-0.048924677367274,0.191949301255382,-0.116627202056972,-0.563672532644024,-0.049697254395962,0.0823692556564671,-0.471488947316876,-0.168895558708835,-0.204990187896772,0.303378302043826,-0.0472210168378246
progressive,0.136006101115225,-0.0260693718977167,0.0499158103519863,-0.0670770290597567,0.154418406391359,-0.0541364619169005,-0.0034471261079111,-0.160480450274386,0.0768659453069319,0.248993563304215,-0.0316348633180702,0.112830946130116,-0.0422786231028005,-0.0835352809736368,0.0001577690511219,0.0129331197927108,0.104746839760532,0.0370162627945841,0.102000573899495,0.0448057684624213,0.0375804898991316,-0.156250764006935,-0.0043785593902075,-0.239772843111226,0.101468091741517,0.0365001957427821,-0.0119279142843593,-0.254488320364156,0.0500941091633182,0.0567966878116277,0.0282116659518592
progressive,-0.0072003670304506,-0.455075022033513,-0.422591494437945,-0.404188380035376,-0.42191910976456,-0.426014337220302,-0.37710049175527,0.0427562811475908,-0.464824470542848,-0.116546290914534,-0.0851640562415521,-0.289988609455546,-0.437725460008423,-0.427931212148591,-0.48068284045672,-0.110870381079074,-0.478250490676859,-0.400878062944474,-0.484361571888089,-0.577312053772554,-0.439735144824598,-0.140263405626586,-0.519876579553004,-0.144213718748904,-0.439764656422949,-0.539813138501458,-0.0535847920612939,-0.0584362842154921,-0.218240859685176,-0.217850321239118,-0.409667875504042
progressive,0.113330550787532,0.156708078496982,0.285763732196303,0.0243238863890119,0.421391435764029,-0.100917755970353,0.418203356859618,0.369383724278719,0.276722529943827,0.179271099840286,-0.116086390947647,0.15000260739883,-0.158346145094932,0.164765606018323,0.14172901956514,0.183258130858806,0.0858471187139172,0.223325716588464,0.130674745782018,0.218924782335212,0.127428985032838,0.429661202382295,0.318760049036148,-0.325518965959191,0.357100897911755,0.115213393694759,0.0214634244275719,-0.0999277932319142,0.416200021212095,0.375886526761357,-0.124004775058538
stable,0.201198161686377,0.0162927883689011,-0.0753068160647205,-0.192775519262651,-0.11945748136415,-0.0064761212946055,0.0572473613932003,-0.262825522101619,-0.0324362942921571,-0.100741682327664,-0.0089749380738016,-0.0571791847967819,-0.135005781643921,-0.0622553644688347,-0.105947338668919,0.0624896722504536,-0.118591328895708,-0.107953698231425,-0.0688613973893783,-0.178307082682507,-0.0644828736274418,0.159837038158239,-0.0402118041206519,0.0441004786986739,-0.147316979696284,-0.0646089813306249,-0.026753425497494,0.0180054760322532,-0.0153176316764837,-0.0646300635695579,-0.02487671018605
stable,0.0396909733539623,-0.0240587851677868,0.0084556866839705,-0.267351271317775,-0.0058318518661262,-0.0884381494410472,-0.0770364791273325,-0.419711983195015,-0.150128972003056,-0.180265550221115,0.039143463983829,-0.0259449678499082,-0.0887235804378941,-0.272681779404845,0.111567144904876,-0.437227912135924,0.155646961686146,-0.0187875334649735,-0.0819321659119381,-0.0273521799618065,-0.0613368864964459,-0.10196058301682,-0.0893342587686134,-0.183331830312968,-0.0058277324140622,-0.0498044682145949,-0.286028728401747,0.128860855035784,0.0813876419522291,-0.0226172675850312,-0.103630066863445
stable,0.101402037863976,-0.016698485057874,-0.12081044236739,-0.0978056768234289,-0.0603540298073327,0.106634824625822,0.0611346240857028,-0.0994109306195936,-0.0286646184738772,0.0793859281315585,-0.177910213586608,0.0061158611996379,-0.20582786786628,0.0214092093278315,0.0557048700672321,-0.0622401076007125,-0.230358575423302,-0.0694222992870437,0.0121439725099686,0.0096858393416324,-0.104953738418732,-0.232220537406555,-0.156415636959187,-0.044516667193344,-0.126153383388925,-0.0787269878493465,-0.0317694578517111,0.0870143741827793,-0.076718352041423,0.0034579866861475,-0.0705605292998889
stable,-0.0624315194535026,-0.225135132893045,-0.102194949036028,0.0690760279625824,0.0781925218410729,-0.0799500609518015,0.0295048888452487,0.143898401865599,-0.0133705029567116,-0.0482582337029656,-0.0608117569103372,0.0694408665702943,-0.246456264496386,0.158123887091837,-0.21210372459599,-0.169104071975986,-0.118745185725429,-0.0769799945280801,-0.106911622484488,-0.214348723507552,-0.194405203551261,-0.188737785158789,-0.0675356875702923,-0.223236080202051,-0.0545234251607832,-0.106774033096899,-0.0514916000281717,-0.425123298521897,-0.0242646544873244,-0.0374587426491644,-0.213721492471806
stable,-0.454069409057612,-0.192773636241062,0.140806987017009,0.0306475873586926,-0.0791791338059203,-0.123185765241114,0.014658291301191,-0.358461566574472,-0.243150119039259,-0.117268544957992,-0.403407165320404,-0.119162279062833,0.0006520841440869,0.214596209410174,-0.0511115602852059,-0.2557822497063,-0.330969196491572,0.0872508936321663,-0.137845164336952,-0.172183906411234,-0.105677294670192,-0.169866644149101,0.0594509939719911,-0.0963697382096716,0.0126369750424084,-0.059648566398438,-0.0406692251003686,-0.0961367240087101,-0.057241946068198,0.154634112727354,-0.173166511784194
stable,-0.0883581063038289,-0.172597181986559,0.0204880747581396,-0.0276222530849655,-0.0778647401772549,0.0334203893380122,-0.07848970068259,-0.288367240105942,-0.0869041443759131,-0.0359317098720239,0.0452507282450636,-0.111947083109585,-0.187631478188229,0.195985306363529,-0.168881508335757,0.0767899229921031,-0.0992148784417709,-0.0043623783603009,0.180743358760883,0.265350845155311,0.108711112727443,0.0506177045143607,-0.0599718974897214,0.125200186982734,0.117729142066395,0.0238872645045935,0.0415347349833543,0.27931680542691,0.0325649942125554,-0.259201667740044,0.0974467292805155
stable,0.183825686822125,0.17406894833024,0.105632618409845,-0.002169641569816,0.108576187920335,0.0545770490315258,0.0675324675581339,0.241224490162659,0.0494818676766,0.446723924022606,0.0831945891344983,-0.0392988371881413,-0.0433804463210339,-0.191483430002172,0.140187861477442,-0.164821890995341,0.1082977614636,0.15355951445159,0.0409802835751446,0.141531786283406,0.0278394019252187,0.265008363588681,-0.0162246764540036,-0.348594007521449,0.123056538778558,0.021784078249767,0.0205461221233628,-0.13380309083949,0.119023599338598,0.185842226952373,0.102646691841217
stable,-0.0333793817085263,0.0407633404290049,0.0754951468738626,0.0659430627469666,-0.0242052290424848,0.0804287292620898,-0.0509390335720308,0.0788231068436285,-0.113258856944707,0.198596791060206,0.0721333134485581,0.0589000300540939,0.103270177014606,-0.0764220711818705,0.0484775940779214,-0.0674530638283483,0.118547464985188,0.0772231896182484,0.0462503501434692,0.0637647356259237,-0.0027443508872601,0.355767804264331,-0.0230903968247086,-0.450969870129902,0.0155705192488889,-0.0017763546892199,-0.0707946253001335,0.18360971949845,0.0005886334380153,0.0913149190491742,0.0317834584213575
stable,-0.20013819924308,-0.0021534929418557,-0.185825939507852,-0.184458914314617,-0.0095518958843564,-0.121649826739832,-0.0152934541180236,0.338945325506222,-0.120526747898478,-0.0088423222201399,-0.0287137441267153,0.0602918642209361,-0.137521550669857,-0.253208922247905,-0.154672796862717,-0.034103724744278,0.0025448425778293,-0.0756910982492897,0.0039201910296385,0.0021760932808311,-0.0042646811001403,0.307639103744149,-0.116041006902468,-0.185410078323217,-0.142962502262017,-0.108944182891927,-0.0879410452004003,-0.109932791558511,0.0796939494165766,-0.0472940078903847,-0.0812870724571824
