group,CD273,CD275,CD137L,CD19,HLA,CD117,CD16,CD45RO,TIGIT,CD20,Podoplanin,IgM,TCR,CD32,CD62L,KLRG1,CD107a,HLA-DR,CD1d,CD35,CD366,CD58,CD21,CD11a,IgA,CD206,CD370,CD54,CD309,CD124,CD226,IgD,CD28,CD15,CD22,CD71,B7-H4,CD207,CD73,TCR-Va24-Jz18,CD305,LOX-1,CLEC12A,CD257,CD94,Ig-light-chain-1,HLA-A2,TCR-Vb13,CD101,CD88,HLA-F,Podocalyxin,CD224
progressive,-0.0327864642582892,-0.0098274326376521,-0.176862686447693,0.0643503406490022,0.151454911396398,-0.451483986855808,0.140531083760715,-0.250957176518021,-0.0737563000650536,0.130421452125073,-0.0927295665385817,0.272316641666218,-0.181509031780748,0.0434437776113894,-0.525511410071844,0.0818263807825168,-0.0018267514386428,-0.187583198866366,-0.121888905850061,0.146495674573088,-0.324183221867526,-0.232270341369813,-0.0355440079283326,-0.250661060961072,-0.0359250232589623,0.0798566138625206,-0.0077676981131766,-0.063317107613136,0.0127035157047506,-0.544089666363919,-0.42715605480632,0.0543402515386632,0.0845565913597562,0.0468320706527376,-0.243254219827748,-0.330220326559298,-0.147709021548282,-0.0973379693956302,0.0154472304409655,-0.221886887739298,0.0764634345685611,0.0744924540687734,0.0056413640643676,-0.0038985186877597,-0.307510853362999,0.0764891642121347,-0.039782021428787,-0.12707363259507,-0.229189983754566,-0.162920237662526,-0.128557061125347,-0.310864574760557,-0.140388255525041
progressive,-0.48896403821593,-0.115746271884805,-0.473254373264663,-0.157392765529468,-0.258441964308627,-0.465078625121495,-0.407101537340565,-0.466121981798287,-0.194551313170822,-0.15947110865423,-0.416280395666216,-0.181790899801746,-0.410051570547115,-0.347321630389599,-0.270375499255469,-0.338455660377028,-0.518652009390817,-0.342705561209138,-0.403446593924,-0.414325110066143,-0.476335060333231,-0.479405627384031,-0.0660303549843205,-0.507832360273516,-0.452657961257159,-0.403727978123113,-0.4156351648514,-0.0938669900857726,-0.300657034801614,-0.38441520099568,-0.439827779617041,-0.125627860873544,-0.140484518009803,-0.449697616877428,-0.139993356497034,-0.102802798883621,-0.435306090078438,-0.0765741602130889,-0.0221140061770531,-0.461738741917308,-0.117418002762869,-0.217592187926489,-0.41467689258173,-0.0871016522231153,-0.478511190584321,-0.227869438043637,-0.21972280646072,-0.425991800645273,-0.429004382869865,-0.573086621781201,-0.425260868841386,-0.434939600908242,-0.514706407787836
progressive,-0.0869220547014977,0.0275677581609323,-0.0399317111545094,-0.316996170279605,0.0271720472409279,-0.0809942088455635,0.0565216690854416,0.138837301026168,-0.0104921591689757,0.0184192981170722,0.0502527189338655,0.155266502194431,-0.0574953399416866,-0.370125420213284,0.0501235168883422,0.0642047887556676,0.01266174852051,-0.0453283119012987,0.0322840895458143,0.0961128278279151,-0.0193705154631298,-0.0856063237626329,-0.132441731540513,-0.0254734669507938,-0.0128616529994105,-0.0591105731304596,0.0551852585542836,0.029057944586874,-0.123187439673684,-0.0262898333680978,0.0020540672834112,0.438383650801369,-0.0139900331055993,-0.0231070546998027,0.323295427981876,0.260715320552377,-0.090553170847034,-0.0840484238615965,0.32318636387055,-0.0581985613663102,0.148066650515238,-0.0390918893747256,0.0304119970484902,-0.0271046937808365,-0.0393093339829974,0.0115671407273243,-0.0358038578564807,0.0064733157683369,0.0987804772548316,0.051970364209354,-0.0327672837943303,-0.100614442391131,-0.0644676179392785
progressive,-0.207501855820952,-0.0024393737093062,0.0164401800426899,0.0728208711530013,0.290206170406988,0.0475479571746691,0.286277086415419,-0.285337740024406,-0.180480328685269,0.245054832957689,0.0271632114451273,0.297846489765118,-0.140266440268146,0.0214488948537546,-0.295000830459652,0.0841194366068899,0.0758815266180954,-0.123329742287151,0.0401257608767399,0.151452233047282,-0.0614278102068258,0.11637838397913,-0.0577888528561018,0.049367854315499,0.200569331561398,-0.189528368831123,-0.123302010017423,-0.288317841828361,-0.654608595756481,-0.102100118349754,-0.317288347336702,-0.0736024783649326,-0.482474593035927,0.0969598140163712,-0.138723828959961,0.0486289105758099,-0.0713856558213585,-0.46663523120616,-0.0448157969171443,-0.0106412508741476,-0.0783099584062886,0.27688812161208,0.112878814740551,-0.0247982669940297,0.046966064080855,0.409307522233439,-0.148710537113264,0.111580146777707,0.0411139930089892,0.0189537263557426,-0.0226388198139489,-0.01709591053211,0.100197138503754
progressive,-0.0658855416778812,-0.100017184096916,-0.185194885304697,-0.512579627148956,-0.506093927636879,-0.0526123527991662,-0.0189631117317432,-0.397064669653104,-0.448298162478229,-0.420269139932843,-0.13328256550998,0.329953840344264,-0.364992032190338,-0.0782532578667915,-0.21818561020118,-0.420398412339078,-0.432232252001458,-0.176680089083621,-0.209198661044435,0.106296959653638,0.023271594567213,-0.20781293893839,-0.0100881393168189,-0.21575175356064,-0.223160970986237,-0.263889598718422,-0.279711500927151,-0.474773199829556,0.0135322809405736,-0.217045749958412,-0.133904704341139,0.180325294392361,0.0271261590878278,-0.207834018591644,-0.409615814646624,-0.548048880541462,-0.116943957731812,0.0042332627276127,0.0239870919594307,-0.148150716694601,-0.259360202110934,-0.406863267655139,-0.324682551569641,-0.125171601925858,-0.223672202216786,-0.203509213573562,-0.467301046737898,0.0372099949222868,-0.259672714430698,-0.200756950467824,-0.240199104542762,-0.120059454266667,-0.379584799225618
stable,-0.180418806482901,0.0044555452951723,-0.232060100437285,-0.0872192658153156,0.0620182360184333,-0.215622057086002,-0.0894369819819223,-0.259965507244997,-0.115740103010312,-0.163954511115789,-0.182573841696401,0.207226884003218,-0.169702697040554,-0.0030514763832503,0.129476471627429,-0.0835076140557499,-0.103641714704167,-0.292483921139214,-0.170016552464217,0.0663057876691222,-0.150774171051382,-0.255340286594554,-0.0832510503161783,-0.0854316556851471,-0.131274387209249,-0.0918523706743062,-0.130936001444301,-0.143407721748334,0.0267694335129569,-0.176852781265377,-0.302602395139953,-0.237922797195223,-0.146419084999384,-0.0815096610822456,-0.130079696734253,-0.140887301187726,-0.150679670343728,-0.103273931886719,-0.107975253451297,-0.213081671327192,-0.211667416638028,-0.141436554345463,-0.0548189323253738,-0.0823503631949145,-0.19352550188707,-0.12090471490347,-0.201385629776275,-0.168214361967075,-0.165325319533021,-0.151052428691664,-0.113148741391993,-0.254634841492182,-0.166405549374518
stable,0.0155067205645937,-0.179166527683582,-0.211203396121556,-0.197481083069705,-0.0379154179645432,-0.130105956986389,-0.207676487519377,-0.002804269094045,-0.119617794569648,-0.196453478757529,-0.231260112009478,-0.117761252664317,-0.228298499770981,-0.312730229628055,-0.267241705069455,-0.184621213695221,-0.183465785185959,-0.299964138444184,-0.261315987492385,-0.268705475828868,-0.0550178188180169,-0.21496171881169,-0.4083412780207,-0.0452418880688446,-0.367231416337703,-0.11594546286122,-0.118550133186443,-0.172727505776806,-0.0680520216352703,-0.219057161206575,-0.14167345221176,-0.386126240372799,-0.0635101161557141,-0.23191296906969,-0.337944242366937,0.0802931364502486,-0.201320908353278,-0.145818643866874,-0.159538884193397,-0.258121226126994,-0.371495064257896,-0.324666046211949,-0.12620134237597,-0.0141655781865106,-0.237032783623046,-0.283030169424946,-0.137241736949041,-0.213415492038491,-0.14167371367379,-0.177339693168301,-0.206730221657192,-0.25137594897744,-0.213888883273756
stable,-0.0967042917168552,0.0160916230224955,-0.063800644418342,-0.117819309909496,0.0484364219901228,-0.042889193462157,-0.0323135666946951,0.0370157264723424,-0.0032294667181891,-0.118312798045791,-0.0142560198841855,-0.322214443168985,-0.0610572724026508,-0.226039156658063,-0.0967842053553241,0.018485409241855,0.0087394869863512,-0.0130211620841913,0.0837227951261006,-0.0308142419669377,-0.0233530560846569,-0.0046047496690307,0.0562850431691198,0.0513909240059977,0.0171737932777272,-0.0383088316312058,0.0953846302100132,0.218618615331368,-0.169355144306715,-0.12095771230259,-0.0061977560618676,-0.315876401864621,-0.0061563756502877,-0.0267936621291701,-0.0492630842043163,0.161004458119278,-0.0999640989947325,-0.0366394839013094,0.144902344675095,-0.0775080063147874,-0.163853870782937,-0.1609410738946,-0.099649093195655,0.0952102476290511,-0.0672554099723792,-0.101492186972085,0.0113763647155979,-0.170115778568032,-0.0237256196651234,-0.181819925960627,-0.0527160193984569,-0.0744451909683525,-0.0246954993371834
stable,0.0407330504942814,0.0157264882461988,-0.0383463912755976,0.0503060656349504,-0.0562869751005568,-0.0507173605384335,0.0743971497231642,-0.0248947875708965,-0.0253455078838699,-0.0991686709381516,0.002792322265864,0.0535139752613655,-0.0238400312376844,0.094188936572863,-0.0567017333971954,-0.0284529237423837,0.0336531803096356,-0.0316890494102699,-0.0581683062315931,-0.0279912419765899,-0.0289743165674398,-0.0330827065215191,-0.0089753149752825,-0.0546984119574362,-0.151200808784797,-0.139307716533021,0.0170609612901933,-0.11722866468122,0.0241461573338146,0.104454172520401,0.0753737746109798,-0.0708472904487628,0.0397183100713202,0.0528420728689035,-0.118914755786893,-0.0769129690914554,-0.0327596671946123,-0.0574130370755798,0.156196892501809,0.0640452741805071,-0.102737155337949,0.0246829700129217,-0.0440474082201003,0.0534524748360006,0.0179495089927789,0.0058231505090991,0.0458513404979148,-0.0527221308428428,-0.0825559089541718,0.0425744159724248,0.0248077637687577,0.0054385097323137,-0.0006791971298288
stable,0.0850362222260496,-0.419102623436616,-0.0650415091286495,-0.0228732153427447,-0.063038691879076,-0.150660509099513,-0.246163288455327,0.038920351523018,-0.28667696607225,-0.101362208990543,-0.075027916228703,-0.221997918774663,0.0047147802027555,0.0230983497644529,0.0792644504034575,0.0961284675577661,-0.129425437432727,-0.0383765304527841,-0.123764493759881,-0.0471381433286224,-0.130801633826567,0.0139853994990267,0.164086431552932,-0.143064738573422,-0.202360767005361,-0.311842595714778,-0.170773914173936,-0.0929286802677461,0.10485828733616,-0.326709295382438,-0.176529663832319,0.0959691665077837,-0.134742628757116,-0.118382321960246,0.0613129606859948,0.194074237336375,-0.109231669006393,0.217091574287603,0.040788324965244,-0.195582180090785,0.0622384656169062,-0.129107377608409,-0.0908347246311331,-0.414907161015212,-0.073727625811508,-0.00322469203652,-0.181494145818979,-0.313160441261635,-0.0811316416695174,-0.0857118144986017,-0.190606875043553,-0.190526287790053,-0.001421044818176
