group,CD252,CD47,CD56,HLA,CD90,CD117,CD45RA,CD4,CD16,CD279,CD326,CD31,Podoplanin,CD146,IgM,TCR,CD32,CD161,CD152,CD223,CD27,CD95,CD1c,CD35,CD58,CD21,CD11a,CD206,CD169,integrin,CD62P,CD106,CD41,IgD,CD18,TSLPR,CD38,CD22,CD71,B7-H4,CD49d,CD73,CD94,CD150,Ig-light-chain-2,CD82,CD258
progressive,0.257210923175754,-0.0383958578212795,0.0330686544841135,0.2234642856024,-0.0829779233231309,0.0166847786293552,-0.0233047013448976,0.0467317559249295,0.289319789154809,-0.147983491016176,0.0975241378199191,0.0421309517969148,-0.0474623985466863,-0.0955536091041541,-0.430999519880985,-0.0243524617639171,0.107438350892862,-0.036100878335678,-0.42295007373655,-0.236295907828683,0.0066279411346109,0.0081971853547788,0.106334843585717,0.0519504391139249,0.0127229922889236,0.0892243661435593,0.0475938723343808,-0.0490186131202216,0.242564545438549,-0.289890592552893,0.332677981674608,-0.0574837587285305,0.405777407775682,-0.0946545030665741,0.330135793831228,-0.0770638531811595,-0.0757615475584709,-0.240268541419009,0.0008056119213449,-0.151430225690116,0.0716052221853478,-0.129787785413539,0.0550731600152214,-0.133157416816543,0.0980496634995779,0.140449876368949,0.0440740620350827
progressive,-0.190153827208383,0.243673739063283,-0.0352642973711638,0.174036919671467,-0.112978778421612,-0.148867072828482,0.11499329793088,0.0069572266141078,-0.165823331543963,-0.10057309930567,0.203721634922422,-0.4157117310351,0.0081449744214885,0.0528167143156786,-0.154489592132023,-0.247557999498723,-0.351687670195917,0.148823638825057,-0.10694826896338,-0.141416054659848,-0.0723202445281061,-0.0163495716889632,-0.193738425117298,-0.0335874217719206,-0.176619122830897,-0.281781985396284,0.0543450850224181,-0.202100625870329,0.0092258741857812,0.0045854459500473,-0.195671855193323,0.0799791990614446,-0.0494447116022609,-0.224808441151959,-0.0933438908178371,0.107908522297398,-0.136140887256599,-0.0028415610632993,0.503829962089426,0.0148489296557249,0.360270031186535,0.106332929760863,0.0265670144844091,-0.163780503758436,-0.406559914584422,0.153487910045504,-0.262328728907823
progressive,-0.0050428120534478,-0.0073639426298982,-0.118438486812323,-0.0765252353845668,-0.148661984710215,-0.201894452364073,0.12302450996528,0.0548302605681771,-0.185323971626601,-0.184276993983436,0.0561656673476131,0.0185433586711537,-0.159149044717993,-0.11890604234983,-0.235142654547152,-0.121975719123819,0.182823853100923,-0.031920527289977,-0.123143204913978,-0.15985359369844,0.149276813012323,0.0242164804217545,-0.177666681232672,-0.185434257163204,-0.147903348149507,-0.104711211421438,-0.132648128115433,-0.102641579461327,-0.048860350478808,-0.183156974761638,-0.0966376153838126,-0.280819344166225,-0.091808389357702,-0.487147349725183,0.0910096971367336,-0.256053498748071,-0.188975055447092,-0.410729565460455,-0.128096916638272,-0.163471294567546,0.0363437406483141,-0.357868120359057,-0.150046049436752,-0.218118150969636,-0.350644166868244,-0.0636655442521953,-0.0671409284379264
progressive,-0.334071315959616,-0.041644686362675,-0.354483698314978,0.181858151330917,-0.221617305346531,-0.288162735807413,0.214207782638765,-0.205766644831423,-0.351170936661728,-0.434601580422943,-0.183561544242869,-0.162376380027004,-0.248302420750418,-0.380520546313263,-0.26544524545796,-0.392088533812051,0.212738018345403,-0.425924893737522,-0.236813096874384,-0.202558094892707,0.0775888022026778,0.0729195315316242,-0.073725392306284,-0.112986434350034,-0.311911586036257,0.102071498722846,-0.137704569243676,-0.519489076294408,-0.488828352204394,-0.024731937325844,-0.14620519600192,-0.289713428164191,-0.308276155811012,0.195795814452822,-0.138089227741901,-0.444263761387039,-0.104204107505544,0.170176725740859,0.0760663234236292,-0.369648303799999,-0.0469693856339737,-0.0874347410442325,-0.410404391734574,-0.267588547049183,0.0442158268226346,-0.116737489053061,-0.396339696216295
progressive,-0.0844332409055943,-0.03610962383349,-0.271154559086542,0.256065307563834,-0.397132667723413,-0.162558679802552,0.0705281637306967,0.0546664261294039,-0.151263891255533,0.0306884241346422,0.0023727850034588,-0.247677717098618,-0.103993310373219,-0.151435505118884,-0.347097268141853,0.0252096598810144,-0.222283030388047,-0.208874069362998,-0.0128750348114726,-0.406036275192439,0.206212502087715,0.0982453714542231,0.139578506082747,-0.183853152094424,-0.115098084976964,-0.147263642900689,-0.0491489281322817,-0.0476266881994964,-0.0600081322760349,-0.296935978495604,-0.447518222032262,-0.167705862284772,-0.268865136523833,-0.31901979586651,-0.0461209570197291,-0.109403966966502,0.043219230422513,0.120402564656205,0.118621318103773,-0.251556502089772,0.052764251717781,0.0783725723467115,-0.0654489104023502,0.0586984264322095,-0.0727073822265927,-0.0263491623782346,-0.308174408906053
stable,-0.175801098377455,-0.0236024901423303,-0.218389185826232,0.0582384109124425,-0.125251577190393,-0.0944419326767963,0.271078156447428,-0.0249793591496258,-0.0119313277578401,-0.0363965208370826,0.0362310129835666,0.116359086550886,-0.0472622415488086,-0.0940435372437334,0.0854219543684117,-0.106395229575237,0.0017287088550738,0.0737601259525177,0.0148449759187339,0.0719657332958949,0.209398964848463,0.0199994843296968,0.150691196863399,0.0582441006391727,-0.0582163715196182,-0.0909116699183916,0.0363112105215586,-0.003524800326595,-0.0264735609911095,-0.0400578568220466,-0.0081711222512921,-0.0813027407883057,-0.0495298641894194,-0.336040081675978,0.114153452043239,0.0224287310684308,-0.150306335893442,0.0133030034817734,0.135396575373512,0.034361390777311,0.0905446509945456,-0.0859725003331865,-0.0914800007528031,-0.027350016722327,-0.332948500312595,0.0789274503387481,-0.0811658628105339
stable,-0.0604176598995351,0.0715333440097389,-0.0551764490680412,0.157675045605365,-0.171855138677506,-0.21267752487747,0.0274522283443873,-0.144000296603589,0.0393877716178083,-0.188327799612665,-0.0325228297724655,0.070099489559642,-0.0540918055086085,-0.219628817108856,0.138365963700487,-0.162192915772046,-0.155937851804825,0.0133968029636643,-0.206516746588082,-0.184584387067211,0.109040217069209,0.204559057208188,0.249260199212376,-0.131566073682845,-0.198913758036968,-0.25321964476131,0.10490708264963,-0.0295750180252529,-0.14799417576823,-0.0343629274220833,-0.100390810611743,-0.262033735268616,-0.0499359676602343,-0.206499309072763,0.0103318614629694,-0.172094914179688,0.0262890193940889,-0.122569630042921,0.230198992363123,-0.110343302517939,0.111559930950353,-0.209047003801519,-0.149260110570188,-0.141650076457556,-0.0890917093053931,0.0052364495820988,-0.109096743931579
stable,0.0771684021660879,-0.0635963670649709,-0.0356536148121349,0.0111508868034695,0.102397441349736,-0.10345154128551,0.100581616985486,0.124784436941635,0.0661825061053475,-0.0185795753667631,0.116270791330711,-0.0876748368480902,0.0973178256336156,-0.0542885368661742,-0.059722311408859,0.15522480347166,0.0578825358316733,0.12653930356625,-0.0143432665661884,0.148092438848142,0.109860822315858,0.0004018376983789,0.144196557838917,0.0676191510607978,0.0979242619201755,0.0914258130091273,-0.0012251072743516,0.0037294544846672,0.137181168267612,0.353432706373729,-0.151840818863589,0.146402907382652,-0.102236006022601,0.0564522305795742,0.0512249847423221,-0.0296958027344704,0.129068545615338,-0.0199183103833564,0.12628855548439,0.0455289111655007,0.0354710569294328,-0.103745638644808,0.0204875686274766,0.0114879760155767,0.0470466917157967,0.119404709249097,0.133269554787353
stable,-0.120929664115589,0.0002299431271196,-0.0475512229769712,0.251512251195141,-0.0141636076082062,0.0430047160789021,0.204281192896605,-0.114953611383442,-0.195798183047735,-0.101820689148375,0.080763204595456,-0.0564627568147621,-0.0681661700106995,-0.0641049860990382,-0.0696517535378578,-0.0839594265548113,-0.176374892252447,-0.17740450848579,-0.0617799271405601,-0.123080287095155,0.268260489059991,0.181728359598158,0.187816104502729,0.113855523547463,-0.0511515055323914,-0.0107949765145439,0.123610709635378,-0.117082553601369,0.0047498133728295,-0.166867024634747,0.106351051012315,-0.110768851889431,-0.0580289774884262,-0.402221751671716,0.164548335027805,-0.106002703433819,0.0454321264313647,-0.132247374288328,0.128037144320242,-0.170024377721145,0.142557117674119,-0.447449018469948,-0.0752792883138392,-0.103859814262235,-0.220887382632877,0.193205107478229,-0.0445678882515407
stable,0.396998297682502,-0.0760770674842333,0.0802421239849838,0.089224365955951,0.168631556837243,0.400702719353041,0.351363999948665,0.376773396830602,0.0722988641736877,0.158341553053873,0.372263319759198,0.335012149119449,0.0174696174413208,-0.0674155974793081,0.178541193005264,0.242378190423288,0.0165434126691352,0.114462648327074,0.221281818531648,0.19449902406378,0.362784122656322,-0.187288162108057,0.36964149242178,0.176743987409207,-0.14271847440573,0.0706762249970451,0.135955931687786,0.0724539094869209,0.0869161372308143,0.169655602020984,0.0367887556650177,0.35871475698906,0.138303036650659,0.0478016687052747,-0.0924083166517428,0.0596224697061898,0.468527503196883,0.0024790268331807,0.141164314585248,0.0779053971614309,-0.118115647702161,-0.0956086384203808,0.17594586808705,0.398249019502241,0.0837847522684014,-0.0202308393742945,0.256121860332307
