group,CD269,HLA,CD45RA,CD32,CD152,IgA,CD79b,CD66,CD54,CD62P,CD41,CD83,CD309,CD29,IgD,CD28,CD22,B7-H4,CD207,CD73,CD305,CD209,CD319,Ig-light-chain-2,CD85j,Ig-light-chain-1,GARP,TCR-Vb13,CD82,HLA-F,CD137L,CD19,HLA,CD16,IgM,CD32,HLA-DR,CD66b,CD35,CD178,CD169,CD41,IgD,TSLPR,CD71,CD257,CD85j
progressive,-0.203796029395303,0.0892339558127072,0.0216624237333444,0.100336237683348,0.2405381713026,-0.219482984205281,0.0504635256059087,-0.0869818836226451,-0.0200233588178293,0.238518025278393,-0.0037451672595608,-0.542629081852899,-0.19039590204404,-0.0072033090336917,0.0835680838963986,-0.104314985292947,0.374624069812242,0.0456417079437109,0.0081526725635934,-0.339839069701241,0.0593607806981608,0.0730405958084565,0.146861156155375,-0.176217244115278,-0.0012113455569203,-0.0493233697796504,-0.167304254369648,-0.0548279558991839,-0.228155048084192,-0.0607434014424317,-0.0891139179142535,0.0640471588320458,0.26815714272288,0.177425228122692,0.0429462835535378,-0.102527315162879,-0.29533571003446,0.125496878682681,0.19616424959709,0.0307444190314297,0.377162926873951,-0.540909157059428,0.044177700632669,0.171064816951585,-0.23241903930802,-0.31804115454744,-0.111746627625906
progressive,-0.102721675682466,-0.215368303590522,-0.351191939849277,0.193826857024853,-0.0354925265145509,-0.0224291121119536,-0.145785872433075,-0.0876614875369661,-0.0195044936052727,0.135266384728374,0.086669197478373,0.0205957066293056,-0.180120908365329,-0.0025377153340838,0.284206646950639,0.0184871715972662,0.178261482592496,0.10972203110877,-0.059705807279312,-0.0490666772183933,0.367994733232445,-0.0486274691959957,0.147488229181128,0.0877047766187753,-0.11239507997525,0.0542293050586709,-0.154526745518606,0.0057406843532292,-0.189330947998741,-0.0401206326317192,-0.0973487980219114,-0.487471005679539,-0.479736552485697,0.0902037363231811,0.136924748901718,0.0430909146101871,-0.280063458331422,0.0624890310791531,-0.105247345401488,0.132534305093197,-0.451887750472027,-0.146472254921468,0.191005223812224,-0.12051247164975,-0.498055108508413,-0.0184849356192565,-0.227924936910063
progressive,0.216895349652697,0.194483741274898,-0.0251034470132552,-0.145513881029128,0.227114763128389,0.325633745722669,0.355578609294307,0.169846259525226,0.294108642965785,0.139395161266352,0.0980786022859752,0.237017203316026,0.208028309418702,0.142769792494677,0.533763390100366,0.287410250567627,0.567198097869784,0.280210017636245,0.0258758374830898,0.648411500463377,0.361988011067401,0.219597209440544,0.233045390503074,0.530154697089163,0.305705468967892,0.345429463178568,0.151564474490054,0.333662765244498,0.182332756628317,0.226046615553852,0.0122956638673044,-0.0104728251256959,0.101008531592518,0.15083062551604,-0.074787180103697,-0.0277026362780618,0.0401659963442456,0.0202498406582959,0.119976344462746,-0.0013402480290122,-0.0049168149605033,-0.0670479015569314,0.140822586392526,0.100831798169111,-0.0535973783301657,0.116442751013694,-0.0241162244956211
progressive,-0.265233069108593,0.138365569355993,0.0901119740680986,-0.0629240537801476,-0.511722691020632,-0.163783689964984,-0.0682778000593205,-0.17651022474112,-0.109620272303867,-0.343752985324786,-0.566947177258699,-0.268319924297354,-0.352602367859918,-0.306091370372641,0.0636859767888189,-0.500237778372946,-0.0064009403975161,-0.261966715448887,-0.624869848512379,-0.0450354821961499,-0.0378883624356727,-0.170733437347483,-0.217072693803263,0.103644524755037,-0.075347745488951,0.0137968827719137,-0.244048439290007,-0.305036884560274,-0.0507983622477137,-0.106380473688847,-0.240465033424411,0.0543145144238927,-0.145486521064734,-0.517618738052344,-0.299182623550981,-0.0231998250458979,0.0441402185983318,-0.558060645961916,-0.590576037548337,0.107230066368163,0.171101468579809,0.198310791580811,-0.36294395768576,0.125167281729956,0.284077603753642,0.0339285380236497,-0.124630427858178
progressive,-0.492972651428225,-0.207881565591899,-0.0476481610086124,-0.150268144127419,-0.409360081185284,-0.499507726212438,-0.525407796103174,-0.573700494329242,-0.0245001511766995,-0.489845068648122,-0.459750597013384,-0.189813792777073,-0.558722650359954,-0.476608278712911,-0.131064059645474,-0.158660350909621,-0.195092588440139,-0.562965341375618,-0.0320355017224751,-0.147791437556493,-0.447493124836179,-0.500102754603995,-0.202950058148057,0.103148123580497,-0.443531664280743,-0.371053436817314,-0.522518861510415,-0.263104300379709,-0.0025251280612474,-0.468807719206393,-0.126069050935719,-0.172321465756664,-0.147295174775253,-0.259860781114644,0.25600852177733,-0.073328227651399,0.0456761296638995,-0.213860952851122,0.230145532872376,-0.183265415174896,-0.259947891780902,0.0761125570306438,0.424723857669623,0.463559844976007,-0.134023698555232,-0.514695604279303,-0.259430387561987
stable,0.265286000579409,0.097182309851218,0.123188581164035,0.243119484355197,0.34507100960987,0.334495743204978,0.228723213544476,0.329667736221677,0.0711489640876207,0.173937244630795,0.202163958418184,0.232955728905582,0.225534444970283,0.314957078956307,0.183007825385403,0.22790861705089,0.279244618452393,0.362217649849473,0.247347616034546,0.289847760686406,0.243029544875606,0.339797143328289,0.180259308850627,0.217804229597965,0.372743575730207,0.285020306760891,0.210349411715545,0.375221161990816,0.234095824020323,0.268821248261484,0.473130814158039,0.37165919114011,0.240192533777486,0.204758959850223,0.147211532290352,0.373476528401184,0.194958750282586,0.159300498891139,0.399266393626977,0.457264483021415,0.216846538515309,0.252251787494967,0.0669031795766795,0.132102250507042,-0.0166212176004625,0.264573450396814,0.451528813842533
stable,-0.439917225067086,-0.409084193426357,-0.474543422230672,-0.305588364097306,-0.208514007193383,-0.274285482339507,-0.416008578436641,-0.122335553995846,-0.453164068191299,-0.315714291779506,-0.15764305481044,-0.310198582425623,-0.109853361196359,-0.443056069445296,0.0492106635688683,-0.128951613587927,-0.400086600022165,-0.306669639609454,-0.225390981987817,-0.144465046585795,-0.0897075247493676,-0.281353482670938,-0.46735954820186,-0.173082974157344,-0.493929899063245,-0.280360663131351,-0.431988665041013,-0.488264858065721,-0.486887620428836,-0.276799633424385,-0.0191797691590628,-0.0972201885272845,0.0156970984571625,0.0506703497358839,0.315078006298674,-0.241564645487561,-0.350175848682024,0.112001514883922,-0.0208576349656199,-0.0484856405163433,-0.0980522069282912,0.178975134850604,-0.215186420215707,-0.0323506649102516,0.0403096810109629,-0.0033833306282487,-0.132754171148053
stable,-0.0944503011582532,-0.335718847047851,-0.286282227356504,-0.155783680236444,-0.21503396633439,-0.183899858302283,-0.242812206310032,-0.308841872327025,-0.28019821363761,-0.0578550629450389,0.0022191394521823,-0.252892345751908,-0.249224769457156,-0.23488700306289,0.0929050999767535,-0.0622535202639493,-0.0823912155417895,-0.24551304529591,-0.158351651792715,-0.33688883044738,0.0036013209108121,-0.198968765419141,-0.333810414819334,0.048248563558093,-0.326719639003316,-0.23888065927414,-0.194839362884385,-0.295156406318272,-0.280005719349655,-0.246842480627643,-0.131806129786207,-0.0920587483520347,-0.34159312738536,-0.0234966834345775,-0.128863459982805,-0.148286103127484,-0.0047064815062469,-0.12826759953925,-0.193280451928738,-0.08293581167766,0.0337051466112501,-0.0751332724157421,0.361461249737908,-0.036182440320226,-0.133828727027131,0.120112485521319,-0.136478589970902
stable,-0.160987542499877,-0.577837345825306,-0.558578600269854,-0.029648832675655,-0.222060400229219,-0.219676043078702,-0.224349468933556,-0.148115628175985,-0.430944092404585,-0.157099212947736,-0.161202811783102,-0.0723827857111852,0.0738283871751442,-0.333670693317656,0.444754169596761,-0.0630173351538452,-0.0928119020112741,-0.0909684659804424,-0.105607159832838,0.210389108925828,0.0432465506454159,-0.306448429367047,-0.137610525476687,-0.0746191282706593,-0.304351805358892,-0.108487242080587,-0.247949968858658,-0.175213013702744,-0.436184907054202,-0.204797873961238,0.0082381974705016,0.0636094294950908,0.342157698316364,-0.169160039553037,-0.213349885925735,-0.106183925943968,-0.12622067240287,-0.102084362532198,0.157506720600443,-0.0123696005250521,-0.107507097797045,-0.0172439600254405,-0.364816816734918,0.122149951520791,0.0736014069498713,0.0107313752812662,0.0618823973615841
stable,0.237143504912407,0.0984436539719568,0.0775318234610294,0.152924521465489,-0.0367475098532644,0.236837402259038,0.143772629286868,0.0316504104139317,0.215515449982645,-0.146361734128211,-0.180446045003745,0.0135985674169307,0.164989938271304,-0.0285883039802228,0.254934103559305,-0.141132335097383,0.0109224449580735,-0.0508267553971417,0.0341424466172571,-0.259717521726905,0.589135310650668,0.0477539223294616,-0.0640512656352404,0.143957001245565,-0.137697501734971,0.535371072660164,-0.0601739542791146,-0.159845069425997,0.166269945108449,0.0694442193040424,-0.17201259647154,0.0237399898188908,-0.160323901283577,-0.0974672583708634,-0.0580760397472177,-0.132875538042082,-0.0759585656076123,0.133792451568933,0.152669864209232,0.0002172188994694,-0.368618500826381,-0.251033150796068,-0.0898232376742484,-0.247465636033503,0.177790154148591,-0.180070057192061,-0.0978224999218203
