group,CD273,CD47,CD52,CD269,HLA,CD45RA,CD279,TIGIT,Podoplanin,IgM,CD32,CD62L,CD27,CD107a,HLA-DR,CD1c,CD314,CD35,CD58,CD96,CD11a,CD79b,CD244,CD2,CD29,IgD,CD71,B7-H4,CD49d,CD73,CD305,CD158f,CD94,CD150,CD85j,Ig-light-chain-1,TCR-Vb13,CD82
progressive,0.444728807925085,0.411615956683656,0.084176337004223,0.463738396003012,-0.0789902619056362,0.314457060764542,0.462363165479112,0.11002363187758,0.306802394433364,0.0461005303682044,0.0785765716797305,-0.104735592849033,-0.0135831880042644,0.417564933016445,-0.0028754181351036,-0.0571302109948105,0.0527421503618668,-0.0128545010399024,0.336780635171686,0.45078181472421,0.0336178939504753,0.109274401312043,0.408020602593162,-0.257448678434259,0.0718814417256819,0.0562719760910423,-0.0509146734290014,0.140266613264616,0.0237896337733499,0.0765375337426732,0.155611142166109,0.35723286883748,0.463361040625991,0.458585958541206,0.269372968220171,0.128847818285917,0.136918431306249,0.279911739538334
progressive,0.0235653022261959,-0.270686652883285,-0.20304827669871,-0.0263526144785187,-0.391732498110355,-0.133168335774935,0.127265365256751,-0.0451778591794439,0.055900112164897,0.13220681109953,0.137916237128287,0.0244025833174619,-0.0397113802658573,-0.0366988700001568,-0.12187312768375,0.0974396557440805,0.0159326025465999,0.0051945842800782,0.176340243859945,-0.0273057528210036,0.0319997019840967,0.0610880779164642,0.0254027022115446,-0.138528897706514,-0.0282574602450236,-0.080875967630521,-0.439526187079226,0.0057795235186953,-0.288550147915711,-0.0984341363067289,0.0328213628374385,0.191294756738906,0.134016675648755,0.118273927630811,0.0224384035000273,0.168486892929193,0.192846352255384,-0.070493000280553
progressive,0.287403902054589,0.262128150813682,0.131258611737726,0.195644153088076,0.221159690584144,-0.0151524730820234,0.0799967412954084,0.152445332376429,0.180198020813937,0.226620744584112,-0.110013301246434,0.175018867511837,0.120727366848257,0.179262566392557,0.144568270382607,0.221541928614935,0.0713773252849751,0.322921919487995,0.17647894746018,0.208753042478804,0.186647202587868,0.101067029802338,0.118356825848545,0.179912628188679,0.0220313987220968,0.318849271462173,0.182030781470546,0.143902331718674,0.0449709620454574,0.41551156629212,0.255522029634927,0.158749697644903,0.142059273786786,0.214350921812336,0.0928668269841767,0.266086781615414,0.0413812323602619,0.100840022347592
progressive,-0.0105958394461763,0.28060586287231,0.217626065138212,-0.216189143394483,0.0124890537660991,0.115435412036141,0.0107770634821479,-0.0600499262109106,-0.0418401079517686,0.13595161271148,-0.0361129352129542,0.0714721029509615,0.157336004466631,-0.0997864006105012,0.159255280004899,0.127657240373475,-0.446312068451699,0.384877165312629,-0.0506897382712485,0.183234148813349,0.0701658417211416,0.149926212650322,-0.227160953823064,0.142851565308999,-0.149539985883556,0.256727207470498,-0.491196610495107,0.0421076679499258,-0.161305660052825,0.214193147030469,0.35366142959577,-0.129230144879306,0.215297704968779,-0.0177661248450687,-0.042930692197193,-0.0387626706449003,-0.0394585980746312,-0.104229900940233
progressive,0.207589118753927,-0.0214857886361264,-0.250463601419326,0.271481038930052,-0.144880499778937,-0.119398072457479,0.0670965545596121,-0.0022359010597417,0.186814986883535,0.277037793209039,0.112619024258641,-0.088923450940011,-0.163289415199413,0.0302781983635539,-0.345473652182108,-0.111251607957935,-0.0459045779842182,0.229706742533249,0.110489772709059,-0.0350111245221242,-0.0723551035533145,0.0493738175911103,0.249401513586387,-0.419484776963214,0.171798110579734,0.261567057391781,-0.293219944266206,0.128759825038048,-0.0421443281728886,-0.266179343033683,0.0848312473428939,0.166803871091951,0.122744252842118,-0.0497780276685904,0.0549343297415705,0.316338405797267,0.264640996335202,-0.034473487444857
stable,-0.263527212125619,-0.366063019636625,-0.472505289241396,-0.231508676702331,-0.473696546828177,-0.529114751183732,-0.272034217396205,-0.40155642704264,-0.413666960384113,-0.327804091501367,-0.467409116905828,-0.425982478245156,-0.37035508048472,-0.263404148917217,-0.263744713478824,-0.375537515015497,-0.238741172295657,-0.40082151759983,-0.446996396594961,-0.317032640588943,-0.553076932512213,-0.391085325297155,-0.309050467110051,-0.31194492378523,-0.433986016688226,-0.0203716280593787,-0.365587587126309,-0.400154213461957,-0.414354310634371,-0.314660957031758,-0.281649838025389,-0.433600507064891,-0.331414654939369,-0.404274570998396,-0.49657197746683,-0.328549150520145,-0.350416293410748,-0.445874388336156
stable,-0.155627429148324,-0.368772608043402,-0.28869705741726,-0.329775086906205,-0.398519980210492,-0.290944347644106,-0.117880835392286,-0.105867608547062,-0.21619777901362,-0.511452562995753,-0.258014271341862,-0.120453765066633,-0.304791666561932,-0.320499656959267,-0.175069829438227,-0.637688154462812,-0.116068224691513,-0.349419244189084,-0.262656396450988,-0.239829194536658,-0.392042134128662,-0.427723647929122,-0.247062692968023,0.030781023937157,-0.418882884499731,-0.0802225712049357,-0.322062725153496,-0.265617985476756,-0.277402356154753,0.0131292064854323,-0.0586909763658381,-0.252663636587825,-0.2552283490437,-0.191580188626698,-0.310069090903985,-0.299336691541214,-0.419833835856907,-0.258694124900716
stable,-0.122756667546563,-0.0120391785892603,-0.135561822814068,0.0005243090118325,-0.184654835514283,-0.144979572090001,-0.0937780274579857,-0.060233454616351,-0.103168319856557,-0.167161177993622,-0.182140726383494,0.0957930549291104,-0.231258395279419,0.0253504236257707,0.0755286348245403,-0.11132156640153,-0.0402419365468903,0.0815906525657667,-0.0933877997420236,-0.0796009111327387,-0.137019719408369,-0.234754588241073,-0.0364388841245896,-0.192156197033776,-0.150871214951159,0.233413432386399,-0.262716559355398,-0.22627878171944,-0.0610077210558401,0.410680584288403,0.116142599373691,-0.0948779564217104,-0.10240051099502,-0.0516857971878321,-0.052944655166999,-0.19380113398689,-0.0255521654541111,-0.290750218701473
stable,-0.157601393544963,-0.058646406078209,-0.236234705948087,-0.189891034253435,-0.354304376139434,-0.286000757912543,-0.152292162543918,-0.310539014938854,-0.227509795673251,0.144527033554716,-0.118150374164453,-0.179334669892634,-0.223897873287123,-0.313593064665442,-0.0314372726191712,-0.153400883463006,-0.0786400706994656,-0.117923515158721,-0.239030618240214,-0.174906909062647,-0.270694954331307,-0.126722210666137,-0.0929749279395868,-0.114150273233619,-0.290079739387766,0.348300096748996,-0.231460298938255,-0.26513857964228,-0.170575969783107,-0.0226720234774998,0.122556951757203,-0.120975900966881,-0.198122511928213,-0.132188674649998,-0.28585997835553,0.0690485798790363,-0.11217311584152,-0.351099391873978
stable,0.0195499701184816,-0.0357698339165431,0.408792925554984,-0.12807689089441,0.0689757202872892,-0.0302824453329735,-0.0590434305980016,0.0688054280518857,-0.0767604402724704,0.101256929403828,0.0129177881219082,0.0169300364816647,-0.0260029330011352,0.279736094107123,-0.020103138599796,-0.0979357047385554,0.136028223835895,-0.192737286038561,0.188189076219261,-0.0930577759507926,0.0626103363204482,0.100125647221046,0.088012236870672,0.198196459144164,0.0381097239770002,-0.0013413733565255,-0.0143620274672585,-0.118788836687907,-0.0710664533098506,0.179171896040298,-0.079866984595731,0.182625567853673,-0.109443597935208,0.0795291589384663,0.254723533006757,-0.403062439699064,-0.0340218929800283,0.0550607551907322
