group,CD274,CD252,CD137L,CD154,CD56,CD19,CD34,CD269,HLA,CD117,CD10,CD294,Podoplanin,CD152,CD1c,CD64,CD1d,CD35,CD57,CD272,CD96,CD178,CX3CR1,CD21,CD122,CD81,IgD,TSLPR,CD22,CD71,CD204,CD144,CD73,CD305,CD158f,CD337,CD150,Ig-light-chain-2,Mac-2,CD328,TCR-Vb13,CD360,CD88,Podocalyxin,CD258
progressive,0.132462334035825,-0.225192336278949,-0.0452774544636675,-0.121686633338884,0.469644329169391,0.205254090079503,0.0937167127749316,0.0629749457922938,0.477356136069508,-0.0724792906513732,-0.0768876024805219,-0.231154527560838,0.0386814763275226,-0.0419842932897417,-0.535637007130535,0.0675107187702002,-0.28676609622277,-0.124361592900831,0.0460270898323823,-0.110095659653582,0.009541157173736,0.163615101281123,-0.0663239133316516,0.136994217345646,-0.288193467119238,-0.239421920968524,-0.0031075568886098,-0.221029293189919,-0.069534878729831,0.0030613253011108,-0.153923717414209,-0.0739744578247881,-0.193439689743146,-0.279854636650631,0.0534222421942938,-0.250688997467409,0.149982087581069,-0.0469459067334139,0.119444562815189,0.072486666059126,-0.129345509220727,-0.0947383846917834,-0.0367859940718459,-0.0893480318306688,-0.0527978436771386
progressive,0.17352524230608,-0.0699119293740362,0.0467182775475718,0.110326966512672,0.0178065862467768,0.458704936415767,0.345801908045336,0.22146135736082,0.431715843046204,0.0652076113857289,-0.0884211966333984,0.192544551228565,0.338478789294859,0.268661887978781,-0.0440965848459256,-0.0087398168941986,-0.0734579087377767,0.0781848282740557,-0.0545741479813954,0.097975731206635,0.25028152748795,0.116721854860176,0.161488312673742,-0.413511300860612,0.209784465751858,-0.0437327736925244,-0.117327846685782,0.127092259594713,0.211563515988547,0.435325111163309,0.133494753210844,-0.149366093120934,0.144963783839523,-0.034187293514383,0.083331314090831,0.280296813272304,-0.0137510105876724,-0.248574899999888,0.217040285176746,0.245923334173068,0.0920287584590694,-0.0663703993527595,0.0293315046065657,0.149273784049846,-0.0618141138168613
progressive,0.142476431011255,0.146572867854592,0.209026285744175,-0.0583086462472467,0.0080460745694857,-0.106069868771106,0.156801903416342,0.0723844769528451,0.199196709993849,0.230638606335437,0.134299859485335,0.126062954646666,0.130959243001131,0.113746950605371,0.136348440325777,0.191713096576004,0.135312594300603,0.246508443557971,0.0263138544444121,-0.0698815984749944,0.167736229222127,0.071198801947501,0.200588938233882,-0.0152716124180367,0.188945332573895,0.257470382599594,0.44422482635113,0.127804950453246,0.410069635342063,0.208363535419631,0.11052309879667,0.196269530346236,0.374097460150427,0.275698952166012,0.151621531346183,0.112651399160102,0.147077690787035,0.403687409432198,0.183588362754177,0.103026453329174,0.202220373759922,0.0320660962651796,0.157806484817022,0.152465492317849,0.195105652369146
progressive,0.401198746972454,0.306901208932278,0.512604813731072,0.233624216418776,-0.182744073008481,-0.196561599578402,0.486459506311686,0.0267212420370597,-0.0256354261514667,0.456128658943047,0.0047229731147344,0.0579426318424013,0.373165570135277,0.182358161292699,0.224067368774,0.477463360726257,0.0248449916661458,0.438575858650667,0.0730874884450799,0.129889082834956,0.273590186289231,0.118326620367328,0.0583950066335886,-0.0856869197521509,0.400987712305236,0.0499499538511772,0.196787464610434,0.495291739130696,-0.024610512218036,-0.149678894478754,0.549596098808022,0.452931262902678,0.330406659624436,0.192856170421113,0.121235398628298,0.0773699540748053,0.300488778243754,0.224581377821897,0.252428023313542,0.49250848984473,0.362799887852859,0.116434163843538,0.315858919558416,0.222575604427662,0.405985131301205
progressive,0.292717172712577,0.0987626421036717,0.205343912659489,0.401976525038227,0.160395065097906,0.488024914471162,0.0061083942716754,0.316526456154383,0.302931954083232,0.345802558141528,0.453955405484315,0.103904459465102,0.184401640018334,0.174088077536322,0.0211309522302032,-0.120579826837144,0.344749734701244,0.151492364583771,0.426163620967489,0.176731613705841,0.11207963762114,0.012232387904037,0.227917091345645,0.0615724365198944,0.405212965230034,0.237822316583373,-0.211408123606227,-0.114894755772851,0.330770105328847,0.318162605146553,0.376561752469764,0.216989247699707,0.0402364123190451,0.41276429606738,0.364184798711271,-0.0797020333149496,-0.0736758860847057,-0.0802628180302597,0.427986874570457,0.116189900649264,0.013830263599434,0.0295798506857856,0.182227226475982,0.134313088106545,-0.130225355418827
stable,0.156319153700921,0.257509673083304,0.395866704071221,0.256735282609423,0.111969513704463,0.333502544302191,0.139538314716029,0.244377227977645,0.108921969021725,0.159022480096297,0.139852326402154,0.36937362084152,0.364994100488785,0.266317136221659,0.0970310801629305,0.0177355127645645,0.328148529136746,0.207920088488303,0.345574194566664,0.309846625652984,0.399417858400397,0.267123278171286,0.414742256382837,0.132799099485263,0.286572959669099,0.177654255607142,0.143998655877367,0.21519309956346,0.0720904197892484,0.221499162548864,0.310414884020734,0.344460916540283,0.164871682803641,0.141306901262926,0.317368329951982,0.290251645774238,0.416035695420399,-0.0216951512035288,0.381421707859818,0.288581178729269,0.300804555911758,0.250356809989431,0.403473393182491,0.370621218052961,0.275214205718263
stable,0.278855266774388,0.410010676532219,0.404564494518959,0.163065028962393,0.144557769524125,0.275929650181058,0.297569009162726,0.456950928995069,0.137385886307531,0.370360659258163,0.329681917834296,0.438194324165355,0.437337371954671,0.408576795957725,0.11316742566696,0.150709306488006,0.413152128241418,0.254407890211025,0.295511438627038,0.339549956454725,0.448275167332089,0.454634591648071,0.467293956182286,0.111866094596686,0.287614331100362,0.444596526851493,0.144934130103206,0.0857758880244903,0.193668169704254,0.031053898035824,0.481743801683627,0.380943248041498,0.134701483055528,0.285687794016753,0.508417185001339,0.40186027507248,0.341622489485255,0.190123917521457,0.317348146466986,0.281474176534075,0.418313146474489,0.418544845777807,0.461256072012292,0.489461141620187,0.285261387870686
stable,0.330582230294028,0.087395220787998,0.240249957915021,0.0976394127800528,0.160562822595067,0.056259589355751,0.0938664417272466,0.174811158959961,0.0242283015928928,0.123110654502607,0.10017026060781,0.0874185368896418,0.171297317321377,0.127556673308955,-0.0142907901235332,0.344017468173725,0.194474490472884,0.235962791821124,0.143824733460946,0.173840929494584,0.14687228683796,0.0991867477496339,0.127953036630084,0.282811470229607,-0.0156052007987547,0.103693540968433,0.272003506812998,-0.0717874095824589,0.0712732221482644,-0.0906133187525106,0.166290866712554,-0.0280159515664662,0.289817109329376,-0.0168850859313164,0.168205508341739,0.067340941814998,0.289696718955465,0.0163035853910463,0.0742533922509649,0.11271461788782,0.210140461858384,0.235048386383512,0.245625139635895,0.22506331854277,0.218742686926606
stable,0.17324759079043,0.124262612720835,0.126863948827523,0.154931447259196,0.057512865673142,0.181357860164226,0.277744869640219,0.191372743147995,-0.131358264565341,0.0686792077826355,0.182787103589731,0.114865709895092,0.120961559402794,0.0402317787633641,-0.122370016966215,0.0396720676407561,0.182846142248815,0.038125682098301,0.0707324909436937,0.364285713379593,0.0902105366811472,0.163668100492689,0.212233388534686,0.125664444025134,0.248015087860756,0.169386077022549,0.473351092697976,0.106302214215147,0.306507188328126,-0.24528702163054,0.110385507910387,0.196645921673998,0.485324966952001,0.402432248881624,0.229016321473626,0.187958261815274,0.181741810548825,0.255204109396955,0.134533118962219,0.214656310327791,0.140575572057307,0.209927664874895,0.247732463146537,0.18967099116653,0.0648258373032545
stable,0.115537161231505,0.0186856899043343,0.223640500601847,-0.192691031807522,0.274705477986097,0.0158427112584484,-0.137986632106819,-0.0736648228961034,-0.0320020311759781,0.209146200486611,-0.189786931838664,-0.0225163127654038,-0.0472834686944841,-0.070138972486027,0.258010630433064,0.199648648300552,0.0634244835623067,0.0875422661817274,0.193038018409685,-0.0147286924821503,-0.0430352925935076,0.122559730167301,-0.0172011919746819,0.302450146902433,-0.0237233709129737,0.107221534979517,0.154062827148582,-0.0421336231860607,0.158633172503437,0.0919383319651272,-0.10714442033095,0.0069083530215019,0.152918498220499,-0.30673623023155,-0.0942715490540757,-0.0321211233252094,0.0027265761407908,0.136774764740905,0.130810292969052,-0.0902601298009762,0.0429128834259422,-0.0096845985704049,0.0408346291982389,-0.208748448226828,0.0939989654058311
stable,0.216255904816824,0.177277642479576,0.135318650979299,0.145642546412197,-0.103394372850757,0.0383519879238957,0.05060751054649,0.166910270061047,-0.143213257263618,0.168088723755173,-0.021311013277737,0.107936011642443,0.154853676470599,-0.0541196315833626,0.0031270979535387,0.147629133235474,0.176099305555513,0.104873460578558,0.263448162135648,0.42628869735112,0.0292744664803352,0.0960080184949844,0.232597095112041,0.0847303485782499,0.0507955900982612,0.351390383977277,0.13246071204646,0.287303792125256,0.166484788078386,0.0754352463781654,0.0436357847182446,0.202096471600696,0.0430195241301439,0.0406503416529816,0.130337800483414,0.263107047862396,0.128393784878246,-0.0643046863880587,0.0162088395447761,0.227141886339571,0.160719598556194,0.183244326940563,0.0548692043751257,0.168509287104454,0.151847540250217
stable,0.144889155789475,0.209084787454002,0.248649255890055,0.200662801905059,0.128167166144242,-0.060425970253839,0.259189516707487,0.251798260891011,-0.209828666846793,0.12458647696088,0.203944425169352,0.16541519992122,0.264474568266155,0.172762532723769,0.0873115907849015,0.0961642842885024,0.229954500817562,0.43335695262245,0.147301085359599,0.214473483356175,0.211568444383811,0.198304129893093,0.264369084359607,0.397237662242348,0.222959323989179,0.0468588392150048,0.617697347107739,0.0646902025739554,0.187490708736199,-0.0613728165291438,0.228389680635279,0.231424547253997,0.377073883892404,0.327378100868083,0.272425188039451,0.212777055914682,0.22095809774934,0.393548709891472,0.191522453366945,0.27791834167057,0.165492030822084,0.155610448283635,0.231525245755744,0.24028395655113,0.185682060968402
stable,0.115835748091286,0.0808792064652188,0.137845208036315,0.143360886814867,0.0736008529605435,0.0977217138075922,0.134813448447644,0.12091153978085,-0.0159645299090601,0.0617513924230045,0.0886518767576042,0.123334743367454,0.152621540692808,0.152627409517703,-0.199851784072222,0.168818916231973,0.198906859991753,0.151710890155396,0.0686095620645991,0.226399575976545,0.151344004437766,0.148351288493905,0.159473134063581,0.217799233814905,0.123024281247643,0.0193167840132672,0.257941197611071,0.132370092695124,-0.0237030847271459,-0.197189152866187,0.17784914123299,0.124904779853823,0.553217295882046,0.234605245166493,0.186269972798146,0.16826298175164,0.124672988429547,0.235001260724734,0.117652149015722,0.108577164736949,0.193388012115148,0.034303401123715,0.160035839243785,0.184178429838247,0.150198817929904
stable,-0.0983458249031797,-0.0218238173661557,0.057924856367477,-0.067204616343891,-0.148441784235203,0.215095468905665,-0.0798763173257071,0.0266124553785176,0.258301217090517,0.207422586063871,0.0342006742811484,0.0256731012008968,0.0494038153306497,0.116399304679232,0.155956897648898,0.0016592276222763,0.0692564590925953,0.136941455066013,0.0573839001947696,0.0504316683659097,-0.0265603141864718,0.0503329916154232,0.0407879365246308,0.0558081759362908,0.103861416583154,0.11925075005276,-0.134147684551509,-0.131407715814571,0.0859260167313411,-0.0554276970063395,0.0329011337858228,0.0033367656689545,0.0023439032048792,-0.0857624548229827,0.104528701095583,0.0095728157904874,0.0540140076902138,0.0596606530255297,0.124712354684186,0.0222876032481263,-0.0406431062428742,-0.0468023036454316,0.0137073336965692,0.125816834307993,-0.010471325007073
