group,CD154,CD19,CD33,HLA,CD117,CD45RA,CD16,CD20,CD335,IgM,CD32,CD185,CD103,CD161,HLA-DR,CD141,CD66b,CD35,CD24,IgA,CD79b,integrin,CD54,CD2,CD81,IgD,CD18,TSLPR,CD127,CD71,CD193,CD144,CD73,TCR-Va24-Jz18,CD305,CD158b,CD319,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328
progressive,-0.0515333234520861,0.356617612195,-0.0991823320204394,0.314595221768269,0.492124433884192,0.0583399570580323,0.0718943388080423,0.0577374782240726,-0.419588937438316,-0.180519971547074,0.0463903990493793,-0.123227304841393,0.139240083391233,-0.130650797786263,0.386743739171438,0.0048466666872027,-0.0951678328956493,-0.0132348117215563,-0.0802093945117625,-0.23309667722973,-0.0116862901403157,-0.123384832904009,0.0375727891330697,0.212915675328975,-0.0353232730352394,-0.0445976407527514,0.175841559185165,-0.144153630126418,0.383830211932449,0.439058497133002,0.253953340046437,-0.10841477580488,-0.225188017634376,0.121704351676678,-0.104686648130477,-0.0606165961553948,0.0838432430765793,0.025462372939173,-0.0706078532834277,-0.0155558320074282,0.0796202744649447
progressive,-0.0203755849898491,0.122189000092556,0.121210936326494,-0.100238144015382,0.0047024105408481,-0.202935376745029,0.139075180486478,0.217479073643282,-0.093835911414582,0.159207529934211,0.361849786034972,0.0461853486788532,-0.12331475219262,-0.0159477241428696,0.0547294161984252,-0.0334309858397739,0.172909125534713,-0.0797558732758355,-0.0002424184179947,0.158294851056485,0.126989540766471,-0.207175191587916,0.0541217405338361,-0.0112909362218384,0.0676294717469979,0.310640815359059,0.0948463488994876,0.0276497311198346,0.108939158745558,-0.180997437913015,-0.0319034278888065,0.191577973970643,-0.0521268058082398,0.116111153633703,0.266434535185722,0.0741076808206292,0.208773174843661,0.22189778267415,0.284056676603415,0.000974937307849,-0.0548057716157123
progressive,0.0800317208486687,0.240597327922038,-0.0011768894275782,0.0784317401196991,0.0387232757656237,0.223895150726281,0.101407564875072,0.0668962386930569,-0.0934208952191,-0.0868833485392696,0.159281089442851,0.0042201707697454,0.149039065936726,0.0579067378690164,-0.0037860963133508,-0.0754791809058412,0.129304917449709,0.095310627816523,0.129443259974679,0.0422966716202443,0.0678807699276728,-0.0894255281199192,0.0154806429547995,-0.0213139252347855,-0.160612025906199,-0.11493836276716,-0.126169982646526,0.0187101446746575,0.0008031629883922,-0.0656123029831166,-0.0160780461960309,0.0147115307317375,-0.197041615843327,0.005128768673258,0.0015907567641047,0.0754332352593896,0.163056159609608,0.0474702261784107,-0.0101752357231673,-0.0469728574187998,-0.0236834734609628
progressive,-0.215124811894387,-0.0041611926373143,-0.38817390925757,-0.222173693312711,-0.174489945166576,0.113900658219896,-0.536550670754893,-0.105978543591273,-0.0875020388014343,-0.456735065800567,-0.0631429200541655,-0.374515229393885,-0.38273728805027,-0.0258744633011535,-0.0417305788733609,0.0873461740723165,-0.581919681227595,-0.622576075211004,-0.398596963566778,-0.426866716025049,-0.324182556300915,-0.0356006810833897,0.357395139048989,0.009093693520879,-0.370977865217703,-0.426519751123734,-0.367268108143372,-0.0010297125553652,-0.248430070142053,0.246155976240395,-0.385143703207985,-0.254773835382756,-0.485943837160408,-0.359279346524055,-0.47173214044182,-0.0803514905916329,-0.361677184527455,-0.457109835786078,-0.320783634695896,-0.397043626436182,-0.431233186091473
progressive,0.0686921909875452,0.376542134143855,0.233607591937348,0.352323033553325,-0.203254559531822,0.383961987428375,-0.220170547257507,0.358458396520567,0.114930311881687,-0.175777279684613,0.0274707240903002,0.0533923161961213,0.105767600641189,-0.272349787644457,0.207021307109761,0.353429767687242,0.0490900591722081,0.0572621392561394,0.206287749217744,-0.0577915634937332,0.150540659871336,-0.112252098228974,0.413853905011817,0.356370993300221,0.0205567522930232,0.261679269771615,0.069666919287696,0.0314347659163475,0.232254568657032,0.353909920970462,-0.0573492382502693,0.16087512544538,-0.09727484296912,0.142427212037752,0.0336228151137415,0.356657556908798,0.302965822423455,0.0570809283602556,0.35236800603189,0.0187500406902366,0.111320990526818
stable,0.0634571467919866,0.304653105088693,-0.0018026414900387,0.0199285695062541,0.0697627331974266,0.0552447534993858,0.0312911598310139,0.240495442465194,0.144196838501422,-0.0974728186590809,0.19427098967138,0.069716680177339,0.0618081283971654,0.0918496697987069,0.193038125907168,0.0934964937181243,-0.05365594047413,0.0100293976318938,-0.0404648162922659,0.0953681802889728,0.117725520688281,0.0472946164026416,0.230399704805883,-0.017146894374611,0.0451561987482185,0.248353247636822,-0.0774827972720246,0.11836177776479,0.188901586436241,0.0847839777790557,0.0734575586945918,0.235098177012081,0.178026437347585,0.22004563792903,0.176188564411334,0.147852151998107,0.222337761585819,0.0266914492355986,0.247181287342191,-0.148866361725975,0.187977019965118
stable,0.0338722864509253,0.193781145398171,0.0685648918493877,-0.0726023780741363,0.0717606478346308,0.261041706578741,0.044512923475618,-0.041753591041403,0.0552817116987409,-0.0247978215194507,0.0759180634582398,-0.0481163840520086,-0.0015741969309222,-0.0644148584114352,0.232738284614743,0.10399910340748,0.0939632807646046,0.143901729275143,0.0844840144594463,0.0139085864606343,-0.0689685984781036,-0.204961775454176,0.0975567183253963,-0.106213486877897,0.014855740008801,0.288549680836502,0.0872216857651252,0.373247718352215,0.0469909563564711,-0.0548128370113773,0.115619345685778,-0.0556378028958248,0.148037780127997,0.124229122922854,0.0484323377942909,-0.171287142480051,-0.0879536157153726,0.0549418703207679,0.127800498255407,-0.0279401746206418,0.0720803364628679
stable,-0.13505951393882,0.0649560868278687,-0.046589754403334,0.133542076499354,0.119589806310125,0.145161320830326,0.0089457215190242,0.109709387534029,-0.0165810996860292,0.037475750409059,0.0976793960021683,-0.184182174028565,0.0090693022070293,-0.064440610618381,0.0555020441041555,-0.0670366486887542,-0.0396591030721596,-0.177624366141056,0.117676334634539,-0.0294520934409595,0.130983645711357,-0.0611327385748096,0.122939924847214,-0.0051337977292281,-0.116106907591799,-0.230311592753357,0.0162954344327037,-0.037056403981129,-0.0747019133531866,0.109411081463835,-0.0817430837828734,-0.030387417271332,-0.537637611535958,-0.118315196543911,0.0075577893854932,-0.0054631538945485,0.0059519196766181,-0.0297872361778003,0.0490146599324083,-0.172190406014399,0.004698650180181
stable,-0.0949591201581198,0.0431826180279584,-0.0457309712437624,-0.314880933086888,0.0153036238582244,-0.234457745334852,0.20061433973496,-0.0630927396015432,0.149111838856566,0.279727479854578,0.151824936135071,0.0924419692418593,0.0208821835213708,0.13006030051201,-0.0078801568234438,0.0844975381672564,0.111827970318729,-0.201531290260785,-0.0466527615079963,0.0086934098448974,-0.0376443047476527,-0.0354498848190519,-0.195739064043975,-0.140524792598342,-0.0601672064514996,0.2918235144127,-0.200118227230729,0.0276536654552178,0.104751880793741,-0.180028050849328,-0.0835294727484744,-0.0560216510889533,-0.122074279962697,-0.0176951407180484,0.274713008801489,-0.138100926490658,0.0428469837365958,-0.0215060639996151,0.0268196477411,0.0794940310620412,0.0716312064916254
stable,0.0049027016574003,-0.0714607401444909,0.0457499370767834,-0.195921937471033,-0.113746607810496,-0.195034527337447,-0.32241580842244,-0.444970687503833,0.103614659925592,0.0009278123793812,-0.119477534748355,-0.160917482185758,0.0219253711592615,-0.0518255925051093,-0.23223338315405,-0.0842338557249324,-0.197567415872913,-0.242184236387361,0.042414081700199,-0.26185882630916,-0.0954552034699319,-0.35369965475069,-0.24265260182679,0.214155940702792,-0.200458722802119,-0.137015191217466,-0.0585947471501026,-0.166437064942887,-0.298746546340173,0.021676517292591,0.026701252756562,-0.362446982823906,0.143262076033906,-0.293433687218869,-0.256421498979488,-0.0272294446022466,-0.0867498771845066,-0.137234411739106,0.0383613100265588,-0.370502676076589,-0.0409612296894871
