group,CD275,CD252,CD47,CD33,HLA,CD10,CD45RA,CD16,TIGIT,CD20,CD31,IgM,CD195,CD185,CD27,CD66b,CD35,CD39,CD24,CD11a,IgA,CD54,CD2,IgG-Fc,IgD,CD22,CD71,CD207,TCR-Va24-Jz18,CD305,CLEC12A,Ig-light-chain-1,CD328,CD82,CD101
progressive,-0.0232426581430185,0.435361733682147,0.211447611381976,0.209279466129252,0.0552400678840568,0.43442259691778,0.0775780662219411,0.0920459659133523,-0.02748681990002,-0.114564510010972,-0.0815794085355991,-0.0971346262670412,0.164946523240555,0.136766245224339,-0.0366582423247618,0.111434539157366,-0.0763663848761064,0.0606069328893478,0.284330057835112,0.184634006325756,0.128119977685646,0.199847036849764,0.192177672027627,0.0039436040454069,-0.0042833892248405,0.17419076400456,0.0710549714626253,0.413809895273301,0.124811374353355,0.402794341378217,0.177550498728545,0.031263428229563,0.196365994826839,0.156714093654098,0.0304470254074481
progressive,0.111847018044714,0.0492477404514245,0.282394461231807,0.309950498694605,-0.179238315370819,0.0390356583403226,-0.318248883235529,0.189619176018599,0.0330008144629007,0.336847477955255,0.221010795698383,0.200806410888126,-0.111725897412936,0.238287573554284,-0.197343611647288,0.146593286615126,0.0280000762413974,0.136877130548691,-0.0344744508116735,0.129997998491344,0.116904785251695,0.0674777977443341,-0.160365682988344,0.133464060680743,0.314272891077874,-0.0859638613261691,0.0593353199022114,0.0412594471356011,-0.143525581373476,0.161348935106123,0.262870187117885,0.239834577730876,-0.0507815716019711,-0.0158907519537725,0.0787627714561115
progressive,0.0928955720638548,0.0969440124095912,-0.0169681063714512,-0.0334387757542188,0.0962129949888817,0.0407831247596002,0.145645041833356,0.128016717588933,0.100422745831687,0.0573762322499326,-0.0606324381705241,0.184222505345558,0.073137532135743,0.105105121304578,0.151779136665457,-0.0432873398514665,0.255685611688296,-0.0965972655321724,-0.0492281476761922,0.108074006575491,0.143620566207063,0.145618206659634,0.157005159615107,0.0140852303751086,0.298494532495559,0.151223318743641,-0.0805130121847619,0.0639018123200795,0.130496877149912,0.0857780819698531,0.0397134822429597,0.202712255908859,0.120028311320336,-0.0150030769197154,0.0909181295482478
progressive,0.421013726101634,0.241450951113387,0.440684511774339,0.631487017195279,0.277607563537678,0.260532377398842,0.0066871416279245,0.547165685044761,0.172547127424378,0.214148990876264,0.429334157359535,0.471766570891516,0.0417968233869415,0.401644424455986,-0.0707728020091776,0.607967618811226,0.501480042275225,-0.0393126052431777,0.463510384748361,0.372393437652611,0.476680605686859,-0.33007269931898,0.139628484061093,0.193345485837081,0.230723936670911,0.0941379682600212,-0.14242917157181,-0.284194751762445,0.532391654559156,0.444747696265251,0.508009515124868,0.474130971447509,0.410808084840387,0.225246301716104,0.428572263125704
progressive,-0.105327831040115,-0.0546721768788183,0.294501542666906,0.0115361773796221,0.313578475657897,0.307191182157832,0.166379825619817,-0.0318624377353127,0.28004660773266,0.406874982390573,-0.129725268756497,-0.112232307314883,0.421346428965054,-0.146102823398591,0.199967079392327,0.0097959983549922,0.0120667343260064,-0.212879099180009,0.304961504060261,0.327185180818241,0.107687505409575,0.286166180185504,0.444261867815287,0.47568758188627,-0.079109727782585,0.402539917656567,0.493335946997474,-0.237520362770923,0.145288964366176,0.318200128559982,0.100141979579396,0.0413378090071299,0.0720377384025434,0.0220674234917715,0.275277253342742
stable,-0.0748474017505459,0.0850681632039541,0.083240405581493,-0.0433598963158574,-0.0771671204634629,0.081804221596753,-0.040393053430406,0.0938845560570359,-0.0335644698904573,-0.0073999008183988,0.12861553233248,-0.0827418973238656,0.0225161009158576,0.0600199096343529,-0.177462038028525,0.0378269291014909,0.0537131057085904,-0.157511572890008,-0.121904770787021,0.0918187807754603,0.0433835224217462,0.0289047664843636,0.0261051698136294,0.0216964207393878,0.270874946565498,0.0024209682709115,-0.0269496285373754,0.112046628276683,0.189480634785683,0.083829338905606,0.0428037356648515,-0.115921859626389,0.0611472449383008,0.0687673821515214,0.0147526801584475
stable,-0.0650506681165981,0.0167993624315204,0.0450996066429419,-0.0212372918594418,0.21094460021204,-0.0522729000064856,0.198733101330901,-0.138622763018218,0.130717502792505,0.32316291664984,0.171294982924135,0.231379511703719,-0.0803469454722652,-0.0126069565789904,0.0656290178304159,-0.17461788450129,0.0064613772593172,0.260130538975275,-0.190833972792288,0.0157313789721786,-0.0035523881701513,0.207181059974099,-0.0303869247403028,-0.14935704641565,0.317243114516523,0.124913130639326,-0.0474779673758483,0.0275857688479255,-0.0486713836849584,0.0343269186409386,0.0402656059799815,0.310970344045588,-0.102999998489038,0.0078620914405449,-0.028283001517812
stable,0.10627411570897,0.205667147692466,-0.0118500897251247,0.0766102011768712,0.131651253705726,0.173210945941937,0.139800509694757,0.0299898212298366,0.099171150438846,-0.0897919879416949,-0.0865046484703471,-0.008060940400422,0.0010756608238069,0.218203999414985,0.14703692419555,0.122983970504183,0.253435312410884,0.284236956683897,0.0430462835874068,0.155224193197753,0.116410326443343,0.156625355397027,0.0935212103075798,-0.0226090524072027,0.131296619144584,0.113041239918055,0.115721295946412,0.0765264898135583,0.140969445415633,-0.0836621739272143,0.104639894459615,0.0317020469316319,0.129481708199119,0.211623026017217,0.153232365487258
stable,-0.233344495617903,-0.179734609857862,-0.136120015713237,-0.191400209070426,-0.568226009275411,-0.077321042448627,-0.514641030051322,-0.0820063744399507,-0.246873345350141,-0.106079934182873,-0.156744237580808,0.188424885803999,-0.0675988370096916,0.0061914869618553,-0.471800992543119,-0.129173233893867,-0.243180890430869,-0.4443786261163,-0.316736579078129,-0.409207764939167,-0.155621172155192,-0.405643745224087,-0.156201630211828,-0.210819037949901,0.485348645746503,-0.0557155763137603,-0.250175209280287,-0.181151431866535,-0.137100734177708,0.0750281589453167,-0.109626748074429,-0.130436171989308,-0.0732389974845131,-0.473391998678368,-0.212532230584059
stable,0.213587476058067,0.0541449330518081,0.109426954920165,-0.08733851001398,-0.0820323559329937,0.241892908527865,0.0418209333456981,0.223502090614958,0.127682969421025,-0.0152007121314074,0.136097139864486,-0.122596614129597,0.0495498167989577,0.101093240659846,0.237718656378958,0.357269953090666,-0.0827563016294846,-0.0116060447027156,0.2948130310059,0.0216386317701281,0.002790851144052,0.141147790693909,0.0599467452184511,0.061656947219884,-0.119528560369669,0.0771689144902993,-0.0690338346288673,-0.122872521749421,0.0424127920498365,-0.0808953148694957,0.181451154863954,0.0836976037538567,0.267435626268521,0.0486071899423014,0.197526382496047
