group,CD112,CD47,CD154,CD19,CD269,HLA,CD10,CD20,CD294,Podoplanin,IgM,CD5,TCR,CD32,CD103,CD62L,CD27,CD1d,CD66b,CD35,CD39,CD24,CD21,CD11a,IgA,CD79b,CD244,CD122,CD254,CD184,IgG-Fc,IgD,CD38,CD22,CD71,CD73,TCR-Va7-2,TCR-Va24-Jz18,CD305,CD158f,CD307d,CD257,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD82,CD88,HLA-F,Podocalyxin
progressive,-0.184979471948672,-0.293183662840554,0.107856850883227,-0.0748859087882381,-0.411006363080549,-0.330909252805456,-0.143533715167416,0.0738220319474673,-0.199281611744833,-0.117709776299996,0.0722241642435202,-0.201785164885808,-0.0612592982260026,0.315515157052456,-0.288316110863083,-0.161343232747745,-0.365845985343772,0.02974941459886,-0.443457777246979,-0.0019776155446003,-0.0758579566308351,0.134013978807344,0.108575204172879,-0.149656287451442,-0.283467341420191,-0.133254061599963,0.0167690285535447,0.0101492574491401,-0.0293215385092591,-0.0306508291249762,-0.584735956693472,0.136732503098831,0.0048827608613567,-0.0363781342959455,-0.414003966379174,-0.130408779602121,0.140793864488807,0.256973509673483,0.399803294288775,-0.118648832522171,-0.0300619260639879,0.132237753888811,-0.406671996947961,-0.236165881860201,-0.0537534590883421,-0.0065258612323845,-0.373696992481669,-0.227087146909498,-0.039760699567449,-0.110606962350921
progressive,0.1079156985346,-0.0798042446613529,0.158483927496899,-0.185599035126011,0.0525395693882652,-0.380452209637677,0.132861792282381,-0.0806879618083273,0.188762199464154,0.124074688115832,0.237269143486751,-0.189001624006852,0.260853273370835,0.258937798484299,-0.141341642298939,0.0675074089674668,0.0542572239815009,0.158188683401229,0.124559948203397,-0.109339664236769,-0.127910562687892,-0.0244970190815741,0.123071634039157,0.0418438175015452,0.0617306883577865,0.23110597793054,-0.0101975940089465,0.0477724484619395,0.210957243454903,0.375537000984497,0.0846874707073784,0.270465075278009,0.152285466057415,-0.117181198054285,-0.256148573028091,0.17209953949735,-0.0730778863564377,0.0870579579706526,0.0788727399458539,0.288544173289589,0.157033132563314,0.263913504174356,0.0979330975648355,0.313654349740237,0.152043028241136,0.0782355535740199,-0.072904536120183,0.229123054574764,0.269530639353452,0.197811513407421
progressive,-0.215617717056879,-0.0710639108440632,-0.0706223797170932,-0.0389941999578531,-0.250278975983151,-0.222579075494015,-0.258073917671872,-0.304896015903034,-0.219004143571378,-0.308841896376821,-0.304732147678339,0.156506410832631,-0.274028415364887,0.0625124295451723,-0.122374802252932,-0.277881737393315,-0.0156473776242977,-0.27434357240834,-0.159740474831805,-0.464759075812501,0.0299388943163167,-0.0347696114049161,-0.0634959954194552,-0.318995268229002,-0.290442451037574,-0.378846256384919,-0.132229498653039,-0.322064483314614,-0.296467258646466,-0.079926436528163,-0.224675469583071,-0.546340217839236,-0.370411037146804,-0.612049511854614,-0.285278033666287,-0.533130438548225,-0.161984070536836,-0.177695529860512,-0.478602527661343,-0.303561850108334,-0.409840035118763,-0.0972308571666082,-0.337573763577365,-0.54605055883845,-0.280874580129641,-0.358895227083128,-0.155522206779251,-0.275448764998528,-0.218319358284389,-0.311363866181408
progressive,0.366043353807927,-0.392870242246823,0.0579352608757798,-0.180683364514966,0.222347125098497,-0.125328750073837,0.0912742013568455,-0.121979440555415,-0.0097668451401017,0.106243206055538,-0.159111264999759,0.217228412556982,0.0465728414952827,-0.0091923835087519,0.0631215946260916,0.0398531080970799,0.12802720363458,0.199529468469268,0.0531903263262387,-0.174356369593506,0.101483944433934,0.0489871164923623,-0.0377509556013998,-0.0322916120245504,-0.0802496288397951,-0.0336457216985736,0.0081680809440752,0.233333839700722,-0.0579660904281392,-0.0166747286284265,0.260683051594133,-0.260914174802635,-0.0933518200076231,-0.405025021704898,0.270135828932595,-0.371817334716994,0.368386855123762,0.0634086907758484,-0.209267118104006,0.117073749894896,0.0426330493547215,0.366901632116212,0.0787412199923414,-0.203458470453658,-0.0065710243158968,-0.0846427808149942,-0.288771683447047,0.137058448965515,-0.0051651676274543,0.141917975250528
progressive,0.1296463502784,-0.294839015786845,-0.419554324752212,-0.125514044714618,-0.133048781118694,-0.283834070021463,-0.450649904958944,-0.314762702243328,-0.116548917495247,-0.151053574244643,0.0739453185669341,-0.360346815789959,-0.376171968311484,-0.0438874914749418,-0.497881632286574,-0.289279797794823,-0.199739973112495,-0.37976252214782,-0.352105603793484,-0.361234146686718,0.260480110528868,-0.387079259768127,-0.421962516941423,-0.37896122314913,-0.234456096299054,-0.18341988361241,-0.463769661894831,-0.363995502445523,-0.350452412665259,-0.0105383966221383,-0.228635485533627,-0.0131288484405141,-0.0873412123943212,-0.371203802414887,-0.230231104808001,-0.154644892402044,-0.0487005345109085,0.133401685463489,-0.317315317635936,-0.401556756689166,-0.227258681454968,-0.317883476774405,-0.187328374036001,-0.0918697194098061,-0.253399672720098,-0.233553138422246,-0.0084536895963502,-0.214791297633243,-0.237881006566936,-0.227180994740214
stable,-0.0879614032575274,0.0364092151976251,-0.319277022806632,-0.0445125351675377,-0.17724242919003,-0.0685360489479922,-0.0498585994206592,0.10167399152454,-0.209900661671415,-0.270017660068246,-0.402008556681927,0.0443532736728222,-0.281989945665877,-0.20168088197854,-0.114711492355966,-0.18142478456209,-0.14254651325086,-0.255480024105116,-0.0794043320621345,-0.179414987025807,-0.0308043694990198,-0.193025745621647,0.0395958166028313,-0.127528072331806,-0.325299291960165,-0.142828611623074,-0.124570855129261,-0.225783457038212,-0.198449267830904,-0.185077448960288,-0.180798820761509,0.0337498619658724,-0.106234351320716,-0.0229298277095897,-0.0657485976221994,-0.0783431258102771,0.048965987515458,-0.248400485545493,0.0463832121881729,-0.288710455167141,-0.229082618885272,0.104013150799883,-0.170152967423685,-0.0288240083563605,-0.202035876462681,-0.392897166995667,-0.24008572691035,-0.144454151022578,-0.224805803443876,-0.176037781539827
stable,0.0355898399003442,-0.175415903697259,-0.146954339144411,-0.315175358765568,0.0452656134468196,-0.209221546862488,-0.0671460918997096,-0.179360225598672,0.12888320478457,-0.0165034212117138,-0.375134708240486,0.0029502579321117,0.0689973331944691,-0.149261045626401,0.0956735806375459,-0.300696965163263,-0.0721023026714052,-0.0196540713408426,-0.17070075655486,-0.246948280323455,-0.369508586766016,-0.198470646232382,-0.16472539972715,-0.145278208441912,-0.0837771543460697,-0.147025111022265,-0.162376314748759,0.110685336057446,0.0279002619674619,-0.0948854141337459,-0.0227466025888442,-0.204983448646229,-0.0406664825899494,-0.0277917942762813,-0.26398936766775,0.0644657844473862,0.20158539438542,-0.0012757444504585,-0.147706682192153,0.016663805628636,-0.0427537485868195,0.0230578389459259,0.0385439584194327,-0.198448724184184,0.0061065339026528,-0.318547925989268,-0.091398049174235,0.00684893583605,-0.0847369094224319,0.0946855330905245
stable,0.0565116272885285,0.0378146473913448,-0.020164900805267,-0.0638249991102641,-0.128275233580365,-0.156053424061252,0.0164984297542632,-0.190744360339856,-0.0940128788060606,-0.172843375226935,0.0319530082435135,-0.003695718078324,-0.0086488620364479,-0.189784068176682,-0.0712293163434984,0.160157149953842,-0.157472657146583,-0.103573502937601,-0.0275940131619415,0.024406306725789,-0.111176986095929,-0.0588591723352856,0.0438274447833931,-0.162058430866193,-0.168623747458479,-0.0625622033381205,-0.110861435102646,-0.188441510682091,-0.0539087052293771,0.0636499977884469,-0.230699008606726,-0.0008207992980579,-0.0070928280865913,-0.083327320056991,-0.113638957577097,-0.0584654995245019,0.0088572748150068,-0.0752332522928705,-0.157593616137368,-0.115503464179458,-0.198622063897621,-0.138351747826974,0.0157293796249508,0.079374718070001,-0.179446658348856,-0.214255419469831,-0.203038911339345,-0.104252620693577,-0.13972142455435,-0.0816092036530273
stable,-0.0648550989027527,-0.142377856197732,-0.222919803984009,-0.141895410690561,-0.0838278310861416,-0.0514179090149936,-0.114518463764621,-0.170363453214948,-0.119227702500537,-0.186480641069106,-0.0120784811636432,-0.0229957969428192,-0.156591281891401,-0.127254715800755,-0.198377111061405,-0.378541636545911,0.0549634296850867,-0.207415565208461,-0.139285226534628,-0.0597895714641862,-0.171212019870542,0.0197377288388175,-0.206385799627754,-0.0767641172283783,-0.0287773278205625,-0.17841735170321,-0.0600287484692094,-0.0372670335806989,-0.203442877846695,-0.279896338931677,-0.0228890397492251,-0.320392983820409,-0.165469625987603,-0.0633215366002058,-0.121137196672795,-0.424884143361708,-0.240822077452366,-0.112878051387904,-0.293317407925585,-0.227056607893075,-0.120893787046523,0.0496575751942955,-0.142713763230616,-0.109383710240793,-0.124789912764519,-0.129797756341911,-0.0493195533623354,-0.149371827829869,-0.0696429405947273,-0.224752878900249
stable,0.0074429054139351,0.246960579901602,0.0338732114511295,0.103362856280424,0.0906140365907631,0.238567178110516,0.244970796453227,0.251776874747993,0.0247413404500623,0.194042692901944,0.047017519225403,0.0187701743195132,0.11190386481234,0.167787181033261,0.197402080470885,-0.085519627933773,0.0925683465851088,0.119547440331536,0.136347306525933,0.176912337921095,0.339545445453211,0.115141257811632,0.214429461836789,-0.0586476568064958,0.295637748776825,0.106770196062837,0.100224461125454,0.095062247469365,-0.0383293713747035,-0.211813822958327,-0.0987639325594562,0.163257331792403,0.33151933062025,0.287959829771053,-0.0754940774672995,-0.136975342839509,0.0351146296062644,0.212595630576873,0.102588186835105,-0.111976029815443,0.200372920021183,0.202151531574072,0.251424100770272,0.0408354583876956,-0.0374204150992449,0.308198738147108,-0.0272886710317545,0.127244265881136,0.216988870122295,0.156513193077818
