group,CD275,CD252,CD137L,CD154,CD33,HLA,CD49f,CD16,CD279,Podoplanin,CD146,IgM,TCR,CD103,CD152,KLRG1,CD107a,CD1c,CD64,CD66b,CD58,CD24,CD11a,IgA,CD169,CD54,CD41,CD254,CD49b,IgG-Fc,IgD,CD15,CD71,B7-H4,CD193,CD144,TCR-Va24-Jz18,LOX-1,CD209,CLEC12A,CD328,TCR-Vb13,CD101,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,-0.227512865111358,0.104932951844268,-0.196050619411358,-0.0785747975273936,0.117848225446934,0.0978083070089962,0.198766004487683,-0.209243586710024,-0.427280545745119,-0.156996833470219,-0.424571667805505,-0.0782091453790415,-0.287238042793034,-0.14054641971444,-0.153765579575606,-0.537237763314422,-0.238847750602553,-0.255187112984045,-0.287603945484829,-0.026756451421141,-0.402440363234166,-0.162026038341032,-0.0778877498043596,-0.170927479084747,-0.166472495632103,0.0773875759716107,0.226162243286541,-0.100563714105974,0.113570227433822,-0.180323228115469,0.0615632216040806,-0.176058125770942,0.107307507923148,-0.0700193922198027,0.107231586142675,-0.0615059983353069,-0.170204217849202,-0.225407218529345,-0.17483853614464,-0.130513719975641,-0.113293974359078,-0.19894066318668,-0.261768300940535,-0.275098557729041,-0.182838398584541,-0.0735362294152498,-0.115502621867854,-0.226439027839452
progressive,-0.0714948713969309,-0.136398925402304,-0.253609877518983,-0.155804963098739,-0.0397311974363187,0.25077340292303,0.0153917781877471,-0.0564992920726316,0.0455473365609487,0.012325132367198,-0.0148721089120429,-0.196663512596454,-0.221967762836306,0.143931638661605,-0.0322231432477983,-0.269264581843912,0.161576441112953,-0.0872114767680852,-0.0758261364257722,-0.0459418545606264,-0.131478758487194,-0.0720365467367538,0.0641765474350884,-0.0755653494968189,-0.0387181957196075,0.206321375070875,-0.11369267947579,0.0416110669885898,-0.122340774983901,-0.166932898701993,0.0087327163492099,-0.0428592215576423,0.34405901301473,0.0757181092196547,-0.0486569648063041,-0.180142945514363,-0.143500174118852,-0.0296470323642281,0.118359851629397,-0.155562721408811,0.0694589697609854,-0.132734274724777,-0.0664060838348931,-0.0406811356583929,0.0262077298581919,-0.11053986537149,-0.0210094592213553,-0.335339025757714
progressive,0.106735636856522,0.0415067953375945,0.0344442441402122,-0.0889133372144866,0.136924223231212,-0.0110258820435585,0.21103550269357,0.0620553892408768,0.0639113052583591,0.102662420128592,-0.0575166274032901,0.0391482808933663,0.126844010160643,0.173811197098024,0.128709243607613,0.110716606274386,0.165001810344617,0.0060898962267302,0.0128573077663517,-0.0003247332978734,0.0998355340397916,0.0322439315765861,0.14821425170244,0.0858454669536126,0.117368697406782,0.237446818124672,0.0917057265782187,0.008181732797565,0.222327135905072,0.0782786793346347,-0.068087651643919,0.176216154787083,0.284456775757615,0.0428775667718733,0.0933646172027719,0.0257797537865122,0.0713605957327601,0.0798126398630196,0.0054429227893509,0.135142629228546,0.0879407165138713,0.0479769741789877,0.0855852705895045,0.104567363278154,0.0759647268266405,0.0163702324704677,0.0604201620195941,0.0402556242149503
progressive,-0.542317127828046,-0.475421872761759,-0.547896400222713,-0.541910700199455,-0.491819547425404,-0.102213045296233,-0.475784409162788,-0.5671919491174,-0.51169057533096,-0.492990381913379,-0.456422847389892,-0.475663627766948,-0.539149129780684,-0.521226289311042,-0.501731966952218,-0.37083018650786,-0.572730077350162,-0.054821445561083,-0.455242778690587,-0.624931611775355,-0.49266484280911,-0.491738386852704,-0.387718270477822,-0.52047303615878,-0.497949145738675,0.318284388629016,-0.475528865478503,-0.503952341307758,-0.654103322544025,-0.45191729362035,-0.276890760675263,-0.456313700992301,-0.0346871357547635,-0.458798132037733,-0.455610246962448,-0.523153164127899,-0.547091939271896,-0.479373583157219,-0.464756010626094,-0.525341733520405,-0.47230301333828,-0.546391976116768,-0.461792369476967,-0.46343504326469,-0.495965989419182,-0.459288211795339,-0.583990535126249,-0.480298824341761
progressive,-0.149804499189408,-0.221444361591826,-0.130583313894989,-0.112636690272507,0.0396844501859,0.184832395172523,0.0066996623071706,-0.236818395347584,-0.0806258598232716,-0.298925918530613,0.0988989473756389,-0.222521692812706,-0.0460350310870697,-0.03948058899862,0.0629446146338663,0.0160591753536121,-0.0109703617259253,0.0283268981248129,0.205353672230863,-0.34693243612287,-0.13067856931131,-0.0558489037475541,-0.0230967123294242,-0.13872168466712,-0.209897440843249,0.381187036776217,-0.0224054280436527,-0.224072449690841,-0.135967997761843,-0.17035365007589,-0.0866279572314264,-0.215221222435485,0.512071678442159,-0.129643254369356,-0.0621098893019326,0.120354360060162,0.028727590681494,0.113272524585145,-0.0820515872981176,-0.266711472279791,-0.103906968294913,-0.147632575724117,-0.157473973668722,-0.139904898305267,-0.0189863262781963,-0.0010964333722983,-0.062349382868754,-0.156555671594495
stable,0.095687083643929,-0.106143305763361,-0.126640076392835,0.0618557987944191,-0.0007774273812717,0.0928485172876894,-0.0466287098988803,-0.0377470617561106,-0.140028680031198,-0.179418399013616,-0.203649055692454,-0.0471906870328962,-0.12396738279253,-0.0095677703439458,-0.111603287372871,-0.115385808589407,0.0165791419580225,0.143627251583296,-0.139523484605949,-0.0058803775413191,-0.0640516022203175,0.0474766848912343,-0.0246226758313341,0.0420096245910946,0.0024194063116466,0.065436154831145,-0.0611049985892811,-0.123400968913675,-0.0760480571357268,0.0031250717336813,-0.200919578025954,-0.0942822435934609,0.182168112900611,-0.0890557009177083,-0.0065920418349989,-0.15310076578071,-0.112548844555519,-0.152570211621168,-0.0708420718856914,-0.0558651376526716,-0.0329029545675686,-0.185161899525194,-0.0575566278195195,-0.0133719124489709,-0.165652000870761,-0.14957670744023,-0.057172600265364,-0.0881129654499002
stable,0.151772128751847,0.321571534933525,0.196179518474173,0.0515241602382933,0.23197315138745,0.566970292456356,0.36199385633972,0.171372368143675,0.1175342775192,0.299170571642727,0.203714050000369,0.274359729438321,0.295705206417053,0.188410226702476,0.152115329208332,0.281031064194799,0.249350758717478,0.454435001529116,0.0673939530422865,0.151429871319039,0.182225721722272,0.052447440182002,0.465465095841494,0.148389503439003,-0.202566502109248,0.345725541412187,0.393515958893883,0.0521676945725137,0.261505678114189,-0.0165622126303717,-0.0899888265892387,0.0829260244985054,0.325724086622852,0.254922390242616,0.215592155808817,0.233192213345814,0.166891469681396,0.319238197992755,0.173511408778783,0.154130497985788,0.133627201787124,0.384123172407381,0.207770646607982,0.275859000963791,0.22833886916641,0.219769681437275,0.239060123688574,0.230456842918452
stable,0.0147993312828864,0.0293892538191929,-0.0141125849404627,-0.148723618331838,-0.103211534451297,0.155379682606051,-0.0508562665334101,-0.0275915668923574,-0.0483212022888178,0.0753268594207175,0.0607929300130782,0.156104692184114,-0.0238204527897793,-0.0206659082257466,-0.0189787516534729,-0.0220919007552752,-0.0740087385859132,0.228412008310997,0.0301562044148168,0.0219930864162027,0.0930711941024947,0.0240577473009645,0.0581057524844059,0.0032864197833597,-0.158449515262389,0.182250604674522,-0.0614758206880762,-0.113983617162117,-0.0497368707252294,-0.110240916762087,-0.274817675834911,-0.0320051407098046,0.159518462567012,0.0530274616154599,-0.0299522140814888,-0.0556726843933758,-0.0527469278465535,0.011627124676236,-0.10452360136722,0.0067568491010345,0.0837107775882012,-0.108105793386472,-0.0728046914848448,0.0249361208072314,-0.0799582335336151,-0.0331422905347358,-0.0553774100306363,0.0397223982444459
stable,0.082108138987383,0.080651283841461,0.192921473115914,0.0590689443770819,0.0855722572506363,0.561617787033773,0.197558277960913,-0.0050541503112661,0.146626760618629,0.255134831363191,0.0377486191397144,-0.211676143185002,0.208663545477635,0.142699521758749,0.223904718148295,0.165227497101276,0.208030943796971,0.242136057348525,0.0976523517633836,0.0626054043031048,0.235894304867963,0.273488752060377,0.43290080955126,0.199816526421201,0.171452871687017,0.50978237968496,0.14272018243605,0.213529189642323,0.14205994598667,0.246110149816945,-0.496610150822813,0.101641623479543,0.371404090794711,0.0624555176679428,0.0972692625468747,0.179357644897945,0.179471875137603,0.104208020965114,0.258656613374159,0.134691048924231,0.125725640051011,0.157442032665514,0.172944765091909,0.0763841332525222,0.189667503437055,0.158330775271759,0.176754123912832,0.273832178813959
stable,-0.113134540012945,-0.196587012180056,0.0446557245538317,0.030233326887302,-0.112933406318307,-0.0605045943877656,-0.119868950471623,-0.10397632583565,0.0373362869957951,0.0448531224664216,-0.0727751002601438,-0.367263246173468,-0.0035601401531011,-0.0653336732525977,-0.152181047703762,-0.0310419887680242,-0.198929898223078,0.0392713744281658,-0.0991053973025681,-0.0654139278613013,7.22137667763855e-05,-0.12023385767272,-0.0851615851907592,-0.146519685062733,-0.144699866841214,-0.0158670778542269,-0.105357520882715,-0.0173209944060369,0.0258043210539993,-0.368273953641121,-0.1989134744695,0.0490818094934381,-0.0688202728821422,0.0082297832813035,-0.0151487734735107,-0.166790830816333,-0.155586071348631,-0.006819745155898,0.0480217923680257,-0.06502747576397,-0.0622174417827889,-0.0796815864624318,-0.216399251012753,-0.0309688672823415,0.0014102817645778,-0.0930365258760019,0.0352130088842955,-0.108998287233031
