group,CD275,CD112,CD70,CD3,CD19,CD90,CD117,CD45RA,CD49f,CD4,CD14,CD45RO,CD279,CD294,IgM,CD62L,CD161,CD223,CD141,CD314,CD66b,CD35,CD57,CD178,IgA,CD244,CD206,XCR1,CD54,CD41,CD83,CD357,CD2,CD226,CD303,IgD,CD28,TSLPR,CD22,CD204,CD207,CD73,CD305,CD209,CD150,Ig-light-chain-2,HLA-A2,CD82,CD360
progressive,-0.167534327822831,0.0483584359938942,-0.0316656365971711,0.180037551672034,0.200630567370917,-0.108094732054181,0.403113435967036,-0.115506858679241,0.0152311114549948,0.0228969974682347,0.0704668461248911,0.0171283310717982,0.110551926980338,-0.259764263900443,-0.0502253146643069,-0.0182580646906775,0.14838867523691,-0.134892719960211,-0.352555915472331,-0.070017115552855,0.250461668842783,0.005248287406824,-0.0346758142993961,0.0611083378273219,-0.12736366140651,-0.411729880798554,-0.0724156037331599,-0.144023067471524,0.316044366205739,-0.137501140815305,-0.133078532027,0.0129638823758581,0.103772638033835,0.0644749561263175,0.0990971189485162,-0.450091820704322,0.0335270385244296,-0.124770048007592,-0.154391001925557,-0.0182068468109464,-0.00971732689398,-0.212380012494882,-0.372500402908226,0.0982797545694938,-0.0091702034347192,-0.0090716727987273,0.199898952800865,0.156486090608045,0.26031577590908
progressive,-0.0218178644144563,-0.101482485571474,0.0242272800987336,-0.179494536646405,0.460384335417455,0.361313463830985,-0.0803882193273801,0.261187717911173,0.182637059535414,0.248045360877844,-0.0760829579982541,-0.0693433790450627,-0.041145275541371,0.129551894158864,-0.522893882175979,0.0999160891738598,0.176470717974376,0.187674979223583,0.0056539603670059,0.198966034205736,-0.192978595370353,-0.070773043386627,0.259337808600193,0.0929395223035867,0.426861950825916,0.188681569968603,0.10238059553583,0.130462907579678,0.518199519507503,0.145305302035602,-0.0806925223115343,0.366660753615356,0.289609648370301,0.0546917053989087,0.193718297477906,-0.463856717071549,-0.0917549545154102,-0.0535594738720012,0.14904917259596,0.272997977091469,-0.0421844858448727,0.138176575556915,-0.237593884606808,0.380865874840047,0.266500425876874,0.0129576816127003,-0.0289771166402855,0.269685860633992,0.0177803423251362
progressive,0.134791190917725,0.124075252609052,-0.0639504758930308,-0.0006354405924259,-0.14482164186692,0.227056623111796,0.216191852014974,-0.0666182603447817,0.0355387590957482,0.106509376482159,-0.0182810393496509,0.19567921389106,0.234440672425878,0.135829594714605,0.385440466395567,0.122417853853519,0.092086524788723,0.180560172962456,0.081563789095648,0.131573209014343,0.208747125232848,0.205341759861186,-0.0493539593068601,0.147944632619887,0.215705081715647,0.0671082058771288,0.0805531613259655,0.193645530480412,0.072584503353033,-0.0169788981840925,0.142843949448561,0.0709963750678955,0.0230992070899393,0.191436327869069,0.189655044455438,0.474908126946253,0.210571196896964,0.195394454447375,0.548334724132798,0.183671996371707,0.0128920009881539,0.556011830134687,0.355528400689275,0.157627943074505,0.171980636887716,0.428221732046736,0.223600979757769,0.0433152384758239,0.119262317468668
progressive,0.390854196604756,-0.157478318667687,0.393635113418883,0.457882907310132,0.13315816439406,0.315429411693419,0.282081020354839,0.0254330632406312,0.396284858987499,0.154685102953509,0.377527492983008,0.368681152839914,0.419645655590575,0.376078407810434,0.101546167725528,0.282155613800263,0.395700843933158,0.403322648270039,0.451567449099281,0.463596477614727,-0.169749374757194,-0.10673985165561,0.363670977247875,0.390356993653774,0.151302847280487,0.123735388355518,0.436888322783994,0.258332546969233,0.118213620283466,0.434044925679086,0.486197924937979,0.357228036059408,0.394367012690275,0.464049267402695,0.481316842266278,0.129465437243706,0.427861072900371,0.557875379995674,0.249747036544464,0.393571812023233,0.394017644793674,0.263842020085737,0.0147588388557562,0.130994706926824,0.35356781790433,0.0404946928821159,0.420870589525869,0.414725290056929,0.331475251133516
progressive,-0.123029987517446,0.356019046205685,0.133287764016962,-0.122110344316277,-0.260893822201565,0.0579383042346622,-0.213372319685507,0.138723899999433,-0.12762307542512,0.406174969925988,0.232581318962036,-0.0038726904096975,0.158501860853116,-0.0307865065081784,0.125032733403749,0.106975580078209,0.0823809412353238,-0.222748227169347,0.0579191820112657,-0.066417493267021,0.367294904613584,0.0151382666998989,-0.112916099205914,0.271536971131055,0.0609717444070506,0.0673631911132157,0.311294251075496,0.355276815461309,-0.125921948164929,-0.135750534617425,0.183438196908898,0.176413571593624,0.167892526072259,0.11206287141992,0.277948762578914,-0.0764166306665821,0.239817390139735,0.109129427526185,-0.112428141064236,-0.0775209238222213,0.22253232446505,0.0962799866205722,0.0025438314066317,-0.0981947082726454,0.13953265720377,0.207062740648323,0.141499681211429,0.255916239598604,0.166498704996505
stable,-0.0287510225836216,0.102648323997858,0.0489190367022486,0.114573960783249,0.0724552084402449,-0.0167105226918874,0.0780336095208068,-0.0523782438248153,0.0200579881614786,-0.01197915371643,0.11879143229959,0.0768335589761347,0.0998645821791957,0.0809227022780122,0.169419348526453,0.0399455404149441,0.11470101361636,0.0116621237851375,0.122389732228125,0.191330159784412,0.122421440377835,-0.0077773511832386,0.0363784908606759,0.195127789666919,0.210225000822075,0.0023428960358029,0.164019608330568,0.172632164151558,-0.028151821880214,-0.0640224814976592,0.0721407598265507,0.125088597611264,2.77748785661704e-06,0.114706516079672,-0.0251723523210186,0.217968518172173,0.08487561354784,0.159600083885145,-0.0552731250954791,0.157500961929076,0.290674952275363,0.0767633977759384,0.155732547818001,0.230426046602171,0.157425202633705,0.277360652423506,0.130773371036086,0.059349933351342,0.227662114783281
stable,-0.10309317252189,0.0534271374813772,-0.118914749408997,0.0989471541176941,0.206646051172777,-0.0247077401997475,0.0434186411699943,-0.133805431474405,-0.254165617122635,-0.106050553340495,-0.0960254522705805,-0.198105465702529,-0.0872550210650323,0.0383568603011827,-0.0511676418296454,0.0772840398896889,0.0653923661279995,0.102113888246609,-0.0212272280985051,0.0909949240320224,0.0659732016017499,0.116553115423668,-0.0218628507028526,-0.0645539785520946,-0.0111850888635183,-0.108568332710596,-0.0908842738005742,-0.0724102991035085,-0.0341680871072633,-0.0486109419838588,-0.0710417067206454,-0.0757420593409525,-0.136829364484944,-0.0798677424618618,0.11605333391581,0.313144052562234,-0.0978223893571763,0.0027536304494313,-0.136285257904415,-0.0042049868713792,-0.16497686869043,-0.051082344802259,0.229277814824749,-0.0338294562307948,0.0127332572740463,-0.0254430294882558,0.0943022051814558,-0.0837650627043893,-0.0865445054425099
stable,-0.106910055143407,-0.136451609416994,0.0301692862781232,-0.0462543727189425,0.024708603433269,-0.0213980668864337,-0.051576980349923,-0.0277096925633926,0.0133107641342702,-0.0336152127360143,-0.145309661577288,-0.100314639544442,-0.107569645630719,-0.226143664278848,0.156767924168707,-0.1286768431671,-0.121552470790767,-0.113595798006069,-0.0641304992951268,-0.0881774147800936,-0.137519005338654,-0.21116248471982,-0.142780613815616,-0.0297715903556105,-0.142757544536568,-0.124747122553233,-0.196025745302458,0.0267231815020285,0.0238990672955787,-0.0469681179380089,0.0392099069469454,-0.0274827189809284,0.112596513992424,-0.164955900072271,-0.129430309857909,0.0477439408839879,-0.121723016659682,-0.236123606127882,-0.0463550856521012,-0.108237718027309,0.000648233356391,-0.261314809593049,-0.0840562631099286,-0.135328536976805,-0.0878410062783588,-0.182135535987522,-0.0090211320915837,-0.103073008154313,-0.0238868206991807
stable,-0.0633383850070561,-0.0144341787905847,0.12144767421292,0.159621815552581,-0.0232351376177408,0.0853927933671483,-0.0271439640342852,0.391033371618082,0.0172235197892588,-0.0392813214118577,-0.0299056214364888,-0.0423747856237999,-0.0471267799069171,-0.0163091137850922,0.117806563947467,-0.24585233901511,-0.122408664159392,-0.0836293656567337,-0.0296113978489814,-0.0421810619713508,-0.110735972357976,0.159891395494868,-0.0746941187612324,-0.0886753024786511,0.07168337374964,-0.0412747693860715,-0.0406782416106981,-0.0559808013687662,0.0603628769912507,0.0012490444020165,-0.0971215043806339,-0.0564274909191947,0.205864738956805,-0.0423116787657943,-0.017394556396785,-0.268020873156438,-0.0769746067877784,0.0995238791173914,-0.0078796840941937,0.0196488951697362,-0.006803096824629,-0.476653377995522,-0.142089222520392,0.01567379763716,-0.060863811122015,-0.079422225499658,-0.0831539704340557,0.168595330344266,-0.0938383502846088
stable,0.332038534657522,0.167597338221588,-0.0526015858699867,-0.190229624947079,-0.171886194033531,-0.108615918504414,0.0903914194370353,-0.0012901684908742,0.0314414323716899,0.0237207623658387,-0.0174250898643504,-0.0329669516724608,-0.0959696937701995,-0.0407518657461926,-0.0723944416019938,-0.28718268730881,-0.127803398933652,-0.0483538835572474,0.0691509345035138,0.139104238947762,0.0576770557745372,-0.220611320792578,-0.0116332694771832,-0.220718537294204,-0.116349621833067,-0.206220622557935,0.0647238770031993,-0.0048891414937626,0.0081065444488884,0.0729229769250572,0.116165700682786,0.037468804616138,0.165741753713102,-0.0567829068539653,-0.176508813923463,-0.199498801025075,0.0847425692579913,0.0615965194015836,0.1075063121716,-0.015707415584998,-0.307332377146194,0.145600740782221,-0.196998699588366,-0.114867542900597,0.0149358462933588,-0.256326574385353,-0.0179345857618701,-0.188458607647998,0.266363424802817
