group,CD80,CD274,CD47,CD19,CD33,CD269,HLA,CD45RA,CD123,CD7,CD16,CD25,TIGIT,CD20,CD31,IgM,CD32,CD103,CD27,CD107a,CD95,CD66b,CD35,CD24,IgA,CD268,CD54,CD137,CD163,CD29,CD49b,IgG-Fc,IgD,CD18,CD22,CD71,CD193,CD304,CD73,TCR-Va24-Jz18,CD305,LOX-1,CD319,CLEC12A,CD150,Ig-light-chain-2,Mac-2,Ig-light-chain-1,CD328,CD82,CD101,DR3
progressive,-0.506559025395466,-0.406683952466139,-0.454338108343953,-0.290902953369694,0.116266370071807,-0.42307023823835,-0.215648726547376,-0.0703833262094224,-0.0073476716452863,-0.0388448384952544,-0.0699246308954932,-0.407672657702086,-0.391992592685285,-0.156369175584512,-0.324660798959372,-0.221444302014287,0.1435533521072,-0.0856802941397487,-0.454218533805252,-0.024128341918741,0.0895261224041534,-0.231534519968169,0.0264696234431126,0.0528096204323627,-0.248449897696192,-0.398515080162945,-0.138076134550746,0.0191138003284758,-0.511887064317182,-0.462376615657393,-0.383347188101002,-0.395829590361529,-0.0115903473142744,-0.19584978911433,-0.193047680270276,-0.387821578935463,0.289132690274148,-0.227847578871967,-0.114651052066864,-0.0458475297412142,0.0529185254285929,-0.129223179389769,-0.0574438470570839,-0.0331620725405397,-0.406823570558452,-0.162836526737156,-0.208591363034536,-0.230909252676117,-0.158243377862409,-0.33980053963505,-0.259408656471458,-0.398688501483802
progressive,0.223151589712022,0.0815259994551076,-0.180873692241449,-0.272749665137882,-0.0639786245562086,0.0266202183973044,-0.310939180560276,0.0607627762735683,-0.126357419232924,-0.0422161175451667,0.0518110799024424,-0.123100041991624,-0.250818980931403,-0.294217719096181,0.397370531055564,0.240144341039331,0.108353718323766,-0.0798517784051897,0.131253405149219,-0.141052962518737,0.0581395804200342,-0.0151281230958047,0.164313569581304,0.11851708867122,0.0433772952639193,-0.0730501999646216,-0.14900916439101,0.0102699371609067,0.0026887399980883,-0.0866249129289521,0.187452255646896,0.21329315167536,0.239074500293011,0.0464730906628178,0.139024038938058,-0.274032410131454,-0.0426204764072369,-0.0364217034222383,-0.0273973051099504,0.112579545240905,0.127812084771238,-0.0699633840344688,0.0452650943483511,0.172318372200593,0.165837441630276,0.305365988943051,-0.0561153336850417,0.22485599545574,-0.106954293698542,-0.239592431814188,0.0150489977709597,0.0628987025423359
progressive,0.0077015849169484,0.069717731577216,-0.0543447609093045,-0.133034305705019,0.17298482884304,0.0219196868351339,0.0896943525761327,-0.200647624729035,0.0353891231031452,0.1525999914786,0.134955757680848,-0.0927693591364915,0.142145830864518,0.227449852569141,-0.12186673267579,0.283743332794009,-0.365124297274294,0.204044417412458,-0.151607831146898,0.237563836092426,0.0813856040543575,0.155353928653585,0.210562377978284,-0.0805170515296127,0.16946428934017,-0.0001033792031565,0.173791155694014,0.0634366297704176,0.0164353896567881,-0.0175736861894537,0.120008570266553,0.0691807520688739,0.408310815068457,0.0275854194669647,0.488382436747318,0.193119045701658,0.137398331218614,0.0382140664860868,0.497362523326746,0.0748446094286628,0.336746355264226,0.122891639831238,0.125259032974834,0.0891077650185268,0.140586498197049,0.38263396152823,0.238171825105788,0.282514790871086,0.147752049938597,0.0440916643901414,0.174335606864674,0.178567113200135
progressive,0.0497822656233703,-0.166780588389977,-0.199409741577888,0.0589137273388191,-0.608614259092143,0.0894006986671998,-0.171341053422623,0.167178540698115,-0.467591335732821,-0.392260192184062,-0.568395713624498,0.212509100406075,-0.125278469911569,-0.0572086864060438,-0.444195724345057,-0.299182623550981,-0.0027358284252238,-0.365147848983387,0.114963203263704,-0.39870698090086,-0.132306450616429,-0.651198439590782,-0.40241143252505,-0.38673461248791,-0.404861019712909,-0.0850096946294931,0.37557337515968,-0.118428203874243,-0.0618997643337291,0.0806310839635875,-0.222490135383156,-0.149898310571392,-0.184887662719097,-0.392222644437086,0.0461309152786505,-0.0674781901338646,-0.361581452640087,-0.439618844514162,-0.165532857730727,-0.512206188983454,-0.356084522542238,-0.421725299875723,-0.385464457293868,-0.523257479409549,-0.0867469429163539,-0.129801907454566,-0.246394324364283,-0.399233607828549,-0.441116299600063,-0.0637448131013427,-0.380331844661823,-0.216103276625794
progressive,-0.021431259030978,-0.27690977273078,-0.162774534850654,-0.429159375596271,-0.303978273953043,-0.137113855356012,-0.399518953935857,-0.399067231943926,-0.0753401738664879,-0.0898551549883447,0.0867672612376854,0.028460233114869,-0.275127625401228,-0.358458396520567,0.102591720753841,0.176691595833818,-0.0021889023179522,-0.163642554968712,-0.408109984858617,-0.263508088656726,-0.081520266551897,-0.114800295328729,0.0241334686520128,-0.149445485522111,-0.0751180664007727,-0.043852398487976,-0.384166784892302,0.0093694052895432,0.17062322994764,-0.0529199537053646,0.151210551532057,0.157214970406227,0.135328130079145,-0.144552788974993,-0.337509054843187,-0.512876280406041,-0.109716399818565,0.342682602679202,0.159729713739066,-0.0122174810944285,-0.18901773364929,-0.247811629873034,-0.118649453242531,-0.0697655791069791,-0.0019823108363597,-0.0856282724415594,-0.394574442657406,-0.160526664155008,-0.0335290856159303,-0.119229959761512,-0.0571433819314275,-0.111035177882122
stable,-0.0663782213422387,0.0004778278083341,-0.0738303224488229,-0.0595194715185212,-0.083635529218374,-0.149258780450086,0.013837725961817,-0.142849695051097,-0.0299316279391,-2.73823550887634e-05,0.0192064950607723,-0.297820478736423,-0.19234915061175,-0.0144046315105204,-0.0294107579009824,-0.123835568631109,-0.199764232397744,-0.258079873184942,-0.210443460606515,0.0513681523879451,-0.161870063014007,0.021912026975159,-0.0826463756709344,-0.202287371510318,-0.105735698763457,-0.0260882394781175,-0.256259763307775,0.0016547309759259,-0.0380307256629892,-0.0617574627638735,-0.0845908204963717,-0.0131349784346546,0.181044183156924,-0.154827696604191,-0.072480230944955,-0.0753426077814441,-0.124827865231378,-0.108645157930134,0.0748225657585182,-0.0564342939338918,-0.206947440053362,-0.1978978501931,-0.25165871268918,-0.118229653188095,-0.193052519100568,-0.0365005945566269,-0.0444842782075489,-0.0392020196179366,-0.150692166792807,-0.18535289089033,-0.0723613781457721,-0.119180178088854
stable,0.0300997305506339,-0.161522549920255,-0.100586793199972,-0.0785573403346592,-0.123544075124656,-0.0799612052597569,-0.387719980746793,-0.312917043088818,0.0600755935055596,-0.199766762832384,-0.0585581115575241,-0.103059704555057,-0.0864751679621154,-0.082894348982503,-0.145654803738164,-0.0388355535477412,-0.215856558887693,-0.0402326471481878,-0.20508939803481,-0.182256371222394,-0.357242674500051,-0.0115091382321682,-0.200902950243632,-0.213158978849473,-0.0426483935316506,0.0025346300037987,-0.0955269145398918,-0.0720774793782241,-0.196869651467128,-0.209976887755125,-0.0301053465138372,0.110521629124851,-0.132746544827353,-0.13871590588604,0.0844957479594046,-0.165332160871439,-0.0574833198174604,0.0833297221043246,0.206117429643446,-0.044474465007706,0.103645837882659,0.0360656314101636,-0.0942940796948542,-0.170334163824687,0.0027090284810923,0.0449486943983746,0.105381426228232,-0.190467547010674,-0.0573169537768298,-0.302037818530069,-0.08353899603522,0.0420756930712991
stable,0.0727955507235915,0.112555681438462,0.0494193904084588,-0.0573611974209078,0.0392016331142395,-0.0302870134520609,-0.23959891690579,-0.14324441531271,0.10522442943169,0.0454274979112777,-0.121005513672396,0.0912499945499613,-0.0782935061766203,-0.0800807622621423,-0.119414042633167,0.22025116955655,0.0712696264586949,0.082540734089201,-0.146018881745586,-0.0370424820432531,-0.0587393114281045,-0.010038428552346,-0.0206152164983943,-0.125040538358214,-0.0745201116693282,0.0401678068733754,-0.115705511712191,0.127038544185447,-0.056074959243028,-0.0899712512244091,0.0734237723241877,-0.0500825290353591,0.149710665111301,0.0941089998800452,0.0288728276177884,-0.0149037089358664,-0.155659135773098,0.0881681762792356,0.293505843147858,0.120874489175542,0.107681364430987,0.0420476396630553,-0.0091480018404247,0.0246482241854642,0.0697991220857193,-0.0279997369195606,0.0117528170860598,0.124080846177349,-0.0414852629507198,-0.0518647521795559,-0.0050389733508954,0.0239343395335913
stable,0.0312454292264335,0.122103747167351,-0.0076860140892637,-0.035735714740511,0.0306514666172746,0.0564152140273808,-0.319355619098307,-0.369804381614099,0.126324471561801,0.0540611424614117,0.154012159657445,-0.0036101600701854,-0.0202748544181413,-0.150858440431533,0.0655572089555946,0.0204840027163242,0.101988091391309,-0.0560646569534049,-0.295005607873912,0.0803805052031047,-0.0982032964294691,0.0837643663613962,-0.167916052022529,-0.174615817220058,0.0265964096660412,-0.101137307342219,-0.160260159532594,0.0010225912611776,-0.124530958964304,-0.205997864972754,-0.0140047902069147,-0.0776118857568161,0.391476087047079,-0.0975028270015906,-0.11715005581333,-0.18484047321194,0.0602722006691587,0.101113274165827,0.243235084361327,-0.0170037026575064,0.221204598759889,0.0014130577456,-0.0464090112353721,0.0343338240045174,0.0280309778253333,0.0584192720791461,0.0258889550169732,-0.033079642451057,0.0218011637845163,-0.196340221943789,-0.0019573781711634,0.0844663365869155
stable,0.179687522828548,0.109470477807997,-0.105771827423407,-0.0466854363679811,0.0452485679033392,0.0497079943834799,-0.0777364573286768,0.266212879550963,-0.0306931328777549,0.235353266094804,-0.0895358391267342,-0.227864383811748,0.189122546063132,-0.293373744136162,0.253497307579681,0.0267811789507895,0.131530935560991,0.197451240495906,0.326385253702064,0.112097723670231,0.0462844446543694,-0.264596204886281,-0.0007215021938054,0.0414925636300975,-0.0885614057004795,0.0508281055472682,0.0698448006480453,0.422702268913032,-0.121120707815307,0.312547824591183,0.283241796357983,-0.0568499616768859,0.161769626796983,-0.0140117873619811,-0.0212803590531455,-0.102349467117973,0.235335580107189,0.111644956167916,-0.0218023907181668,0.0363469169475522,-0.214357893971681,0.0968305332063066,0.0219142102862246,-0.0831944206901966,0.212769454951273,0.173142343563829,0.124792971160573,-0.259515514342033,-0.177199733881562,-0.0499365760421654,0.179376612389943,-0.0437209008407469
