group,CD52,CD19,CD33,CD269,HLA,CD90,CD117,CD194,CD45RO,CD20,CD32,CD152,CD27,HLA-DR,CD1c,CD35,CD178,integrin,CD54,CD357,IgG-Fc,IgD,TSLPR,CD71,CD73,TCR-Va7-2,CD305,CD209,CD307d,Ig-light-chain-1,CD82
progressive,0.0837957929852166,0.357148180374674,-0.0938831165137652,0.172308556499156,0.423709531682106,0.152704033450739,0.474750834118762,-0.0571591365499408,-0.208950138323837,0.164107970300485,-0.103282859121338,0.416356872443756,0.197119878929355,0.263857448344904,0.0046232540689442,0.063511883836204,0.127163178716631,0.0029491206831061,0.0827219843053181,-0.019750856090278,0.328788321589612,-0.19283650314184,0.102939994359205,0.529206471131503,-0.248320051159038,-0.177608385606541,-0.272185285139241,0.310594617359311,-0.0825943827212597,0.0700391850871035,0.260683482654489
progressive,0.241970777523138,0.233525520272685,0.256792173868828,0.0123097802641436,0.126970011399337,0.137066342677011,0.0675332600771267,0.351566513840897,0.186969424012654,0.431008830931136,0.334552545854598,0.156065345978677,0.099080779873756,0.169716984800677,0.419302273533445,-0.007120381379034,0.393528854027927,0.0420991373862108,0.228060489466685,0.374834557018967,0.0533393539893186,0.319124400160769,0.0739421947503986,-0.173856909498654,0.198489879216624,0.0506247736896735,0.190488789547607,0.230070562403377,0.398159886904171,0.284479109516278,0.160887517385
progressive,-0.130723464903274,-0.0571462749698977,0.0256219515998186,0.068231044991581,-0.0080511361163241,0.0457183424541259,0.0509705135215933,0.20080515369462,0.0735742533643152,0.0707761474487619,-0.281862327587476,-0.000821363513634,-0.133914260416119,0.0707990131226403,0.0889636186300273,0.181063703019991,0.0116177901104439,0.162947662426455,0.102830505165757,0.0177060427563686,0.0935450040994549,0.509505414701707,-0.0495083086024705,0.0479273643538279,0.391991212078804,0.1002542813818,0.181445334900185,0.137248613143804,0.0596994217982055,0.0780243276383219,-0.0735241283053298
progressive,-0.0871382227532728,-0.0681121531686719,-0.40386440032349,-0.116561796540261,-0.103199023225135,-0.0965712859453259,0.0748603883889558,0.145377518390635,-0.0374104562173194,-0.19738092761932,0.0497920773390733,-0.068837186713138,0.318648009046137,-0.0671413250639638,0.210945805739096,-0.20975367152858,-0.160735232680966,-0.0847318390894385,0.408845055798643,-0.064290037922556,0.0633373143259403,-0.106988033671182,0.115556631213214,0.240021595319135,-0.20716321810229,0.36040045307375,-0.331192749546708,0.0366565020223802,-0.0179102758887103,-0.0446756204042919,-0.119480381183068
progressive,-0.0636133217764129,0.380598046505812,0.180195090669697,0.227424423547231,0.0417080226636335,0.02952411671728,-0.026868274185899,-0.110483589741429,0.354692880464649,0.113301398226409,0.0747510141580679,0.264763536379514,-0.142395637454843,0.119283705525148,0.206283782312146,-0.158513010009811,-0.0862879254852339,-0.108018328978748,0.11080248550183,-0.119855181702619,-0.200336790860507,-0.305217673146995,-0.38586518336617,0.347128275846312,0.0781514931581453,-0.225942383668398,0.297628274575916,0.376190384640894,0.333217075916731,0.121162543641588,-0.126805343945254
stable,-0.10683702225964,0.0912442887123545,0.0159164733723212,0.0173210087969518,-0.0137375134219882,0.148791264925092,0.0716196943326219,-0.0265246068534465,0.0118540931276968,-0.127042926373294,-0.0057339877465749,-0.0051911453352927,-0.144641755905295,0.0664157686734728,0.11661469633417,0.0548881385776907,0.0092739521001867,0.0502137110382776,0.0139097174372453,0.0290890368578767,0.0800856059290164,0.005349655829296,0.0967372321057687,0.0512364062550172,0.040596347714231,0.0894164194591924,0.0948362396812946,0.0974914721641749,0.0022295356441327,0.0781077671100442,-0.0431148704693218
stable,0.164532881416955,0.122226493333599,-0.0572389063961968,-0.124048147229417,0.0746667443838388,0.0341416046396511,-0.214322157752888,-0.0677107239416452,0.0350839557020435,-0.119208426818251,-0.0184856984250777,-0.181590604108211,0.0734260338383605,0.125058808122186,0.207111587353113,-0.0851030317618751,-0.177654675133099,-0.115059238899918,-0.0090967739561329,-0.0982265361706379,-0.100954626309071,0.161315202454467,0.110606486022082,0.0952578669297382,0.0048826235967881,-0.0947255307171101,-0.10323809919371,-0.299442210898332,0.0060911934076845,0.131531164070376,-0.0191327374091921
stable,0.436052637162404,0.197605213479291,0.0785750097176049,0.224065089810393,0.268277948342139,0.0404043276407631,0.0309436822681798,0.232930640118114,0.0374676228880302,0.135744595538964,0.19871293042971,0.151806695898371,0.436216828708847,-0.0079377277084592,0.304903434742675,0.158639442535048,0.0020671688796533,0.38249250476823,0.203400221750256,0.213235730011018,0.144764511128166,-0.232076702100991,-0.02329363106466,0.256252397678202,-0.113555869704989,0.149362351852265,-0.0774704565308137,0.196346935953408,0.224008421189915,0.0479527803854465,0.403440973856107
stable,0.101225751704177,0.130778584391415,0.0253666506563461,0.0268555082631065,0.157370214915465,0.160645188927999,-0.0060996476245863,0.217093530120612,0.0848479626728217,-0.0223968240588093,0.0457234941163955,0.12057167567531,0.200552112097615,0.0219628149133172,0.0805564868684665,0.131661800210061,-0.0232028484802009,0.0960749886814213,0.157749024904119,-0.0037091622031441,0.122861540953204,-0.244700549947145,-0.156870675390511,0.433221784545859,0.183551156851489,0.113943091007115,-0.0139570222848335,0.126809339429306,0.094745373184751,-0.0048173959254369,0.176798398914455
stable,-0.0021133153795997,0.224374203977935,0.303729445272498,0.409424139104906,0.0192350066721377,0.362668357582271,0.143160464297575,0.197831129606467,-0.0989008550173824,0.261934810950093,0.220754914484803,0.241490534528483,-0.0643133972314079,0.353261500209349,0.307272315467223,0.311352246700177,0.0258249136035865,0.260963133402013,0.22656308830171,0.0004862920780809,0.432677749742718,0.189816524251609,0.0709424109282134,-0.0995197739738659,-0.28101697378952,0.18058952368936,0.450482112071384,0.171923861114737,0.321890802472878,0.566462879460044,0.047229462529715
stable,-0.10692595154052,0.173765139217241,-0.0658125437087967,-0.0045403327562049,-0.167868993691753,0.129610086299759,-0.135595365894626,-0.169914272614785,-0.0766912327523647,0.171896661093311,0.312974154908289,-0.152057774925211,-0.0629855821184778,-0.020949511940148,-0.0353568575218503,-0.392433804566933,-0.0554419465249509,-0.0504587088329411,-0.0413018913288063,-0.174121746783919,-0.158372859691772,0.067188187404142,-0.0679807789356982,-0.301616974373659,-0.243063130439122,-0.0458022430244475,0.0069426641782259,-0.0156169567663889,-0.0589860944821044,-0.0201548219069009,-0.0754493331170354
stable,-0.125630018960681,0.279978916108488,-0.0608309640734761,-0.083496957277628,-0.0321961636264961,-0.10114820836226,-0.0861868137527255,-0.120076050175827,-0.0517451536174983,0.267829021781322,0.422489133707628,-0.149724934381992,-0.273255253274173,0.252368447735435,0.0761839319580398,-0.292966300825412,-0.11918393327242,-0.0381257668702354,0.014227867244011,-0.0997171299424012,-0.0168015516701153,0.185969591324812,-0.0076851548766636,-0.162192751661939,-0.475244550266759,-0.12393117001086,0.158798909661688,-0.0302259640956157,-0.080089037628086,0.139304256510793,-0.00484243215965
stable,-0.13787427795914,0.223089798674017,-0.0972205748111676,-0.0340459640505949,-0.135257186772723,-0.0366556793748724,-0.0958578456757446,-0.037914790515918,0.0044015357722818,-0.0374036007343661,0.0160701575992752,-0.117153521995317,-0.172225414280716,0.139113679319725,0.0270822453891913,-0.128451051499337,3.31591833544495e-05,-0.0579704086455878,-0.0200263895313712,-0.0204742615814833,-0.0508848267386744,0.178955778619171,-0.125562887631039,0.132223746866965,0.175955475992316,-0.171796459601723,0.292573033129935,-0.0913688457351315,-0.114171228416408,0.0108117243915533,-0.153086245863169
stable,0.1668412355086,0.158652130675058,0.118509297218675,0.0889556780751546,0.23675692786484,0.105439611005433,0.105447692850536,0.171498376455797,0.0816019766663916,-0.0360708630181365,0.126403262531655,0.152054325279263,0.137623489328684,0.0953362509859228,-0.103619107850005,0.0560478085107845,0.0153390284476264,0.0787223017740792,0.20446189466387,0.0438540371762884,0.0204346055842319,-0.213315703607194,-0.0191310758231203,0.0149493083582724,0.0556119019730159,0.112766702511333,-0.0198245961958735,0.144568290252856,0.130366716392765,0.0488178627187118,0.151469300093483
