group,CD275,CD252,CD47,CD30,CD19,HLA,CD194,CD16,CD20,CD31,Podoplanin,CD185,CD152,KLRG1,CD107a,CD95,HLA-DR,CD1d,CD66b,CD35,CD58,CD96,CX3CR1,CD11a,CD66,CD206,XCR1,CD268,CD226,CD303,IgG-Fc,CD38,CD15,CD22,CD49d,CD73,CD158f,CD336,CLEC12A,Ig-light-chain-1,TCR-Vb13,CD101,Podocalyxin,CD224,CD258,DR3
progressive,-0.313463902942252,-0.239153047153386,-0.282522438737262,-0.106419181654218,0.0189488635597769,0.16336794801425,0.10455939612794,0.0537881776119178,0.0053109375501775,-0.173257621996301,-0.309603205830856,-0.207903050626261,-0.139593985992246,-0.175679336600976,-0.215480555116579,-0.0613985255985397,0.0335969908417371,-0.278244524777573,0.0483440429086525,-0.142692567756549,-0.226741898291888,-0.200137130239558,-0.257884315234814,-0.128201271986419,0.176036592362511,-0.0885250071060027,-0.509327616644282,-0.139146326872537,-0.292145042095276,-0.16733300680039,-0.0431476677909227,0.0287452857160518,-0.214513728502052,-0.274918125057264,-0.482645980560645,-0.314533556516544,-0.336423921807125,-0.282352831745402,0.167716228940661,-0.272568529613083,-0.146157396250587,-0.25819077545516,-0.297927645511578,-0.145531790749019,-0.220218592233812,-0.0674375739432319
progressive,-0.49830924897215,-0.492222762629801,-0.352999713619321,-0.459867204457083,-0.133944793104377,-0.301197691304277,-0.474711911506714,-0.502196219333187,-0.244095688051569,-0.455674562851483,-0.559089791666001,-0.486007819324115,-0.492073984985427,-0.564109744617715,-0.515115227100646,-0.520934556628582,-0.353813755970449,-0.469901854268262,-0.592366113147536,-0.474404911666463,-0.552586004625312,-0.492966813394288,-0.456889437457202,-0.482893090755661,-0.582717660080313,-0.30413585957714,-0.290243609176382,-0.278515445941064,-0.631115663250952,-0.466863405840675,-0.46166174841984,-0.451201234976478,-0.501087997635657,-0.218614305355892,-0.254516227143642,-0.412908120067578,-0.544199072613541,-0.454714284456666,-0.643093591065448,-0.475592144901656,-0.452409109173407,-0.371183212531317,-0.479158080341251,-0.517316750730899,-0.541508920587266,-0.492380304973978
progressive,-0.0962511270414072,-0.0934177841672251,-0.039672732252147,-0.159358157361024,0.212533394048132,-0.265868742158053,-0.137559177780774,-0.14587619286999,-0.154603120417263,0.161221937986425,-0.178551305610522,-0.16789801233028,-0.120675200194492,-0.154207411896949,-0.182686936556534,-0.0914696163293114,-0.134104868580154,-0.138119179338724,-0.134063760035814,-0.196546661025069,-0.088166783049643,-0.213621522693543,-0.178319068811064,-0.126871083473132,-0.198745172379517,-0.0546608449776909,-0.105222973964511,0.0617268594274925,-0.176478620484631,-0.133324211165166,-0.070443263523555,-0.306795461678996,-0.108338581869316,-0.404654144858379,0.05913421701004,-0.49989326617863,-0.0932818253475986,-0.111192786873153,-0.0862623596472526,-0.236174270273924,-0.12106724396243,-0.182686535152085,-0.0595058594026468,-0.0787478247246413,-0.076668441584178,-0.0871982927482239
progressive,-0.154234946802047,0.0294801161268282,-0.52584679367473,-0.241926366717417,-0.67279914641209,-0.47710376448563,0.029516041612644,0.184942001545129,-0.46303965529796,0.0016512852206136,-0.0019715234113398,-0.416422116075179,0.0129550048359654,-0.204022664964093,0.016119341637081,-0.0435056714199415,-0.582037522658897,-0.246581045606925,0.189121160271071,-0.0551233525490468,-0.0634990241842853,-0.104501582177811,-0.251438161771268,-0.181927658253568,0.0788148889080376,-0.0076297884768655,0.0744385344208019,-0.432344493752857,-0.0380045069126116,-0.175799730420387,-0.0806717371940924,-0.540399622345434,0.189099027109895,-0.489782301451318,-0.258882904855799,-0.334141309367532,-0.0826853893083693,-0.001975860724714,0.0590173006126494,-0.304845409817521,0.0339782372309324,0.0643571037234045,-0.0889864061030339,0.0848664287873323,0.210665070831781,-0.208936586329531
progressive,-0.0588596702871233,0.256826959934771,-0.0941550004630253,0.0942020486266304,0.0470266595480971,0.0882453953198981,0.0114098594722743,0.0030870181888884,0.309602657944257,0.110103901399205,0.0550681875605018,0.220494627973104,0.0804414568135599,0.236927833641647,0.261862534397838,-0.032163663273704,0.0855468999220756,0.0277687624576296,0.277259773665453,0.101579963508017,0.254444670220763,0.126062067854818,0.360585248994602,0.383230283721867,0.186922453932707,0.50513154150981,0.19966891669568,0.479324798936872,0.141038971375708,0.0920811851488425,0.213587766937603,0.373626297464596,0.268254730627836,0.318527680377797,0.289532652434434,0.290498053775963,0.288344930908623,-0.107285800721991,0.292970924702832,0.110965153090757,-0.146644699752729,0.450223914948189,-0.0718163858855405,0.188036078968619,0.134284612495909,0.399327313062578
stable,-0.201705051448306,-0.235173599439814,-0.231932651209315,-0.150949961414997,-0.0686857214048631,-0.118343413640553,-0.181403903255571,-0.114396484238184,-0.0559433889369035,-0.0152825958689602,-0.169595486894096,-0.0659628614434626,-0.173308659787536,-0.101447353167148,-0.209881957238493,-0.212376727454138,-0.276976879542084,-0.134119218167566,-0.0566026745743867,0.0155532374042694,-0.168434597194362,-0.199835510442427,-0.204913248952109,-0.259433991086623,-0.0486633699417626,-0.127819663443925,-0.0834561102895744,-0.134773894794546,-0.226148381567876,-0.131310793942339,-0.134672183505674,-0.103009429443822,-0.0760678039111272,-0.256245079491765,-0.0722715225029689,-0.152632594492192,-0.174832224083376,-0.21869245932323,-0.138549163322957,-0.106430903192995,-0.183895818385981,-0.240607433552908,-0.179978979563176,-0.162040047776129,-0.179440803569529,-0.260827285832875
stable,-0.130111325075104,0.0305255500584529,-0.035565545742296,0.0513284391867254,-0.164923279639352,-0.0761770954538767,0.168660831746466,0.0269494412979395,0.123080342686473,0.0678877600997121,0.0397483715428058,-0.168953912659607,0.0772164058809603,0.0891180855022223,-0.0580700445046595,-0.0583697403300293,-0.0654788732150849,0.162159674325551,-0.0641028018460926,0.0413436050647074,0.066901880153738,-0.0157081109871963,0.0707034412298818,0.0356219682419217,-0.0983838428422099,0.214762882138475,0.0447522406300824,0.0640875432140453,0.0073465426312958,-0.191186832576277,0.120409266707751,-0.0465433650941768,-0.0554687411968997,0.168063193382059,0.114373970828984,0.0895574187449493,0.18043900431292,0.0458633093543392,-0.0145375597723091,0.0051416368908062,-0.0016755591570088,0.124195398764711,0.169963073890378,-0.0098755929176032,0.104955143366156,0.0887940842132705
stable,-0.042854466776927,0.0336226520851618,0.0329311539994135,0.0313958207772125,-0.0693718284524265,-0.225871046656161,-0.113790490026156,-0.0198007328989542,-0.0660065446332524,0.0494063872096898,-0.0633340447838254,0.0301431563086139,-0.0245562568490386,-0.0116817949107546,0.0235583465506058,-0.15439766312053,-0.0273158974434745,-0.143243850859199,0.0790491252426217,-0.05724949550837,-0.167127425972106,-0.0238661246926097,0.0813450767105326,-0.114887148497551,0.0565091532389294,0.0828781533847903,0.0225862828560305,0.118713503196515,-0.0133063991563632,-0.0139003822773505,-0.0569206721865062,-0.118599518866657,-0.0055617123562147,0.0195662977037631,-0.0952428309070454,0.525031332661348,-0.0565599188358017,0.0115021766126141,0.0610550195264346,0.0942477344905726,0.0252507841251898,0.0667582344155352,0.0095002725092544,-0.0012497565201755,-0.0309913303004412,0.0045535751523382
stable,0.146693065129032,0.019685191895459,0.154682540664308,0.23821088559263,0.125923323352135,0.293588121567494,0.0455017467186018,0.0864959684473693,0.132039097185852,0.154820001787488,0.240612011002654,0.0867161284919078,0.0940350237476356,0.0927281211748709,0.154852161356012,0.166908013839259,0.0230695480415364,0.202529255854893,0.0207565416468771,0.194606484387687,0.196370699733091,0.263033597924489,0.162980540683127,0.170026560932784,-0.0658820248125521,0.0986673939780947,0.0654569546515099,-0.042446068425468,0.220954800060201,0.225211260348976,0.0216685761806768,0.240929835856292,0.157788116023492,-0.113388866660692,0.256457131409259,-0.26223434746957,0.224779033453424,0.176698759121522,0.130553377058699,0.186435650293382,0.0689631769147638,0.188332465047228,0.160989316540957,0.113753375418804,0.184432179382377,0.111165050089692
stable,0.11891442489828,-0.0767759175862026,-0.194452782827494,0.0825711670389804,-0.0091011319995342,0.0729337392260979,0.0795673541509896,-0.0439964745305035,-0.0597653396023747,0.138397164216185,-0.0141730091913746,0.0321251313234679,-0.114829932235299,0.108646960688085,0.14929422653749,0.237617375708992,-0.0814478058480356,0.0239046685766749,0.013015298837547,0.0537278633653788,-0.0339886128960854,-0.06970266772308,-0.0329829848913131,0.192586224378088,-0.160474418850266,-0.0670501563713412,0.0852453284209503,0.314548930736662,-0.109308899471102,0.0182536183194031,-0.375705160883613,0.188833956512343,-0.0986478992976155,0.152325153729897,-0.21598289865538,0.0534372321523696,-0.0974949191926943,0.0090508475099435,0.0061850079521866,-0.02947946078162,0.211407995047287,0.060692059929841,-0.0678817601475616,0.195405705251908,0.13070148601837,0.146535223028262
