group,CD137L,CD19,CD33,CD16,CD31,Podoplanin,IgM,TCR,CD185,CD103,KLRG1,CD107a,CD314,CD66b,CD35,CD366,CD58,CD24,CD11a,IgA,CD79b,CD66,CD81,CD98,IgD,CD18,CD193,CD304,CD73,TCR-Va7-2,TCR-Vr9,TCR-Va24-Jz18,CD305,CD133,CD319,CLEC12A,Ig-light-chain-1,TCR-Vb13,CD101,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,0.388309157209343,0.341685907709896,-0.13603956226089,0.127727982329146,0.248051895972847,0.338595388675164,0.124471431994152,0.324220508018362,0.0432175215613824,0.0615514938169854,0.139827964183705,0.0764191018498925,0.542861959231852,-0.198240980983908,-0.0253286913981508,0.0784191447918158,0.123064657556553,0.21452951604625,0.201254088728239,0.0003025265116544,0.362274994349786,-0.0124369507033261,0.0805836426606121,-0.195547995662158,0.286483149920217,0.0065411520922271,0.125321624005941,0.458086839817468,-0.0711038345925849,0.195818566287905,0.359453105536465,0.392470010792973,0.424038445064769,-0.141934290040633,0.335837477808127,-0.0999436255187301,-0.0018211705764794,0.167437307310905,0.237715150868651,0.0608296231868461,0.175996213190525,0.270540695873388,0.189478760824476,0.0814725346397225
progressive,0.14816984980762,-0.452508971917113,-0.0558175510307135,0.240175842394423,0.50359277394936,-0.0209894597455777,0.294250331346968,0.182829008989927,0.11244568870321,-0.178129899092035,0.224851905744628,0.0185205696270221,-0.0029235304352334,0.172985146253787,0.0940346451871725,0.0559853325603454,0.161217397844208,0.128494520401319,-0.068820236888692,-0.0081894105736083,0.249140296151201,0.0849228734258791,0.178446841335115,0.0789916357856574,0.255674528668536,0.0555025691339136,-0.0176009920923126,-0.195483568404508,-0.0924838862709162,0.0301276490592154,-0.0944005178695601,0.128738559182051,0.173746382107344,-0.0131573773275511,0.0009143162727547,0.161877921099331,0.0636494785267192,0.138424156561606,-0.0646408427461476,0.100662984680899,0.0815408221159107,0.088183630424695,0.001736004772814,0.304165090479597
progressive,0.161515792034589,-0.0210796512016662,0.104344133919466,0.18827326666909,-0.0522112297932315,0.184639398774582,0.227043365737401,0.172826936564333,0.100023554063411,-0.0693059823985008,0.152643268280612,0.167001357309868,0.25071572923458,0.148107688843231,0.19995917009501,0.12298916825409,0.17750037222454,-0.0448464589865075,0.168409910607203,0.181343991166294,0.232037715986216,0.0764952982956396,0.0925937844752698,0.108329579136438,0.480750265247801,0.0588201049420014,0.042973795246585,0.108137005936527,0.237457712110789,0.0460616294345842,-0.0810796886344884,0.114104329224184,0.258351858949184,-0.0167756714594355,0.182583561364779,0.0107985997616623,0.142301972244861,0.128997629171329,0.0613009350901403,0.162878523952829,0.133684134768611,0.184160287355502,0.172824697104808,0.159860810804621
progressive,0.492657395279275,0.167542756186604,0.582647601342206,0.712409721928279,0.376603115981274,0.54895974097975,0.554161487686353,0.45016760673558,0.470459943637901,0.484154876594131,0.484567592286548,0.530622409400237,0.210385387965268,0.730765038848345,0.696767943353558,0.465442260850286,0.488504561914278,0.469002213951541,0.5203875375075,0.646047830537013,0.549291065645769,0.492538170655104,0.615202197100671,0.322323741995379,0.379361276961771,0.629122883602083,0.667670502073535,0.347553249324048,0.487261948834441,-0.0226093917190461,0.475971874928304,0.497396200653454,0.613372937221689,0.512688001991502,0.53073277888596,0.69932210298446,0.596660430350457,0.492794047065394,0.493477553422562,0.54450878605804,0.454644648399547,0.459945746815804,0.585414101028489,0.474599249064314
progressive,0.262487875485374,0.133297011679455,-0.228185588568925,0.198120417336875,-0.174461986331123,0.215336358926823,-0.0994318812260164,0.154984604659801,0.0888010279830888,0.163193911911909,0.210199206169539,0.032033456239702,0.316231537224614,-0.04787931780249,-0.162133030307613,0.222661713067848,0.0815232384536555,0.0496679974039513,-0.0495867804987163,0.186753382599293,0.0194636207430435,0.119382761825738,0.0717782731999484,0.460634335731857,-0.150813438496162,-0.286192675401371,0.184115411602699,-0.00782748303063,0.0166914787367467,0.480449503924924,0.115870085905447,0.130539933135065,0.083172226860308,0.12431986388291,-0.0212154651493268,-0.0902390504876556,0.247040009795925,-0.0594920862769305,0.126704460321031,0.0991175768557689,0.217680438491878,0.076092476037504,0.135565999723435,0.170598506888185
stable,0.24544900973275,0.0616776703834754,0.109909404370124,0.142645859453299,0.167212189864127,0.211591153543501,0.0814054915882252,0.209858902928927,0.26410249005752,0.0290140992672443,0.185706243927861,0.161586213308653,0.0947279040641497,0.053434200736758,0.227316321298983,0.295811331567328,0.178730111121988,0.0113749936523543,0.209024574702501,0.16458305814572,0.129352956470696,0.169725665431772,0.0879960216872453,0.0837252587091602,0.295741743104124,0.0117114414178486,0.12571634431354,0.120776459625369,0.0868631691492446,0.108650482441836,0.140229669908527,0.25700029846672,0.0133293626333865,0.156702069680454,0.252170756799571,0.158793551649473,0.254690346278458,0.25386740481766,0.174293404588072,0.13420535404693,0.14121931279689,0.256901050329245,0.14085322021778,0.0932437143919325
stable,0.274419123671444,0.349799853438728,0.185340061304466,0.0580658467308344,0.0381316351808234,0.316562334905311,-0.192837977058391,0.255977375603321,0.309277650562453,0.195596486039586,0.241232726450455,0.136681952136369,0.457168409415059,0.0895418864523326,0.166815032750344,0.36476370237657,0.276738058330417,0.19502353669345,0.182596069622232,0.283531559326817,0.192720145023255,0.20239296197127,0.218787595347746,0.115215410933437,0.0432939180330397,0.145729329259736,0.20916049079998,0.258558546995254,0.233556090594086,0.377871380885003,0.286842316787733,0.242313877683926,0.297821362133385,0.149301815969123,0.26716047635993,0.209149976815109,0.137982059747197,0.317733465631737,0.245024322809024,0.301749954078628,0.255007497552749,0.348733453878752,0.313772275974548,0.315896711703065
stable,0.0836550229010499,-0.0108547183434317,0.110057639591223,0.150607267857333,0.0981642362823171,-0.0186830852924713,0.207349578652463,0.150688535082546,0.0230941511221585,0.101366311359803,-0.0212716068288304,0.0192570504457177,0.025241644299141,0.0993763986777952,0.0519615140905351,0.0750913872658613,-0.0205933344652404,0.0374044913410417,-0.0343929482665444,-0.079102169091548,0.0609708625826903,-0.0073579626613189,0.0880975801598349,-0.0392433447683965,0.30551244272781,-0.0644103659099299,0.169390495809411,-0.0422765401065583,-0.0904236584695582,0.168437826744447,-0.0563976979583425,-0.0301548732064633,0.159218260475594,0.100204827972188,-0.0616781189336942,0.164382859011685,-0.179541965249977,0.183292667392313,0.0247735271129801,0.0724921553369956,0.0923137451673722,0.0485631577090715,0.0957158245197315,0.135531151465252
stable,0.0063330248842355,-0.202699654381455,0.0835546672921136,-0.0176215279111342,-0.117434479367976,-0.0698703814396762,0.190835944827403,-0.034650284804256,0.0425064369416305,0.0039683151941642,-0.0652629929399451,-0.146075934209834,0.105231448197874,-0.147339069011539,-0.218306795910243,0.0151617177132974,-0.08971947501139,-0.144589912584792,-0.242503819324923,0.0622037027975883,-0.0752400173890093,-0.0269819364842516,-0.0332220500622472,0.0680989001896603,0.466145220618175,-0.147701246348698,-0.112826846217804,0.0217005831091331,-0.0302212689821001,-0.0949329932111959,-0.0052960600632188,-0.0793202384131275,0.0504573160777415,0.0762803295013872,-0.0699366166516803,-0.0483833986176706,-0.009395707333258,0.0557087926704473,-0.0099065259012253,0.0586251617722306,-0.129177846382549,0.0055136517370208,-0.0981798452685895,-0.122545107269818
stable,-0.0064173002330195,-0.0065489627086595,0.0106791633943615,-0.259277854014008,-0.245261736513921,-0.192358294526059,-0.181750922317718,0.0135910755844738,-0.111331454351882,-0.214558929203132,0.0654254708667718,-0.22509087388964,-0.053171118362272,-0.275996642571762,-0.208441983790393,-0.170059108048676,-0.0708417052076342,-0.256521530145629,-0.168810147294373,-0.136270524826818,-0.115966636851113,0.0754627840887723,-0.133885351829762,0.102542405356076,0.223009417673996,-0.0233336789540428,-0.212797161036844,0.151886384200872,-0.0090780427327084,-0.0001986683428925,-0.0039067203548028,-0.217694832356084,0.0214969995325113,-0.0255585841084889,-0.0528000100184875,-0.250480694596986,-0.134594795225797,-0.205962564584477,-0.0766725348041399,-0.111795926490877,-0.226131386389214,-0.247238850523264,-0.212048789478343,-0.0459143227636486
