group,CD137L,CD33,CD16,Podoplanin,IgM,TCR,CD32,CD185,CD103,CD152,CD107a,CD314,CD66b,CD35,CD58,CD24,CD11a,IgA,CD79b,CD66,CD309,CD49b,CD81,IgD,CD18,CD193,CD144,CD73,TCR-Va24-Jz18,CD305,CD319,CLEC12A,Ig-light-chain-1,TCR-Vb13,CD101,CD88,CD224
progressive,0.332641399125035,-0.0321907568838268,-0.0388638522745265,0.258355927017289,0.100127116834802,0.261221748237794,0.345963578578352,0.110606258721697,0.163676256966515,0.317837772666384,0.141801580424651,0.450601415048123,-0.385004052409316,-0.0794088703293377,0.157749957963261,0.124676625629448,0.113318743653288,-0.0308577041887507,0.270150603243661,0.0407655606386801,-0.0475205587474003,0.056060521936776,0.243614133592486,0.214925353458175,-0.0538683113477529,0.254338234469059,0.047669049389663,-0.0727339443376114,0.445365177337382,0.531486059739346,0.307425224614124,-0.237775871848146,0.112229636775543,0.20575629306365,0.245555259911069,0.0409576016470036,0.101660460897443
progressive,0.191001288603273,0.0336529661107494,0.176935661471682,0.0404335277657719,0.273705737925807,0.26551295030887,0.281666515852844,0.0259044599862166,-0.0880856474387408,-0.0533278391215044,-0.0051974220034764,0.0923146226077433,0.149380712981187,0.0464851944478221,0.219300281703475,-0.0035086876288712,-0.0328854193185715,0.1111835896114,0.180419383551204,0.0585830895933011,-0.170608040709323,0.0049552506971443,0.1436655994871,0.173762698287883,0.0300491616330105,0.0383180116735605,0.159811185706415,-0.0404617002435259,0.151655902853298,0.22449395897173,0.0874137867529466,0.140793302777757,0.105989613039023,0.162301339269728,-0.0001777940664923,0.238152034808173,0.107885727268166
progressive,0.219177116909048,0.0737493902548941,0.23442697630166,0.269680509634971,-0.0340483282058097,0.296645751174318,0.447578385013573,0.250199104408403,0.232883770397301,0.241709507086826,0.20263023542864,0.14211845698986,0.13683553862912,0.215768675197804,0.280147583316765,0.213717854262357,0.247209837499395,0.311017694741999,0.240190643559961,0.0852593398626057,0.225003568556042,0.230740641794317,0.0658179160317511,0.0181095215702448,0.0296581297235105,0.152355488493702,0.253135783286402,0.0341391823844387,0.182744407581622,0.009032013359004,0.212103624297013,0.119815248252282,0.210620766745527,0.255732831068115,0.125675974673757,0.174486564784857,0.322695750104185
progressive,0.491670984476713,0.518449183671084,0.655285624409606,0.548412095587711,0.48022875153531,0.454770099306878,0.258371636478136,0.455020564334267,0.495064781838147,0.459902671676771,0.560558329583387,0.234275303814804,0.701871528251376,0.636822667321096,0.511824031140576,0.512607337824787,0.518088812583718,0.633676468928696,0.500849994014598,0.486830128561486,0.0775209151101505,0.501541814617442,0.479718472716726,0.336940686886173,0.565673457240934,0.602048533202191,0.469279799281675,0.503738344759862,0.501894048961084,0.536054244111683,0.481609294661368,0.645131496102214,0.549028335066469,0.50923512959649,0.469247706875931,0.538921271352011,0.602496891855358
progressive,0.153705148564422,-0.269369741814176,0.0427772520460254,0.215555754096387,0.307895963244699,0.0153450103623566,0.199409001165446,0.197484550281888,-0.0093093434286518,0.11103341986988,-0.130437600921252,0.170090875912538,-0.0953183660159915,0.0548487923909381,0.126399422205399,-0.000331119982693,-0.0166383899245141,0.182805571810348,0.0958885722482143,0.256341319142488,0.35688523972089,0.223115642143722,0.19954814242454,0.157546181286169,-0.077313288477809,0.113037784273214,0.0947680773101454,0.0856681855693955,0.0328000843796368,0.238456544030351,-0.189592172683666,-0.100475786177994,0.245614568106024,0.109324940833621,0.0638467401964603,0.123458397720792,-0.0170143562405931
stable,0.264587369205919,0.0297520666228876,0.268384611768957,0.308542592852032,0.0826795048874124,0.313689037461581,0.327858672278642,0.188857585919856,0.126363554621692,0.269263663881839,0.223703453286885,0.305678115448865,0.190770042859651,0.225173481124006,0.316077461784464,0.121531508292434,0.255312076616997,0.282553008985591,0.202866675224049,0.289686893251573,0.0718881076453494,0.263783101541007,0.211504091374813,0.216902626748457,-0.0259764263704762,0.137854522569707,0.335450030250025,0.239414657893543,0.335896893987915,0.175752530147496,0.194167664945548,0.186561120789621,0.0949577451558404,0.291818233640118,0.216214162095219,0.240118650467677,0.261843747958046
stable,-0.0726934690251358,-0.0688779344921809,-0.236130711598569,-0.0140308691701263,-0.0768207910652076,-0.0429271779043546,0.0185695077076521,0.0591512261092345,-0.0238613347162614,0.0347473826464322,-0.138049977767287,0.1601632226456,-0.202477777249433,-0.13768374316736,0.0358590391842006,-0.0345324141647668,-0.133471046850446,-0.132023848494014,-0.116301896277001,-0.176302108319961,-0.113344806335572,-0.0282642945260481,0.0355578239326802,0.0021970702288927,-0.0594443742017559,-0.0717357421997788,-0.027886479061336,0.0475298152197684,-0.0329564565733591,0.0088231978592228,-0.120251494631261,-0.22737146387638,-0.214277635184478,-0.0824434417076936,-0.0528139409023184,-0.0833907329403299,-0.0200227646404405
stable,0.067294567012729,0.137218320926563,0.0698163659137868,0.0265546311148477,0.0232775566914897,-0.0167747263147257,0.0931498359741907,-0.0539081954852602,0.138235955495399,0.10249520765597,0.0747243249180103,-0.0790494574241973,0.150116035528528,0.0341678987065561,0.0024009260997608,0.0924438622519405,0.104247324435112,-0.0358014937022948,-0.0441042031026957,0.11308562400859,-0.0642495599328342,0.0557983810183559,-0.0084015489286331,0.0953753150070994,0.111981570328698,0.0135199879034844,0.118845420652042,0.0543669063928552,0.0519415125469275,0.108408793871017,0.0688129023523094,0.0568551955181259,0.0160396244892794,0.183390538648612,0.0538941598998582,0.11707020932929,0.0187634252209215
stable,0.182782681425229,0.0418757668744027,0.245868270218419,0.300268559610319,0.0558769232380226,0.282813075404627,0.306430065752046,0.297323144582904,0.185408601213341,0.155202372842748,0.256759191212381,0.143964042412085,0.211476931427194,0.117853579158107,0.266033253602302,0.0658831895010451,0.100654120995952,0.211593027659039,0.159772560517365,0.235387321336926,0.156184882116042,0.173855349654072,0.191257816212847,0.326668031197221,-0.0420176996405176,0.240745300727355,0.268627853039324,0.500384313090298,0.227909790493601,0.313389218864098,0.182985502015175,0.130594765274081,0.0438361605870889,0.260796145816351,0.139616101449006,0.326457794741737,0.26145089178755
stable,0.115800906460504,0.146675551691101,-0.292112483225266,-0.0468984633514247,0.221521474579845,0.147745816353696,0.172613343510034,0.0473973360707334,0.0080868241159159,0.000965768984317,0.23411774153407,0.300399729773993,-0.18973413416513,0.194565091596202,0.0378640850464181,0.0013095256785653,0.280990001898444,-0.095586651683783,0.0436951309704732,0.0011722374227382,0.477332189477737,0.106512483899888,-0.0424700683902796,0.182280444848583,0.0594053464189775,0.0993661011254345,0.0371505138009441,0.125030549770156,0.121075833714918,0.106236310901556,-0.117856289772,-0.144098557819376,-0.0317174933144287,-0.0379734442893234,0.169036305118338,0.08190988673589,0.205979242119354
