group,CD80,CD47,CD19,CD279,CD294,CD31,Podoplanin,IgM,TCR,CD32,CD152,HLA-DR,CD1d,CD314,CD35,CD272,CD58,CD96,CX3CR1,CD11a,IgA,CD79b,CD309,CD124,CD226,CD29,IgD,CD71,B7-H4,CD204,CD73,TCR-Va24-Jz18,CD305,CD209,CD158f,CD337,CD336,CD150,Mac-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD88,HLA-F,Podocalyxin,CD224
progressive,0.570917252530001,0.432938404890242,0.0397926134755314,0.325669761591155,0.391126209799265,0.0400796320465032,0.0817534137646271,0.377619958402011,0.233087848311778,-0.127309157000333,0.138911930686095,0.0094586122865251,0.326330535075474,0.0154404556131842,0.106486990863097,-0.0601075128723769,0.247719689149221,0.223005618068671,0.20214802774858,0.140817425446485,0.350855121891212,0.110792101330266,0.414040511858537,0.172935987727426,0.0876586653797289,0.157790379990658,0.141435832443754,0.102957203547886,0.240663182152445,0.135261699432989,0.346825254322783,-0.0050773297399361,0.0998549566783014,0.0143021899645878,0.356854524346019,0.0942268435464041,0.432281424343365,0.441382353750452,0.183229326174858,0.282924896638218,0.485266076524406,0.0974635072406763,0.242787560874183,0.138136120676969,0.287033389301911,0.143489504704204
progressive,-0.0754889801190513,0.260930145926183,0.509061461027006,-0.0584100061875183,-0.0047723633000619,-0.415353141317904,0.03521466390628,-0.316899046613425,-0.137966956295744,-0.186891814086121,0.0435960173352566,0.134896091176749,-0.144856962593976,0.0313034787213645,-0.0832907245298399,0.0192682625297553,-0.143267733168363,0.0931143984828072,-0.03406087322768,0.170943445553636,0.083223144546329,-0.171135519734793,0.222908911420587,-0.0412296479779668,-0.0842112840487484,0.0870436359590759,-0.298420257344849,0.402822050129634,0.137781300235798,0.0435455337336353,0.0866774884337716,-0.0558324420372127,-0.175970897781225,0.251484139819757,-0.16176153113711,0.0245965688984254,0.078937098564856,0.0039615099753959,0.16443215984702,0.0828875640603386,-0.0953159487465968,-0.10775213728495,-0.0118188336763161,-0.0406812257837661,-0.04573845008095,0.0483673738527824
progressive,-0.0765917082117693,-0.0458058955311002,-0.361429353951135,0.0410605678831712,-0.0348921179404775,-0.277962945689934,0.0174492014641209,0.212828727046334,-0.0536629761292351,-0.471817981291231,-0.0170258326014829,-0.0759740416676987,0.0172006702997773,-0.0157773385337962,-0.0249973947607184,-0.184113781758826,-0.0758271472765405,0.0108420255993579,-0.003414961133464,-0.0023545718646522,-0.0338532243913932,0.0711601516474534,-0.127513901838667,0.0411431363623812,0.0301083403319192,-0.158381588915349,0.368810633608892,0.31655612925594,-0.0390308571677409,-1.22861631741334e-06,0.193550952130249,-0.101880322181469,0.179165084840266,-0.0742493269753631,0.0144867850240745,-0.0558968924959675,0.0014164666648835,0.0238353702294411,-0.0053812527294392,-0.0483453149263439,0.0684190130520674,0.0233826085437567,0.0716785787390184,0.0303947655638425,-0.053528260003906,-0.0323491462127779
progressive,-0.192446879188331,-0.106094796209672,0.0144546691611972,-0.0043988014212848,0.136296872629285,-0.294148940631969,-0.0874042045694015,-0.12069741865622,0.0090954019861375,-0.0579995626147447,0.125707462179494,0.068017557691226,0.0331999446158232,0.432000137297599,-0.403726502565981,-0.140091519240066,-0.0569301596134972,-0.136959576222545,0.06485899423468,-0.126758260082811,0.0713816616692311,-0.200668783159897,-0.123180846296592,0.113749862747035,0.0505996605003647,0.157208703108353,0.013552552154022,0.468220565590023,-0.0104172616021952,-0.126509143926063,-0.0604134517265426,-0.0029619976659998,-0.166642710363874,-0.05437931531248,0.0738145064819084,0.0704658363599148,0.0212953878108068,0.0809345687386462,-0.121661311540512,-0.0331836727952793,0.137640330510282,-0.0567765383407193,-0.0822788930240619,-0.104732015935404,-0.0018630158913196,-0.092641288714946
progressive,-0.0456973406851012,0.0074244086386614,-0.0340915876910448,-0.0009899491656336,-0.323588173762747,-0.237362483973642,-0.198333233285632,-0.281380794917762,-0.123965762284466,-0.17587830124746,-0.0014305594234969,0.183252194071232,-0.301944132493831,-0.0795014067987547,-0.218956379224625,-0.20521542699135,-0.184551934157535,-0.0011009787585573,-0.260508028336331,-0.0515571161476719,-0.304091092159624,-0.177151937949396,-0.146217442366367,-0.196670026492928,-0.182856751993719,-0.201709388761028,-0.383317489511079,-0.0393105530925294,-0.306770835296483,-0.324660279255457,0.309400324398372,-0.0884941873866711,-0.086047862363457,-0.460579941183599,-0.326703245548691,-0.231400102248652,-0.15315516670385,0.03204735852115,-0.293018235132213,-0.172807392560309,-0.497369500414698,-0.189123366522419,-0.103941883693882,-0.230374784549974,-0.314347447837931,-0.133041288797412
stable,-0.228546044998605,-0.103925741604599,-0.16593963269895,-0.139853720533804,-0.16746967534863,-0.028572407694519,-0.195901587615129,-0.218218418647012,-0.198143867697057,-0.253661722091072,-0.191528433857244,-0.119268683618298,-0.146055290274551,-0.0867252023519196,-0.127612724749819,-0.117952851541835,-0.164821778442158,-0.104456577821846,-0.178336043185358,-0.15794353647189,-0.12830699148783,-0.165770957852223,0.0408176480635066,-0.0996230913393792,-0.19311138504577,-0.138466042413375,-0.149954000072661,-0.0065197509038643,-0.154101844632686,-0.12609579995703,-0.0471991978969733,-0.212700223165192,-0.15741268107999,-0.133238390141305,-0.155201049225886,-0.183896527557842,-0.0757703971185685,-0.12179948590266,-0.157555646036938,-0.242182372162353,-0.0201632746766971,-0.237048689081795,-0.139360666554287,-0.162217084403037,-0.260668211396836,-0.135314292683815
stable,-0.141227808677001,0.0286934500815929,-0.101234909314748,-0.173864784375891,-0.0355692786109085,-0.0338653121202252,-0.0170495870652115,-0.07673392184404,-0.160824351875183,0.126257862538639,0.0425251446069085,-0.240121004951116,-0.159771873450459,-0.0376946468650894,0.060796807304581,0.0042964286109337,-0.0743244528036682,-0.0840499438631084,0.0383618312645215,-0.155857819621572,0.098042624247872,-0.216868878591605,-0.22714267525795,0.0433248662602735,-0.178115001452937,-0.190436005552446,0.126018754947628,0.006106318014532,-0.152662948695331,-0.052526895979369,0.0192998325137869,-0.0793387619235362,0.115356627768536,-0.0475839253874661,9.04926253529801e-05,-0.0201822640269649,-0.229851472875257,0.0227097281180935,-0.0638959440108067,-0.0368794496971857,0.0711473593565952,-0.0792817917349305,0.018762132881641,-0.0539389663575419,-0.104106537147525,-0.0432040730823611
stable,0.0698040389761359,0.0606365793899892,-0.0470433190641581,0.0592017922487476,-0.0357903090722882,0.113639860089176,-0.0497780973046669,-0.0920839459935909,-0.0857654246514016,-0.0417662340957026,0.0587145899503093,0.0641952287979616,-0.0793251619924941,-0.024793780891389,-0.072545706937314,0.202326299829056,-0.0765083735875316,-0.0537462018484777,0.0421967496460948,-0.0913961042040339,-0.0522879007835969,-0.289759087386575,-0.0893313214841681,-0.0533107091322689,0.0158062952544275,-0.137309269249021,0.383217903131764,-0.171511759276194,-0.100702145298862,-0.0168127646855967,0.488910928191312,-0.0236788988378482,0.270993167879597,0.0525239836301834,-0.022174244251784,-0.0011406080833554,-0.0391276206716594,0.0583189113641912,0.0489666979720164,-0.0165872975871989,0.14906310849521,-0.0160182622809667,0.0287125791726924,0.104848277065446,0.0451557887290366,5.74422251509264e-05
stable,-0.0927761539254856,-0.140319276716365,-0.0550713985724268,-0.148452934072118,-0.105029479521688,-0.142962175595133,-0.21264904914109,-0.319471841676599,-0.206251491225544,-0.288825884049574,-0.146279915984515,-0.16271403405145,-0.148064155389094,-0.195070990000239,-0.0234636709327215,-0.240575371758649,-0.184901929099495,-0.10243413541893,-0.138035402531757,0.0456799662208428,-0.125550824525515,-0.13139677129183,-0.0771340049162572,-0.188697903495314,-0.152018684887835,-0.0262744612607541,-0.369688257907936,0.0684346270964569,-0.291892479493607,-0.197045916534516,-0.0522575454686558,-0.142055992520416,-0.210357378366696,-0.0647399738986597,-0.241433457406116,-0.178194460121121,-0.138054602946981,-0.173912816446405,-0.131127137429901,-0.0632859721888886,-0.138923529542377,-0.170915755249717,-0.16953861130699,-0.182809636906169,-0.158570486838106,-0.200362010351025
stable,0.240227671534953,-0.145726152129341,-0.0351043662839177,-0.0529413113409369,0.160806620383641,0.154497334678075,-0.0736322718601126,0.025702910509887,0.0287216712351535,-0.0694871353620861,0.110435683356657,-0.175655687693546,-0.107257741768931,0.279551182904673,-0.0838866550664464,0.103511319132751,-0.0358180283210872,0.302915270170818,0.0904085027144817,-0.0514427849629459,0.123687635616997,-0.0273485778415744,0.0910409071501557,0.126330185602965,0.1393478027581,0.080811850023153,-0.0846284644935221,0.0572345481223091,0.0229758172545484,-0.103949691737391,-0.0028918972694223,0.148867691753272,0.0790590108092015,-0.180690516922287,0.0027182151168947,0.105551168764596,0.0673005532758098,-0.0279413731950073,0.0345573099844345,-0.0872581512217762,0.359071864753104,0.0177096964166578,-0.0269263111802177,0.0834254609356335,0.187493272974949,0.0159205190646507
