group,CD252,CD137L,CD52,CD33,HLA,CD16,CD294,TCR,CD103,CD161,CD107a,CD314,CD66b,CD35,CD366,CD58,CX3CR1,CD24,IgA,CD62P,CD226,CD29,CD22,CD71,B7-H4,CD204,CD144,CD304,CD73,TCR-Vr9,TCR-Va24-Jz18,CD305,CD158f,CD307d,CD319,CLEC12A,Ig-light-chain-2,CD23,CD328,TCR-Vb13,CD88,Podocalyxin,CD224
progressive,-0.16214151705799,-0.101627787238383,-0.0060125955003016,-0.0282361184460103,0.0852123574640052,0.0138637133844802,-0.18281393857323,-0.119871589738536,-0.044261748362776,-0.0388357933611082,-0.174835335606776,-0.136212336151952,-0.0472038532174107,0.0483755187063781,0.0012942965645251,-0.0715668316251952,-0.008470100676334,-0.111818631089394,-0.289669134909106,0.0078530789471904,-0.0777336133790855,0.0128143076494095,-0.491301239206365,-0.0018529074190934,-0.376449161858527,0.0438481560696959,-0.105297660932509,-0.198669057574857,-0.15664578406969,-0.196482668160418,-0.114202028628115,-0.562470239845363,-0.194544737509248,-0.206106387029614,-0.15328681559707,0.139966816515933,-0.0022679181996818,0.0761380393759078,0.0655831740534949,-0.0892090221674566,-0.130760935628582,-0.105386797917122,0.0878939401509147
progressive,-0.163594678660898,-0.0873014468690758,-0.184663933423931,-0.198616688272161,-0.363665309092092,-0.217545715540483,-0.215225969359445,0.0165621125949736,-0.179663280023166,-0.455346739994031,-0.383557067217528,-0.133601510937634,-0.186808247005481,-0.359680617383271,-0.308085343982284,-0.267901280550361,-0.257350227358413,-0.185194912483879,-0.132511498137721,0.0065321116339591,-0.235332768051341,-0.218433847381267,0.0312438933735675,-0.22436086547855,-0.348308383310208,-0.236515254546836,-0.0294315549279842,-0.0457069730949889,-0.162056040535802,-0.282920447572794,-0.148391070634057,0.0959793955666353,-0.146880939335176,-0.234299778557498,-0.0391353120126996,-0.192206158322754,0.0459086610262468,-0.0118464443596841,-0.272853536169786,-0.226503019370555,-0.202758939539291,-0.120356342472774,-0.279027920418724
progressive,0.0287485829873285,0.109490814771908,-0.0633469897952897,0.0714901255885765,0.0559793376255736,0.200274522734972,-0.0148135177442248,0.11079211786559,0.0287954204264803,0.0590457386108919,0.0620034742408188,0.0729655723761052,0.289835860484038,-0.0238081476030184,-0.0516794838704335,-0.0047540548024871,0.0409159940935527,0.0075737383441464,0.0935215996569307,-0.0079865733605924,0.0258141758734885,-0.0532595099292912,0.253531632491615,0.0503290988819805,-0.019383551492037,0.125372002031888,0.112497399174231,-0.0901974711258707,0.296506331694173,0.0616694514136806,0.0428738635615583,0.200291407471086,0.0155137080049974,-0.0206769341114394,0.0218443052011331,0.134677014633583,0.174209407578811,0.0819645000735738,0.022457448681251,0.0776268606644245,0.122255211335132,0.0537756343130152,0.0408523748836701
progressive,0.428891689472026,0.510522390925665,0.285668506079054,0.544526337836979,0.217901122287467,0.586014448682939,0.20609140643945,0.370391068833072,0.450311905224939,0.244915178488505,0.452109153535271,-0.0535046041607118,0.643756171709745,0.601863722066332,0.255839123513733,0.358988448793572,0.183621071515749,0.454284111687019,0.490913145590234,-0.101142705297485,0.178522611722066,0.0171998372041892,0.177239832386394,-0.035133272549037,0.41131735020878,0.352097001612087,0.448871559238095,0.494655612298961,0.492644238170079,0.363661432519753,0.519227220488046,0.517881047013177,0.293834303992523,0.243052332919185,0.502741243956181,0.557044335522367,0.45113276772995,0.242937254274117,0.611325476692444,0.413109600398014,0.437250415524675,0.295342813359207,0.44064839927771
progressive,0.0564357954878124,-0.074980806713733,-0.187736876462096,-0.122744927319179,-0.205576648549962,0.112124910646412,0.101265616050115,-0.122869690115727,-0.12023633922307,0.146544122169651,-0.0340081213503685,0.0855998410720204,-0.0391839934199688,0.115401859190534,0.177474150801415,0.116085580462944,0.115659419488835,0.0707493029687395,0.199583767663367,0.517842514065904,0.241357741677184,0.197436349020843,-0.0689619166967444,-0.296323408984037,0.216440186170304,0.178452724924088,-0.0439249489270662,0.253702538228069,-0.119382761825738,0.334402843709878,0.162569545733972,0.111928581891797,0.0997316180641759,-0.002980079844237,-0.0748715092836029,-0.0432835889515389,0.128661406801576,0.102027196305741,0.239572509433958,0.127765292299533,-0.0401294614261188,0.0692945891292544,-0.0387488242124474
stable,-0.482900135854852,-0.434145558771711,-0.182084945816568,-0.192898352060522,-0.22689305043318,-0.0835198281151936,-0.405227997019618,-0.372348802079178,-0.299916045139526,-0.252534962328855,-0.330958123677992,-0.212117849102196,-0.0939389711124033,-0.204339987209016,-0.458108955201569,-0.499255195475242,-0.471854323150082,-0.15547012595805,-0.371929301816096,-0.28521181478709,-0.551929383182775,-0.4319981203859,-0.210176971093407,-0.239108509195671,-0.454472702566057,-0.373053918247398,-0.497325185571835,-0.252411302167141,-0.354359299731628,-0.456688245860504,-0.443252514144607,-0.224484209945197,-0.490366718493251,-0.490625686034752,-0.420925692732154,-0.235964039025455,-0.129972857548606,-0.454169773857868,-0.363025228672447,-0.478387571583602,-0.398448932257813,-0.54748737289177,-0.408584352310011
stable,-0.276664912440076,-0.337577130505892,-0.123078630980698,-0.181056680006355,-0.0769157824400961,-0.0521471442159531,-0.462163240650622,-0.287089175537526,-0.155769974986583,-0.14713111784085,-0.189598769656932,-0.468786690738002,-0.135248853520978,-0.322011427084533,-0.304518230657262,-0.361952022505674,-0.380255088113034,-0.208918039758067,-0.264592067582621,-0.103903853894454,-0.361436408510006,-0.217780738682771,-0.224271827744303,0.0039407354961643,-0.31385602569133,-0.47823442612535,-0.261180882944522,-0.240979717912535,-0.257728444724806,-0.268578389394358,-0.18648974309562,-0.395989464678443,-0.381873943028193,-0.293476830524994,-0.236632685111782,-0.133793766255238,-0.251663032466329,-0.26079543195924,-0.317051698190009,-0.290682329152948,-0.336044024623081,-0.429634639782837,-0.323216634668083
stable,-0.130358450283393,-0.0937945542769247,-0.131986716263681,-0.0123277161368895,-0.0177842905778292,-0.221715120896545,-0.158915249646969,-0.0943258271263787,-0.108177741769982,0.0186785293451329,-0.155482909362553,-0.0215914009303651,-0.10033762409542,-0.201189931908069,-0.264537336321945,-0.111299298201843,-0.180937228711269,-0.0424223567559692,-0.149839329187774,-0.0485635039540289,-0.232713791519805,0.0060764964953741,-0.307425445230262,0.0066796877496619,-0.183576199453333,-0.0648087637889842,-0.320384239197621,-0.148805515144888,-0.276355404388274,-0.165301605886925,-0.172702497249742,-0.322040957191507,-0.203966113320262,-0.119005736238187,0.0421522503025564,0.0111204849670225,-0.151536654283847,-0.28092328790123,-0.107034160207302,-0.11615919961909,-0.172469657387319,-0.189182714167131,-0.164764484136288
stable,-0.194608852563418,-0.16519460196971,-0.183450060962484,-0.0528178724621012,-0.0539872337992641,-0.0668527804117287,-0.180077842720356,-0.195323834260393,-0.0883842246082783,-0.144450036505274,-0.172388867116785,-0.196388743934778,-0.0688982642120861,-0.21350890081502,-0.259125032366285,-0.190305198803391,-0.20907596055889,-0.076775253931411,-0.198102968263925,-0.0905363570450306,-0.196672109763482,-0.150868960678788,-0.180769442978735,-0.0189937973522643,-0.207284508469371,-0.155368289288088,-0.190710713012856,0.013266925406085,-0.423620935520376,-0.146708103672698,-0.197752718050325,-0.116405792826312,-0.223011235863274,-0.165243099047091,0.0006444694778406,-0.0810651430248637,-0.142447641275503,-0.111473777514737,-0.146032071855882,-0.111225128101333,-0.201157797178906,-0.217973812947078,-0.198185550722121
stable,0.218177213468484,0.10685046139866,-0.0009230572922389,-0.0525434893769524,-0.150501256722021,-0.221790446948292,-0.0119958014303333,0.0585498725178924,0.133764428081504,0.0701753238227078,0.0442873131080574,0.0461890523147009,-0.0696800535913861,0.104930469052439,-0.0016256185246484,-0.339813915194078,0.0780188329704801,0.0485494520090328,-0.0284618698570137,-0.10947381739671,0.0755662402944341,0.0797298704780647,-0.0519122945760124,0.212226985808003,-0.0906724216652713,-0.0756327792035729,0.116669038789701,-0.0459608916730772,-0.096991719723148,0.0721166018290311,0.108654081513427,0.0183875246570797,0.0772887183237421,0.0495198046708576,-0.144305319860184,-0.239857033879112,-0.0142443687199432,-0.0955003097580284,-0.0999066205799205,-0.0449609435557598,-0.0341692241965229,0.025178837274592,0.0536865915205846
stable,0.0285997758546419,0.106240345361557,0.0945644883845698,-0.0101924442185406,-0.208020004314076,-0.0422934503645318,0.103160890981431,0.167576951699916,0.085564486939154,0.157305213171925,-0.0144347364416536,0.0958711824016826,0.133130966475017,0.162978741632303,-0.0327248258920059,0.000421184546547,0.077352367084325,-0.11222900280865,0.0812216341328997,-0.000534867009202,-0.0773331165197997,-0.146607999469485,0.269590866114005,0.143101559636444,-0.0068289397325394,0.080562170686764,-0.0047499954152466,-0.091192390008458,0.310961245686469,0.197125159616802,0.0977703352995895,-0.0303778803849842,-0.0352444410175512,0.116721203045251,0.0934367535370179,0.0788787753602589,0.0215632900663072,0.185999595451537,0.136467967841043,0.0544884992870893,0.0301092652974557,0.0650021473155956,0.0247720179030039
stable,-0.340478878131491,-0.33281318642132,-0.459519750165067,-0.100667790790672,-0.459901717646577,-0.177637314146024,-0.315840114239397,-0.345877222357365,-0.24007798285111,-0.217453156225081,-0.287838630540759,-0.292479208488284,-0.210030197909807,-0.400365518879887,-0.308731222919308,-0.391849981675999,-0.341917948044747,-0.228518116787704,-0.329834052801562,-0.140661337022534,-0.356008172871404,-0.454966175404066,-0.0463755470433853,-0.45120030690008,-0.365149446957399,-0.246412950873048,-0.354449276100172,-0.182162143810125,-0.435579522899036,-0.295098475641895,-0.240901020158956,0.11520192032596,-0.320153773102194,-0.326672161175723,-0.208581834577365,-0.186898610024745,-0.0880256506029635,-0.227693203595866,-0.312253977418462,-0.351579666159918,-0.365560222203722,-0.343652392851002,-0.35318697231156
