group,CD47,CD19,CD33,CD16,CD20,CD294,Podoplanin,IgM,TCR,CD32,CD185,CD103,CD62L,HLA-DR,CD1d,CD66b,CD35,CX3CR1,CD21,IgA,CD226,CD303,CD81,IgD,CD18,CD71,CD193,CD144,CD73,TCR-Vr9,TCR-Va24-Jz18,CD305,CD158f,CD337,CLEC12A,CD94,CD150,CD85j,Ig-light-chain-1,CD328,TCR-Vb13,CD88,Podocalyxin
progressive,-0.0490570819245724,-0.309548635112515,0.0711043991119418,0.0399244642274376,-0.214030783272153,0.0153293547496025,-0.0001513952106752,0.0059849811355212,0.152845730512039,0.0407993737567831,0.166138861648359,0.10197107652327,0.0650109332709899,-0.484432286866669,0.260060099997195,0.093115491451414,0.407388802187675,0.117295769187448,-0.157478577267897,0.150809466059728,-0.181378431217866,0.200442920564878,0.0417668591054039,-0.0996097964835465,-0.132362136454479,-0.594219353184041,-0.10476826183789,-0.0132287314095716,0.232407075076637,-0.0417755205668178,-0.0536529769533548,-0.0215508777470067,-0.0516818575335731,-0.12804212207717,0.159330417493628,-0.177711870422561,0.0649492920954906,-0.0986489537917039,0.0527380646105492,-0.190382968421958,0.0347597123725489,0.0938990941462787,-0.217885124193333
progressive,-0.101560591467733,-0.0977104873709738,-0.356585204554577,-0.049657036472896,0.064497034627714,-0.307576276197878,-0.272495629479099,0.038945857757671,-0.332318535974834,-0.150217079713046,-0.220503190195639,-0.107761888462579,-0.123486038414873,0.169387289522373,-0.186796599070561,-0.154347399960714,0.109073600163887,-0.112531349109226,0.241434704496203,-0.253529974944938,-0.118255761615717,-0.149092025664528,-0.102177195372982,0.20811662746946,-0.0370311727183277,-0.0448591666687258,-0.199282343800739,-0.211414765843191,-0.0053094538781097,-0.0628783092090018,-0.149254917291288,-0.012735677454559,-0.251868263622864,-0.243554260660879,-0.210069515511866,-0.476529146462098,-0.0267782837759935,-0.182895833053673,-0.0933027665135058,-0.0106034476552544,-0.190725347195673,-0.291539684783807,-0.34614798222437
progressive,-0.0661995898641136,-0.259639705247705,0.166368679143872,0.0471282792827142,0.0745990134000763,-0.0393311997605905,0.0832201412967618,0.211527084069457,0.0465649363965578,-0.441504499545341,-0.011590582665319,0.128306863983068,0.157745521340465,0.114750493106116,0.0802776449264184,0.0293817276365525,0.114493508413523,0.0443934216914713,-0.0425783837730633,0.0233617666649229,0.0641506612176356,0.0222869665207663,0.146241133652412,0.411481798537248,0.0092192544568852,0.347343201426841,0.0960224814233373,0.0400709353335532,0.442195174171761,-0.032709159039659,0.0172400065642867,0.292394069203965,0.0476329383540798,0.0074343199529427,0.0371896535299441,0.0497882171964086,0.0715143163214117,-0.0020018570403719,0.106424729188938,0.101347324060712,0.0698698356521917,0.0688223413208179,0.0029810596729701
progressive,-0.42074353761655,-0.196999619856014,-0.455355730159535,-0.557671266197621,-0.311469514877349,-0.235611421525825,-0.314567513187119,-0.538907293631093,-0.23143962644244,-0.188553295066425,-0.470239381076421,-0.481260411937555,-0.367570815176373,-0.205695609249795,-0.250758522081764,-0.555324518064475,-0.639014450722648,-0.173322514998756,-0.313853252580553,-0.495073426485066,0.0344997685229759,-0.0610369574427432,-0.440598376116468,-0.543424286371029,-0.447838808284514,0.114880224525422,-0.437883507049216,-0.304806940005727,-0.549542725432532,-0.400401577244979,-0.355220312685462,-0.623065309007559,-0.177855724816943,-0.233972878115736,-0.507570724785741,-0.363109126269975,-0.189614999118048,-0.302157601459326,-0.529865997883256,-0.427719190177308,-0.30547531342777,-0.443604844013884,-0.300931861033166
progressive,0.063782419668501,0.195122270386044,0.371926358719017,-0.0718834235412591,0.315860584009088,0.193845039192566,-0.0856738137146453,-0.22720756307738,0.207267247108688,-0.12870745629559,0.0231217770974835,0.257745436133036,0.0596165993144184,0.288296338789889,0.129404628211642,0.162789680528466,0.0768980069320952,0.0307254624828023,0.190862957649239,-0.009321219918344,-0.0975748214420267,0.111520546458043,0.0779112269227288,-0.0085281408673425,0.0980677191366871,0.374139913205214,0.0208140092491325,0.0944386401931924,0.0326091803135118,-0.0674798967725209,0.108856655877385,-0.127191570331588,0.0279467720949064,0.080362547403195,0.0695430413745804,0.0970715320950683,0.312324085106465,0.0958335413056538,-0.0359649903298106,0.157796950786524,0.0532355384581389,0.0384848113676713,0.172249682788067
stable,-0.234894622319172,-0.401952714401836,-0.110384259406261,-0.239724069160275,-0.283302026262277,-0.410961106595319,-0.426125557604914,-0.299373267071163,-0.432130196332137,-0.447811674210853,-0.336893082975806,-0.177056988861421,-0.332455883010208,-0.215598373301346,-0.411840447485346,-0.211429641053123,-0.34677107104828,-0.41214827611938,-0.307039156089961,-0.393597040111302,-0.402069525986488,-0.443033023166175,-0.193408060141338,-0.178956619108633,0.0196651247544438,-0.0796663563599278,-0.313048814322452,-0.406514702307962,-0.278328163230637,-0.376193398349667,-0.437428484539503,-0.237417153294216,-0.418529553367039,-0.403543002168501,-0.231738839744278,-0.293999508855662,-0.409461847699308,-0.453609135041514,-0.375191779716851,-0.316694052330474,-0.430235681380899,-0.381647429141873,-0.4748740150671
stable,0.044234256672878,-0.0871916269543311,0.0133787240944579,0.0358332573675639,0.132257972619853,-0.248439303002864,-0.0729707191674628,0.0636066460760635,-0.116132187118264,-0.0179466897057759,-0.0710789357557852,-0.133108587824276,-0.0080075136200888,0.0832645176618001,-0.159480397067776,-0.0707653800065531,-0.10312548871908,-0.184300753438967,-0.0923834013360936,-0.156795177484209,-0.190932793701718,-0.312268543293895,-0.003718564269625,-0.0126630832072024,-0.0036263535296418,0.235342250844246,-0.0857973735826158,0.001208155869257,-0.155976252631051,-0.141898197221754,-0.136560769150313,-0.163062054375562,-0.185741872158605,-0.0399096236136324,-0.0083107153945969,-0.105365517593346,-0.08750409017802,-0.133894518222841,-0.0091121779830668,-0.291168274599994,-0.0113483298657593,-0.0336980814164118,-0.180035617871684
stable,0.139274106102108,-0.0998212063097518,0.0513071856551038,0.0089208852281506,-0.0398285929372288,0.073292909565852,0.0971362103977216,0.0058669312760334,0.0848544463604641,0.0311936424247848,0.10271296114208,-0.184466392614309,0.175875519821362,-0.0431137905415689,0.062067053863081,0.078560735629136,0.278224761234123,-0.0168377230986845,0.348454509285379,0.0263798029919262,0.0289404483109241,0.0275727863361494,-0.0908116864865941,-0.220438549768146,0.172238647623418,-0.0636968671460367,0.0022515046444945,-0.0197228193670899,0.0429048181008294,0.122375043643514,0.0141911688024848,-0.205169370713032,0.0291451103151203,0.0130439567461658,0.0652501631959525,0.0683675967136021,-0.110010920787262,0.0439767449081888,0.0135171828174436,0.0345284555197651,-0.0461393065410446,0.0344324145086147,-0.010974988013142
stable,0.0391483197647375,-0.004079309989432,0.0425843113849521,0.097151111562596,-0.0866600587003931,0.0242487758700623,0.0329881127233533,0.0197719012593579,0.0823472008088613,0.0065327839654322,0.195954375736144,-0.0511376809635795,0.175130089172284,0.178112382878482,0.0650555366674823,0.0434622624719974,-0.0304438547001834,0.100367409637631,-0.0975145925117481,-0.0007465769045782,0.0603446663133696,0.0658434753727525,-0.0165278778398739,0.436293519230595,-0.161463317358383,-0.105816099503906,0.227982128467636,0.0437243062127965,0.485152386645245,0.064447080907091,0.0899287837415097,0.321001775626562,0.142574731975835,0.0813639648929375,0.079333448596562,0.0168312104007089,0.133266140463627,-0.0351936248161012,-0.0010548854522762,0.139799191585221,0.111566575269292,0.124183289695387,0.0483731655244854
stable,-0.0010587265852676,-0.0551124104416239,-0.334538580980644,-0.0628004472065543,-0.421469903986387,-0.105833925522456,-0.206531303717434,-0.273478967825197,-0.0665120778603009,-0.248607394450256,-0.142435196185883,-0.0956899887029206,0.0314932490329398,-0.155985910165363,-0.144705176212634,-0.0783087146725747,-0.30735993456112,-0.105420452074204,-0.0622734710372577,-0.129967050691114,-0.280812037453155,0.0341060895310189,-0.154197123668592,-0.171086074473215,0.0061373944643388,-0.267646259083149,-0.0978142755500993,-0.0386722838721142,-0.0179800569359738,-0.18150477176351,-0.146354341113282,-0.467792338346424,-0.249474415728456,-0.0323863878571743,-0.214753178073178,-0.208157905191849,-0.0962988086539499,-0.0437253339133942,-0.3745937032871,0.0819224593789741,0.156857311118969,-0.0640552639515098,-0.146114285140319
