group,CD70,CD52,CD3,CD56,CD19,CD269,HLA,CD45RA,CD25,CD279,TIGIT,CD335,IgM,CD32,CD161,HLA-DR,CD314,CD66b,CD35,CD278,CD96,CD39,CD21,CD206,integrin,CD268,CD54,CD62P,CD267,CD41,CD226,CD29,IgD,CD22,CD71,CD304,CD49d,CD73,TCR-Va7-2,CD305,CD133,CD337,CD307e,Ig-light-chain-2,CD328,CD82,DR3
progressive,0.0262855527093022,-0.0401093396032781,-0.424980991189185,0.2002346086479,0.0077311363323889,-0.0792118595266925,0.120116795962173,0.131069394141102,-0.412568459729389,-0.0344764405593242,-0.19278950068764,0.0620177644250628,0.0182784559003758,-0.0370216539644884,0.233639883601033,-0.197571493440936,0.0457863015460264,0.1298295995094,0.485656740472051,-0.111435952680464,0.0464942103545548,-0.0478183140227882,-0.0383778126606598,0.0793196337500925,0.372067441857824,-0.277815580624367,-0.161887696388165,-0.41559725644053,0.096463738787546,-0.561622224964346,-0.42003426176769,-0.355388520430666,-0.0748333293986846,0.0073856255374057,-0.415373506645461,-0.43002443682134,-0.0574259702674572,0.044944454398588,-0.178869696822567,-0.186748709302353,0.26208736927704,-0.177359236159119,0.189865196087568,-0.0404445412276593,-0.380842642310646,-0.207178767847271,-0.162733107325767
progressive,0.0012035988510588,0.308328769706022,0.0267148167294883,-0.0054703619190724,0.46336145182954,0.162626724359214,0.37007485293677,0.103452981442161,0.173815755067495,0.2589582369725,0.271629959664403,0.0167582860240128,-0.109819477428762,0.0471658850960843,0.295634204274703,0.169856471264575,0.0631303842892118,0.125991671745965,0.0639694049515001,-0.165583505992261,0.382573192017295,0.311544803437684,-0.243630193087275,0.141291361605294,-0.141964352487961,0.0041478775386783,0.38147431102286,-0.0621014345402968,0.153412479073517,0.118465385660681,0.102665773749979,0.152681643075155,-0.0726939631231531,0.41051262538768,0.402236760915342,0.036408381658002,0.447219705487782,0.221087751880106,0.05111377069875,0.129243059766132,0.25711375937253,0.210898444471174,0.35192494555882,-0.0654843772907462,0.182622029195013,0.203114779166311,0.258822340561131
progressive,-0.0186811475350537,0.063143336268098,-0.113072689464105,-0.119893472420993,0.0497029433280034,-0.129736453794083,-0.114151635296251,0.114519968035005,-0.0177327661199348,-0.21513504664241,-0.211174104171964,-0.078878610235975,-0.297678263672993,0.265474247887894,-0.0747557433815939,-0.135331059248541,-0.175882919444941,-0.129733829301447,-0.320705856315713,-0.208047306966888,-0.29136152418553,0.0933707801816455,-0.16377962990043,-0.180128900857701,-0.263118654986054,-0.0198822396246547,-0.203074046922017,-0.0105473131337026,-0.125860609242752,-0.0295243054037071,-0.228558025762044,-0.0388431658972008,-0.531509828855177,-0.415337276472994,-0.115295200297684,0.0437086700106157,-0.0034161028134591,-0.539869861875261,0.0204686728058808,-0.331539227480116,-0.0597371389883551,-0.217102553965999,-0.225481024383606,-0.428359217636347,-0.172458764466571,-0.0881378416663536,-0.169717573392788
progressive,-0.331929553014745,-0.0785780446994248,-0.381323707374033,-0.431280695043718,-0.192728922149297,-0.41621358481593,-0.189417315452504,-0.293466854720559,-0.251469102147188,-0.0925947699180461,-0.384870444504056,0.0672230771842005,-0.250191051402699,-0.129240534807573,0.0123795923552933,-0.283461254919312,-0.35185332283464,-0.0681843072042113,0.0408767604389552,-0.204566789617675,-0.214266622849362,-0.375236608472803,-0.203368051143025,0.0066345986755352,-0.206173414747731,-0.358610467331698,-0.312224976592119,-0.0509018843654011,-0.373829469311448,0.132902251579614,-0.0429330452730367,-0.0981595804774109,0.0359197723757006,-0.110692124460494,-0.19239649253044,-0.0014631451558331,-0.147413306555453,0.197497065826043,-0.463998710652066,-0.0696088519167009,-0.487591386509401,-0.362740152956948,-0.25633027072383,0.136915839987911,0.0921325803745214,-0.224697723290103,-0.403760305614112
progressive,0.171240890042131,0.149724037839606,0.14248239976165,0.0550851738720081,-0.27426737107072,-0.0973420479530661,0.172649262236567,-0.0337646642112312,0.174586094048525,0.0130893278567112,0.122639173126837,0.524964515483825,-0.152347928361241,-0.0635876123365117,0.107129596738564,0.0840134087582996,0.148580035021383,0.45710990076722,0.197345955022595,0.39075349019108,0.227021820014529,-0.118483873284813,0.164193164053052,0.359698064723469,0.0342134325896669,0.330927378280396,-0.107712376344409,-0.298492449572258,-0.14126999544002,-0.238881401936003,-0.0328176283590168,-0.291333658183364,-0.0658686669622375,0.108609403006111,-0.268507169661253,0.0307343818996799,0.0706504387407576,0.246503295251293,0.0026925776292088,0.0982140125690871,0.0993156807335276,-0.067042179956912,-0.0456619908999144,0.06887491478995,0.166538857597278,0.0529179011096212,0.0770923562718033
stable,0.142733446456326,0.0547079398268557,0.0533956272320194,0.105225284609976,-0.0666483624911721,0.0678789246063764,-0.0664828912337065,-0.179825100192689,-0.131922719431841,0.127302080746765,0.037950545641274,0.0776224331021068,-0.12902581428031,-0.0514727484124171,0.0152752690135446,-0.0068481900946744,0.0430329089047412,0.12294466601114,-0.035741615234263,0.0538518717131954,0.0154057721478492,0.189527565687244,-0.201068083892182,-0.0333502918800362,0.133099327535157,-0.0192845834688303,0.104792093491422,-0.157000548808944,-0.0045512667845804,0.0390288730518756,0.0290146636780369,0.0197679988994401,-0.078850444011002,0.0520495243541202,0.209259293587879,0.0397529731821469,0.188015540909675,0.163240057959093,0.0186816768417485,-0.0127317693206173,0.0926391484306011,0.0017550129307888,0.105073788049287,0.152819729447068,0.0213780655775171,-0.0316962971570634,0.0728305661667098
stable,-0.0283709240119041,0.206493498889797,0.0666943788662502,-0.129532064736727,-0.0426687689603559,0.0434901672105372,0.0207607317935013,0.0200315452865297,0.0412289354198269,-0.0021206041281668,-0.0057621254176254,0.0442195803415055,0.195440712569527,-0.220076602763202,-0.0312188328326826,-0.206230897025549,-0.0760353073714917,-0.029135390026451,-0.0118307834063447,-0.0199395564124197,0.0559997456716864,0.0810465968994775,-0.218155159190081,0.0916923253540328,-0.214914359937014,-0.100957470896198,-0.0816485668257549,0.196683627822342,0.138887293749879,0.141266070790232,-0.0030925884789153,0.185848117644097,-0.364828317071844,-0.0358938031678088,0.188086394495923,-0.124806957385179,0.144465772269227,-0.0746873043977657,-0.0758074772702633,-0.268711493438753,-0.0565419723681657,0.1271293090182,0.211854437766733,0.0111742812719521,0.0205002002222355,0.115309026224127,-0.107937762919801
stable,0.186988436853964,0.358785258243626,0.114240776920084,0.148318366965016,0.152406700034107,0.229767144790708,0.0811672165556736,0.097982765339643,0.0416267237176004,0.0715845474082332,0.190190627639751,0.195982139781082,0.21101935752456,0.237160691927031,-0.0173623842391984,0.0769837039256806,0.0620071585900543,0.133201267864016,0.149954371265333,0.136527315965488,0.186894300890889,0.227583387228125,0.247768828508917,0.146283560947755,0.242559489668462,0.061264488346614,0.0590229828303225,0.190914468360336,0.301226907652667,0.0952894080207267,0.2039207610421,0.194381164320487,0.0035661775216574,-0.0035793147686075,0.183072383343659,0.0130130706718675,0.192269358165624,-0.247491372758132,0.188737490909099,-0.0440912585213876,0.0765968490944283,0.138411392349414,0.147721250094317,0.103598251201186,0.150733944519892,0.226571894680616,0.0954067561027571
stable,0.401979065026405,0.266591704907808,0.204858746574759,0.0840536323088337,0.226993374226141,0.192097127797974,0.460214416832828,0.452139275531592,0.192988602615839,0.19043803833801,0.105909523867099,-0.106779697228808,-0.19716747450949,0.115254589022538,0.0363406013462697,-0.0769586306342878,0.0073597592129277,0.175616038730717,0.238477194846678,0.175682570570501,0.207945218043912,0.34258050478612,0.185324514611648,0.118356289156624,0.0532751759430289,0.119012989198819,0.243708636844196,0.193209820812428,0.2761095748525,0.204601484917959,0.256689994233759,0.35721409793794,-0.419391002604347,0.0203647066285093,0.188336584263043,0.0450237904644225,0.235934858104896,-0.0263273543786902,0.0633631060245935,-0.197253482505585,0.0644069650063936,0.0717406639646427,0.248966587947571,0.009319612796506,0.0372787705263293,0.398450963058352,0.114927628394293
stable,0.0759663615824058,-0.226804893095662,-0.0756255263578583,-0.201685965911115,0.0318058078608061,-0.140394774380658,0.0514059776808698,0.0401656228291047,0.187676485922849,-0.371047441307049,0.0696430165065094,-0.198713732620171,-0.0320220650937811,-0.120534008126355,-0.354273799100716,-0.132704790373743,0.0083003582383712,0.204508908586272,-0.0182299554301509,-0.319112633160969,0.018447150701599,-0.0305750640017777,-0.371044056778248,0.156781536582066,0.129003301217234,0.0293412243144417,-0.0345763892804725,-0.196909087767679,-0.0570410523317197,-0.15029870819689,0.0269604568332465,-0.0328681341807944,-0.261592193128968,0.137990978773684,0.0876670970306265,-0.110824225959468,0.183097728752901,0.150881596665514,-0.0110509265734,0.190853201999915,-0.0520019856688048,-0.0999082687209778,0.0809647071539226,-0.154574220426365,0.020238240704569,0.117952803042482,0.0581492822920676
