group,CD274,CD154,CD19,CD269,HLA,CD10,CD45RA,CD49f,CD16,CD20,CD294,Podoplanin,CD5,TCR,CD195,CD32,CD196,CD185,CD62L,HLA-DR,CD141,CD1d,CD314,CD35,CD272,CD96,CD24,CD21,CD11a,CD244,CD169,CD54,CD62P,CD41,CD137,CD254,CD163,CD2,CD81,IgD,CD22,CD204,TCR-Vr9,CD305,CD158f,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD88
progressive,-0.42312649276989,-0.100362499496641,-0.0380493180280319,-0.348638404717578,0.0210185423130271,-0.0957655724732545,-0.106044211488863,0.0047978001083233,0.0051515437712822,-0.177612925785222,-0.208236383331235,-0.330495744904039,-0.137537900773686,-0.229835811492373,-0.418296791918761,-0.144535559253197,-0.198748400267037,0.0669297900286896,0.179372116710087,-0.145889635907363,-0.495610754788154,-0.407209378345521,-0.466424060156683,0.0412256778912845,0.164116335779389,-0.423824259534924,-0.443524275950061,-0.0860666980132519,-0.100929227680528,-0.442949639027274,0.206716735307512,0.173252305446933,0.0020787561919033,0.0145985091137983,-0.279897229911324,-0.165468161326991,-0.307786764385943,0.0430458156175382,-0.377920204693506,-0.211481844473499,0.0287567973052182,-0.169247813480089,-0.443233682497391,-0.310148575120623,-0.336877935196878,-0.271013615558313,0.047475087646673,-0.381422432235307,-0.196458775937715,-0.200768095480775
progressive,-0.037670099859108,0.136601425033085,-0.325396279296878,-0.0762034016351749,-0.366094322731642,-0.153727661372315,-0.126495189392445,-0.099911089929517,-0.450891973178873,-0.407985967418625,-0.0001523094670232,-0.254216938825588,-0.0320469513623934,-0.0545992580348061,-0.177859080047374,-0.178640631611571,0.0194974387597851,-0.0689370055370901,0.007032555507237,-0.431038534619293,0.198653712986616,-0.122857716914894,-0.125750108240392,-0.142559664193757,-0.11857195881465,-0.0500817535430895,-0.214808236071553,0.128953886490709,-0.248620855787076,0.0262112071073945,-0.510429108293516,-0.171652460609582,0.0824795028831551,-0.150340244824058,-0.0798558397035416,0.0204156294871822,-0.0735317669085036,-0.0511817565791962,-0.14613051405298,-0.377172050728265,-0.250163600152151,-0.0299280272685078,0.0274972813285454,-0.254960717499388,-0.0545326198290453,-0.275083697490232,-0.19493465355825,-0.152766438308727,-0.138377790097178,-0.0898459620136265
progressive,-0.248567027289119,-0.213389628601539,-0.23537420059626,-0.177188810634829,-0.0605863339943856,-0.17484185785878,-0.172706494715335,-0.111535407862998,-0.149967209816719,-0.115208192745979,-0.213579187553444,-0.26313228683167,-0.368031199774573,-0.240132481273249,-0.140920663577865,-0.474148945716794,-0.0835924242093453,-0.109515829606378,-0.233328089709854,-0.13121603351662,-0.145525048621139,-0.180030470795491,-0.0799499720702354,-0.072377050536187,-0.330793377133924,-0.201882673813628,-0.20957162136262,-0.268384807736688,-0.220988587305891,-0.11558370434319,-0.128926317955743,-0.0856241671055067,-0.203275157406791,-0.139698357723404,-0.337908662553512,-0.173820160175007,-0.14489273491965,0.0165024291755467,-0.0182423744636079,0.107500302920191,0.0126226775635189,-0.262076146667439,-0.182161674962693,0.118814926508309,-0.244785219179862,-0.174063027176318,-0.051144026586238,-0.211153238651402,-0.0899153163589481,-0.131445421469419
progressive,-0.30580113168466,0.0088619901913238,-0.114323292456742,-0.150430695912336,-0.0994742177159476,-0.0273493094318346,-0.210370898098152,-0.0424512161130181,0.166010068842581,-0.196723356511204,0.0472978680380207,-0.155640820417443,-0.447867354664675,-0.0930360998341059,-0.0815873992513098,-0.222805866950227,-0.0324076123131683,0.0918643068566272,-0.278971756679559,-0.0822563378842363,-0.223998872972173,-0.0241853901174871,-0.0123302791481476,0.0080000094156668,0.0157973208853325,-0.0285104001744289,0.0691970479600634,-0.0947648621548335,-0.056482955270061,-0.0081680809440752,0.186687634745986,-0.0886877579945858,-0.172207024379052,-0.111282314700023,0.217382553956545,-0.157919025824189,-0.298719149962413,0.0108203441894004,-0.181234345831705,0.0249014372911299,-0.196111570454933,-0.159974268728708,-0.207570817654197,0.0100227935512971,-0.0193845217318958,-0.0672261390742414,-0.0761738006647369,0.0307742972127838,0.180673464870298,0.0006573546712974
progressive,0.135652155872163,0.187342339056941,-0.20345333361601,0.25829701437659,-0.0315005329064811,0.155138157990756,-0.172599632185043,0.159693590075839,0.130867521078949,-0.239667589465359,0.153602677114019,0.187582869977008,0.20393842929997,-0.0190716557360717,-0.148366175093759,0.0327240896533855,-0.149049897935357,0.228983782849474,-0.149542946317663,-0.164631229939667,-0.0040175155152323,0.215564622398358,0.0276092751644211,0.267442711698214,0.136150427982471,0.0907206497051269,-0.0120306927045126,0.092764499465001,-0.0690712108050552,0.149708496637899,0.235970843295063,-0.181985357163863,0.230482906962921,0.20692071781491,0.163072268253716,0.0405390591136172,0.145874532716741,-0.428113614573389,0.041454224237312,0.225771308224909,-0.144662782907829,0.146538840330609,0.219753611199986,0.0245535031422718,0.226094866007027,-0.025439655733284,-0.0281412608919191,0.0405702634817985,0.232018047371583,0.11150727396274
stable,0.0578724081481326,-0.182164139902433,-0.129975424932684,-0.106959364656179,-0.219130309914418,0.0830383612621203,-0.170282960858117,-0.108863946763956,-0.111150383724994,-0.067103142725845,-0.044564413204653,-0.117166572595071,-0.0962778212519255,-0.129839287106875,-0.193627392256023,-0.15665757295011,-0.0282924345578732,-0.0389784950252297,-0.202868680751191,-0.188081937865827,-0.12129594955504,-0.158016310078325,-0.0843421941452283,-0.131206809759272,-0.226934821805426,-0.292515022925306,-0.172363000385559,-0.181409934423693,-0.263548722434896,-0.251510039856988,-0.291445861361095,-0.273838103195978,-0.111197884304496,-0.108259116985877,0.0123708016523647,-0.0912587432786134,-0.0654967008715266,-0.0097653549367227,-0.0474925749828992,-0.0556242468071374,-0.113474531198916,-0.175770752561578,-0.194323969420571,-0.176207159197617,-0.131965452767371,-0.246308124412962,-0.0651031437425214,-0.309106075999829,-0.0711009180245708,-0.148499890078856
stable,0.0596864184539375,-0.0262305122675635,-0.141634273297954,-0.200665099476139,-0.390671430981911,-0.221137396485849,-0.139825642484579,-0.402897079501138,0.0021830874922761,-0.357334556396389,-0.065431515346164,-0.208263568437055,-0.0603418887808123,-0.15918437807089,-0.0124166690663099,-0.204210355248389,-0.240774450830383,0.0564876435436972,-0.0202593389861343,-0.14691087072209,-0.0217610663616726,-0.128073405143808,-0.18121429955378,-0.134124969843572,-0.218685244132231,-0.177452153805568,0.0113754614784738,-0.159393329525448,-0.273774964667812,-0.0657015945915388,0.0978212262176805,-0.179480794086878,-0.482725907022756,-0.517903369275744,-0.145530674111044,-0.111347710179579,-0.292717405350393,-0.0892597147617972,-0.402727748891278,-0.0335175456714738,-0.0663441480847286,-0.237401261932488,-0.0867300272505907,0.0398146803397431,-0.14046923435474,-0.0704973198897277,-0.126312457562188,-0.228842810520597,-0.0826379144810906,-0.193223955895756
stable,-0.123873471501857,0.082197070685306,-0.11203664334775,0.0233745358865651,-0.464651848937779,-0.0338839555334231,-0.422702521162824,-0.122826804871692,-0.0045822956661737,-0.146666039469044,-0.0494466877488681,-0.206384759989291,-0.132421510361326,-0.152685858865231,-0.177701389221449,-0.208973833786481,-0.142567251254338,-0.0779057051738105,0.114976561373048,-0.0129870346639087,-0.0537921011001372,-0.256342711046985,-0.205267074655729,-0.118682530437069,-0.0547893585401337,-0.172565297296942,-0.207711621487314,-0.0715073623768851,-0.323493452714298,-0.130348735104322,0.0327840244734757,-0.455598519546058,-0.110175164343435,-0.0468973946551844,-0.0699561945664966,-0.101860122010322,-0.0678300721537049,-0.151504594280236,-0.157772656098278,0.305557782117607,0.0746079971350306,-0.055601514171791,-0.0308353203838665,0.167615631163391,-0.162010562365595,-0.113289427934603,-0.0467799537069258,-0.234549881290557,-0.131449480402706,-0.0962616285784264
stable,-0.186891008000048,0.214803333806041,-0.0779088541399697,-0.178957666727,-0.222237598204106,-0.159411300845836,-0.207592765577661,-0.132604416760436,-0.126111764264772,-0.0554043842140567,-0.145733303067473,-0.236778750335028,-0.0859490633714588,-0.14458099991258,-0.136770542570531,-0.189574889002732,-0.151991634303075,-0.0731291347083177,-0.201507321673661,-0.16373056143592,-0.105847808369873,-0.297651528042428,0.0489796833831835,-0.100125802088035,-0.0415102343716686,-0.122226537470174,-0.151194568341795,-0.039427337933488,-0.165243307935124,0.101483110872692,-0.102104311304483,-0.10521336228168,-0.0371072048323272,-0.178962932058661,-0.108283723981418,-0.117768926885365,-0.0761179539987637,-0.0908641901924393,-0.0269394022583701,0.0623690119215036,0.0720019992631322,-0.291300051293987,-0.100044510985916,-0.0317589842691945,-0.169285610943381,-0.164403730386783,-0.123413366858284,-0.255990169413692,-0.0748208856520116,-0.181224876230093
stable,0.127916142792023,-0.272496119897427,0.0723756687582007,0.307510626717703,-0.05225067684464,0.429547130622971,-0.071080981006658,0.0782048233318898,0.330612411896616,-0.00016889680146,0.0291188405687928,0.0702634751083428,-0.116045001600035,0.0553505573803083,0.022786412470394,0.0053784099243632,-0.0202555744795499,0.147590781227953,-0.0922819820206006,-0.102706573972131,0.0531159351983512,-0.113715857876339,0.083150059293801,0.0386244174417182,-0.0446448399991736,0.283912045463798,0.185249382565935,-0.1027928735139,0.0103509992152333,-0.155266169632809,0.134169436930716,0.285459110928848,0.0580835946921405,-0.0851133043990158,0.105798560206876,0.0896858771976448,0.0069467018001404,-0.0558299884913138,-0.20092650906265,-0.104114961072866,0.111629841953525,0.0778836107126712,0.145907512381549,0.13253218504497,-0.009742275418959,0.0686711123600956,-0.294976134706413,-0.0376851254311367,0.511378401313817,0.0540691878659062
