group,CD137L,CD112,CD47,CD154,CD19,CD117,CD45RA,CD49f,TIGIT,CD20,Podoplanin,IgM,CD32,CD185,CD103,CD223,CD64,CD66b,CD35,CD272,CD370,CD122,CD137,CD29,CD49b,CD81,IgD,CD18,CD73,CD305,CD158e1,CD94,Ig-light-chain-2,HLA-A2,TCR-Vb13,CD88,HLA-F,Podocalyxin,CD224
progressive,-0.186646257010194,-0.168070927894863,-0.082276838188456,-0.100671544914645,-0.570436588603522,-0.229147831267383,-0.0990058788679208,-0.297768228945149,-0.45406699429283,-0.517892281678738,-0.159797644867711,-0.409809451536301,-0.248800625520531,0.0247831451077662,-0.0242056436358931,-0.0221186677071015,0.0121767799499625,-0.0342056907372541,-0.060697584791965,0.0177279120243846,-0.0260994656602734,0.0593049894229601,-0.0762230498929096,-0.414228181590085,-0.100298756934504,0.0232900701331249,-0.104733065948552,0.0057716047872592,-0.0564328468873463,-0.310608736211306,-0.121404938101243,0.153945859461635,-0.0789991506222505,-0.161562167332206,-0.0199167850849245,0.0901825710338654,-0.110235209125815,-0.117718490710009,-0.131613989554726
progressive,-0.169077485708463,-0.239825542715453,0.128321296264354,-0.209203936150518,0.561746243345131,-0.158284672199691,0.191036426669534,-0.0190042659434631,0.0215528575077472,0.289430284157286,-0.006612249841395,0.0318232092751439,0.0016957951711498,-0.204880728981895,-0.104592042167972,0.038705120412096,0.0112144295336362,-0.207371851515105,-0.0208290159913381,-0.0289470849270744,-0.147959308191886,0.0644082917810879,-0.178282505626617,-0.047759802587458,0.12017124812427,-0.1294599076469,0.243322848787221,-0.0342177463105311,0.105639823712735,0.0608684727373661,-0.115126652308685,-0.0749492197243086,0.0206133431123914,-0.167802797735282,-0.0749845142067824,-0.181492647613129,-0.215879326551874,-0.0604948317880413,-0.131949034301552
progressive,0.0112237849911698,0.0959837483668256,-0.0821129967012488,-0.0296559067245136,-0.250938525828579,0.001924654419888,-0.090779645038546,-0.0893060361156076,0.0530271089739006,0.0444472464752379,0.0333616987265446,0.261870047776894,-0.490666059990415,0.0054384679041676,0.0999202884979573,0.0909529929706206,0.0042388766566821,-0.0650670249288959,0.0130383731302667,-0.204407255169764,-0.0676634648430024,-0.119838343835323,-0.0613682554469606,-0.181577577289794,-0.0571606169471253,0.0789481009564236,0.341483405513592,0.121705002214182,0.213681695114052,0.12463256010443,0.005810123646714,0.007572820119188,0.183220649705699,0.0020283630952005,-0.0219404971732613,0.0605473569686439,-0.0333018502196179,-0.0937175424310289,-0.0437971147956986
progressive,-0.486848531664191,-0.0861209555213912,-0.410828136101628,-0.406211475394808,-0.0755584978880765,-0.43224410371112,-0.0325587059589115,-0.467294165940184,-0.350603422391041,-0.297331736052867,-0.430339749064134,-0.605379949477738,-0.0300941126774619,-0.400651892929324,-0.40177395944544,-0.412178259502205,-0.55596119575679,-0.350333815988251,-0.504658128207477,-0.481050361681826,-0.429518529980264,-0.216118890061148,-0.471788074133814,-0.163343676888192,-0.591355359834178,-0.149518335311156,-0.2695084761686,-0.416393854479429,-0.400046893069215,-0.421067469742955,-0.0866098640220428,-0.419841498068578,-0.234759773600374,-0.412084147155809,-0.450156839701417,-0.421912139861069,-0.448270611752901,-0.422795018159489,-0.405497271999344
progressive,-0.289463349266379,0.200570530136584,-0.182685448927065,0.0256728390559512,-0.284023484590023,-0.314662340779629,0.0188815556444385,-0.0291050903508234,-0.159307950506603,-0.0366692509763765,-0.082382886171189,0.0800026630554155,0.0945605801355354,-0.0251323664103081,-0.226564743685262,-0.505471442529737,0.0067932296809658,0.186123968744852,0.199649604303015,-0.0265042432502225,-0.185355040230237,-0.44355736090356,-0.193188213827248,-0.0982799140242486,-0.167226278319602,-0.0295290364430167,0.107275035120782,0.171011653791574,0.216547065200575,-0.066471420668943,-0.0117112638655426,-0.226426785987929,0.13972081283303,-0.0445624968045323,-0.0949458572500828,-0.258210059176256,-0.202116066368473,-0.308974924313669,-0.101866597363035
stable,0.158114685333707,-0.0614357098490992,0.219974749157337,0.192154397188577,0.338018787596482,0.0891031357187938,0.231085274084674,-0.0641885730395439,0.105673168503127,0.275036273276579,0.153210468804517,0.066120552252763,0.210998778327098,0.0855903515723392,0.0712370359125252,0.121669406881248,-0.0694174070500818,0.0823852621700823,0.166706439872471,0.150735445099574,0.082931116953408,0.0919329280086889,0.0898925427814318,0.171063119191804,0.053872845034069,0.0357496040744986,0.225496222814667,-0.0192365272894923,0.0519895995325783,0.140923013247575,0.121863820999701,0.100345110484655,0.204699167046811,0.0323762918921882,0.037920156960017,0.0383697614937272,0.0835252125827855,0.154322576713497,0.0755965600803286
stable,-0.210260074714937,-0.0519254953443519,0.0664629340288955,-0.0158676115139389,0.0011190457367354,-0.120573084969904,-0.117631384756053,0.107629422513449,-0.13331303978357,-0.0485492659056801,-0.104261745370414,0.10135633435921,-0.0955705185622939,-0.0410535510837418,-0.125118447538433,0.0038234454418479,-0.0764929037657015,-0.129512411627195,-0.042195474095078,-0.179049782035055,0.0286415566429125,-0.138519512951617,0.0229602723847577,0.0133162253919256,-0.0603649433293539,0.0310901600252175,0.0039456211324705,0.118909152438717,-0.120321314731333,-0.177361316512185,-0.40793274520973,-0.0255454575785022,0.172731105971323,-0.0967092887801001,0.0094767121643216,-0.0880187037660839,-0.145461639092806,-0.0324355001710994,-0.150110658279722
stable,0.062554592771813,0.0451802770266779,-0.0989700491192928,-0.0388946221556875,-0.0960385014324952,0.0956220394553415,-0.174076458030403,-0.0423175213927443,-0.115022059548412,-0.116517640974175,-0.108365309683675,0.0204674647757255,-0.0576096147207784,-0.0182840397919589,0.127299536694323,-0.107164354947521,-0.125261207029992,-0.0808673655552483,-0.0848884667324775,0.0698492851601858,-0.0389968581232553,0.133197979864012,0.133451182297934,-0.155698584868704,0.0191481876304384,0.163933271437211,0.239008938458303,-0.0310988949188553,0.276013854960637,0.0643907455930587,-0.119472575902502,-0.0109569837834595,0.0670551439858698,0.0903419943243033,0.0346448712179069,0.0511926816023862,0.0294931993716975,-0.0081575052346621,-0.0036809598873742
stable,-0.169365493471274,0.106299897362625,-0.245679447218625,-0.217178680130588,-0.244737187913115,-0.258278529577264,-0.454665182095428,-0.216014121019238,-0.303781975475795,-0.279395194757766,-0.322804690177664,-0.11335049561175,-0.251189524961381,-0.28216351827847,-0.277340074179496,-0.251458884634558,-0.0819478527597675,-0.217230656669853,-0.313027829689559,-0.3012798332045,-0.0725217587443779,-0.186492082934745,0.0336342722295431,-0.263141862402259,-0.138415359087416,-0.421322354215791,-0.0707941169792347,-0.147172214021793,-0.141961588755369,-0.153608577091657,-0.261179775775595,-0.209900892282507,-0.322630437580044,-0.159082535252559,-0.241246436651229,-0.236699469466933,-0.234431575664185,-0.333225648349186,-0.26700619283851
stable,0.0514107774306944,0.514774564515568,0.118224468688222,0.0250334917961198,-0.0744703737422204,0.0031270545102541,-0.188364599667644,0.0390540774117225,0.0071441368188495,-0.0211121001825102,0.0389817909847655,0.0923047937433111,-0.0927535604366754,0.185746974298749,0.0868903442242035,0.200294434808004,-0.210033147211891,0.441122220971826,0.0285233867284419,-0.0114449184205561,0.0093829135846031,-0.0729059691471873,-0.0476474799164655,-0.116781658899867,-0.044267131047565,0.214664652924549,-0.0140722259402773,0.0750962322664852,0.135969465528406,-0.108905072802517,0.25094823068007,0.119375441333612,0.0171989342385824,0.181470007749313,0.214202994753861,0.0668224898547493,0.136189451093117,0.224731954871502,0.0960770810119389
