group,CD252,HLA,CD10,CD45RA,CD194,CD16,Podoplanin,TCR,CD223,CD107a,CD1d,CD66b,CD366,CD66,integrin,CD62P,CD267,FCERIA,IgD,CD18,CD15,CD193,CD1a,CD158b,CD133,CD158f,CD319,CLEC12A,CD101,CD88,Podocalyxin,CD224,CD258
progressive,-0.189835318520866,-0.172549332923551,0.03485163690966,0.0428556252919594,-0.0783033699891465,-0.131061334181152,0.187578666026617,0.0593685791449531,0.245719706394033,0.0822038147389282,0.326406620534806,0.054577079887441,-0.119760499764589,-0.132584036201508,0.179099302025392,-0.245447212584737,0.041656523920863,0.206272611320832,-0.0032755329366427,-0.196234562766814,0.0708192287919447,-0.0878329072424929,-0.247734080435579,-0.195832016646029,-0.0182170126726259,0.224055607843207,0.199195442692556,-0.131657239718419,0.0125593979805723,0.0399715853110572,0.0288243862214096,-0.0443251711948675,0.113636738259129
progressive,-0.0120700253226345,0.235728779176494,0.21824191307781,-0.141609033406529,-0.175122855734228,0.158765671601273,0.101793179550671,0.282277657553324,0.0618865882302913,0.0700004007395046,0.111216290547454,0.0793402904739775,0.0936324038167091,0.100579478626999,0.274731459938183,0.0373377090963423,-0.0185710515782571,0.20610883982717,-0.45390456735826,0.309800964443862,0.187189652623307,0.0266231302611128,0.296488287895479,0.0884280706974386,0.0837686356520757,0.119627293754102,0.108159751758692,0.149820473303117,0.0860523281822979,0.147874913626097,0.203764731778522,0.0994337916224217,0.237712376427712
progressive,0.0594665668288409,0.159361465694933,0.174074945196466,-0.133297602992576,0.149925963182505,0.3103644291898,0.202130688071416,0.101819342508922,0.125782105520073,0.265543817024339,0.21323487414173,0.165160214502999,0.127993888241179,0.131442606725903,0.31243306813955,0.201974502432194,0.143448337080503,0.171454475767522,0.518497115244788,-0.002591913102764,0.230411354364326,0.0608151664911185,0.162233408545528,0.0458301341780937,-0.0044983085849093,0.19585782464213,0.0661006567141815,0.0891404167051431,0.145383542136789,0.21331331457048,0.207555091904713,0.152673479781499,0.181527080304553
progressive,-0.557482196010318,-0.0701139860552935,-0.534354981469378,-0.166740039607759,-0.510803735072549,-0.586780480642002,-0.564293811956838,-0.519752911087355,-0.212983054950827,-0.511323061589854,-0.505914387821252,-0.557622865498325,-0.512669018159834,-0.519212290438744,-0.215933103019812,-0.29185950580941,-0.520655695122211,-0.579433936373146,0.0452853571975858,-0.5891732447821,-0.55546469724633,-0.64487897932795,-0.552339141824632,-0.502028950966665,-0.592123271530832,-0.503997565029292,-0.532613633011676,-0.59346393366995,-0.591383675441301,-0.572227241364415,-0.607891126420602,-0.577529736031472,-0.649641974412053
progressive,0.294524307702021,-0.0668425942161915,0.20405956576625,-0.157050115771977,0.240284862351757,0.210909492690841,0.425846024123243,0.0877953807160544,0.503229386896427,0.11749257408466,0.252114021206226,0.153544019159709,0.139177691780614,0.462497662480452,0.52189787973736,0.515858443130785,0.258921413517411,0.339559622562678,0.134206006280811,0.186061650292749,0.356570406432561,0.316306512897721,0.185811280521551,-0.0033701756762317,0.22468712241244,0.395200235977383,0.0433289394055033,0.197502237503808,0.246705562377028,0.309523140999818,0.384519183665024,0.220747550966662,0.436863829214632
stable,0.2162457400932,0.126975817769585,0.1512374389773,0.281409797162627,0.276031128762683,0.216762352000315,0.28331024043046,0.25431473348958,0.251963367419812,0.221915078297965,0.279411535832835,0.175323065010436,0.243179129177291,0.276630989449532,0.121099243885787,0.108757941732621,0.246078753541044,0.156222204567583,-0.106865646343955,0.0989609897067191,0.220433231060654,0.277670320485194,0.238048607283403,0.208399008041785,0.275893743423553,0.255099147172425,0.268602864601787,0.163341372268277,0.225386255397465,0.287445615870965,0.31991960564123,0.230909463303694,0.236588507151305
stable,0.125991919068604,0.0132089764433118,0.136929321494391,-0.0156135272093025,0.0780049232949805,-0.0227923553869311,0.231918143158271,0.185024246166821,0.288680988175102,0.175816076645925,0.294241291421066,0.0190302875580009,0.368150585795202,0.156424795142362,0.220459709010927,-0.0127953660192367,-0.035867562925027,0.18923956446947,0.200521861673358,-0.0079742679406293,0.0246682135554612,0.113853692137945,0.258182098809035,-0.0108438040087708,0.104002276123603,0.329518200639881,0.128977512562207,0.0642994749583958,0.130700950500455,0.262786753238253,0.203255776840677,0.240329137378486,0.134336784608923
stable,0.0710098823928573,-0.0381486694011499,0.0079636322094674,-0.0473261292541943,-0.156409552771294,-0.0285446595546307,-0.0451275054522039,0.0648920719885225,0.0483433827344809,0.146496078404889,0.0243539711298775,0.0656899583947599,0.0700950792180642,0.0869225874137045,0.0669257873219997,-0.0775964782538515,-0.0258222976266995,-0.0248902253291525,0.0399440024115858,0.0356943712020881,-0.0644788163816077,0.0187369652855816,-0.0430382970232974,-0.119228724515663,-0.0047193438732266,-0.0548622056850247,0.0759320187014942,0.0865269833390856,0.0039366493441738,0.0463567643289679,0.0556976760836685,-0.0058777368762542,0.0533494502054408
stable,0.0518182422033278,0.525178610291733,0.0869133184845324,0.509299415016461,0.0680251546435675,-0.0437571134410208,0.167028730078307,0.191272417223751,0.0029865046251715,0.133576467860336,0.189482220617474,0.01184523193939,0.131689740852272,-0.0073425023778164,0.096041394306598,0.18291887386402,0.136120194794718,0.179414654632532,-0.29667559350714,0.111797846864519,0.0307800520394202,0.17551191754243,0.0871314960022505,0.156141554517954,0.186518003775726,0.137518088335901,0.0141705429751772,-0.0153702610692605,0.142372000617032,0.0695375075460325,0.161971876823038,0.199969693287813,0.195255596962199
stable,-0.197603591164489,0.255726638265961,-0.139256252119137,0.0846886071651244,0.141540933098406,-0.114366726122032,0.126353941025311,-0.0301890262982559,0.067176369756968,0.1715346859617,-0.0580025577258633,0.0321767110150469,0.0510492742665735,0.122498810676143,-0.258252980015097,0.0356979839337099,-0.0751728251367387,-0.132300471696434,-0.0634347654604182,-0.107954452629809,-0.103345418311788,0.235877487450957,0.0103084729232698,0.172831335878149,-0.128323811013541,0.0735601931633997,-0.056011152689064,0.18647192602514,0.0853738190117144,-0.0632852532653909,-0.0389477616733172,-0.0312148149890882,-0.149727956953516
