group,CD273,CD275,CD19,CD269,HLA,CD90,CD117,CD16,CD294,CD326,IgM,CD223,CD64,CD1d,CD66b,CD35,CD122,FCERIA,CD163,IgD,CD26,CD193,CD207,CD49d,CD73,CD209,CD158f,CD307d,CD307e,CD319,Ig-light-chain-2,CD85j,Ig-light-chain-1,HLA-A2,CD328
progressive,-0.0579713829391297,-0.233206536401427,0.192141476496137,0.0515180580638163,0.236743148074529,-0.0323590787332544,0.201518450142625,0.263183280315215,-0.0802893926984133,-0.112414568258866,-0.357723940032576,-0.0080219111754628,-0.0641973092600064,-0.131856101022569,0.148680735737931,0.0965989131400947,-0.0855870217725989,0.059098015854088,-0.0695234107313683,-0.22769153310868,0.0158031734263344,0.170354271452793,0.0694212421324165,-0.0214264251203681,-0.19010184597952,0.0379352204408319,-0.130377511757462,0.0514696612913732,-0.151473336584567,-0.092049506941877,0.0747657033161777,-0.150812521836588,-0.414316306149063,0.22218601260705,0.211937204572873
progressive,0.0934173076856144,0.0167770527067071,0.475079076682231,0.0766748942539879,0.528291390578913,-0.0815993567541412,-0.0333896704979247,0.0463372754226539,-0.0244329770016472,0.424413180021425,0.0339404002002254,-0.0779042934193078,0.138106271871502,-0.0189872172412177,0.0858654021945297,0.0913993438938645,0.278246870610722,0.127978824705096,-0.0548555680002136,0.0181079298472357,0.215495447881697,-0.0794912953976516,-0.0759620022437179,0.436406035836078,0.151463287724795,0.33124810806984,-0.0922976621723368,0.143303043720203,0.126192279478261,0.0795455157296628,0.0319639685094541,0.180903282516623,-0.0395925839174559,-0.0307231901285792,0.274424890460866
progressive,0.0247820951063801,-0.0644967771990593,0.0631659805160777,0.0337543010343727,0.0147420507420082,0.147886531277379,-0.0721901033630037,0.0603536843038938,0.0267223714933916,0.129960348988606,-0.07168675689089,0.0094815379488451,-0.0137087092388935,-0.106729705075109,0.0905040063074871,-0.135797872992918,0.0454126263561535,-0.0744798468760489,-0.0404721204679604,-0.383841194735311,0.0482313058336761,0.0607109897561133,0.0327418039587825,-0.0571005530444472,-0.413871717681888,0.0025231043753604,-0.0627176891992601,-0.0880965558086066,-0.0466771485055177,-0.0031696365187704,-0.313025581960379,-0.0930396888644139,-0.105806215615769,-0.0302400290470598,-0.0322513935044892
progressive,-0.0055186663782168,-0.114539683714245,0.151664521123168,0.128437904112287,-0.06748471157822,0.071738669559385,-0.259191654924243,-0.499562270445867,-0.0060356908169168,0.109184538051811,-0.161449499125017,-0.164221145001558,-0.332080457156194,0.0908051465320196,-0.532450488841875,-0.559123945736058,-0.208443434807835,-0.177586177997608,-0.274381540646279,-0.326914001959214,-0.0290719132964529,-0.181781662091591,0.219981978592145,-0.18578266383391,-0.472982405699077,-0.130664468169866,-0.0723907845467974,-0.234042255478239,0.218664494031459,-0.402834698337248,-0.406916940907316,-0.15595231043062,-0.136326341674861,0.0505220436278444,-0.453634910044277
progressive,-0.412971016681125,-0.493558250283566,-0.272184605263229,-0.51747296372341,-0.0706841226194209,-0.451852177278371,-0.443382733845965,-0.0048510285825389,-0.400664391842151,0.0073556335107223,-0.119889705064473,-0.579459278428967,-0.0459958259648729,-0.423226672081501,0.100601601083852,-0.112440024401423,-0.641909494142696,-0.45706541497592,-0.406925694854203,-0.189190072399203,-0.472763091344253,-0.434990650743838,-0.0524009278174772,-0.123079324451858,-0.0368096848962693,-0.419387149731355,-0.470053747117858,-0.430787097483604,-0.416694349116807,0.0108883604205539,0.040186158549939,-0.421492142767658,-0.520834463617684,-0.0444524659482249,-0.136882768669656
stable,-0.309463069146583,-0.183639388243264,-0.332065255003153,-0.244421739186132,-0.239212796287031,-0.367472378264903,-0.28550002484364,-0.096055295694741,-0.317908215236681,-0.16856337950732,-0.212658648761269,-0.191275761150275,-0.154681919846233,-0.288494765436431,-0.110995832886201,-0.315624909081746,-0.329103015069166,-0.220282552753813,-0.231456915461105,-0.105022377513135,-0.220457371917371,-0.237916725926543,-0.400662652477469,-0.273911907615488,-0.387903387189365,-0.364707070882069,-0.395103675831726,-0.331312039359688,-0.109699960711702,-0.286254458272166,-0.128863699577125,-0.393526405474662,-0.338111047224459,-0.413209436493801,-0.274113277496858
stable,-0.133906716144788,-0.13385214636952,-0.174722758211707,-0.0758102317967168,-0.0475463793183547,-0.172103790876765,-0.26631555148307,-0.0141653731399274,-0.406650636617515,0.0086580976088295,0.374872430015038,-0.170212641946346,-0.0935834135353408,-0.237561485683281,-0.120338389213323,-0.10496407863405,-0.102400549949483,-0.164517515827463,0.117446461035154,-0.121415530293079,-0.0636231056298825,-0.0662429697410225,-0.212372726148778,-0.0623510835965275,-0.270532704191555,-0.243340769503966,-0.202999638473649,-0.184521123600095,-0.188194638305023,-0.111419304619027,0.113477489991726,-0.212343156669371,0.0046942519790022,-0.0911868644745684,-0.276304101052864
stable,-0.0233525018770168,0.0182365446704979,-0.106378101638417,0.0455013096737543,0.0795651400999893,0.16049175473618,0.0642993334938429,-0.122251985020613,-0.0298641026469298,-0.0826336903286889,-0.25371138034325,0.0996636409820428,-0.0510838954746807,0.0268595812480362,0.0589676019951257,0.0956831463120355,-0.178304041223809,0.0530169890857018,0.100360162241952,-0.0592554556108464,0.0699088640388065,0.165784643795314,0.175348711711028,0.137625516131263,0.267928448510025,-0.0116499743819622,-0.0657980233939142,0.0464033648045699,0.0286682194418966,0.262077170725194,-0.319172188044956,0.10467269125753,0.183289149370476,0.0080457484355356,0.0488379102310164
stable,-0.196252703929853,-0.164316047670043,-0.191713580687472,-0.107916126971451,-0.0548022669141144,-0.139048145586316,-0.0628993983321681,-0.236335668458363,-0.136756079634606,-0.0104941395604699,0.0653197305515837,-0.225673870287904,-0.0104880317246787,-0.281869280883758,-0.13894000874033,-0.153466132483303,-0.256965830491887,-0.170478160572028,-0.0454863541011288,-0.0834644300117915,-0.136582491742383,-0.1489253853792,-0.110232151853339,-0.0842503936381471,-0.323003187934291,-0.199736208453118,-0.244872237823401,-0.232463690546339,-0.14038965254668,-0.0845581440847289,-0.206407301850214,-0.210040659926894,-0.0154162382505681,-0.191750443053689,-0.178783890623547
stable,-0.0657567548387671,-0.238511705394827,-0.0150722450574297,-0.222376593410192,0.182430885112533,-0.0236565081894677,0.0021742800891611,0.0997815934694542,-0.0267487023829609,-0.17899778453941,-0.11392031458187,-0.0317487719031432,0.46051258633743,0.0748948688874047,-0.0265367481854431,0.115921352471408,0.0373450218945083,-0.068763339532053,0.108740692821485,0.133552009096982,-0.139686762233049,0.347559664571116,0.174212085652509,-0.221870206225936,-0.127293773720139,0.0996720061675097,0.0404364567389388,-0.103747733140261,0.0614266514773689,0.021595547273114,0.19728330572832,0.060017051612551,-0.129998405830458,-0.0216035723511087,-0.0100342894032235
stable,0.0796201828173765,0.0304043072135803,-0.213210695065854,-0.0312943496046834,-0.0548077501966357,0.0073010737776023,-0.125739189671048,0.133339688695271,-0.117648002265209,-0.11782725539477,0.262484514536151,-0.158881838653889,-0.058870253233829,-0.149816981786155,-0.0808219159820361,0.188190262515306,-0.187441092199726,-0.0698528245357209,-0.0225931154611833,0.153761408371207,0.0067089231324495,0.0130978428810222,0.0846267966529099,-0.0421839381581199,-0.31285004523871,0.156012181933765,-0.114234071811514,-0.0162206488817702,0.0641836746620956,-0.0595649482260677,-0.0563138731481573,-0.111293315049404,0.0529151857381526,-0.176997669927605,-0.104698434693025
stable,0.0319176047148119,-0.0415953402771139,0.251453296617272,0.0604430645169983,0.462614481624122,0.0307244849106429,0.0286750322072825,0.0556585673100702,0.0906202206904603,-0.0836947018625823,-0.418961501828349,-0.0177351925142906,0.0366025488711582,0.0251690483059897,0.0945268972592239,0.0015996617733986,0.0379824054604711,0.166876329363479,0.0247853028344454,-0.609983413358002,0.0109363394082186,0.0363262622153634,-0.0352778899484682,0.238513225416617,0.084838046724296,0.0711939063133561,0.0155915500352295,0.0689800302686902,0.0866429543033233,-0.0401492077779015,-0.179254119880255,0.149443531997064,-0.0943349834042508,0.0886956183788015,-0.0124283043468242
stable,-0.0004142160596449,-0.002259609999388,0.0791139971643298,0.0239937458297714,0.188173139508888,-0.0337222368556878,0.0187066751461372,-0.073484528164489,0.0421716305082297,0.0723376290833295,-0.0600156198685926,-0.0198661922576859,-0.0490838263745838,-0.0657895310307047,-0.0139972295821115,-0.0568624054436674,0.0087462740171927,0.0509328979333347,0.0716445110956605,-0.567216432940482,-0.0116713196239056,-0.0404680686346761,0.0087404362569526,0.167735375165169,-0.475648562231244,-0.0011178369852608,-0.0468312640752098,0.0451173279448971,0.122776738414338,0.0716371713038074,-0.279200235212955,0.057772032505031,-0.0728654034765411,0.0544406376784822,0.0124913856536453
stable,-0.0854791536791304,-0.151253530102117,-0.269404719388754,-0.009652245723743,-0.0849249835528716,-0.15591155242348,-0.105432015835491,-0.0483006155590757,-0.204553231745291,-0.0717801361455822,0.288672866298915,-0.0463700042592325,-0.219880449617753,-0.150720289432731,-0.109745541233634,-0.214381903067679,-0.180384128480964,0.076321232680544,-0.0518765550325076,-0.208693564580834,-0.117679722845843,-0.104515059418722,-0.111087786408555,-0.216695665794052,-0.574040551123298,-0.0499376593215209,-0.23449798134452,-0.188573158800041,-0.0648450010088297,-0.101845362944524,-0.146292766066911,-0.166619955574466,-0.145900532054283,-0.0732777341770941,-0.0547917474581407
