group,CD275,CD47,CD56,CD33,HLA,CD117,CD45RA,CD20,CD335,CD326,IgM,CD32,CD27,CD107a,CD95,HLA-DR,CD1c,CD66b,CD39,IgA,CD169,XCR1,CD54,CD2,CD98,IgG-Fc,IgD,CD22,CD71,CD144,CD49d,CD73,CD133,CD336,CLEC12A,Ig-light-chain-1,GARP,CD82
progressive,-0.379838070994966,-0.151034008129983,0.0360196630207535,0.024123294470681,0.410810065280609,0.148632294028476,-0.0764832144809057,0.245365314818201,-0.104574225169865,-0.045816709042915,0.0456961397509395,0.369838767665655,0.0423860926880058,-0.10678884451733,0.0418699369592136,0.185010456324431,-0.335928942973821,0.065294862985114,0.0442438553333771,-0.450991397248825,-0.0357632634090296,-0.638522543589435,0.0034016516910598,0.0511427252730444,-0.0909078462979976,-0.144830791706807,-0.136144586930716,-0.042428061597863,0.124225358271393,-0.393060582686695,-0.444834642112937,-0.270442969127255,-0.401011892006544,-0.374897587379475,0.147437812168744,-0.117844912719688,0.0157399596814033,0.128365714928114
progressive,0.244729484437288,0.405193707300033,0.14940228241222,0.165382910528692,0.449253067176781,0.367171370871553,0.132796893845775,0.276134675719559,0.37666804854442,0.384876459967459,0.50267601574943,0.0867386574855278,0.0684486235203809,0.373073486737345,0.414935066610915,0.41059742736446,0.0031573367007612,0.356676543777218,0.295602753574891,0.0491617784666071,0.490716767503175,0.0227346862220797,0.0420186209920212,0.0305629022350015,-0.0098146784139719,0.240078504377466,0.303219317680901,0.285430825311605,0.360525149576808,0.0555379406489257,0.283356996382378,0.0387485513321161,0.0105790629825563,0.256710763877531,0.408539944495378,0.192239910974971,0.443460561407948,0.205120161601371
progressive,0.110404885699988,-0.0474682096874743,-0.095518912197739,0.0239023097484197,0.178246106822375,0.0924803494518228,0.0835025738297937,0.210252253168445,0.0668373776215851,0.0367773423812581,-0.0150906429895624,0.0059175286267363,0.0441273542693174,0.0402155272154019,0.217371903742896,0.17961843781871,-0.0737063486206685,0.157181195939682,0.114198331984427,0.124630278562118,0.180993359088676,0.146964601640839,0.0822009722612679,-0.0065354652042156,-0.088513189614285,0.0380791207089952,0.102951461185714,0.267027965321401,0.153700990551466,0.0655314938929059,0.163117087896557,0.2013106168779,0.0148989351257863,0.0780016396001912,0.173016810316204,0.128866696282757,0.148025274995266,0.120627147027053
progressive,0.170312637158838,0.138374936697142,-0.139779899533713,0.472482674632898,0.0749343225965949,0.0590479282122635,-0.337865090119075,0.0469067390455685,0.0092991923438144,-0.024149851095572,0.14474782680174,-0.0810899545236336,-0.159608004531131,0.347826882128033,-0.0143154908528342,-0.198028573761251,-0.0216839389136129,0.487030765744366,0.0814963558131045,0.297350602904343,0.263233028584322,-0.100315835587797,-0.659594542998242,-0.14883728762654,-0.0552160585859321,0.0442250019328496,0.0312920716401809,-0.106388043848371,0.0115995566511106,0.239741959651732,-0.0091513122244596,0.0927071877403671,0.0630776540911747,-0.0034028712481186,0.377908179573563,0.222392610394894,-0.0737206737260165,0.0343410094676769
progressive,-0.260000423260789,0.0887554305439987,-0.36144122107462,0.130704889711118,0.255406759837566,-0.177285641804028,0.288554597436772,0.408521805039213,0.0946143476601764,-0.0172026912750765,-0.18869199529213,0.0342563212759521,0.30352754299585,0.209863019816952,-0.118947074724934,0.263650945086346,0.192006111886333,0.139125190120339,-0.165969627947598,-0.0007676298756283,-0.0879158444480774,-0.0300061109447699,0.270494912315723,0.3870650013707,-0.17932809040179,-0.0361594431934322,-0.0249111483230268,0.325266629892137,0.419197623182616,0.0339320230461587,0.199095619299508,0.118608984665757,0.0290936523560569,-0.205530043726405,0.179476681179517,-0.0877194886092941,-0.148268992301354,0.0780593935455201
stable,0.13939393211655,0.166114445763653,-0.0760038443582281,-0.0104708664088542,0.0082420816168532,0.151398265082734,0.0842053611873562,0.144083137169638,0.063675661336236,0.299325690701283,0.063897637210358,0.12428055993088,-0.056415967782379,0.129648235469764,-0.0277012937541723,0.179745520149832,0.0515415359590468,0.146818956083886,0.199036094770589,0.253688244720191,-0.140574372316568,0.171313340638221,0.274303552529104,-0.0396211566417849,0.289315281880676,0.219156163685585,0.0872724875138811,0.066778885386429,0.102722508774442,0.20479951537586,0.174407688317275,0.1800709271299,0.115687615893193,0.209048842492956,0.27814345880452,0.194106689432235,0.262920293433812,0.157980137675419
stable,0.313261735872855,0.208921172850672,0.128413188005467,0.0705064404809194,0.497807425661804,0.0483242127862381,0.422210080104057,0.381700866538088,0.141626610173133,0.05755139730593,0.2068874030203,0.188787803935441,0.239470493188947,0.222821305147862,0.313668919333045,0.28741614585821,0.291854338879484,0.0804205977760653,0.415065992986257,0.182023711988895,-0.137478286516941,0.168833025164345,0.413533933448634,0.127641223209714,0.0481582076214643,0.0452279680404901,0.0355038455407261,0.460919899472212,0.305402662846727,0.12748269537201,0.190076668635374,-0.0661342947868403,-0.0859953435241977,0.395206377122151,0.193930452914453,0.441540946393562,0.130221601011245,0.363912642990878
stable,0.0785251732759542,-0.0418558358430357,-0.0453529405440041,-0.123285039510598,0.226634827292011,-0.0419071775294674,0.23693356083818,0.0788410643362815,-0.0023899676080422,-0.0291260927613595,0.0505722246451122,0.0402248500943983,0.51331998103208,-0.000598914647516,0.258120203482833,-0.0082324645199908,0.326653868497768,-0.0305803445565036,0.0537383750928957,0.183617455846867,-0.0428371316760672,-0.044717756071763,0.234409292668647,0.112199424665301,0.159746117564197,0.0783301054507751,-0.376207495412732,-0.0872134777365714,0.236944178479458,0.0557348867725198,0.0917971602647142,-0.426326653068985,0.0092730120753754,0.0427983626332238,0.0698743379212969,-0.0824287370201987,0.123307249444067,0.26795598759066
stable,0.0556842512045806,-0.0298018923830145,0.0819591426355581,-0.0114275736103396,0.299313058096367,0.0345626565028548,0.242643077309085,-0.0524662902448653,-0.156206075063367,0.0570738580037802,-0.328354705964169,-0.179962514885393,0.300790273475359,0.0798705391167313,0.239005926741703,-0.158204032325183,0.239251482348917,0.0866239251910478,0.262949323332582,-0.0275128577974738,0.0565846800092684,0.0906207965344077,0.332095478469636,0.147009318366721,-0.0129902810343325,0.019959869370234,-0.622905810539497,-0.226132917006174,0.131800644925554,0.0553411995319098,0.0786063580512625,-0.0961192304510629,-0.0515487484634879,0.0392795304469389,0.024692094329528,-0.0686966657503592,0.092566615618808,0.265466453079792
stable,-0.0810403268943773,-0.112250225814212,0.0224338703265212,0.334563649439316,-0.161796091254719,-0.0171743696930367,-0.146373266709943,0.195799649121223,-0.0318082228923137,0.0253070322286992,0.0209635445719663,-0.0039857859260906,-0.103723683401306,0.0416252341780649,-0.131634189387593,-0.0590574838147299,0.356406247168826,0.0176188582411979,-0.120877579559681,-0.0299294726137997,-0.0082319096762271,-0.0279552397291873,0.118904223608544,0.0822223466872076,-0.369767474560238,0.394172814525846,0.0712147309282665,-0.334545898378747,0.0734118504367305,0.110557803424526,0.165140209008402,-0.125080843635711,-0.0649708814627265,0.105851355637681,0.121881039057795,0.293013807736331,0.0585293285190745,0.0839930308550459
