group,CD52,CD19,HLA,CD117,CD45RA,CD16,CD45RO,CD20,TCR,CD32,CD27,CD66b,CD178,CD21,CD11a,IgA,CD54,CD41,CD226,CD29,IgG-Fc,IgD,CD71,CD204,CD158,CD49d,CD73,CD158f,CD85j,HLA-A2,GARP,CD82,CD88,Podocalyxin
progressive,0.0562444060091508,0.207300567343959,0.242206451491634,-0.168531571292845,-0.0247905715648743,0.296819830821823,-0.0649481513039227,0.163728617618329,0.02102479618127,-0.0206263500659293,0.0183291211623809,0.531404408764764,0.210416630252235,0.0029147705818222,0.0520510762514101,0.118439129312705,0.101662999403265,-0.2132452378403,-0.118646041473341,0.0485275555953971,0.403175519465719,-0.0135220718666534,-0.0936926664524187,-0.0572757055927688,-0.0974821109783986,-0.266333615191046,0.104792769323133,0.220120825132012,0.112049464015136,0.22568500493157,0.168148837572064,0.217894911011785,0.102242309296594,-0.0462249343340716
progressive,0.0588581031900352,-0.222265913329546,0.0924169744430071,0.142069022807473,-0.0361963755794907,0.427298862203489,0.199187253861379,0.0966503111934497,0.175370993455952,0.225844482271189,-0.136706392484043,0.38974555657458,0.077649061168435,-0.107509900440803,0.120634700955468,-0.106664857656565,-0.0443824106143821,-0.0377751827435995,0.127229510728678,0.0179416474119728,0.127423218180748,0.312437184938401,0.14919672393649,0.0504559101487746,-0.137429395854739,0.0117202048320865,-0.152875654766263,-0.0068893973959592,0.0722014013074975,0.292839633783018,0.157799376223038,0.0047342256220104,0.0984437830785861,-0.0214695854021629
progressive,-0.111339470495802,-0.129340014363913,0.0821852024909713,0.0828195257636125,-0.191704547117656,0.191103670649086,0.1643224508008,0.0595516129530392,0.182222295456693,-0.110368414190407,0.0043783953805845,0.188747834763746,0.193760781156969,-0.138864436419732,0.0912001617356966,0.198841091025853,0.0487906953511659,0.130532961013145,0.191899640370945,0.120191365174781,0.0819865937474267,0.333943614894474,0.224091353772124,0.225134188023974,0.30595046527795,0.0240499094655036,0.247726354560017,0.167058932630127,0.155568029896166,0.166173886901689,0.125780899735603,0.122495723916282,0.143791270603472,0.158610306940405
progressive,-0.295216396985269,-0.230398666023932,-0.31156902553321,-0.401282643225289,-0.251480375319,-0.0420223246114377,-0.3568381977652,-0.396734568562986,-0.237357116891253,-0.24545852631108,-0.255032007240134,0.0250629315405528,-0.0568011724511684,-0.187758418474997,-0.188167054475261,-0.0663455321649602,-0.0658823345102637,-0.112160281679905,-0.20349387274822,-0.050613533683665,0.0140008800088921,-0.160206592129659,0.0766239944164711,-0.497697724933757,-0.369967422656615,-0.205298112794505,-0.361162598685222,-0.0885993111926764,-0.219362695079025,-0.45107398517295,-0.336474358588296,-0.218553644918889,-0.195453455599103,-0.163945398436131
progressive,0.243038353058664,0.572979835566209,0.209198661044435,-0.157050121496656,0.442828013849272,-0.290841213653131,0.284073231817224,0.433553509298536,0.168904721202796,0.150049253895624,0.271164898119749,-0.154314490940439,-0.0221505402586616,0.175324903988852,0.299381555549645,-0.0297182423278969,0.462192041117197,0.0429437370836677,0.0207442533774387,0.254848472709479,-0.011791122780467,0.0249111483230268,0.709199159593293,0.177127580927127,0.251802394958716,0.330559093918386,0.0101696426740444,0.0547975923429538,0.20537325270651,0.114542121416094,-0.0758406352603068,0.170281461869341,-0.0099775436879147,-0.114029070719026
stable,0.154927494004294,0.330883501565771,0.21263221966557,0.227528550089735,0.331458349424026,0.23062287022924,0.216435964182506,0.336499769959887,0.299984641543903,0.29244148858153,0.108031200240578,0.137217358299369,0.241531088023936,0.423893466580241,0.270976069913709,0.238874557028562,0.216486492802463,0.257199499888071,0.327523763991732,0.31560368142575,0.0744759656597299,0.256857860193651,0.106181968437717,0.3311815260136,0.0398100473294729,0.139975942855991,0.261774439329012,0.266421603604384,0.364953428269089,0.177386834610416,0.246221030199051,0.236900652631961,0.254569222348193,0.379958493807852
stable,0.0986753803646158,-0.180415223564703,0.222137027137168,0.0069584466947805,0.0488048800843993,0.113663783845589,0.0951598974816218,0.0906976470036126,0.123629680197471,-0.0850664218129743,0.213418300855317,0.0766765024061503,-0.0233778306207427,-0.194276611955776,0.217067722886558,0.0319451795449167,0.0498554995198466,0.180700168278338,0.170623699360926,0.153206504246694,0.0717634327727307,-0.304128139658252,0.12918185589936,0.0260030058392815,0.0793065491623422,0.1433368062703,0.0200069711036666,0.0206767422329255,0.0375294310745902,0.0096894195064769,0.24363646682206,0.180200124759611,0.0367126010115578,0.0454136489663532
stable,0.29447375458462,0.150467249215169,0.276469961381525,0.143609258213997,0.410362247717169,0.0456475503574433,0.0423827920009161,0.131525898842575,0.0882981615693064,0.105820508685113,0.290443681347735,-0.01367179841573,0.152326063422531,0.159313338095636,0.22305636697929,0.151159793416121,0.323366759255645,0.0688231839592889,0.160128353976009,0.116053945195488,0.116418013238921,-0.12930012256626,0.0615983238088673,-0.0217876370062306,0.283303457484229,0.156127269362911,-0.343008775191679,0.17337623980279,0.169151950500275,0.0965380917757222,0.110850038771209,0.269022211923276,0.0391331808656221,0.060536295268529
stable,-0.316483613476258,-0.116863994925048,-0.536433720706057,-0.103924684272323,-0.507277660882881,0.0225853949268458,-0.031750561521185,-0.0741240196811251,-0.12577760303928,-0.0417711155785255,-0.479495079554753,-0.0871684941059964,-0.0757187195900466,-0.248902003706508,-0.302672843187842,-0.100176916697105,-0.42848135346002,-0.16338330784809,-0.105119206137855,-0.31770644923083,-0.200510717046435,0.529999621851496,-0.158543432831681,-0.11355270877778,0.081994893895425,-0.266889207800204,0.154537378558706,-0.0565740923131324,-0.210625625585486,-0.0727625563006579,-0.171646486044567,-0.421520754138422,-0.0308964420191516,-0.152071703419602
stable,0.0826865005995108,0.180505784657429,0.237022585353907,0.37087355093882,0.403652338031645,0.269258424126681,0.400316528284554,0.0701404288349226,0.234223545072604,0.209806008567349,0.25240913514395,0.124151489467046,0.467406800791642,0.2556837990621,0.208653088589204,0.275981495460527,0.381501890588545,0.413181538593392,0.124196074118542,0.386795665374133,-0.0762741073404293,0.0574107796592943,0.0830755194760383,0.0496877106255793,0.438611749189715,-0.134127153647188,0.124452170316272,0.128934805544743,0.299892741457743,0.254342840071097,0.444653597034374,0.053997246310841,0.431061607222895,0.090388655799324
