group,CD33,CD10,CD123,CD16,IgM,CD103,CD1d,CD66b,CD35,CD21,CD11a,IgA,CD79b,CD81,IgD,CD18,CD22,CD193,CD1a,CD73,TCR-Va24-Jz18,CD305,CD133,CD319,CLEC12A,CD23,Ig-light-chain-1,CD328,CD101,CD88
progressive,-0.0854201902568378,-0.0582389195727214,-0.142825527487026,-0.151591751269644,0.0847602733787337,-0.331117836276392,-0.194398348593574,0.0190031615206967,-0.135770913350448,-0.168328001100236,-0.110221364660098,-0.261382906069418,-0.289956588481469,-0.0516263221284268,0.121698646799881,-0.133131683759446,-0.273503856337335,-0.231398526880748,-0.361551674243566,-0.0691632277532676,-0.199455699634505,-0.13697461799343,-0.113341500584903,-0.154602914518863,-0.126320814252125,-0.29576111882067,-0.218692233392234,-0.0258497422877518,-0.323119057136543,-0.222232912640223
progressive,-0.153396743151761,-0.111880924526306,-0.0420963972282474,-0.225921143228307,-0.0065214708124422,0.0955979254458774,-0.159739179052788,-0.341979204756168,-0.280989000398964,-0.0898217187731085,-0.102148514874501,-0.0615787982080442,-0.134431872088518,-0.0426819416933863,-0.131030081798281,-0.0707922896118866,-0.166470332012076,-0.117040078527918,-0.0304123234133792,-0.355903416977232,-0.0639246526350976,-0.205514026993996,-0.271533713312321,-0.176437285253701,-0.303791662531857,0.148137814431195,-0.153558956747971,-0.0861434307703375,-0.0204590172227984,0.007913038856246
progressive,-0.160711754573153,-0.173845048300703,-0.0949203991121027,-0.114606158123138,-0.193903731685259,-0.0790662417319901,-0.187914469338864,-0.168605548105832,-0.292816712396983,-0.0581966296204718,-0.259101114334835,-0.132995439333438,-0.218446741843299,-0.265083249061539,-0.345399960012022,-0.181411114919983,-0.503994296890913,-0.11249954856119,-0.124553130600849,-0.317921529476776,-0.081994772827722,-0.481477315504163,0.0709012065106865,-0.0692464730092603,-0.115619159163723,-0.155436028586513,-0.196265246414503,-0.0797380691078497,-0.207729110867853,-0.20090313818241
progressive,-0.666845870301576,-0.528972988850262,-0.597872267067393,-0.650251700107194,-0.596583735387478,-0.547387796783937,-0.522074625763391,-0.642661720550768,-0.68558984800564,-0.589291309871704,-0.530239215752278,-0.595358092265765,-0.639268712272899,-0.633215122936383,-0.516429365413831,-0.721555381264004,-0.386925810925714,-0.654788337043422,-0.508450453558869,-0.437832761058179,-0.632880167968632,-0.740365035734278,-0.539577232865182,-0.58981372612905,-0.715996135871306,-0.504528227259436,-0.570709150850905,-0.570694898934908,-0.556299734740297,-0.588989785482499
progressive,0.0726779174916193,0.0124507186455649,-0.0063980390285232,0.171550010782514,-0.0848028228387405,-0.0145808993460812,0.241247983722806,0.0384135216392391,0.0,-0.186224732675989,-0.157736315008058,0.271960298794038,0.141633579192317,0.0358891365999742,0.0604824727302317,0.0004854837581024,-0.152861838150276,0.393916196321348,0.111002712875219,-0.209472531166457,0.0096859309577451,0.0756513340059185,0.138691427094938,-0.0002245022767124,0.0001112688661993,0.244975570805461,0.417215817697955,-0.0459226750185185,-0.0803304080612952,0.253385752338144
stable,0.001177195530289,-0.0940115134083691,0.0065711534115467,-0.0159321026009953,0.308415608329249,0.0556649664118468,0.0065189532400689,-0.0791979538125925,0.147058633097184,-0.0406654339383647,-0.0941965269640089,-0.104130089596647,-0.0311309366797122,-0.10445120168672,-0.276435051124035,-0.0074932391346798,-0.20341647744538,-0.0683609994454924,-0.0974373446917012,-0.174731805032419,-0.18862184218006,-0.0292518894841898,-0.155943756910356,-0.0254563301408935,-0.0956422693177163,-0.215435364193973,0.0994984548794612,-0.0858320297197146,-0.0405746769127589,-0.0100466565979259
stable,-0.0840562261288162,0.0174143735114656,0.0079152204249767,-0.0445096307343023,0.0059906351366714,0.0510137144021801,-0.0861419750179705,-0.082818334907767,-0.0001545862719205,-0.0105685054123725,-0.21583688586053,0.0279668337191778,-0.0453176070294398,-0.18506801142522,0.191101269678866,-0.112353892400991,-0.20070204101266,-0.109567589070646,-0.0460665223609592,-0.0331496468955728,0.099521270183119,0.104676882026435,0.010395807481624,-0.0804435999029411,-0.0519910957509001,0.0372335632089499,-0.0869275462825055,0.0164256057394409,-0.0367494465072386,-0.0269726239908674
stable,-0.0217972424639224,-0.106190063106583,-0.198121951824772,-0.132410027987903,-0.0578929227120192,-0.130605199659985,0.0563024418677388,-0.0715988505655629,0.0664480082123187,0.0681865822120477,0.106229206835899,0.0367262841606907,0.152627432512775,-0.138730186277506,-0.51466461129085,0.0824499850331691,-0.147538482518194,-0.0616470739691824,0.0652713804223221,-0.433114171694576,-0.0501985192054587,-0.266500862729605,0.0703188671117413,0.0463494582029671,0.0372274147422967,-0.26229013581032,-0.106473427172036,0.0163229392992426,-0.107020268940308,-0.0673004959962426
stable,-0.0039655777230375,-0.0388823418916313,-0.0713953898724913,-0.0257321677662062,0.154037370229072,-0.0760381613877699,-0.325929877771678,-0.0815128713516925,-0.260818178879738,-0.301876316124505,-0.176602427693369,-0.214084567485523,-0.160411689633119,-0.280756704837047,-0.180636055711938,0.0443926209577101,-0.26993533238187,-0.30860912501381,-0.266973994432902,-0.588303978867597,-0.227389994123181,-0.354495937136889,-0.171344500322579,-0.148112638609767,-0.192429908727167,-0.153228571996435,-0.150667521008633,-0.133254681648617,-0.115570602154939,-0.2091854572429
stable,-0.0149658698273094,-0.0908582821431685,-0.165737661866439,-0.0500474965070275,-0.223176491256579,-0.125112263677849,-0.0622437086023701,-0.102001379037961,-0.12498823004023,0.0742529074405697,0.0494974695651875,-0.114015892859161,-0.239661172898656,0.0370782162294267,-0.0128284070096809,0.126974585474481,-0.0397135189711528,-0.032637601386019,0.125278265055738,-0.0292961766858873,-0.221658192980684,-0.320594204873238,0.062619795090729,0.0102707540379509,-0.0451869404506812,-0.293457905481624,-0.398827023292889,-0.054485706711223,-0.046181885157099,-0.0947835028944391
