group,CD275,CD30,CD10,CD16,CD45RO,CD31,Podoplanin,IgM,CD185,CD107a,CD1d,CD66b,CD58,CD96,CD24,IgA,CD66,CD54,CD122,IgD,CD22,CD71,CD193,CD158,CD73,CD305,CD94,CD150,Ig-light-chain-2,Ig-light-chain-1,NLRP2,CD258
progressive,0.387325638718891,0.417099431661861,0.404462417820002,0.458032847664303,0.497109119884678,0.243081390423773,0.427388679736189,-0.0952744294276224,0.453439766045796,0.435147415613382,0.426915512312541,0.447106384258953,0.408044538409049,0.536652229287834,0.451943200946525,0.45779824376105,0.436137758923431,-0.0085041292276495,0.360828824535099,0.0940665868984588,0.210097475393862,-0.135342802785953,0.0226317920502129,0.430643863759994,0.312437701130081,0.293966243431589,0.493297073663311,0.464269968934627,0.20260069250491,0.0872644234563045,0.467366018380632,0.583583062368143
progressive,-0.0800886216366051,-0.144844370462726,-0.176995724821652,-0.28198962661503,-0.13773183134606,-0.411435216630023,-0.129306219120614,-0.281272735121005,-0.0444480898124154,-0.244202774329195,-0.252146178089531,-0.299711684950804,-0.115417865023708,-0.120980008304801,-0.134184973792143,0.0528577721103376,-0.293445085601197,0.324278352291636,-0.201765201325286,-0.495850452645231,0.0609873362791311,0.410170681375743,0.0021773079106786,0.0219966205367115,-0.114885596845305,-0.176959571414061,-0.010697956095587,-0.0377867105345456,-0.273857563927793,-0.129426092997836,0.166270278306827,-0.128711625151557
progressive,-0.150598725025156,-0.156539411684415,-0.212509645092118,-0.18896286547357,-0.215249816669381,0.0919009796383843,-0.232171357812302,-0.234202863120999,-0.18616196545348,-0.213792938403037,-0.253960658432392,-0.123954374432113,-0.146279705813242,-0.207160107288509,0.114422531740642,-0.252681568076648,-0.105518936745903,-0.199603859800008,-0.11087942168763,-0.550207270849956,-0.511722316917946,-0.256442551146015,-0.175800761351775,-0.105343001325403,-0.502011248501487,-0.283939307848776,-0.215226758972574,-0.233421503303048,-0.465583268687895,-0.265032682123818,-0.185431658731832,-0.188192987530658
progressive,0.154345827425197,0.0674454739488718,-0.1357580179026,0.505581092981359,0.15429046144066,0.15500063937493,0.24720712996634,0.151651184695361,0.197734336367266,0.389715239307386,-0.0405654952425124,0.581263010532209,0.264068355745683,-0.0303745417242954,0.274591460158982,0.360849627088628,0.218332610080901,-0.491142888372501,0.0174342483610972,0.119659119018438,-0.0445858606999397,0.0355794093433104,0.264359643053852,-0.086966223938796,0.378957106284676,0.168294819191011,0.268957530519102,0.109886772189869,0.152128711097678,0.220421627141764,0.214725407340247,0.274894899919931
progressive,-0.243072736129342,-0.229672518088525,-0.202406815503565,-0.0029767675392852,-0.268582470178434,-0.104609918539163,-0.127578291101322,0.0283438006253472,-0.258919223729308,-0.0641766160966632,-0.410384991419278,0.0897049287563893,0.001097217206644,0.043048269459593,-0.0185427190308085,-0.112293284663345,0.0594703017243029,-0.0903856928545807,-0.490299952747658,0.0640732688849022,-0.225080913778951,-0.377128434785347,-0.424140794858652,0.0749481055599316,0.232906925154473,-0.21102740538493,-0.134313504680917,0.0193825948444069,0.143662779339292,-0.407676323311695,0.165542335729432,0.0604500175533055
stable,-0.0608703708955929,0.0477926078574804,0.0356184336096636,-0.121601588937538,-0.0457587520446167,0.0061325126944853,0.0615960687112817,0.0650832276802494,0.108860743282415,-0.0122058663800064,0.0238844179471502,-0.195238365724006,0.0815015874266089,-0.0386178996805529,-0.147036215680133,0.0051389075886003,-0.195777717825102,0.0825103363455234,0.0621358071657847,0.272489069211885,0.0413717213240337,0.0799653006764845,0.0417317611417342,-0.0173162750655094,0.117146724028367,0.128758250163741,0.0646596375505415,0.0383220714521434,0.238573641566392,-0.0255659153467995,-0.101615902018064,0.0004491856701376
stable,-0.0052974158250247,-0.0612069107454286,-0.209190864932905,-0.171387185479596,-0.0307823768674811,-0.0605226503091587,-0.196925691743362,-0.191270989953484,-0.127977131499434,-0.151994586855383,-0.279797566265596,-0.0815823879326631,-0.245877861023957,-0.294314229506007,-0.168099622477354,-0.0596718981377787,-0.0675133426726617,-0.0663611402776905,-0.17125134405372,-0.339891654282055,-0.163332388439782,0.213223115939092,-0.0693023201537606,-0.0321889590762696,-0.125106285856185,-0.278303378990256,-0.208298684894958,-0.137554420632342,-0.38379940178032,0.0883453617015314,-0.125454960845441,-0.130170472822943
stable,0.0860967780978193,0.0248924673895191,0.200004358511449,0.156040206485926,0.0382170708168645,0.202694798625073,0.112278574723748,-0.261615156766281,-0.0099213421825298,0.155016222624228,0.0094337075310464,0.190473504640354,0.1664755908319,0.241965189269536,0.175556828723006,0.14909453150316,0.173439704119051,0.0879217573978485,0.119285209135935,-0.125546333776475,0.087275780865703,0.174281188282544,0.137269760217056,-0.0026893384405638,0.186975024170408,0.218423540103214,0.0882127413912535,0.144493485539709,-0.0415180812412338,0.0009825880481674,0.0477376745990353,0.207353932227185
stable,-0.201210242921421,-0.176044603506131,-0.119143045191582,-0.219146700387322,-0.211145948705006,-0.156781922569435,-0.219804106922167,-0.168308092101097,-0.148138653317973,-0.242186931769532,-0.270726767814472,-0.136044984288066,-0.209472478859654,-0.163071901982249,0.0320983862260867,-0.140224272551405,-0.186108433383971,0.0634550461916469,-0.285312187277735,-0.618533448615799,-0.231091540108972,-0.0244940034303855,-0.245071350444287,-0.223166037375528,-0.364391317096202,-0.403963809846399,-0.191809267967754,-0.290185071186729,-0.289616743968066,-0.070484515207656,-0.300409605332748,-0.159459681172446
stable,-0.40905489106211,0.241530927627038,-0.0075614254544328,0.12670984664785,0.364769770010185,-0.0673684552045902,0.0645605834642752,-0.145992531696158,-0.0036721384026068,-0.120713179116388,0.0346521304569138,-0.0957588560769897,-0.0829976892816591,0.047798187335598,0.223346879621974,0.0392403294478354,0.0537763917681154,0.0769380270408228,0.143786772484731,0.170159307426889,0.133916538632021,0.341698794760054,0.0406430507825897,0.182705132420018,0.140973705151145,-0.20473566069574,0.0758541518919448,0.155632000956647,0.0897899667371801,-0.157769261130041,0.210108903770578,0.0653025136785507
