group,CD30,CD19,CD269,HLA,CD45RA,CD25,TIGIT,CD294,IgM,CD195,CD185,KLRG1,CD1c,CD1d,CD58,CD96,CD39,CX3CR1,CD21,CD11a,CD79b,CD244,CD268,CD54,CD267,CD254,CD357,CD309,CD184,CD29,CD303,IgG-Fc,IgD,CD193,CD36,CD49d,CD73,TCR-Vd2,TCR-Vr9,CD158f,CD336,CD85j,HLA-A2,CD82,HLA-F,CD224,CD258
progressive,-0.42043926332576,-0.142268067606805,-0.44507353255132,0.0490938515398142,-0.356999871273348,-0.113147424631002,-0.565617671720411,-0.400688084544066,-0.0837897358972978,-0.510891412587357,-0.248137415832079,-0.236953975233465,-0.231492935880706,-0.453164995782123,-0.439927751228316,-0.44381525551799,-0.26458937543174,-0.362021178014386,-0.392522438352065,-0.275515638735693,-0.157992571896995,-0.412116263944949,-0.374104838820162,-0.0939319728326743,-0.416793285872431,-0.514959520068862,-0.0681747696706892,-0.434115203342588,-0.440971476305562,-0.425980948960845,-0.59310943883975,-0.120241260600152,-0.0547601916587456,-0.101612127572384,-0.102195779303917,-0.104296275218262,-0.47048072212408,-0.534061853187899,-0.503525093132285,-0.431691064757006,-0.219641582861787,-0.37612279542378,-0.458063734310049,-0.21105481963018,-0.459490761349258,-0.376158833365317,-0.23083884814588
progressive,-0.0793216558588132,-0.590932162359326,-0.0300480971665121,-0.307492779008871,-0.15195817405346,-0.0123320488711719,-0.162548197749823,0.0304365084934805,0.11116559264656,-0.0863570344155251,0.117490173707977,-0.0350666599705931,-0.155120748075634,0.0332212756817558,-0.059870244536735,-0.15070332544826,-0.223308965010171,-0.0565063426808034,0.135733665724774,-0.20275335096606,0.203736994997072,-0.255083294640669,-0.0191938409671962,-0.398950853968511,-0.141998887153776,-0.219880292535713,-0.135945270024807,-0.157035288112259,0.232650824437148,-0.186065288295028,-0.275210308064394,-0.157126169281788,0.0622697746882854,-0.0714730656667092,-0.0867364041430213,-0.468834094288613,-0.18549087144608,0.0997583033056093,-0.167475309652995,0.0092069704170264,-0.119994047287176,-0.128487781127985,0.0249329023107818,-0.227280906738182,0.0460323422351227,-0.156367145230111,0.245972897394192
progressive,-0.0465255457212792,-0.227416764737142,-0.0735483786149114,-0.0850337177766563,-0.110072149395918,2.10555862583515e-05,0.0481342222244478,-0.0623479276459651,0.208226079258114,-0.0823088574062647,-0.0582141204337725,0.0024521065631334,0.231831327799615,-0.0307657290347027,-0.114215643578732,-0.0008122970524172,-0.118567935797836,-0.142210233225641,-0.021345755984517,-0.0770764813287122,-0.0432399570125006,-0.0557182716636701,-0.154662837223101,0.0446861895157837,-0.0521036099968368,-0.165153972028027,-0.0355239603537195,-0.168643735728889,-0.0442731430993194,-0.116339190248577,-0.0241074273375507,-0.0363553761117851,0.108828900386115,-0.0577483523472861,-0.0541526847298524,-0.149425471213499,0.152783193219978,-0.118857286346779,-0.0696792996745548,-0.109107655422447,-0.0694530473575078,-0.127919860201282,-0.0970901854743948,-0.0977286423894266,0.029879579190227,-0.0418291012383559,-0.0876962901044358
progressive,0.0773155433072433,0.0627464047679244,-0.334840255155748,0.175065858931811,-0.11653166476203,-0.405538199941592,0.0513454414940997,0.0334706490756295,0.246516683491578,-0.0075791573074987,0.146784384665271,0.19807705033481,-0.0851789600401411,0.190514913970932,0.0932778769051916,-0.0816932620382675,0.0422941792363401,0.001095591118829,0.228055626213735,0.0638169824078402,0.137870742334872,-0.121086281022304,0.116183600852532,-0.258130952771819,-0.168052788793143,-0.143482604063569,-0.0530612984223836,-0.327696950849131,0.0008834293313073,0.0597064412502108,-0.0299092168957181,0.064781849564953,0.146874406677328,0.235402297729752,0.403557687470176,0.0401334656590761,0.242312862743187,0.0776096114790461,-0.0107800424642879,-0.104369769550829,-0.338750344248195,0.098674881810385,-0.0163647489142365,0.0720832051765614,0.131656825908305,0.113775767109727,0.0610512197988043
progressive,0.130848406328345,0.0676350791169602,0.141838130821003,-0.144221952052669,0.10407069199317,0.0302600897545446,-0.145445363936204,0.178341834129519,0.517731519487189,-0.0908433257212926,0.178272252403786,-0.0568670798480647,0.164935648758991,0.336408130168517,0.03061236006537,-0.0880783006845892,0.0617775837360502,0.0388457632818287,0.105751529390101,0.192655041231216,0.290524779678649,0.191050120615408,-0.129183740906589,-0.0056284131081607,0.0231771086268782,-0.0215986790359436,-0.48251376375764,0.0493125491902258,-0.309939791181625,0.220006764058742,0.0492236458882084,-0.163952754852208,0.125453440653802,0.101412938681943,0.247453202961777,0.0220223677720399,-0.323217773683758,-0.171747444565653,-0.0175358942270696,-0.0243301310002715,0.0593214396592305,-0.0220395215130852,-0.0683291617669496,0.0076851723603184,-0.0147916727981296,-0.0835350006392989,0.0633024684723362
stable,0.0881739143335302,0.262064949475782,0.0379518870970801,0.385098667017775,0.314472492885222,-0.0016846600890874,0.0198007289159631,0.113866174531766,0.242118747127025,0.0365093600607472,0.286207174798923,0.135293438158769,0.390960695126851,0.214454937542271,0.144678671344814,0.133732314243495,0.369753776680185,0.042996332060173,0.15250489247671,0.222438787787357,0.064576880784088,0.12238726070906,0.0312715636012575,0.202250705459886,0.115246363427813,0.080353486512926,0.0737239885475359,0.0374896513649139,0.117193995606691,0.229652442991781,-0.033076598822746,-0.12047190728515,0.0010647996015145,0.0769144517561695,0.10734038174722,0.0976549656949351,0.217502112843442,-0.0176010736503413,0.0712534090239275,0.126605491826589,0.0754411941278537,0.178983157315726,0.198415346167755,0.131210229221546,0.0771053318960405,0.139004201562085,0.130365634855596
stable,-0.0484168896746866,-0.216908639983751,0.0150466588851418,-0.33041897595863,-0.307897169255561,0.089571652015463,0.207949295915367,0.100804624695604,-0.257866271350101,0.0532688337437548,0.0115655558766751,0.008068011780766,-0.407156935550084,0.0679469323497703,0.0211504652720467,0.0348680463635958,-0.194577149049483,0.129532707936698,-0.0580990959548554,-0.217950178805085,-0.171551271562165,0.0837576919311394,0.0375098507483723,-0.185545310057633,0.0131397989046093,0.0775296122316006,0.0973533526044366,-0.137116276038832,-0.0138840411325078,-0.206706639938059,0.0488330178717326,0.158450651303013,-0.132997783096044,-0.112273808773818,-0.0783713518866236,-0.173341506476205,0.181556149288293,-0.0014000074760899,-0.120276625436951,0.116151397941702,-0.161214179963779,-0.063301604069295,0.0180465231939512,-0.177394825046444,-0.089550586101352,-0.0404817013014085,-0.0473153977086343
stable,-0.098733435390594,-0.0665138537256396,0.0194009892508964,0.0219167784896816,0.0367054785054605,0.102452711843727,-0.0036194989305308,-0.146781598368619,-0.249903297171049,0.0054798414239367,-0.0005289094197008,-0.0232826500033401,-0.112437663337067,0.0312774083875547,-0.02801649512145,-0.0290980145682209,0.0766807816734829,0.0631119707702443,0.133474490931243,-0.020518220692337,-0.0289468764731682,-0.200779150940335,-0.0708804178708462,-0.017649044425919,-0.103686408694335,0.0878968989419729,0.0285392671476935,-0.0579274553765119,0.206638439537297,0.0558305270438108,-0.108475180914065,-0.0303720328295382,-0.0635111045428725,-0.0359958913608692,0.0782820306188092,0.0254414712327559,0.181240098780899,0.099923860896354,0.0055133315579536,-0.110205481824109,0.0425028367973352,-0.047562977925685,-0.0932697009282627,-0.0556981933754235,0.0610863842787281,0.0595070402712164,-0.0461095449062048
stable,-0.438186322440631,-0.404427514291357,-0.384875675557316,-0.553938084677587,-0.496657021165895,-0.353681565964534,-0.370027516758107,-0.377771909054043,-0.0718245759321909,-0.196958647669189,-0.423012597852509,-0.416920486128806,-0.195565452657579,-0.364280626807673,-0.415140699305673,-0.292123563669176,-0.473248159010719,-0.458940199137567,-0.476057804889852,-0.429458876947227,-0.433312390326386,-0.152058129326819,-0.416686429009598,-0.434007052375638,-0.409878047082145,-0.403864626618187,-0.294134895799309,-0.186386367348408,-0.350403130833425,-0.379276740383085,-0.284435424688689,-0.301648179922903,0.0239199696727212,-0.443671094473603,-0.16450923078809,-0.428529939983192,-0.402731575178382,-0.186763556048834,-0.336103301858422,-0.396789451635515,-0.427189697259107,-0.525939824487712,-0.36542346216605,-0.45441217055961,-0.367170959654771,-0.419428943930007,-0.42776319537641
stable,-0.0774270726899594,0.0976084368415654,0.234888459313546,0.0427176434249481,-0.185029635832742,0.13435023680104,0.169389947470378,0.197060060593458,0.0446603742615694,-0.0101800986558182,0.0066147128841659,0.135112556416205,-0.0304052931486775,0.0574965113144619,0.124761317734002,0.0981107962609291,-0.0744034822769791,0.259990603734807,0.273297735205211,0.096401185266697,0.026000408511356,0.0160269961315296,-0.022062199356639,0.135067882357243,-0.0250980630259567,0.0297659105549121,0.0044252579105367,0.183247733274714,0.0280291292952965,0.14027263702323,-0.0435391674544689,0.478540315892751,0.0957008918364786,0.0110352040912729,-0.186166335562098,0.23187123917006,-0.148014846328869,-0.190184927889947,0.30006524166144,-0.006903785296892,0.0473354484744639,-0.0203105018287863,0.0611175923944214,0.0070336610010988,0.0483143080382116,-0.105060974523459,0.139045160218066
