group,CD275,CD252,CD137L,CD34,CD90,CD117,CD49f,CD45RO,CD279,TIGIT,CD335,CD294,CD146,TCR,CD161,CD152,CD96,CD178,CD206,CD122,CD41,CD254,CD163,CD309,CD2,CD226,CD49b,CD28,TSLPR,B7-H4,CD204,CD150,HLA-A2,GARP,TCR-Vb13,HLA-F,CD258
progressive,0.338266471027755,0.195525825670772,0.25308352687648,0.260110119749502,0.0013868176599966,0.060310117247394,0.142563203218752,-0.0337916395805612,0.279524371919444,0.406575877687795,0.287155169655629,0.0248912294944041,0.0254450881846138,0.411571729562847,0.212073125114784,0.325037245342423,0.260791629415451,0.0608039376388919,0.034903707307826,0.214497739522124,0.0666486908232049,0.325209459663892,0.232117196793133,0.417647682984578,-0.0688237320718029,0.281159297514412,0.16444419768121,0.24207922015783,0.0615381684743325,0.172238591707714,0.28690956099583,0.327020064634821,0.0621451462855048,0.316334799450642,0.126694986490794,0.266769206084471,0.218625553847002
progressive,-0.0269612880653658,-0.0447915074736586,-0.0843164563243017,-0.322834275731379,-0.0484837785599862,-0.0314857053604617,-0.260292644541323,-0.0314733389893267,-0.105878473424641,-0.274584683750035,-0.0904003316506608,-0.172262007203302,-0.140844571508476,0.007014839738238,-0.411765008606878,-0.0951937548058725,-0.260320781437517,0.0991015399467286,-0.0103352725128624,-0.0186438366303978,-0.0865774146671251,-0.267934363445116,-0.0582560332919136,-0.258068045714055,-0.133198658779453,-0.140626760463706,-0.183819260964793,0.0672681240328603,-0.0066528966999073,0.0560296225076157,-0.254896347695194,-0.0044313044276063,-0.112082511417675,-0.205169750621819,-0.165235184591843,-0.116412264323918,0.0113232679709752
progressive,-0.11940344046819,-0.287299204124517,-0.281525301273344,-0.255548515883312,-0.199448243275996,-0.135633009321274,-0.152548995223496,-0.180543518787759,-0.134204318232245,-0.200824102416477,-0.238225754769827,-0.23216757884157,-0.17097012696613,-0.281849505026836,-0.176898060325688,-0.339247920928566,-0.230141251879033,-0.207546870626451,-0.169099162764414,-0.216138096562484,-0.163879839901297,-0.178504769441198,-0.154298001575149,0.0177389288244897,-0.0134861122352112,-0.292524419315216,-0.254948373520829,-0.162114717551014,-0.181915466047703,-0.192408984211795,-0.281676339567653,-0.251923825530354,-0.229035454757669,-0.320759113759563,-0.275692419516287,-0.360348066492191,-0.249383352694318
progressive,0.554846638244028,0.527782079016871,0.577488724299555,0.513865675681358,0.518173928586634,0.512191017751319,0.578108379430011,0.540791387804208,0.632437674345229,0.517421015571442,0.554030194459785,0.542553734524303,0.529298025676168,0.591310712255401,0.647196166106007,0.565958050249165,0.514393412377869,0.513078288872256,0.645325297840393,0.510856371788377,0.538742488029995,0.63652497778124,0.584658276767951,0.539280808877704,0.537909238266682,0.610153049020631,0.583290920964778,0.670367168370979,0.558561855032584,0.557049357254226,0.552448863545297,0.547569514514987,0.630646901111049,0.51714502464519,0.522607210055115,0.520692855720825,0.536198504947488
progressive,0.104332084738266,-0.0195100308619976,-0.0320402566133573,0.100510851197568,0.101336535950664,-0.006407914764001,0.16068206484247,-0.137594412203371,-0.0208989268300431,-0.124651484080605,-0.0589743418544412,-0.031006410126094,0.0253702180554987,-0.155532640744171,0.107129596738564,-0.0378548032063811,-0.0581316784518289,0.0017632270852665,-0.0501801003873482,-0.0145863407173069,0.0939051028300151,-0.160273274692361,0.110179296326021,-0.0577988948648228,-0.138307939980231,0.0983431271226726,0.0899089765866287,0.280672707296504,-0.0028826641233331,0.0294844539323833,0.0684657731763208,-0.0375537775110383,-0.208728534415303,0.0285090341544549,0.093628689288232,-0.0115904898791314,0.322107534549011
stable,0.0313564559946894,0.163265260584216,0.123746529970517,0.109476850667307,0.189985180890016,0.120023600711927,0.0993772548299203,0.112646588223729,0.210759632228061,-0.0475601183184428,-0.131417778301455,0.235101241526337,0.032796550212778,0.187593755405953,0.0166826794218964,0.189730231466304,0.169091965990839,0.081714251452761,0.118502979272084,0.175322478008601,0.166011322688006,0.153155055908198,0.108342731889707,0.184089080331079,0.0041081969070794,0.181433279477865,0.17589733780659,0.0589208600715725,0.133905073357857,0.132975095116198,0.156630495087584,0.0912148033565062,0.145422491572508,0.0376410014584209,0.159811338505516,0.206329396728246,0.150375275572139
stable,-0.0541761488931345,0.056795173656446,0.0947378348333209,0.0389266300524545,0.175218574092822,0.159427744938509,-0.126740678150477,0.0136219495689521,0.0454964476337994,0.0944382554722288,-0.0008904871017137,0.12064079884053,-0.110893560570688,0.0123647774191299,-0.0688434972110879,0.121491216803256,0.142176554562368,0.178770577795126,0.0861154449604909,-0.052508789659588,-0.050922653446919,0.0634884121435248,-0.0563807330096848,0.0888844793906634,-0.156055775302904,0.046499041773139,-0.0269606306860461,0.0336541115132474,0.175215961599892,0.108360624048053,0.181760598724568,0.0812626203036492,0.0844064170536959,-0.0288800639706664,0.0291418784357651,0.0607164644288235,0.0274805246745492
stable,-0.0826046069813058,0.0012257852962904,0.0163137872873272,0.0273808586722479,0.0130001698003786,0.0611575089946796,0.0384368412428914,-0.0112067128721449,-0.074263875191706,0.155833470118997,-0.123702805023616,0.0630020692000552,0.0122743940157017,0.0532619675382908,-0.142168921227132,0.0477818714329143,0.159352637515978,0.0174619732620118,-0.048704490952065,-0.0403461017860148,0.0166026835501799,-0.0430496332473483,0.0879720211477394,-0.0438636738804636,0.0422733289130492,0.0386731288367212,-0.0687210649053255,0.141025478109216,-0.0151849031339148,0.052813039741839,-0.0611274205354488,-0.0501886484952518,0.0233392041334766,0.100899205817095,0.0555644638738566,-0.0252294036850576,0.0164602609860553
stable,0.0616524511737876,-0.0678138748873586,0.0811581202214689,0.0132427997874972,0.0108876515957036,0.0013814593078176,0.157903947421149,-0.0010500941989464,0.0408652458230922,0.0131485228612568,0.124744872289026,0.0371318769639322,0.150381430193175,0.0558371706258555,0.0148770139645906,0.0858631181207882,0.0779746244273229,0.158484378741356,0.0757364195310485,0.0415747520663426,0.10279456746656,0.0108305439533324,0.0856898923704249,0.0204296768072926,0.0759035389692571,0.103788655591418,0.213406121915538,0.066908579121197,-0.02205846139938,0.110192700106199,0.0027582066473044,0.0183034826700334,-0.0258394363090218,0.0673218789278996,0.0822018328556986,0.0098267702445582,0.0952520797689949
stable,-0.420712211632532,-0.0846180983232549,0.0818326405654225,-0.0732539817716034,0.0781101954182014,0.0836975683760224,0.0152736243342875,-0.060005309327075,0.243337079780734,0.0033257188639472,0.111278688433504,0.0752639799419296,0.110117932135874,0.0053161552286171,0.230512300443778,0.21135854221779,0.101423063162789,0.172616618778365,-0.0600955503436669,0.153623292131573,-0.0500995693989633,0.130222826290765,0.242092557734896,0.108232010325921,-0.007528589357162,-0.123715066860143,-0.0481196071485846,0.0471574905188536,0.140404284584881,0.139471899069365,-0.0179582470940963,-0.0924140408781328,-0.0790039020169594,0.273781817700795,-0.0475149950117676,-0.0722404676303606,0.237698256030086
stable,0.119600725704229,0.0907931634565489,0.230324676378155,0.309864456167967,-0.0090818234794566,0.0754050853899157,0.0023982730504592,0.0928418267571393,0.10654391164141,0.227036962209147,-0.0182809720811618,0.197017680881095,0.0443823655039377,0.226886358710847,-0.0071327118717662,0.0553808494004986,-0.0991534015391338,0.050553957354959,0.0073843641294825,0.229123688021048,-0.153061680781674,0.163791751980983,-0.025552977197046,0.208457837664933,0.0913880439983184,0.0246997372338729,-0.0233192042987861,0.180214024779311,0.186650392594241,0.100411489483201,0.0229361254840765,0.070529035671658,0.0976582634251187,0.0956387997071395,-0.0120326715701816,0.0593763380286602,0.141038887050063
stable,-0.0106030118972771,0.114336499832633,0.184615087190231,0.151705531170867,0.0951988116537634,0.0727061353178865,0.190857913366096,0.0337275394960586,0.115681429998811,0.0917932640750972,0.0099227995626559,0.0498515794156948,0.0598868005691456,0.143376629084972,0.0715366702987384,0.113569601044223,0.102932336641582,0.113181699261052,0.0886140905485896,0.184021118497203,0.236100703312481,0.114432604294354,0.0314102115664308,0.175704438513337,0.0624086364395201,0.228638055607193,0.16752923333503,0.0965558873460532,0.0693778303948215,0.113127947885136,0.142296383750994,0.118846739908111,0.0835845533497503,0.197682582251508,0.137209621749992,0.119442746546687,0.138466198468047
