group,CD137L,CD30,CD154,CD19,CD33,HLA,CD194,CD16,Podoplanin,IgM,TCR,CD185,CD103,CD107a,CD64,CD66b,CD35,CD58,CD24,CD11a,IgA,CD79b,CD66,CD54,CD106,CD137,CD49b,CD81,IgD,CD18,CD15,CD22,CD71,CD193,CD73,TCR-Va24-Jz18,CD305,LOX-1,CD307e,CD319,CLEC12A,Ig-light-chain-2,Ig-light-chain-1,CD328,TCR-Vb13,CD101,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,0.240114607758746,0.0285403796733139,0.301242021198926,-0.0111419317731488,-0.31194187997497,-0.150468481612754,0.0343884236154115,-0.0890156460478922,0.125279536833757,0.0063893717527862,0.21251682470996,0.0673887371603149,0.0326584080801733,0.0062414007486964,-0.0896277272507444,-0.41784151551708,-0.0079865243147322,0.214927691166459,0.0777602526946095,0.151091658204383,-0.0874301618681271,0.153591241844149,-0.168513004900005,0.0364904454131871,0.214892555994507,0.146719698067976,-0.0867221951593392,0.220867498429134,0.0320834251742958,-0.0854197508514367,0.0284038412251563,0.131055568046732,0.0190930025358755,0.159346290965785,-0.174576991264982,0.363748996293931,0.359539198853976,0.0964156218983399,0.0504135528827284,0.33018599420278,-0.127388099345384,-0.0784699697089914,0.10115084910196,0.01802578468137,0.224234222952325,0.180246390412093,-0.0173690569947478,0.0486555405796699,0.146315913260384,-0.0632352271653741,0.0248058834517591
progressive,-0.007075062695486,-0.104833799782619,-0.0888308531447468,-0.417368820078749,-0.158492501741517,-0.400850837270343,0.0497372736524083,0.131536028483065,-0.174553262096597,0.298759163872604,0.0279960481249898,-0.0459794513317198,-0.208166125566539,-0.0772641149053387,-0.172550591153384,0.0364265945564812,0.0728255376631457,-0.0508066779807821,-0.0203503882474535,-0.208396635697142,-0.181242921180059,0.207496261330393,0.0334963508964564,-0.416246560549611,-0.100395883988095,0.0187381309602508,-0.0357137498431492,0.150684119382578,0.373448189702476,-0.0433208746875902,-0.0944021714819028,-0.11593303571807,-0.512375184618088,-0.122568093822097,-0.14271445855126,-0.0469907174279066,0.160997695789195,-0.106577081967314,-0.173889258020468,-0.0569194074024785,0.0640050581537153,0.215649228558241,0.037174232933051,-0.248759437039895,0.0161043976988821,-0.100745737820273,-0.0414039613231462,-0.0554604997922749,-0.140052628785673,-0.116907883459725,0.198748134453514
progressive,0.285709007305065,0.224018132766701,0.0914750157693047,-0.0778051631877025,0.273614429956781,0.074967802496491,0.19689856775076,0.305068414554283,0.285455090665973,0.313683216765702,0.229512043824097,0.274266458487637,0.119982849402723,0.267755658343456,0.313886611898288,0.220787189529575,0.371606078842848,0.218768446415091,0.0641261963039895,0.282645761329663,0.235349237463812,0.323905125422444,0.327713835697149,0.181493344093552,0.202207786584157,0.0721496856690656,0.158006846030779,0.226346679245023,0.547197227388209,0.091320234573666,0.303707172918434,0.476286687400296,0.15028955605498,0.236897895401898,0.493041907792875,0.171170129070898,0.34596409385502,0.158985053509978,0.215096130667007,0.32960662229337,0.177057823191023,0.507836994509917,0.240657994506538,0.186894853764591,0.304291022154243,0.193032622348666,0.306746389224671,0.131847797967716,0.262832291339378,0.249111355342142,0.284229178685449
progressive,0.494082210882975,0.464331929592721,0.434569844007045,-0.0255146811709012,0.556017965096525,0.241564592581128,0.46686007610447,0.773801711790301,0.517415366398312,0.614621541496618,0.490494208312671,0.465828129846811,0.534251380265632,0.528538957079797,0.467078867614109,0.766006366167375,0.627507587864497,0.519487706473162,0.528423805929944,0.499917939376683,0.629406706957684,0.471259294149403,0.476401974736606,-0.275868504370736,0.451851680324469,0.454805062105959,0.501983701678779,0.46535233554714,0.271491776483823,0.623303888591889,0.532895520198452,0.184413300073265,-0.140533090196148,0.6277027592878,0.382691756027771,0.550383047789674,0.450805428631419,0.462288527882588,0.0561603496790442,0.460366706888572,0.701186961925752,0.130130242802259,0.619436236831076,0.477244570092575,0.485121541884216,0.556409372054988,0.555245579022564,0.461348376596881,0.49293208700917,0.627245037540438,0.466597922232514
progressive,-0.0998643049770277,-0.100584897715818,-0.12154123354867,-0.485832529410645,-0.225416905997816,-0.411043539145545,-0.135788624610631,0.172873018577752,0.1379995616556,0.349154479477563,-0.212418786301764,0.0091593513139789,-0.235425444057112,-0.152268620755844,-0.0148601899271128,0.0040724936981428,0.145458997420768,0.0243582219874987,-0.128253806629759,-0.0824257079813099,0.0209453294635731,-0.0718064652271605,0.148454675122191,-0.48658183125256,0.0202843177779995,0.0476278102218447,0.174626648628329,-0.0342991115607348,0.157995030805503,0.0842314320307684,0.0879849054833591,-0.201719222129239,-0.533451102053885,0.0464993823650832,0.0276348985707727,-0.0550336986235517,0.0554112841183701,-0.285867616393735,-0.101305371770413,-0.252565061301509,0.007455014035355,-0.0706268999038438,0.001425441689901,0.0947224332912092,0.127875056296354,-0.017362796817626,-0.0330026445061797,-0.0281483325636049,-0.0597556187902589,-0.163557359990217,0.12868942030858
stable,0.0130907046219648,-0.110052214940018,-0.0821287690035563,0.0479743932641468,-0.0748922174124387,-0.154955505369322,-0.0357386064424583,0.155266069420031,-0.0390209802552159,-0.203565320135759,-0.0160266488194925,-0.0290083352382051,-0.0985503691655134,0.0448499223465255,-0.070057508162301,0.0776859826756566,0.0835545190614359,0.0104808926167819,-0.102188713557665,-0.100063540860072,-0.125506225630208,-0.0133413919215636,0.113263495240614,-0.175952885341479,0.0014590508140509,-0.0981837137450019,-0.0394241044854055,0.0323008232221409,0.176705145252419,-0.0356470096545201,0.0897641394684853,0.153197418050156,-0.201317397178083,-0.0784895258522429,0.130663941110633,-0.103019051398996,0.118922416689355,0.10184396677649,0.0534231969175332,-0.0376030122675829,0.0492364429426966,0.194002356592027,-0.222055292827817,-0.0376099790638947,-0.028376006859714,0.0275009258828995,-0.054208133001117,-0.0905431564725346,-0.0445562569831351,-0.0422140180203057,-0.0526705217909186
stable,-0.304750535053515,-0.26374776319515,-0.16380608018097,-0.150530604501044,-0.146996614101132,-0.377838393451228,-0.281389847006478,-0.197602345464145,-0.295490532443106,-0.159506925121172,-0.285088966765189,-0.195392806771914,-0.159527572991204,-0.298289066915277,0.0181961380842867,-0.239442479380843,-0.0643029555145236,-0.304014490788385,-0.140479657296666,-0.357764391103417,-0.254966082416003,-0.357118433805825,-0.267663547431528,-0.329847264375455,-0.227083521967761,-0.249519747114593,-0.374025468070595,-0.360414561258279,0.23263314750531,-0.170514667297114,-0.137321155810917,-0.257695773346094,-0.310453953480516,-0.294003909385189,-0.0152708262147821,-0.198889054940762,0.0086627760799642,-0.203551844571818,-0.462759372028554,-0.397604490794942,-0.291664333855324,-0.0390063970886579,-0.415316295533992,-0.291069136048101,-0.372353069538481,-0.196799531244104,-0.322262187631837,-0.243179936894207,-0.286103356003482,-0.373738522102388,-0.212588983040737
stable,-0.155266435505686,-0.176416092662764,-0.0712050438299298,-0.221227724453955,-0.049772523651355,-0.41550598030013,-0.156548687705793,0.0732592967361355,-0.219998141346468,0.100322481688466,-0.229821044545758,-0.26696039872369,-0.0304710276896701,-0.225823490185237,-0.170369275327766,-0.0077069125312789,-0.257851529218328,-0.285236849400679,-0.213560352059318,-0.385919646801671,-0.211867011359543,-0.374013205880668,-0.183612478879317,-0.322332605185398,-0.126802479701541,-0.144236572174885,-0.216018420160354,-0.166545872061301,0.228230671104376,-0.194547834341236,0.0258846109072195,-0.0624822506278028,-0.348413290860826,-0.0945083948861864,-0.0142488211220659,-0.290031915222296,0.174241937026105,-0.0628869642684577,-0.0205241449460802,-0.13345523082224,-0.164077076877351,-0.035862304971744,-0.173665064222549,-0.191399476129061,-0.157594471809755,-0.204320185708509,-0.0914210509285801,-0.161312825128901,-0.172263846507268,-0.2378620443797,-0.201075516174941
stable,-0.0744176207558511,-0.0630003195290684,0.0645727956168856,-0.0311465266881546,-0.0653156890137762,-0.415967599810478,-0.0147999749794419,0.115134344069211,-0.079236539907166,0.0386427347817567,-0.0078803103567543,0.0573258716547539,0.0279766802371241,-0.0310941870957564,-0.0922323561524272,0.111628905211164,-0.156967499763051,-0.0384219814909115,-0.22375234659779,-0.202581340301241,-0.0640368845583136,-0.0912837017084118,0.0725676484415752,-0.334689658946241,0.0002651610251051,-0.118067575895019,-0.0882560716351877,-0.102144166651219,0.410398906529148,-0.221047842710454,0.0455137481912819,0.0741484190063672,-0.263978347447394,0.0640167177236358,0.380618723323929,0.0394271564451793,0.248446795531619,-0.0474283709746329,-0.135740746667449,0.0503173509681021,0.0463217481389637,0.0851809755201637,-0.0800798881058047,0.0696053267111886,0.0193069213547387,-0.115297273283253,0.0616267787461923,-0.0366053929343959,-0.0159201051113347,0.003469420088507,-0.117562903716496
stable,0.0056935445676414,-0.179173877818718,-0.473308798894986,-0.0828732707470814,-0.19237535185054,-0.209268184258602,-0.163804966045624,-0.18090386020652,-0.248641263114557,-0.0629157097261526,-0.117412460049233,-0.143237716499035,0.0754360583943651,-0.150359058109487,-0.0001065076811419,-0.261318277771639,-0.0678693063639656,-0.225427308620283,-0.0545393194646927,-0.094623983545288,-0.157803384946875,-0.118975943391779,-0.170120955974883,-0.0527913992159323,0.148321350284674,0.114358871518662,0.187341793792979,-0.115715548657573,0.22956995281773,-0.15757470787451,-0.238750193194524,0.123926796838906,-0.179552038559072,-0.0537719877929657,-0.0963630464037084,-0.0894414492173476,-0.180055734125385,-0.00492400372267,-0.328986012653104,-0.164283039528274,-0.212594489023199,-0.0191446237264667,-0.297273289008451,-0.159021673368476,0.112016841688493,-0.0184390094703449,-0.0607345928676223,-0.154109755584391,-0.108827460151463,-0.158795737054829,0.244426247653541
