group,CD34,CD10,CD294,CD326,Podoplanin,IgM,TCR,CD32,CD95,HLA-DR,CD58,CD96,CX3CR1,IgA,CD206,CD370,CD267,CD303,IgD,TSLPR,CD22,CD204,TCR-Vr9,CD158f,CD85j,HLA-A2,CD88,Podocalyxin,CD224,CD258
progressive,-0.119380911256882,-0.0169672442849661,0.0434078758256072,-0.193084702395142,-0.0815263209486143,0.0056614686417093,-0.108376017725755,-0.0165464126902509,-0.237477281601682,-0.2338168957229,0.135939114039392,-0.0124943724894162,-0.0245027912422521,-0.233852993508866,-0.15403658082223,-0.151004051320153,0.0464455038606703,0.260537026343517,-0.0556000718989105,0.100117142594327,-0.485172741420007,-0.072144630488375,-0.179267481113652,0.0215656360132772,0.0302836389230097,0.172895859861631,0.0580991164103792,-0.124678709955074,-0.0406944404485302,-0.165448415315861
progressive,0.0151529726645332,-0.100585499985276,-0.132090385275918,-0.253197676858853,-0.144354787725168,0.103781562568344,-0.0744915201806039,0.299320502895784,0.0391326788586134,0.0984013599860471,0.0013056606367316,-0.100239851222678,-0.0093607234344572,-0.119955245759021,-0.142787929531043,-0.0698335701787602,-0.0674846196374381,-0.0490003904360748,0.411132614308526,-0.148483881291338,0.216516330365232,-0.0778941694441807,-0.0973137986051123,0.0587118498670353,-0.110300998200643,0.0645148476373215,-0.0461086687200488,-0.0544529484624769,-0.0854950671691703,-0.0322160317692729
progressive,-0.0879527831000183,-0.0494392928224616,-0.288009811304206,0.0008189963453767,-0.152788185599847,0.122167101810195,-0.165339102591336,-0.258473318650189,-0.0564195764403054,-0.073463149952394,-0.27443295393471,-0.158368571567593,-0.181221651644063,-0.148102044593984,-0.186171979764332,-0.0834369614228489,-0.0944115859209985,-0.168543379917422,-0.0823220170425705,-0.229458680948954,-0.109315294674663,-0.151330207586197,-0.164479111140127,-0.192466159440291,-0.15144608625815,-0.128092340711917,-0.245898633947045,-0.258015849168525,-0.291327315320275,-0.254423743190059
progressive,-0.475298122818392,-0.51546308901044,-0.390673805604069,-0.470298508659308,-0.391456926229375,-0.515747641342814,-0.385184794955103,-0.0972860588009586,-0.0253876283093232,-0.396057147522501,-0.324282947644574,-0.507814089260693,-0.375020839975185,-0.142982285490822,-0.546138047641141,-0.47315355765399,-0.515706496499376,-0.511336834039388,-0.0451751738467401,-0.5360225913207,-0.168631671162148,-0.453479871506,-0.236720932481098,-0.237980597307399,-0.236118807084562,-0.663486229469147,-0.314653769327704,-0.473315625565275,-0.325996591612759,-0.41245195709677
progressive,-0.134939982547012,0.0050684341389025,-0.0656412299477947,-0.412983229852009,0.155331780051137,-0.137490290936664,0.0324437361946967,-0.0770493615919177,-0.216490693525913,0.42280542086967,-0.0054860860332204,0.0891792794431465,-0.0448811219838077,-0.0561466423316725,-0.212932372882597,-0.112489018980307,-0.0508792717951946,0.0871929247026694,-0.352683509816546,0.0177077939004753,-0.109395613782784,-0.0304783119301041,-0.154715421218576,0.128774342005941,0.153728403787788,0.0868143456266074,0.246916795441584,0.0291651277031355,0.0392976744137569,-0.270105160102066
stable,-0.140232005374542,-0.109637741852657,-0.213890883528118,-0.0703731427010615,-0.250043224359814,-0.0319858515352028,-0.205884977123447,-0.0723206021212065,-0.063901757724885,0.0118801274442303,-0.238623020319231,-0.206125830010067,-0.286078756826882,-0.282845942156691,-0.183257147656346,-0.0978630912106614,-0.177358849785311,-0.327459906523722,-0.0770692725678635,-0.0018304868288978,0.0361710169179818,-0.08764759998559,-0.214009296433228,-0.243688274620806,-0.241595150348501,-0.210226552250393,-0.256876847306253,-0.321838140039514,-0.243183797076546,-0.211994290980566
stable,-0.127609266278705,-0.243682111272163,-0.152161407651726,-0.353673341501184,-0.264235697953338,-0.303629645285956,-0.324448338068227,-0.291570850756928,-0.248724160453935,-0.341251771626583,-0.244661882041847,-0.232379391899348,-0.230788319549718,-0.244853288500142,-0.183295235167314,-0.248887735965584,-0.331153055124467,-0.329463855730353,-0.231655173036578,-0.327316603342919,-0.170543159505646,-0.236535868711213,-0.497553155929818,-0.29235041142672,-0.332045043550153,-0.368060912481593,-0.314940741078252,-0.279931825053812,-0.31283080278307,-0.45689234654486
stable,0.0513052851161042,0.14246450898078,0.11074112693805,0.194245864015681,0.0834467679588462,-0.180856446983538,0.186458788281557,-0.0078557860670093,0.161943820058763,0.0317896919932491,0.132646899043608,0.147980856668959,0.104237736922783,0.14081020892367,0.171543983206246,0.0656226339357485,0.16959191573952,-0.0396729268187294,0.0334135668535133,0.188048709601403,0.097671057961302,0.207219932043827,0.142330431706051,0.0909890449447021,0.122926632834686,0.131921028389461,0.065423917754582,0.208517010589152,0.184043336890997,0.189666568648039
stable,-0.0281146442452597,-0.187023606250757,-0.197296324945497,-0.0313749507414792,-0.278373402373583,-0.1747135273068,-0.227408383478163,-0.192432999825828,-0.240811259833667,-0.179900797386682,-0.253103460324718,-0.132998573119314,-0.186387107696169,-0.257595012384769,-0.0991770031064261,-0.163531994904356,-0.15668462872313,-0.243223978303001,-0.0430852486163882,-0.0574264331440018,-0.0099066189433854,-0.232758066853502,-0.219485691121673,-0.265587741215824,-0.273283787951335,-0.227737798502754,-0.180130754108048,-0.239050716700836,-0.23893566408914,-0.345441453682037
stable,-0.0005402573244972,0.0636904682507994,0.0779001540465795,-0.258485818895602,0.161100673236423,0.0032348053227077,0.0031030951334462,0.126272579429582,0.482658694421173,-0.265433656362575,0.126783303203741,0.0203813211552398,-0.149109073928781,0.0297370001211064,0.153195189222848,-0.0475987387052264,-0.0076944738677255,0.173740144299178,-0.0946765703642227,0.0713125452460997,0.133155649207975,-0.0447019978204797,0.0087840544623517,-0.0932371840095936,0.213549044109774,0.0945488188818912,0.0861690083434848,-0.122259382904066,-0.0581664955236482,-0.249876162015193
stable,0.0349976289748421,0.163229086457312,-0.0250148809885438,-0.0364946206717082,0.0182622721605091,-0.0256465276031548,-0.10772753944601,-0.166124645388447,0.0249428570473826,-0.16282305516279,-0.110336311710439,-0.0376749041730284,0.0546375604672689,-0.0079483373409309,0.01875258559279,-0.210450967047896,-0.0363346757586,-0.16701382455144,-0.0682418019231454,-0.0595209039601253,-0.194318335895697,-0.0666001305966417,-0.158787988309154,-0.0006663128152571,-0.135580597929942,-0.137941415695711,0.126748142911066,-0.113131635449843,0.0434878739220722,-0.0277585866276685
stable,-0.207302925533362,-0.230578341788231,-0.19487994296993,-0.0705179794068533,-0.277300505000129,-0.519246588372748,-0.276173302074466,-0.41132515899859,0.0046252295405879,-0.457641604552529,-0.209205090882823,-0.19135264366294,-0.262740384919561,-0.21001113758782,-0.156888800630546,-0.135085334963168,-0.190496297619627,-0.142953292876792,-0.619054409336722,-0.0753554286588062,-0.36229635557452,-0.211799303628105,-0.201141513605697,-0.305840554976598,-0.195870833825244,-0.22639806980372,-0.228284670086447,-0.219696207043097,-0.188766359147567,-0.227612110509156
stable,-0.343527526305802,-0.314959994063133,-0.45060424658474,-0.204721559878075,-0.498410936158835,-0.264431688387021,-0.479892270872384,-0.572419129166627,-0.127907258017309,-0.113587488894212,-0.463431963654212,-0.359423521743533,-0.4781534619339,-0.55189050573073,-0.335056343661872,-0.169903256644799,-0.286693409868171,-0.222332131087323,-0.120846029302576,-0.111619620966075,-0.189325106270686,-0.426151539659374,-0.375221405439933,-0.478940242290342,-0.487947986670065,-0.419883234999111,-0.452115094096931,-0.463378702309871,-0.470554161718566,-0.453315304444316
