group,CD275,CD70,CD56,CD19,CD33,HLA,CD90,CD45RA,CD16,CD20,Podoplanin,IgM,CD32,CD107a,CD95,HLA-DR,CD66b,CD178,CD24,CD21,CD244,CD54,CD122,CD81,IgD,TSLPR,CD15,CD22,CD26,CD73,TCR-Va24-Jz18,CD209,CD158e1,CD307e,CLEC12A,DR3
progressive,0.22236516230116,-0.496504884509042,0.0578050495706551,-0.102399658677034,0.322065754375781,0.0127477079732439,-0.229133095601663,0.104714748660463,-0.0553033375446479,0.0507573888724107,-0.0021952305547909,0.421860291930797,-0.118393738290517,0.162124190179553,-0.0344763972274523,-0.384019658832919,0.0649908124007828,-0.148471191906731,-0.156515469252437,-0.0585383091849305,-0.0382519314931089,-0.190415184433644,-0.0941457239498588,-0.0597778466750205,-0.0089867185697634,0.0642669251803809,0.0515533525722006,-0.0132784118704423,-0.116605939844798,0.382920541534084,-0.286528115622365,0.0812242018309747,0.168432887959223,0.0988881229622749,-0.10947295670854,-0.0103515914856428
progressive,0.35058653030002,0.122042335112745,-0.080045908081122,0.425816705966032,0.372985949424432,0.246017114435114,0.210293566846922,-0.0861232941955045,0.396977533221697,0.38232176049155,0.434394413430957,0.0303594723392852,0.333679337893334,0.366240778298628,0.41466933362367,0.139385019196731,0.491942743250259,0.409595933089177,0.230986475756676,-0.25596083026858,0.388851733699203,0.252835071410336,0.289316251459445,0.0757247701107283,0.068524287749206,0.317511322721951,0.418649791590046,0.261888359118942,0.216741012084088,0.156707354239874,0.268440348734549,0.269180886080981,0.123563158195518,0.4050592231858,0.466675431968993,0.366160760946069
progressive,-0.0644798710772376,-0.124007971271857,-0.176086736194028,0.0764433306730576,-0.184770075325335,-0.18716443593575,-0.136191458957476,0.174673927338476,-0.123466912901699,-0.216568649730531,-0.186083877725361,-0.335458180756873,0.302191931366281,-0.141916355265011,-0.0682053351742775,-0.278963163574664,-0.078173807039686,-0.0623053445494993,0.207991603229946,-0.0865436868402872,0.0469293016884397,-0.130066227886449,-0.0076957000685846,-0.183782899359515,-0.408064270381695,-0.0050639627835781,-0.0747014103932915,-0.359460614347994,0.0648203197394893,-0.477002468937928,-0.136723224596532,-0.061830462797617,-0.0083128574944811,0.0029718427475817,-0.0503411044966905,-0.0954120343894935
progressive,-0.17075615965144,-0.0663417563557904,-0.0345352348094183,0.182763960833623,-0.153921507428351,0.0173093903074006,-0.112243426064453,0.4079156393034,-0.35718975919722,0.300619591593445,-0.101971571997635,0.0823949167948365,-0.0152112060442444,-0.34673032827517,0.0135326124468198,0.348850114728752,-0.379774552164708,-0.0793238810633338,-0.223517448569411,0.229051985745737,-0.197800014213281,0.444981185764139,0.0581141612036574,0.052049620052886,-0.0466075574077342,0.0098394755290459,-0.255820526246584,-0.0824396978783539,-0.354942637243005,-0.232976238385449,-0.198124732770211,-0.0577917824677166,-0.145159899649189,-0.033380448805215,-0.323388479936971,-0.180710852239631
progressive,0.257455738267173,-0.155878910460515,0.389572954255244,-0.0269663362443634,-0.0557197367435748,-0.12896559639413,0.357841174047032,0.042316898238418,-0.0735371832853065,-0.0453425169258788,0.139315932672983,0.345611504399395,0.159899314326409,-0.135922781784215,-0.124093260848727,0.184347544902501,-0.131200337518547,-0.0294238519853863,-0.0695351963655318,0.277597764649015,0.109380699951392,-0.238931654493489,0.399245825845681,0.292110314351689,0.319805282525344,0.427595178294422,0.037818073409514,0.0231370599992335,0.200874537641826,0.0925216404149471,-0.0680216514987099,0.108325908332522,0.354716165158261,0.233013827933986,-0.105371616290764,0.0044369701451397
stable,0.149412115598303,-0.0402673876875686,0.0116408126086479,-0.0243497164858632,0.0331337575390973,0.0824397392811061,-0.0485941155893931,0.162650132711212,0.108781467008598,-0.0121927727922383,0.146357447776025,0.0709765622907709,0.0791435288072667,0.0690269191992073,0.100322188190149,0.0120969914566761,0.082689419629116,0.0046562837003084,0.280307673488258,0.139423033818804,0.103053787637614,0.0517820783501818,0.0891487045245555,0.264287119042858,0.0067207115581879,0.0700778424355165,0.207981238108272,0.087579796843616,0.0435727965017545,-0.0501794605293509,0.0165953991320586,0.0004372900955512,0.0667207516861951,-0.0323011677303149,0.143526788002366,0.0261565723736535
stable,-0.0639102753321412,-0.0403531121318253,-0.126898655851146,0.0956726422138904,-0.0489424210544092,0.0732883017041972,-0.137076984407751,-0.0553310467576087,-0.15659948423101,0.218946600932264,0.01127700881243,0.210901763375409,-0.1264928571937,0.0579114328373067,0.0433895072492976,0.0058857783786854,-0.102489666963522,-0.0448622583519223,0.039128007795275,-0.0583172108466809,0.0942286721196468,0.0135148750820637,0.056009705445258,-0.0580728973171236,-0.087466326925061,-0.12673489294018,-0.0608847639423785,0.015400387456322,0.0406613080050583,-0.350737373253691,-0.0289575836063979,0.0012793697333566,-0.101185948963422,-0.0276593004130481,-0.135236954265347,-0.163413368789228
stable,0.0383714863193524,0.224602458935402,0.0134566617673263,0.104233844812999,0.0441238960502879,-0.223460169974303,0.0101112431780723,-0.122553020260328,0.110703109764403,0.070780700475397,0.0487101376269317,0.414394259188785,0.105462299727064,0.0457726352948378,-0.0667502444994026,0.107367966701837,0.0663432183873204,0.0634518110250836,0.0137606206913549,-0.261307393796331,0.0110391215232161,-0.351772561131038,0.0205938250971604,0.0801254784348028,0.354930814179836,-0.0359566232796377,-0.0203618134149581,0.0194697278536092,0.0365648242534738,-0.416458979605066,0.0357399152069591,-0.0407257510343851,-0.0338964392338184,-0.0308020588400419,0.0945584447041575,-0.0728182163487781
stable,0.0563063616591413,0.207910985571373,0.0493710458543447,0.0553320473246384,0.117711871195863,0.433656731275109,0.0386818123582649,0.434034087150457,-0.0771530758906302,0.146311880005073,0.0394541670580566,0.198027097188107,0.0606256850896627,0.0039084992021315,0.133037176187488,-0.0317298703639287,0.0743659763691625,0.0008410835624158,0.396422077522498,0.123674771568466,-0.0317218135035332,0.246714037451545,-0.116750223735042,0.191230196384612,-0.239235242035647,0.0613546566435951,0.0674531815525395,0.0135379831630724,0.125324624845577,-0.415391655032204,-0.0496757986637229,0.129147343504339,0.0513416121726757,0.140460365005685,-0.0201747430714999,0.0216976401796496
stable,0.237584972797178,-0.0837381718774554,0.0515979017509988,-0.177953615366554,0.0401346023342084,-0.332570127907223,0.0003157439491407,-0.08683077371601,-0.0783981014647657,-0.205257870002988,-0.226431267386817,-0.158756220915214,-0.274082809315208,0.130175659676634,0.0984568441043721,-0.424597547719762,0.217572412234328,-0.127242004222531,-0.0286640620752631,-0.480867806054419,-0.217367683236743,0.111168405277745,-0.0445054295786071,-0.435632110201511,-0.34258675525663,0.127326205352898,0.0883085146633293,-0.208557336648878,0.111382135214398,0.0231351781553788,0.0433069648736792,-0.25773968074198,0.0495842993548089,-0.0732241526120013,0.0666768112178865,-0.0378866056565719
