group,CD275,CD252,CD137L,CD52,CD33,HLA,CD16,CD20,CD335,Podoplanin,IgM,CD107a,CD64,CD66b,CD35,CD11a,CD79b,integrin,CD268,CD254,CD309,CD124,CD29,IgD,CD18,CD22,CD71,CD204,CD207,CD73,CD305,CLEC12A,CD94,CD150,Ig-light-chain-2,CD82,CD224
progressive,0.265652663205104,0.271475127764852,0.0526340927936101,-0.0139279110956355,0.373080590223615,0.287354583896873,0.448487340088104,0.147795804967797,0.461580132101119,0.211044923681278,0.0900173514031781,0.423577989835311,0.293568082603178,0.454859674159397,0.10002170927498,0.061494304889184,0.214602782576706,0.019767079173252,0.0318843869005069,0.0914770914950322,0.249600558569266,-0.120544988363063,0.0699858340852367,-0.0237686107966641,0.163528802305678,0.199097607572194,-0.136470659475836,0.0550757116031128,0.414880448236197,0.0708709617718668,0.0278397459863467,0.250507058317732,0.295399328546374,0.432818444757697,0.312594725189479,0.280595748676494,0.363980757320311
progressive,0.412538490983044,0.407350622544694,0.438780907994377,0.168561607654668,0.2124630040289,0.301197691304277,0.383711159864432,0.0343374643893165,0.284641717310835,0.410466175978093,-0.0139185699704428,0.452695456502798,0.13418694318245,0.365026152755556,0.514073797961402,0.566859094063872,0.219193167725625,0.352921219327784,0.429014709629479,0.424189992262792,0.417703783004246,0.405456714267104,0.343632033388293,-0.383701919710106,0.102284989401777,-0.181820073082983,0.442829819533229,0.416121526851349,0.147625295191409,0.142295979427862,-0.179470282086921,0.280720812049556,0.427702251835803,0.272442690839968,0.0037455798411711,0.40408456066474,0.460218666743308
progressive,0.216981155215484,0.220301865928915,0.308830647821329,0.0621728742641817,0.224411970643886,0.296479250686022,0.343156913019104,0.377445710894498,0.164840382640241,0.350726956198137,0.305456605161058,0.350044345996627,0.205685195526081,0.216745092325476,0.414483305685642,0.335260414906647,0.434369607815993,0.433300191654473,-0.0002586020752581,0.25961074623346,0.0488325697665924,0.302657786495903,0.12342766386082,0.546271381086472,0.0946766800191789,0.517262994855705,0.355941000649135,0.319499676841822,0.083369282931717,0.56094863262027,0.406435950272916,0.194110031442561,0.309267421676612,0.275761189651947,0.55474248206668,0.176909818190805,0.276698414544028
progressive,0.0607625814863564,0.139480549435888,0.361135954937755,0.0621161638266403,0.410383688864963,0.0810692963764331,0.629568837212502,0.14729592821786,0.0025768846253943,0.252464525729913,0.321006142053397,0.307802666498546,0.401757056102215,0.652183445633861,0.610959623182776,0.331892093757412,0.343361713620949,0.0047689385874945,0.154542981914215,0.135548082179869,-0.0928904742564466,0.194858460531878,-0.0341805682019556,0.141916155889271,0.600251716051507,0.0955726617973955,-0.250282741587425,0.051569208712272,-0.228274727657768,0.179922243505594,0.327668250715483,0.493090643594533,0.338748223872896,0.127981899346884,0.122797420037119,0.0819576168445835,0.359286132711274
progressive,-0.0143830021378309,0.0289894808853411,-0.110544390514813,0.159476602850624,-0.113977432510666,0.0735378294332485,-0.0260191533063453,0.132953481833509,-0.240541016382681,-0.141290489199056,0.294866958118531,-0.132521969649178,0.430379405412857,-0.410331256937201,0.112110931647077,0.204148665850123,0.243680133144545,-0.0229996653863647,-0.147832312428538,-0.21753746475176,-0.0223626676560326,0.0270199811172717,0.249479781753862,0.330914308128856,-0.104379007992018,-0.0940083457250409,0.485404870496349,0.181323870250837,0.155143358341701,-0.205161486989417,-0.289775577625009,-0.280953887153305,0.154697424587373,-0.0480159735918261,0.30024644889355,0.174453412579229,-0.0046103416909994
stable,0.098720266707997,0.219205100862953,0.200702023582343,-0.0109125345582368,0.0518034167724773,-0.030903041969717,-0.0113002305153276,0.0765897606087622,0.0250493278248176,0.162700506962946,-0.124390123340487,0.0269160723063534,0.127355619159944,-0.0490816901328249,0.110303397193452,0.154969990273355,0.0867887123740768,0.0971055096272241,0.190966309441116,0.120794349834,0.0115435292643704,0.173552210291031,0.10588361876054,0.113369904150797,0.0097036850648289,0.199290987393717,0.165021006743277,0.179135133605379,-0.0290336105951586,0.2041450694241,0.162693600384173,0.0052059413183452,0.12875154224756,0.0756524400084967,0.271059241216301,0.0115542133834917,0.0884660017600944
stable,-0.0652953947433356,-0.182564398898631,-0.0361117287425622,-0.43689050053604,-0.121635028188278,-0.287547100224945,-0.210027504818751,-0.222800346546839,-0.101927571428281,-0.132844973396085,-0.288896959488325,-0.203781296246058,0.0022976613939166,-0.16440566662833,-0.284256196970151,-0.260455960534362,-0.304606640178934,-0.058508160798416,-0.214975721449413,-0.027196546161161,-0.0459513254863279,0.0048739234989527,-0.225926748335744,-0.0578927162231806,-0.0936155684335014,-0.0431180523104309,-0.301571247621923,-0.0755067948323277,-0.0697857359096323,0.152255356717636,-0.0758895279505202,-0.176987029377008,-0.0632658769363384,-0.107623361274376,-0.148100332949863,-0.33646454891134,-0.178517801307207
stable,0.122194584661456,0.209537638748733,0.0022229810273281,0.109761988673492,-0.0058770937104547,0.019169031080223,0.280660952748606,0.119929525503547,0.0165075622211664,0.0310981165461424,0.0332511826967692,0.157036976201172,-0.0314792476334075,0.13922370284305,-0.0385810131488384,0.142859914339012,0.0824174783831914,0.116491339334139,0.0840793032840167,0.00023854099257,0.0402710270870794,0.1427696822043,0.0329303903536341,0.215865525107538,-0.0681968025338908,0.0090339537240746,-0.0056085393744735,0.205197917292731,0.0646406228058095,-0.0211667495291181,0.315612474752527,0.0954913922364638,0.126832842665492,0.0494680292075369,0.396144713232742,-0.0134620521995771,0.159636601172139
stable,-0.0743435044468247,-0.0523031753408908,-0.0488417232249918,-0.11105184499025,-0.189342139174802,-0.128533349508544,-0.0544788262013874,-0.0772995267277571,0.0187255354445055,-0.0837953983950813,-0.332132002784944,-0.0900732968874531,-0.126511826226922,-0.0916048430764632,-0.157211562132543,-0.121307143860411,-0.172593444845653,-0.0423054541364651,-0.0730678462514741,-0.124763216685253,-0.0369849614125322,-0.0293307245306077,-0.15820651565773,-0.231086118844217,-0.0013849439674151,-0.138000457047193,-0.0107291901166932,-0.0488331657323952,-0.138813658723929,0.0732163379539304,-0.171753049718103,-0.0838326925103605,-0.1406271224134,-0.17199115945537,0.000935671998375,-0.158325709060198,-0.0860088727212366
stable,0.095453457557807,0.145201364943137,-0.239804377128626,-0.0271087352141757,0.146525140939068,0.1996144795298,0.215618886685383,0.377291326347329,-0.0901399954247535,0.118822274001711,0.152236458249291,-0.194065553996455,-0.0194110248881172,0.106966474520433,0.0453584379172357,-0.132905869274016,0.143411512501988,0.176751276343093,-0.199485305974145,-0.153293226403007,-0.182925245047751,0.0946990506692998,-0.101489681329286,-0.0921889325030299,-0.0780201796292127,-0.0815378924735287,-0.0856916508734199,0.0707196738665088,0.114588698049511,-0.143312369899461,0.195186879582209,0.278616417046148,-0.0185104429274386,-0.0890601109350361,-0.118879225623944,0.243761069402342,-0.154942056191979
